Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2012-06-21,WESTGATE COMMUNITY COMPLEX,571.50
Adult and Culture,2012-06-20,IYABO MEG OSAGE,558.00
Adult and Culture,2012-06-15,NORTH TYNESIDE COUNCIL,600.00
Adult and Culture,2012-06-25,NORTH TYNESIDE COUNCIL,2910.00
Adult and Culture,2012-06-15,Redacted Personal Data,900.00
Adult and Culture,2012-06-15,Redacted Personal Data,1500.00
Adult and Culture,2012-06-21,FIRSTLINK I.T. SOLUTIONS LTD,1425.00
Adult and Culture,2012-06-12,FIRSTLINK I.T. SOLUTIONS LTD,1425.00
Adult and Culture,2012-06-19,FIRSTLINK I.T. SOLUTIONS LTD,1425.00
Adult and Culture,2012-06-14,OLM SYSTEMS LTD,3400.00
Adult and Culture,2012-06-29,OLM SYSTEMS LTD,500.00
Adult and Culture,2012-06-27,N POWER NORTHERN LTD,419.30
Adult and Culture,2012-06-13,N POWER NORTHERN LTD,742.07
Adult and Culture,2012-06-29,LTC HEALTHCARE,698.92
Adult and Culture,2012-06-14,NATIONAL AIDS TRUST,583.00
Adult and Culture,2012-06-22,NEOPOST FINANCE LTD,536.05
Adult and Culture,2012-06-25,N POWER NORTHERN LTD,1327.82
Adult and Culture,2012-06-01,CASMACO LTD,6427.20
Adult and Culture,2012-06-07,Redacted Personal Data,720.00
Adult and Culture,2012-06-28,OPEN UNIVERSITY,1935.00
Adult and Culture,2012-06-13,N POWER NORTHERN LTD,1974.73
Adult and Culture,2012-06-29,LEARNING FIRST LTD,7804.76
Adult and Culture,2012-06-19,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,2830.05
Adult and Culture,2012-06-12,AGE UK NEWCASTLE,6846.00
Adult and Culture,2012-06-12,AGE UK NEWCASTLE,547.68
Adult and Culture,2012-06-01,AGE UK NEWCASTLE,553.39
Adult and Culture,2012-06-01,AGE UK NEWCASTLE,559.09
Adult and Culture,2012-06-01,AGE UK NEWCASTLE,1780.00
Adult and Culture,2012-06-01,AGE UK NEWCASTLE,524.86
Adult and Culture,2012-06-01,AGE UK NEWCASTLE,1528.94
Adult and Culture,2012-06-01,AGE UK NEWCASTLE,1905.50
Adult and Culture,2012-06-01,AGE UK NEWCASTLE,1209.46
Adult and Culture,2012-06-01,AGE UK NEWCASTLE,1928.32
Adult and Culture,2012-06-28,AGE UK NEWCASTLE,1369.20
Adult and Culture,2012-06-01,ARK HOUSE TREATMENT CENTRE,1740.40
Adult and Culture,2012-06-01,ARK HOUSE TREATMENT CENTRE,1909.76
Adult and Culture,2012-06-01,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-06-01,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-06-01,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-06-01,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-06-01,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-06-01,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-06-01,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-06-01,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-06-21,AZURE,535.34
Adult and Culture,2012-06-21,AZURE,577.44
Adult and Culture,2012-06-21,AZURE,529.32
Adult and Culture,2012-06-21,AZURE,852.21
Adult and Culture,2012-06-21,AZURE,769.92
Adult and Culture,2012-06-21,AZURE,890.22
Adult and Culture,2012-06-29,AZURE,890.16
Adult and Culture,2012-06-01,AZURE,866.16
Adult and Culture,2012-06-01,AZURE,1251.12
Adult and Culture,2012-06-13,AZURE,1443.60
Adult and Culture,2012-06-13,AZURE,818.04
Adult and Culture,2012-06-13,AZURE,1227.06
Adult and Culture,2012-06-13,AZURE,577.44
Adult and Culture,2012-06-01,CARELINE HOMECARE LTD,651.84
Adult and Culture,2012-06-01,CARELINE HOMECARE LTD,651.84
Adult and Culture,2012-06-01,CARELINE HOMECARE LTD,579.44
Adult and Culture,2012-06-01,CARELINE HOMECARE LTD,651.84
Adult and Culture,2012-06-01,CARELINE HOMECARE LTD,651.84
Adult and Culture,2012-06-01,CARELINE HOMECARE LTD,651.84
Adult and Culture,2012-06-01,CAR-ES (UK) LTD,513.28
Adult and Culture,2012-06-01,CAR-ES (UK) LTD,1068.45
Adult and Culture,2012-06-12,CAREWATCH (NEWCASTLE UPON TYNE),633.92
Adult and Culture,2012-06-12,CAREWATCH (NEWCASTLE UPON TYNE),543.36
Adult and Culture,2012-06-12,CAREWATCH (NEWCASTLE UPON TYNE),769.76
Adult and Culture,2012-06-01,CAREWATCH (NEWCASTLE UPON TYNE),1698.36
Adult and Culture,2012-06-01,COMMUNITY INTEGRATED CARE,5432.61
Adult and Culture,2012-06-01,COQUET TRUST,643.61
Adult and Culture,2012-06-01,COQUET TRUST,676.69
Adult and Culture,2012-06-01,COQUET TRUST,1251.12
Adult and Culture,2012-06-01,COQUET TRUST,2305.65
Adult and Culture,2012-06-15,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4157.66
Adult and Culture,2012-06-15,GUARDIAN HOMECARE & NURSING (NCLE) LTD,7829.75
Adult and Culture,2012-06-15,GUARDIAN HOMECARE & NURSING (NCLE) LTD,7592.04
Adult and Culture,2012-06-28,GUARDIAN HOMECARE & NURSING (NCLE) LTD,3394.03
Adult and Culture,2012-06-28,GUARDIAN HOMECARE & NURSING (NCLE) LTD,2951.55
Adult and Culture,2012-06-26,GUARDIAN HOMECARE & NURSING (NCLE) LTD,674.72
Adult and Culture,2012-06-29,KEY ENTERPRISES (1983) LTD,2360.25
Adult and Culture,2012-06-29,KEY ENTERPRISES (1983) LTD,2674.95
Adult and Culture,2012-06-29,KEY ENTERPRISES (1983) LTD,2832.30
Adult and Culture,2012-06-01,KEY ENTERPRISES (1983) LTD,2139.96
Adult and Culture,2012-06-01,KEY ENTERPRISES (1983) LTD,1888.20
Adult and Culture,2012-06-08,LEONARD CHESHIRE DISABILITY,6520.80
Adult and Culture,2012-06-08,LEONARD CHESHIRE DISABILITY,537.32
Adult and Culture,2012-06-01,LIFEWAYS COMMUNITY CARE,918.00
Adult and Culture,2012-06-26,LIFEWAYS COMMUNITY CARE,803.25
Adult and Culture,2012-06-26,LIFEWAYS COMMUNITY CARE,11543.00
Adult and Culture,2012-06-26,LIFEWAYS COMMUNITY CARE,6545.00
Adult and Culture,2012-06-21,LS CARE LTD,692.09
Adult and Culture,2012-06-21,LS CARE LTD,2620.08
Adult and Culture,2012-06-01,LS CARE LTD,692.09
Adult and Culture,2012-06-01,LS CARE LTD,2620.08
Adult and Culture,2012-06-01,LS CARE LTD,692.09
Adult and Culture,2012-06-12,MENCAP,5367.34
Adult and Culture,2012-06-12,MENCAP,7860.66
Adult and Culture,2012-06-01,MOMENTUM,768.30
Adult and Culture,2012-06-01,NEURO PARTNERS LTD,520.00
Adult and Culture,2012-06-01,NEURO PARTNERS LTD,572.00
Adult and Culture,2012-06-19,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,1114.06
Adult and Culture,2012-06-19,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,1967.12
Adult and Culture,2012-06-19,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,10167.82
Adult and Culture,2012-06-19,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,10346.34
Adult and Culture,2012-06-20,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,1892.16
Adult and Culture,2012-06-14,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),1322.88
Adult and Culture,2012-06-14,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),1212.64
Adult and Culture,2012-06-26,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),3058.25
Adult and Culture,2012-06-01,PHILIP PARKINSON HOMECARE,875.00
Adult and Culture,2012-06-01,PHILIP PARKINSON HOMECARE,875.00
Adult and Culture,2012-06-01,PHILIP PARKINSON HOMECARE,875.00
Adult and Culture,2012-06-27,PHILIP PARKINSON HOMECARE,875.00
Adult and Culture,2012-06-27,PHILIP PARKINSON HOMECARE,991.70
Adult and Culture,2012-06-08,PHOENIX HOUSE,1711.29
Adult and Culture,2012-06-08,PHOENIX HOUSE,625.26
Adult and Culture,2012-06-08,POSITIVE LIFE CHOICES(F),739.20
Adult and Culture,2012-06-15,POSITIVE LIFE CHOICES(F),501.30
Adult and Culture,2012-06-15,POSITIVE LIFE CHOICES(F),1502.90
Adult and Culture,2012-06-21,POSITIVE LIFE CHOICES(F),1502.90
Adult and Culture,2012-06-27,POSITIVE LIFE CHOICES(F),1502.90
Adult and Culture,2012-06-27,POSITIVE LIFE CHOICES(F),1812.30
Adult and Culture,2012-06-28,POSITIVE LIFE CHOICES(F),541.40
Adult and Culture,2012-06-13,POSITIVE LIFE CHOICES(F),1657.60
Adult and Culture,2012-06-13,POSITIVE LIFE CHOICES(F),568.14
Adult and Culture,2012-06-20,POSITIVE LIFE CHOICES(F),501.30
Adult and Culture,2012-06-06,POSITIVE LIFE CHOICES(F),1502.90
Adult and Culture,2012-06-07,POSITIVE LIFE CHOICES(F),897.60
Adult and Culture,2012-06-20,THE EDWARD LLOYD TRUST,1527.50
Adult and Culture,2012-06-01,THE PIERPOINT GROUP,1198.20
Adult and Culture,2012-06-01,THE PIERPOINT GROUP,989.61
Adult and Culture,2012-06-01,THE PIERPOINT GROUP,1154.54
Adult and Culture,2012-06-01,UNITED RESPONSE,1320.50
Adult and Culture,2012-06-07,BUNZL CLEANING & HYGIENE SUPPLIES,626.66
Adult and Culture,2012-06-20,DAVID JOHNSON TAXIS,975.00
Adult and Culture,2012-06-07,DJ MINIBUSES,435.00
Adult and Culture,2012-06-21,FIVE STAR SERVICES LTD,555.60
Adult and Culture,2012-06-25,FIVE STAR SERVICES LTD,453.00
Adult and Culture,2012-06-07,FIVE STAR SERVICES LTD,477.20
Adult and Culture,2012-06-07,FIVE STAR SERVICES LTD,450.20
Adult and Culture,2012-06-25,LA TAXIS,807.50
Adult and Culture,2012-06-25,LA TAXIS,770.00
Adult and Culture,2012-06-25,LA TAXIS,802.50
Adult and Culture,2012-06-07,LA TAXIS,740.00
Adult and Culture,2012-06-07,LA TAXIS,660.50
Adult and Culture,2012-06-07,LA TAXIS,672.00
Adult and Culture,2012-06-11,BUNZL CLEANING & HYGIENE SUPPLIES,513.17
Adult and Culture,2012-06-18,N POWER NORTHERN LTD,1283.43
Adult and Culture,2012-06-11,N POWER NORTHERN LTD,1123.57
Adult and Culture,2012-06-22,D R SUMMERS PROPERTY MAINTENANCE,530.00
Adult and Culture,2012-06-22,D R SUMMERS PROPERTY MAINTENANCE,620.00
Adult and Culture,2012-06-14,DISABLED LIVING FOUNDATION,495.00
Adult and Culture,2012-06-21,NEWCASTLE AMBULANCE SERVICE,1490.40
Adult and Culture,2012-06-29,NEWCASTLE AMBULANCE SERVICE,2040.00
Adult and Culture,2012-06-07,NEWCASTLE AMBULANCE SERVICE,1710.00
Adult and Culture,2012-06-08,ACTION ON HEARING LOSS,1056.74
Adult and Culture,2012-06-21,NEWCASTLE AMBULANCE SERVICE,2040.00
Adult and Culture,2012-06-13,NEWCASTLE AMBULANCE SERVICE,2040.00
Adult and Culture,2012-06-21,IMAGE VISUAL COMMUNICATIONS,595.00
Adult and Culture,2012-06-13,N POWER NORTHERN LTD,1122.97
Adult and Culture,2012-06-07,Redacted Personal Data,1279.40
Adult and Culture,2012-06-28,BELLE TENTS,470.00
Adult and Culture,2012-06-25,NEWCASTLE GATESHEAD INITIATIVE,10000.00
Adult and Culture,2012-06-25,NEWCASTLE GATESHEAD INITIATIVE,4800.00
Adult and Culture,2012-06-20,NORTH MUSIC TRUST,1840.00
Adult and Culture,2012-06-28,Redacted Personal Data,15000.00
Adult and Culture,2012-06-14,Redacted Personal Data,1000.00
Adult and Culture,2012-06-29,Redacted Personal Data,946.38
Adult and Culture,2012-06-11,Redacted Personal Data,1300.00
Adult and Culture,2012-06-29,MOTHERCARE,479.60
Adult and Culture,2012-06-21,DARLINGTON BOROUGH COUNCIL,5239.73
Adult and Culture,2012-06-21,GATESHEAD MBC,10610.45
Adult and Culture,2012-06-21,MIDDLESBROUGH BOROUGH COUNCIL,20434.93
Adult and Culture,2012-06-21,STOCKTON BOROUGH COUNCIL,11527.40
Adult and Culture,2012-06-21,SUNDERLAND CITY COUNCIL,17684.08
Adult and Culture,2012-06-25,EAST END COMMUNITY DEVELOPMENT ALLIANCE,3914.00
Adult and Culture,2012-06-29,INTEGRATION GATES COMMUNITY INTEREST CO,1339.40
Adult and Culture,2012-06-29,INTEGRATION GATES COMMUNITY INTEREST CO,1391.40
Adult and Culture,2012-06-15,JET (JOBS EDUCATION & TRAINING),3026.68
Adult and Culture,2012-06-15,JET (JOBS EDUCATION & TRAINING),1348.55
Adult and Culture,2012-06-21,CROCODILE MOBILE CRECHE,562.50
Adult and Culture,2012-06-15,INTERACTIVE DEVELOPMENT LTD,50646.00
Adult and Culture,2012-06-22,NEOPOST FINANCE LTD,738.00
Adult and Culture,2012-06-08,OCR,954.50
Adult and Culture,2012-06-07,OPEN UNIVERSITY,1225.00
Adult and Culture,2012-06-13,THE WILD BUNCH,950.00
Adult and Culture,2012-06-29,ASKEWS LIBRARY SERVICES LTD,600.12
Adult and Culture,2012-06-13,ASKEWS LIBRARY SERVICES LTD,910.15
Adult and Culture,2012-06-29,BBC AUDIO BOOKS LTD,1156.46
Adult and Culture,2012-06-08,BERTRAM LIBRARY SERVICES,472.06
Adult and Culture,2012-06-15,BERTRAM LIBRARY SERVICES,500.16
Adult and Culture,2012-06-29,BERTRAM LIBRARY SERVICES,477.63
Adult and Culture,2012-06-18,MAGNA LARGE PRINT BOOKS,748.56
Adult and Culture,2012-06-21,SWETS INFORMATION SERVICES LTD,1598.76
Adult and Culture,2012-06-18,ULVERSCROFT LARGE PRINT BOOKS LTD,1137.20
Adult and Culture,2012-06-18,ULVERSCROFT LARGE PRINT BOOKS LTD,1653.04
Adult and Culture,2012-06-15,UNIQUE MAGAZINES,1754.86
Adult and Culture,2012-06-15,UNIQUE MAGAZINES,2531.39
