Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2010-08-12,BRITANNIA HOTEL NEWCASTLE,1332.78
Adult and Culture,2010-08-23,GED LAING PERSONAL SAFETY TRAINING,3034.95
Adult and Culture,2010-08-23,GED LAING PERSONAL SAFETY TRAINING,1874.25
Adult and Culture,2010-08-26,GED LAING PERSONAL SAFETY TRAINING,3042.05
Adult and Culture,2010-08-26,Redacted Personal Data,5050.00
Adult and Culture,2010-08-05,UNIVERSITY OF NORTHUMBRIA,3225.00
Adult and Culture,2010-08-26,CARE AND HEALTH LAW,625.00
Adult and Culture,2010-08-17,EXECUTIVE 21 LTD,850.00
Adult and Culture,2010-08-30,IGO-POST,655.12
Adult and Culture,2010-08-30,IGO-POST,631.00
Adult and Culture,2010-08-11,N POWER NORTHERN LTD,1828.72
Adult and Culture,2010-08-02,Redacted Personal Data,1123.74
Adult and Culture,2010-08-23,N POWER NORTHERN LTD,997.08
Adult and Culture,2010-08-08,POTTS PRINTERS LTD,533.00
Adult and Culture,2010-08-11,N POWER NORTHERN LTD,800.47
Adult and Culture,2010-08-24,ADASS TREASURY,1035.00
Adult and Culture,2010-08-02,CIPFA,650.00
Adult and Culture,2010-08-04,CIPFA,3050.00
Adult and Culture,2010-08-11,FIBONACCI,1125.00
Adult and Culture,2010-08-09,ICE LTD,4976.50
Adult and Culture,2010-08-11,IDEA,2732.53
Adult and Culture,2010-08-11,N POWER NORTHERN LTD,652.86
Adult and Culture,2010-08-11,N POWER NORTHERN LTD,755.40
Adult and Culture,2010-08-15,N POWER NORTHERN LTD,750.03
Adult and Culture,2010-08-15,NEWCASTLE HEALTHY CITY PROJECT,847.05
Adult and Culture,2010-08-05,NEWCASTLE PCT,10219.40
Adult and Culture,2010-08-11,NEWCASTLE PCT,5776.52
Adult and Culture,2010-08-11,NEWCASTLE PCT,9073.09
Adult and Culture,2010-08-18,NORTH TYNESIDE PRIMARY CARE TRUST,1032.17
Adult and Culture,2010-08-15,PLANTS PLUS LTD,806.08
Adult and Culture,2010-08-23,THOMPSON BUILDING CENTRES (FOSSWAYS),925.75
Adult and Culture,2010-08-26,ANCHOR STAYING PUT NEWCASTLE & GATESHEAD,691.83
Adult and Culture,2010-08-26,ANCHOR STAYING PUT NEWCASTLE & GATESHEAD,691.83
Adult and Culture,2010-08-25,ASIAN BUSINESS CONNEXIONS,6816.25
Adult and Culture,2010-08-04,COMMUNITY IT ACADEMY,664.55
Adult and Culture,2010-08-04,COMMUNITY IT ACADEMY,901.63
Adult and Culture,2010-08-04,COMMUNITY IT ACADEMY,545.20
Adult and Culture,2010-08-02,FAIRBRIDGE IN TYNE AND WEAR,1148.44
Adult and Culture,2010-08-17,FAIRBRIDGE IN TYNE AND WEAR,1392.77
Adult and Culture,2010-08-04,FAWDON COMMUNITY ASSOC.,3724.89
Adult and Culture,2010-08-23,FAWDON COMMUNITY ASSOC.,3724.89
Adult and Culture,2010-08-04,JESMOND SWIMMING PROJECT,1014.30
Adult and Culture,2010-08-17,JET,3193.89
Adult and Culture,2010-08-04,LEARNING LINKS EUROPE LTD,5306.96
Adult and Culture,2010-08-23,LEMINGTON CENTRE,1090.59
Adult and Culture,2010-08-25,LYDIAS HOUSE LTD,2368.74
Adult and Culture,2010-08-25,LYDIAS HOUSE LTD,1392.01
Adult and Culture,2010-08-04,NCVS,1499.21
Adult and Culture,2010-08-30,NEWBURN RIVERSIDE RECREATION ASSOCIATION,1021.00
Adult and Culture,2010-08-04,NEWCASTLE FUTURES (CENTRAL FUND),724.50
Adult and Culture,2010-08-04,NEWCASTLE FUTURES (CENTRAL FUND),579.60
Adult and Culture,2010-08-16,NEWCASTLE FUTURES (CENTRAL FUND),579.60
Adult and Culture,2010-08-16,NEWCASTLE FUTURES (CENTRAL FUND),724.50
Adult and Culture,2010-08-02,NEWCASTLE SOCIETY FOR BLIND PEOPLE,845.80
Adult and Culture,2010-08-12,NEWCASTLE UNITED FOUNDATION,877.76
Adult and Culture,2010-08-02,NEWCASTLE UPON TYNE YMCA,4824.32
Adult and Culture,2010-08-04,NEWCASTLE UPON TYNE YMCA,4382.97
Adult and Culture,2010-08-23,NEWCASTLE UPON TYNE YMCA,5466.78
Adult and Culture,2010-08-16,NORTHERN ARCHITECTURE,912.96
Adult and Culture,2010-08-30,NORTHERN ARCHITECTURE,912.96
Adult and Culture,2010-08-30,RECYKE Y'BIKE,1083.31
Adult and Culture,2010-08-25,THE ANGELOU CENTRE,740.82
Adult and Culture,2010-08-25,THE ANGELOU CENTRE,798.36
Adult and Culture,2010-08-04,TRINITY CENTRE,1479.02
Adult and Culture,2010-08-16,WARMZONE,1170.00
Adult and Culture,2010-08-02,LA TAXIS,1304.80
Adult and Culture,2010-08-02,LA TAXIS,912.80
Adult and Culture,2010-08-04,LA TAXIS,704.80
Adult and Culture,2010-08-11,LA TAXIS,734.80
Adult and Culture,2010-08-04,NODA TAXIS LTD,743.20
Adult and Culture,2010-08-04,NODA TAXIS LTD,679.80
Adult and Culture,2010-08-02,N POWER NORTHERN LTD,1220.22
Adult and Culture,2010-08-24,THOMAS OWEN & SONS LTD,638.21
Adult and Culture,2010-08-10,NEWCASTLE ON TYNE HOSPITALS NHS TRUST,758.10
Adult and Culture,2010-08-26,NORTH YORKSHIRE MOBILITYB & SAFETY,1477.50
Adult and Culture,2010-08-30,FIVE STAR SERVICES LTD,1572.00
Adult and Culture,2010-08-02,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-08-02,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-08-11,NEWCASTLE AMBULANCE SERVICE,1474.00
