Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2014-05-12,3663,279.30
Adult and Culture,2014-05-06,13 FERGUSONS LANE,1100.00
Adult and Culture,2014-05-06,14 EIGHTH ROW,9800.00
Adult and Culture,2014-05-06,18 SEA VIEW VILLAS,1540.00
Environment & Regeneration,2014-05-08,3A ENTERTAINMENTS LTD,32650.62
Environment & Regeneration,2014-05-08,3A ENTERTAINMENTS LTD,27877.41
Adult and Culture,2014-05-06,93 WINGROVE ROAD,2970.00
Adult and Culture,2014-05-20,93 WINGROVE ROAD,400.00
Environment & Regeneration,2014-05-02,A FIFIELD SERVICES,340.00
Environment & Regeneration,2014-05-29,A PLANT ACROW,347.76
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,3290.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,947.05
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,255.00
Environment & Regeneration,2014-05-01,A&J KEITH LTD,1020.88
Environment & Regeneration,2014-05-15,A&J KEITH LTD,162275.46
Environment & Regeneration,2014-05-14,A&J KEITH LTD,162275.46
Children's Services,2014-05-30,A&S LOCKSMITHS,275.60
Environment & Regeneration,2014-05-09,A&S LOCKSMITHS,326.12
Environment & Regeneration,2014-05-09,A&S LOCKSMITHS,428.00
Chief Executive's,2014-05-16,AA GLOBAL LANGUAGES SERVICES LTD,670.00
HRA,2014-05-16,AARAN BUILDERS (NE) LTD,2674.60
Adult and Culture,2014-05-20,ABBEYFIELD CASTLE FARM,-503.15
Adult and Culture,2014-05-20,ABBEYFIELD CASTLE FARM,2978.24
Adult and Culture,2014-05-20,ABBEYFIELD THE GROVE,-2080.48
Adult and Culture,2014-05-20,ABBEYFIELD THE GROVE,5542.96
Adult and Culture,2014-05-20,ABBEYMOOR,-458.70
Adult and Culture,2014-05-20,ABBEYMOOR,3462.52
Adult and Culture,2014-05-20,ABBEYMOOR,2010.56
Adult and Culture,2014-05-20,ABBEYMOOR,4000.00
Environment & Regeneration,2014-05-29,ABEL ALARM COMPANY LTD,441.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,411.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,453.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,441.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,574.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,488.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,488.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,569.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,314.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,269.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,411.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,319.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,475.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,264.00
Environment & Regeneration,2014-05-28,ABEL ALARM COMPANY LTD,624.00
Adult and Culture,2014-05-20,ABIGAIL HOUSE,-10335.21
Adult and Culture,2014-05-20,ABIGAIL HOUSE,44445.37
Environment & Regeneration,2014-05-28,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,1719.90
Adult and Culture,2014-05-13,ACCEPT CARE,-290.96
Adult and Culture,2014-05-13,ACCEPT CARE,1817.20
Adult and Culture,2014-05-13,ACCEPT CARE,4906.44
Chief Executive's,2014-05-16,ACCEPTUS IT LTD,10.00
Chief Executive's,2014-05-16,ACCEPTUS IT LTD,930.00
Environment & Regeneration,2014-05-22,ACCESS SOLUTIONS MASTER LOCKSMITHS,326.98
Environment & Regeneration,2014-05-20,ACROL AIR CONDITIONING CO LTD,1480.00
Children's Services,2014-05-07,ACTION FOR CHILDREN,14456.00
Children's Services,2014-05-22,ACTION FOR CHILDREN,1703.78
Children's Services,2014-05-22,ACTION FOR CHILDREN,5187.50
Children's Services,2014-05-22,ACTION FOR CHILDREN,960.55
Children's Services,2014-05-22,ACTION FOR CHILDREN,4740.14
Children's Services,2014-05-22,ACTION FOR CHILDREN,1118.26
Children's Services,2014-05-12,ACTION FOR CHILDREN,1194.00
Children's Services,2014-05-30,ACTION FOR CHILDREN,1194.00
Adult and Culture,2014-05-02,ACTION ON HEARING LOSS,296.58
Adult and Culture,2014-05-19,ACTION ON HEARING LOSS,932.00
Adult and Culture,2014-05-06,ACTIVE HORIZONS LTD,-495.80
Adult and Culture,2014-05-06,ACTIVE HORIZONS LTD,1648.00
Adult and Culture,2014-05-06,ACTIVE HORIZONS LTD,728.57
Adult and Culture,2014-05-06,ACTIVE HORIZONS LTD,1700.00
Adult and Culture,2014-05-28,ACTIVE TRAVEL,1330.00
Adult and Culture,2014-05-28,ACTIVE TRAVEL,1428.00
Adult and Culture,2014-05-30,ADASS TREASURY,750.00
Environment & Regeneration,2014-05-02,ADC ELECTRICAL CO LTD(F),332.00
Environment & Regeneration,2014-05-28,ADC ELECTRICAL CO LTD(F),404.00
Environment & Regeneration,2014-05-28,ADC ELECTRICAL CO LTD(F),434.29
Environment & Regeneration,2014-05-01,ADC ELECTRICAL CO LTD(F),306.00
Adult and Culture,2014-05-30,ADCS,416.00
Children's Services,2014-05-27,ADCS,2351.25
Adult and Culture,2014-05-15,ADELPHI HOTEL,1360.00
Environment & Regeneration,2014-05-21,ADLER AND ALLAN LTD,2073.50
Children's Services,2014-05-29,ADOPTION UK,527.75
Children's Services,2014-05-28,ADOPTION UK,426.75
Children's Services,2014-05-28,ADOPTION UK,435.00
Children's Services,2014-05-28,ADOPTION UK,426.75
Children's Services,2014-05-28,ADOPTION UK,538.88
Children's Services,2014-05-02,ADT FIRE & SECURITY,978.38
Environment & Regeneration,2014-05-02,ADT FIRE & SECURITY,1170.53
Environment & Regeneration,2014-05-02,ADT FIRE & SECURITY,972.83
Environment & Regeneration,2014-05-02,ADT FIRE & SECURITY,1257.36
Environment & Regeneration,2014-05-15,ADT FIRE & SECURITY,343.79
Environment & Regeneration,2014-05-20,ADT FIRE & SECURITY,269.92
Environment & Regeneration,2014-05-20,ADT FIRE & SECURITY,264.00
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,910.09
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,356.79
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,524.51
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,880.63
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,1466.89
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,637.18
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,698.73
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,541.54
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,554.09
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,284.91
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,261.00
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,437.26
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,449.12
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,817.01
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,572.22
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,666.30
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,307.42
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,441.68
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,290.78
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,487.54
Environment & Regeneration,2014-05-12,ADT FIRE & SECURITY,346.36
Environment & Regeneration,2014-05-01,ADT FIRE & SECURITY,1122.66
Environment & Regeneration,2014-05-01,ADT FIRE & SECURITY,1006.55
Environment & Regeneration,2014-05-01,ADT FIRE & SECURITY,744.42
Environment & Regeneration,2014-05-01,ADT FIRE & SECURITY,387.79
Environment & Regeneration,2014-05-01,ADT FIRE & SECURITY,375.98
