Payment Date,Benificiary Name,Amount
2012-11-28,JB SKILLCARE LTD,564
2012-11-16,ACTION ON HEARING LOSS,1214.17
2012-11-12,ACTION ON HEARING LOSS,944.75
2012-11-21,COBOLT SYSTEMS LTD,463.25
2012-11-30,RNIB,2312.12
2012-11-30,JB SKILLCARE LTD,480
2012-11-15,STREET PASTORS NEWCASTLE,1500
2012-11-01,HILL-ROM  UK LTD,450
2012-11-16,FOUNDRY DC,1115
2012-11-30,JANET PLATER MANAGEMENT LTD,4000
2012-11-09,NEWCASTLE GATESHEAD INITIATIVE,97500
2012-11-09,NEWCASTLE GATESHEAD INITIATIVE,15000
2012-11-08,Redacted Personal Data,525
2012-11-30,THEATRE AURACARIA,1750
2012-11-22,THEATRE AURACARIA,750
2012-11-29,THEATRE AURACARIA,1750
2012-11-12,WORLDBEATERS MUSIC LLP,900
2012-11-08,EMQC LTD,1500
2012-11-08,EQUALITY NORTH EAST,2990
2012-11-07,JET,11580
2012-11-20,JET,3350
2012-11-20,JET (JOBS EDUCATION & TRAINING),4935
2012-11-15,LEARNING AND SKILLS IMPROVEMENT SERVICE,501
2012-11-20,THE PRINCES TRUST,25000
2012-11-22,ADULT ENTERPRISE,4999
2012-11-08,BRITISH COMPUTER SOCIETY,900
2012-11-08,BRITISH COMPUTER SOCIETY,785
2012-11-23,BW CONSULTANTS,25455.95
2012-11-20,CITY & GUILDS,1654
2012-11-08,COMPASS COMPUTER CONSULTANTS LTD,1210
2012-11-27,DURHAM BUSINESSWEAR LTD,5837.39
2012-11-22,FOOTSTEPS INTO ASHFIELD,1632
2012-11-22,FOOTSTEPS INTO ASHFIELD,1872
2012-11-28,INTERACTIVE DEVELOPMENT LTD,16882
2012-11-29,INTERACTIVE DEVELOPMENT LTD,75995
2012-11-30,NISBETS,596.15
2012-11-19,OCR,1605
2012-11-15,OCR,1605
2012-11-26,RUSSELL TELECOM LTD,962
2012-11-16,SALLY HAIR AND BEAUTY SUPPLIES LTD,875.1
2012-11-16,SALLY HAIR AND BEAUTY SUPPLIES LTD,1321.7
2012-11-29,SUPPLIES TEAM LTD,1190.6
2012-11-19,TRIBAL EDUCATION,3240
2012-11-15,CITY & GUILDS,530
2012-11-08,OCR,582.8
2012-11-08,OCR,548.8
2012-11-05,NEWCASTLE THEATRE ROYAL TRUST LTD,200000
2012-11-06,Redacted Personal Data,1083.8
2012-11-06,VIGLEN LTD,14756
2012-11-28,LLJ HOLSGROVE,11925
2012-11-19,BIG WORD INTERPRETING SERVICES,987.08
2012-11-28,NCJ MEDIA LTD,446.49
2012-11-28,NCJ MEDIA LTD,56.83
2012-11-12,MHA,641.6
2012-11-05,STONHAM,636.99
2012-11-30,ASKEWS LIBRARY SERVICES LTD,604.2
2012-11-09,ASKEWS LIBRARY SERVICES LTD,783.11
2012-11-09,ASKEWS LIBRARY SERVICES LTD,847.39
2012-11-21,ASPIRE-I LTD,960
2012-11-02,BBC AUDIO BOOKS LTD,617.9
2012-11-30,BERTRAM LIBRARY SERVICES,1621.73
2012-11-07,BERTRAM LIBRARY SERVICES,698.96
2012-11-15,ST ANDREWS NEWSAGENCY,632.65
2012-11-19,WF HOWES LTD,518.4
2012-11-26,OCE FINANCE,1156.72
2012-11-06,BUNZL CLEANING & HYGIENE SUPPLIES,486.84
2012-11-14,AXIELL LTD,1000
2012-11-02,INFO TECHNOLOGY SUPPLY LTD,1744.91
2012-11-08,KAJIMA NEWCASTLE LIBRARIES LTD,284442.33
2012-11-08,NEOPOST-CREDIFON ACCOUNTS,2000
2012-11-06,RADFORD HMY GROUP,5953.72
2012-11-06,SODEXO PRESTIGE,1476
2012-11-22,SUPPLIES TEAM LTD,775.73
2012-11-01,WRVS,1750
2012-11-12,ALBANY OFFICE FURNITURE SOLUTIONS,23567
2012-11-07,BENTINCKS LIMITED,39147
2012-11-19,BUNZL CLEANING & HYGIENE SUPPLIES,1069.25
2012-11-12,EYRE & ELLISTON LTD T/A EGS,1230.12
2012-11-20,LEVANT OFFICE INTERIORS,8418.39
2012-11-16,LOW FELL REMOVALS,1440
2012-11-28,WV HOWE LTD,3812.76
2012-11-30,CORDALE INDUSTRIAL SERVICES LIMITED,2300
2012-11-30,CORDALE INDUSTRIAL SERVICES LIMITED,2300
2012-11-30,CORDALE INDUSTRIAL SERVICES LIMITED,2300
2012-11-07,ADT FIRE & SECURITY,429
2012-11-14,HERTEL UK LTD,607.5
2012-11-14,HERTEL UK LTD,515
2012-11-23,NORTHERN FLOORCRAFT (GATESHEAD) LTD,470
2012-11-26,RENVAC SCAFFOLDING,1200
2012-11-06,THE PROTECTOR GROUP,550
2012-11-13,THE PROTECTOR GROUP,3457
2012-11-15,NORTHEAST AMBULANCE SERV NHS TRUST,540
2012-11-15,BLP PRINTING & PACKAGING LTD,1751
2012-11-15,BLP PRINTING & PACKAGING LTD,1167.34
2012-11-22,ELANDERS HINDSON LTD,2036
2012-11-21,MARTINS THE PRINTERS,2089
2012-11-22,MIKE GRIFFITHS & ASSOCIATES LTD,1900
2012-11-16,AT HOME IN THE COMMUNITY LTD,1851.8
2012-11-29,AT HOME IN THE COMMUNITY LTD,1851.8
2012-11-22,COQUET TRUST,1037.6
2012-11-22,COQUET TRUST,2529.32
2012-11-22,COQUET TRUST,769.92
2012-11-22,COQUET TRUST,719.16
2012-11-22,COQUET TRUST,719.16
2012-11-09,COQUET TRUST,2529.32
2012-11-15,GUARDIAN HOMECARE & NURSING (NCLE) LTD,1791.52
2012-11-16,NCC CORPORATE APPOINTEESHIPS A/C,873.4
2012-11-09,NCC CORPORATE APPOINTEESHIPS A/C,20990.66
2012-11-07,NORTH EAST AUTISM SOCIETY(ADULT&CULTURE),1818.96
2012-11-07,NORTH EAST AUTISM SOCIETY(ADULT&CULTURE),1818.96
2012-11-22,Redacted Personal Data,65106.42
2012-11-07,Redacted Personal Data,600
2012-11-22,Redacted Personal Data,600
2012-11-07,Redacted Personal Data,600
2012-11-26,CARERS CENTRE NEWCASTLE,33388
2012-11-07,Redacted Personal Data,520
2012-11-02,ARCO LTD,549
2012-11-13,BALLET LORENT LIMITED,1500
2012-11-07,CAPABILITIES/ECBO TEAM,1398.51
2012-11-22,CAPABILITYS,791.95
2012-11-28,CARE QUALITY COMMISSION,3000
2012-11-28,CARE QUALITY COMMISSION,3000
2012-11-28,CARE QUALITY COMMISSION,3000
2012-11-28,CARE QUALITY COMMISSION,1300
2012-11-28,CARE QUALITY COMMISSION,2000
2012-11-26,CARERS CENTRE NEWCASTLE,2645
2012-11-26,CARERS CENTRE NEWCASTLE,102000
2012-11-02,CN UNWIN LTD,509.73
2012-11-20,FIRSTLINK I.T. SOLUTIONS LTD,1900
2012-11-07,FREEMAN HOSPITAL,11171.4
2012-11-13,HILL-ROM  UK LTD,450
2012-11-13,HILL-ROM  UK LTD,6177.6
2012-11-13,NCC SERVICES LTD,715
2012-11-16,OLM SYSTEMS LTD,1000
2012-11-30,PHILIP ENGELMAN,20150
2012-11-02,R W BARRETT & SON,967
2012-11-09,R W BARRETT & SON,820
2012-11-09,R W BARRETT & SON,820
2012-11-09,R W BARRETT & SON,967
2012-11-09,R W BARRETT & SON,967
2012-11-13,Redacted Personal Data,750
2012-11-13,Redacted Personal Data,2000
2012-11-13,Redacted Personal Data,4773
2012-11-26,SUE ROSS CONSULTING LTD,1189.7
2012-11-13,THE AVENUE,829.5
2012-11-12,THE AVENUE NEWCASTLE LTD,1817
2012-11-28,AGE UK NEWCASTLE,62700
2012-11-02,AGE UK NEWCASTLE,3297
2012-11-02,AGE UK NEWCASTLE,7695.25
2012-11-30,ANCHOR TRUST,18274.96
2012-11-20,AZURE,4509.96
2012-11-07,BALMORAL COURT,3449.98
2012-11-26,ELLA MCCAMBRIDGE,1433.89
2012-11-07,FREEMAN HOSPITAL,8067
2012-11-07,FREEMAN HOSPITAL,8067
2012-11-07,HOME GROUP LTD,9897.12
2012-11-28,Redacted Personal Data,4496.82
2012-11-20,Redacted Personal Data,1452.87
2012-11-07,CAPABILITIES/ECBO TEAM,33.33
2012-11-22,CAPABILITYS,33.33
2012-11-23,CREATIVE CONCEPTIONS LTD,950
2012-11-12,DAYBREAK CENTRES,591.6
2012-11-05,DAYBREAK CENTRES,591.6
2012-11-28,ACORN TREATMENT AND HOUSING,5940
2012-11-30,ANCHOR TRUST,18274.96
2012-11-12,ARK HOUSE TREATMENT CENTRE,1638.84
2012-11-20,AZURE,1251.12
2012-11-22,AZURE,577.44
2012-11-22,AZURE,962.4
2012-11-20,AZURE,1587.96
2012-11-20,AZURE,1010.52
2012-11-20,AZURE,529.32
2012-11-20,AZURE,818.04
2012-11-20,AZURE,986.4
2012-11-20,AZURE,577.44
2012-11-22,AZURE,529.32
2012-11-22,AZURE,1227.06
2012-11-20,AZURE,769.92
2012-11-20,AZURE,1443.6
2012-11-20,AZURE,950.37
2012-11-28,BRAMPTON COURT,2856
2012-11-12,CAMPHILL VILLAGE TRUST,1410.76
2012-11-12,CAMPHILL VILLAGE TRUST,3178.76
2012-11-28,CARE UK LEARNING DISABILITIES SERV LTD,1556.24
2012-11-28,CARE UK LEARNING DISABILITIES SERV LTD,1556.24
2012-11-28,CAREWATCH (NEWCASTLE UPON TYNE),1338.64
2012-11-28,CAREWATCH (NEWCASTLE UPON TYNE),542.96
2012-11-28,CAREWATCH (NEWCASTLE UPON TYNE),2003.92
2012-11-28,CAREWATCH (NEWCASTLE UPON TYNE),1338.64
2012-11-12,CASTLE CRAIG HOSPITAL LTD,2804.92
2012-11-12,CASTLE CRAIG HOSPITAL LTD,1302.28
2012-11-28,CASTLE CRAIG HOSPITAL LTD,701.23
2012-11-02,CITY OF EDINBURGH COUNCIL,10998.99
2012-11-05,COMFORT CALL LTD,1943.92
2012-11-30,COQUET TRUST,1142.85
2012-11-30,COQUET TRUST,2305.64
2012-11-28,COQUET TRUST,5139.91
2012-11-30,COQUET TRUST,1227.06
2012-11-28,COQUET TRUST,565.41
2012-11-21,DUMFRIES & GALLOWAY COUNCIL,2642.68
2012-11-12,EDWARD LLOYD TRUST,1118.38
2012-11-12,EQUAL PARTNERSHIPS LTD,1285.44
2012-11-12,EQUAL PARTNERSHIPS LTD,1285.44
2012-11-12,EQUAL PARTNERSHIPS LTD,1285.44
2012-11-28,EQUAL PARTNERSHIPS LTD,1285.44
2012-11-23,EQUAL PARTNERSHIPS LTD,1285.44
2012-11-12,ESPA LTD - EUROPEAN SERVICES FOR,14583.33
2012-11-05,FOUR SEASONS HEALTH CARE,6426
2012-11-30,GUARDIAN HOMECARE & NURSING (NCLE) LTD,2806.65
2012-11-30,GUARDIAN HOMECARE & NURSING (NCLE) LTD,3046.59
2012-11-30,GUARDIAN HOMECARE & NURSING (NCLE) LTD,1034.55
2012-11-30,GUARDIAN HOMECARE & NURSING (NCLE) LTD,580.96
2012-11-28,KEY ENTERPRISES (1983) LTD,2832.3
2012-11-28,KEY ENTERPRISES (1983) LTD,2360.25
2012-11-12,LEARNING FIRST LTD,2016
2012-11-12,LEARNING FIRST LTD,1008
2012-11-28,LIBERDADE NORTH EAST CIC,1438.98
2012-11-28,LIBERDADE NORTH EAST CIC,1141.26
2012-11-23,MHA,605.25
2012-11-28,MIMOSA RECOVERY LTD LINWOOD PARK,714.29
2012-11-28,NEURO PARTNERS LTD,580
2012-11-12,NEWCASTLE HOME CARE ASSOCIATES,797.44
2012-11-12,NEWCASTLE HOME CARE ASSOCIATES,797.44
2012-11-12,NEWCASTLE HOME CARE ASSOCIATES,6842.08
2012-11-12,NEWCASTLE HOME CARE ASSOCIATES,2093.28
2012-11-30,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),2538.48
2012-11-28,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),2538.48
2012-11-28,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),2538.48
2012-11-12,OPEN MINDS,1240.3
2012-11-22,Redacted Personal Data,668.04
2012-11-22,Redacted Personal Data,726
2012-11-12,Redacted Personal Data,841.5
2012-11-12,Redacted Personal Data,1307.39
2012-11-12,Redacted Personal Data,657.72
2012-11-28,SAFE HANDS HOMECARE LTD,796.8
2012-11-05,SAFE HANDS HOMECARE LTD,796.8
2012-11-29,ST ANNES COMMUNITY SERVICES,1032.38
2012-11-05,ST ANNES COMMUNITY SERVICES,906.48
2012-11-21,ST OSWALDS HOSPICE,696
2012-11-30,THE PERCY HEDLEY FOUNDATION,2462.28
2012-11-30,THE PERCY HEDLEY FOUNDATION,13495.37
2012-11-30,THE PERCY HEDLEY FOUNDATION,6369.58
2012-11-30,THE PERCY HEDLEY FOUNDATION,7325.05
2012-11-23,THE REGARD PARTNERSHIP LTD,11566.88
2012-11-12,TIME TO CARE,3344.88
2012-11-12,TIME TO CARE,3419.64
2012-11-28,TIME TO CARE,3363.57
2012-11-12,YELDALL CHRISTIAN CENTRE,2007.64
2012-11-12,YELDALL CHRISTIAN CENTRE,2256
2012-11-12,YELDALL CHRISTIAN CENTRE,2268.08
2012-11-12,YELDALL CHRISTIAN CENTRE,980
2012-11-28,YELDALL CHRISTIAN CENTRE,2074.56
2012-11-28,YELDALL CHRISTIAN CENTRE,2343.68
2012-11-30,THE PERCY HEDLEY FOUNDATION,587
2012-11-30,THE PERCY HEDLEY FOUNDATION,1596.64
2012-11-12,COMM & HOUSING SUPPORTING PEOPLE-SUBSIDY,-11.54
2012-11-26,COMM & HOUSING SUPPORTING PEOPLE-SUBSIDY,-11.54
2012-11-19,COMM & HOUSING SUPPORTING PEOPLE-SUBSIDY,-11.54
2012-11-05,COMM & HOUSING SUPPORTING PEOPLE-SUBSIDY,-11.54
2012-11-01,NEWCASTLE CITIZENS ADVICE BUREAU,20826.68
2012-11-29,NEWCASTLE CITIZENS ADVICE BUREAU,20826.68
2012-11-01,ANCHOR TRUST,1013.26
2012-11-29,ANCHOR TRUST,868.09
2012-11-01,AT HOME IN THE COMMUNITY LTD,15505.71
2012-11-29,AT HOME IN THE COMMUNITY LTD,9648
2012-11-01,AZURE,10494.12
2012-11-29,AZURE,10494.12
2012-11-01,BANKS OF THE WEAR LTD,1738.48
2012-11-29,BANKS OF THE WEAR LTD,1738.48
2012-11-01,BYKER BRIDGE HOUSING ASSOCIATION,51851.24
2012-11-29,BYKER BRIDGE HOUSING ASSOCIATION,51851.24
2012-11-01,CARE UK LTD,15678
2012-11-29,CARE UK LTD,15678
2012-11-01,CARING HANDS,1196.44
2012-11-29,CARING HANDS,1196.44
2012-11-01,CHEVIOT HOUSING ASS. LTD.,2984.25
2012-11-29,CHEVIOT HOUSING ASS. LTD.,1995.45
2012-11-01,COMM & HOUSING SUPPORTING PEOPLE-GROSS,41434
2012-11-29,COMM & HOUSING SUPPORTING PEOPLE-GROSS,41434
2012-11-12,COMM & HOUSING SUPPORTING PEOPLE-SUBSIDY,17202.8
2012-11-26,COMM & HOUSING SUPPORTING PEOPLE-SUBSIDY,17995.85
2012-11-19,COMM & HOUSING SUPPORTING PEOPLE-SUBSIDY,21675.34
2012-11-05,COMM & HOUSING SUPPORTING PEOPLE-SUBSIDY,16897.47
2012-11-01,COQUET TRUST,28031.72
2012-11-29,COQUET TRUST,28031.72
2012-11-01,CREATIVE SUPPORT,5350.8
2012-11-29,CREATIVE SUPPORT,5350.8
2012-11-01,DEMENTIA CARE PARTNERSHIP,33854.08
2012-11-29,DEMENTIA CARE PARTNERSHIP,33854.08
2012-11-01,DIMENSIONS,13266
2012-11-29,DIMENSIONS,13266
2012-11-01,ENTERPRISE 5 HOUSING ASSOCIATION,25176.6
2012-11-29,ENTERPRISE 5 HOUSING ASSOCIATION,24397.8
2012-11-01,HAVEN (TYNESIDE) LTD,15926.4
2012-11-29,HAVEN (TYNESIDE) LTD,15926.4
2012-11-01,HOME HOUSING ASSOC. (SUPPORTING PEOPLE),1975.84
2012-11-29,HOME HOUSING ASSOC. (SUPPORTING PEOPLE),1975.84
2012-11-01,INTERACTIVE SUPPORT LTD,2455.44
2012-11-29,INTERACTIVE SUPPORT LTD,2455.44
2012-11-01,KEYRING LIVING SUPPORT NETWORK,5036.08
2012-11-29,KEYRING LIVING SUPPORT NETWORK,5036.08
2012-11-01,LIFEWAYS COMMUNITY CARE,12605.04
2012-11-29,LIFEWAYS COMMUNITY CARE,12605.04
2012-11-01,MEARS HI LTD,17350.48
2012-11-29,MEARS HI LTD,17350.48
2012-11-01,MENTAL HEALTH CONCERN,11392.68
2012-11-29,MENTAL HEALTH CONCERN,11392.68
2012-11-01,MENTAL HEALTH MATTERS,9468.96
2012-11-29,MENTAL HEALTH MATTERS,9468.96
2012-11-01,NEW BEGINNINGS (NORTH EAST) LTD,26164.56
2012-11-29,NEW BEGINNINGS (NORTH EAST) LTD,26164.56
2012-11-01,NEW LEAF SUPPORTING INDEPENDENCE,9955.52
2012-11-29,NEW LEAF SUPPORTING INDEPENDENCE,8211.48
2012-11-01,NEW PROSPECTS ASSOCIATION LTD,3618
2012-11-29,NEW PROSPECTS ASSOCIATION LTD,3618
2012-11-01,NEWCASTLE WOMENS AID,13146.84
2012-11-29,NEWCASTLE WOMENS AID,13146.84
2012-11-01,NORCARE LTD,23844
2012-11-29,NORCARE LTD,23844
2012-11-01,NORTH EAST COUNCIL ON ADDICTIONS,5185.04
2012-11-29,NORTH EAST COUNCIL ON ADDICTIONS,5185.04
2012-11-01,NORTH OF ENGLAND REFUGEE SERVICE LTD,5444.6
2012-11-29,NORTH OF ENGLAND REFUGEE SERVICE LTD,5444.6
2012-11-01,NORTHERN LIFE CARE LTD,8050
2012-11-29,NORTHERN LIFE CARE LTD,8050
2012-11-01,PANAH LTD,5419.44
2012-11-29,PANAH LTD,5419.44
2012-11-01,PHOENIX HOUSE,8488.76
2012-11-29,PHOENIX HOUSE,8488.76
2012-11-01,PRAXIS SERVICE,18584.88
2012-11-29,PRAXIS SERVICE,18584.88
2012-11-01,REAL LIFE OPTIONS,6076.28
2012-11-29,REAL LIFE OPTIONS,6076.28
2012-11-01,RICHMOND FELLOWSHIP LTD,8316.6
2012-11-29,RICHMOND FELLOWSHIP LTD,8812.56
2012-11-01,SALVATION ARMY CARE UNIT,44111.92
2012-11-29,SALVATION ARMY CARE UNIT,44111.92
2012-11-01,SOCIETY OF ST VINCENT DE PAUL,7794.84
2012-11-29,SOCIETY OF ST VINCENT DE PAUL,7794.84
2012-11-01,ST ANNES COMMUNITY SERVICES,1252.28
2012-11-29,ST ANNES COMMUNITY SERVICES,1252.28
2012-11-01,ST CUTHBERTS CARE,24241.04
2012-11-29,ST CUTHBERTS CARE,24241.04
2012-11-01,STONHAM,46611.04
2012-11-01,STONHAM,14610.84
2012-11-29,STONHAM,46611.04
2012-11-29,STONHAM,14610.84
2012-11-01,THE CYRENIANS,370290.99
2012-11-29,THE CYRENIANS,109196.2
2012-11-01,THE DEPAUL TRUST,17263.68
2012-11-29,THE DEPAUL TRUST,17263.68
2012-11-01,THE EDWARD LLOYD TRUST,30790.54
2012-11-29,THE EDWARD LLOYD TRUST,28292.4
2012-11-01,THE OUTPOST HOUSING PROJECT,5729.28
2012-11-29,THE OUTPOST HOUSING PROJECT,5729.28
2012-11-01,UNITED RESPONSE,7236
2012-11-29,UNITED RESPONSE,7236
2012-11-01,YOUR HOMES NEWCASTLE,149827.16
2012-11-29,YOUR HOMES NEWCASTLE,149827.16
2012-11-20,ACOMB COURT,962.76
2012-11-06,BALMORAL COURT,868.72
2012-11-06,BEWICK LODGE,1169.68
2012-11-20,CESTRIA HOUSE,1362.08
2012-11-20,CRANLEA N H,2425.68
2012-11-06,DENE PARK HOUSE,1204.64
2012-11-06,FOXTON COURT,1881.21
2012-11-06,GARDEN LODGE,1262.52
2012-11-20,KENTON HALL N H,2981.96
2012-11-06,KIRKWOOD COURT,-3730.6
2012-11-20,LEVEN HOUSE,1177.84
2012-11-06,PARK HOUSE NURSING HOME,1137.48
2012-11-06,ST CATHERINES,-572.5
2012-11-20,STANTON LODGE,1953.44
2012-11-20,WORDSWORTH HOUSE,2683.51
2012-11-06,ABBEYFIELD CASTLE FARM,-2212.48
2012-11-06,ABBEYFIELD THE GROVE,-3725.64
2012-11-06,ABBEYMOOR,-476.8
2012-11-06,ABBEYMOOR,-311.4
2012-11-06,ABIGAIL HOUSE,-10252.92
2012-11-27,ACCEPT CARE,-270.96
2012-11-06,ADMORRE LTD,-476.8
2012-11-06,ALLAN COURT RESIDENTIAL HOME,-6517.72
2012-11-06,ALLAN COURT RESIDENTIAL HOME,-3643
2012-11-20,AMBER HOUSE RESIDENTIAL HOME,-1183.88
2012-11-06,ASHFIELD COURT,-3728.96
2012-11-20,ASPINDEN WOOD CENTRE,-476.8
2012-11-30,AT HOME IN THE COMMUNITY LTD,-640.11
2012-11-08,AT HOME IN THE COMMUNITY LTD,-629.9
2012-11-01,AT HOME IN THE COMMUNITY LTD,-629.9
2012-11-15,AT HOME IN THE COMMUNITY LTD,-629.9
