Payment Date,Benificiary Name,Amount
2013-02-18,ACTION FOR CHILDREN,5097.15
2013-02-18,ACTION FOR CHILDREN,5097.15
2013-02-18,ACTION FOR CHILDREN,1960.00
2013-02-18,ACTION FOR CHILDREN,42540.00
2013-02-18,ACTION FOR CHILDREN,0.00
2013-02-18,ACTION FOR CHILDREN,0.00
2013-02-18,ACTION FOR CHILDREN,4203.00
2013-02-18,ACTION FOR CHILDREN,30127.50
2013-02-20,ACTION FOR CHILDREN,4951.20
2013-02-25,ACTION FOR CHILDREN,75565.00
2013-02-25,ACTION FOR CHILDREN,8367.00
2013-02-25,ACTION FOR CHILDREN,4644.00
2013-02-25,ACTION FOR CHILDREN,3689.00
2013-02-11,ACTIVE HORIZONS LTD,-476.80
2013-02-11,ACTIVE HORIZONS LTD,1648.00
2013-02-28,ACTIVE TRAVEL,1755.00
2013-02-28,ACTIVE TRAVEL,1855.00
2013-02-18,ADARE LTD,1008.55
2013-02-18,ADARE LTD,600.00
2013-02-24,ADARE LTD,640.07
2013-02-19,ADASS TREASURY,495.00
2013-02-19,ADC ELECTRICAL CO LTD(F),293.00
2013-02-19,ADC ELECTRICAL CO LTD(F),715.00
2013-02-19,ADC ELECTRICAL CO LTD(F),2409.21
2013-02-19,ADC ELECTRICAL CO LTD(F),425.00
2013-02-26,ADC ELECTRICAL CO LTD(F),415.00
2013-02-26,ADC ELECTRICAL CO LTD(F),377.33
2013-02-19,ADELPHI HOTEL,2488.50
2013-02-04,ADVANCE INSTALLATIONS LTD,1035.38
2013-02-25,ADVANCE INSTALLATIONS LTD,2974.00
2013-02-25,ADVANCE INSTALLATIONS LTD,2224.00
2013-02-25,ADVANCE INSTALLATIONS LTD,1851.43
2013-02-25,ADVANCE INSTALLATIONS LTD,822.67
2013-02-25,ADVANCE INSTALLATIONS LTD,1000.00
2013-02-26,ADVANCE INSTALLATIONS LTD,2000.67
2013-02-14,ADVANCED INDUSTRIAL PRODUCTS,508.92
2013-02-03,AEBI SCHMIDT UK LTD,415.72
2013-02-28,AEBI SCHMIDT UK LTD,319.88
2013-02-21,AECOM,8376.00
2013-02-28,AECOM,10458.00
2013-02-04,AFRICAN COMMUNITY ADVICE NORTH EAST,5000.00
2013-02-27,AGD SYSTEMS LTD,9270.00
2013-02-05,AIR TECHNIQUE,335.00
2013-02-10,AIR TECHNIQUE,1535.00
2013-02-10,AIR TECHNIQUE,898.00
2013-02-10,AIR TECHNIQUE,485.00
2013-02-10,AIR TECHNIQUE,862.00
2013-02-10,AIR TECHNIQUE,362.00
2013-02-10,AIR TECHNIQUE,1095.00
2013-02-13,AIR TECHNIQUE,442.00
2013-02-19,AIR TECHNIQUE,306.00
2013-02-19,AIR TECHNIQUE,812.00
2013-02-13,AJP PROPERTY SERVICES LTD,455.00
2013-02-19,AJP PROPERTY SERVICES LTD,1142.35
2013-02-18,AKW MEDI-CARE LTD,320.01
2013-02-18,AKW MEDI-CARE LTD,291.89
2013-02-18,AKW MEDI-CARE LTD,291.89
2013-02-18,AKW MEDI-CARE LTD,494.11
2013-02-28,AKW MEDI-CARE LTD,495.52
2013-02-28,AKW MEDI-CARE LTD,311.93
2013-02-14,ALAN CARR DESIGN & PRINT,318.00
2013-02-25,ALBANY HOUSE  (WHITLEY BAY),6204.08
2013-02-04,ALBANY MOTORS,668.40
2013-02-05,ALBANY MOTORS,350.00
2013-02-05,ALBANY OFFICE FURNITURE SOLUTIONS,380.00
2013-02-13,ALEX HENRY,2350.00
2013-02-05,ALLAN COURT RESIDENTIAL HOME,869.60
2013-02-25,ALLAN COURT RESIDENTIAL HOME,-5128.56
2013-02-25,ALLAN COURT RESIDENTIAL HOME,-3643.00
2013-02-25,ALLAN COURT RESIDENTIAL HOME,869.60
2013-02-25,ALLAN COURT RESIDENTIAL HOME,24848.00
2013-02-25,ALLAN COURT RESIDENTIAL HOME,15220.00
2013-02-25,ALLAN COURT RESIDENTIAL HOME,434.80
2013-02-25,ALLAN COURT RESIDENTIAL HOME,5652.40
2013-02-25,ALLAN COURT RESIDENTIAL HOME,4641.60
2013-02-18,ALLIED HEALTHCARE GROUP,65187.27
2013-02-18,ALLIED HEALTHCARE GROUP,2059.20
2013-02-18,ALLIED HEALTHCARE GROUP,11975.48
2013-02-18,ALLIED HEALTHCARE GROUP,620.18
2013-02-18,ALLIED HEALTHCARE GROUP,2920.50
2013-02-18,ALLIED HEALTHCARE GROUP,29.07
2013-02-18,ALLIED HEALTHCARE GROUP,1562.00
2013-02-18,ALLIED HEALTHCARE GROUP,193.80
2013-02-18,ALLIED HEALTHCARE GROUP,1793.65
2013-02-14,ALLISON HEATING PRODUCTS,1402.30
2013-02-19,ALLPAY.NET LIMITED,1986.84
2013-02-27,ALLPAY.NET LIMITED,264.15
2013-02-27,ALLPAY.NET LIMITED,664.35
2013-02-27,ALPHATEC,271.60
2013-02-13,ALTONAIDS MOBILITY,637.52
2013-02-12,ALZHEIMERS SOCIETY,15181.40
2013-02-11,AMBER HOUSE RESIDENTIAL HOME,-1183.88
2013-02-11,AMBER HOUSE RESIDENTIAL HOME,5100.00
2013-02-04,AMCO ENGINEERING,10323.00
2013-02-05,AMCO ENGINEERING,10323.00
2013-02-21,AMTECH,980.00
2013-02-21,AMTECH,864.00
2013-02-21,AMTECH,1737.50
2013-02-21,AMTECH,864.00
2013-02-20,ANCHOR TRUST,900.24
2013-02-06,ANDREW WILSON AND CO,18096.72
2013-02-12,ANNIE BARR ASSOCIATES LTD,350.00
2013-02-26,AON HEWITT LIMITED,2875.00
2013-02-19,APEX RADIO SYSTEMS LTD,1500.00
2013-02-27,APPIA INFRASTRUCTURE SOLUTIONS LTD,500.00
2013-02-14,ARC ENVIRONMENTAL LTD,16692.00
2013-02-26,ARCO LTD,311.88
2013-02-05,AREEEBA DISTRIBUTION,240.00
2013-02-05,AREEEBA DISTRIBUTION,240.00
2013-02-05,AREEEBA DISTRIBUTION,240.00
2013-02-05,AREEEBA DISTRIBUTION,360.00
2013-02-25,ARGOS BUSINESS SOLUTIONS,367.44
2013-02-26,ARMCON LTD,524.55
2013-02-26,ARMCON LTD,20.00
2013-02-27,ARMCON LTD,524.55
2013-02-27,ARMCON LTD,20.00
2013-02-19,ARRIVA NORTH EAST,1430.00
2013-02-04,ASA AWARD SCHEME,265.80
2013-02-19,ASA AWARD SCHEME,252.90
2013-02-20,ASH INFORMATION SYSTEMS LTD,13200.00
2013-02-25,ASHFIELD COURT,-3237.84
2013-02-25,ASHFIELD COURT,8747.52
2013-02-11,ASHLAND UK LTD,700.00
2013-02-18,ASHMOLE MINICOACHES,938.00
2013-02-28,ASHMOLE MINICOACHES,821.00
2013-02-27,ASHTEAD PLANT HIRE CO LTD,345.60
2013-02-27,ASHTEAD PLANT HIRE CO LTD,740.00
2013-02-07,ASKEWS LIBRARY SERVICES LTD,314.34
2013-02-07,ASKEWS LIBRARY SERVICES LTD,298.97
2013-02-07,ASKEWS LIBRARY SERVICES LTD,253.46
2013-02-12,ASKEWS LIBRARY SERVICES LTD,337.32
2013-02-12,ASKEWS LIBRARY SERVICES LTD,368.54
2013-02-21,ASKEWS LIBRARY SERVICES LTD,307.80
2013-02-28,ASKEWS LIBRARY SERVICES LTD,482.88
2013-02-11,ASPINDEN WOOD CENTRE,-476.80
2013-02-11,ASPINDEN WOOD CENTRE,2760.00
2013-02-25,ASPIRATIONS CARE LTD,10781.46
2013-02-27,ASPIRATIONS CARE LTD,17672.50
2013-02-07,ASPIRATIONS CARE LTD,10781.46
2013-02-07,ASPIRATIONS CARE LTD,17672.50
2013-02-21,AT COMPUTERS,6290.00
2013-02-24,AT COMPUTERS,1495.00
2013-02-06,AT HOME IN THE COMMUNITY LTD,-611.77
2013-02-06,AT HOME IN THE COMMUNITY LTD,8025.27
2013-02-06,AT HOME IN THE COMMUNITY LTD,1448.57
2013-02-06,AT HOME IN THE COMMUNITY LTD,1108.28
2013-02-06,AT HOME IN THE COMMUNITY LTD,1514.24
2013-02-06,AT HOME IN THE COMMUNITY LTD,1607.12
2013-02-13,AT HOME IN THE COMMUNITY LTD,25000.00
2013-02-13,AT HOME IN THE COMMUNITY LTD,-611.77
2013-02-13,AT HOME IN THE COMMUNITY LTD,8025.27
2013-02-13,AT HOME IN THE COMMUNITY LTD,1448.57
2013-02-13,AT HOME IN THE COMMUNITY LTD,1108.28
2013-02-13,AT HOME IN THE COMMUNITY LTD,1514.24
2013-02-13,AT HOME IN THE COMMUNITY LTD,1607.12
2013-02-14,AT HOME IN THE COMMUNITY LTD,1851.80
2013-02-20,AT HOME IN THE COMMUNITY LTD,9648.00
2013-02-20,AT HOME IN THE COMMUNITY LTD,-180.09
2013-02-20,AT HOME IN THE COMMUNITY LTD,-431.68
2013-02-20,AT HOME IN THE COMMUNITY LTD,3535.45
2013-02-20,AT HOME IN THE COMMUNITY LTD,570.98
2013-02-20,AT HOME IN THE COMMUNITY LTD,344.12
2013-02-20,AT HOME IN THE COMMUNITY LTD,1514.24
2013-02-20,AT HOME IN THE COMMUNITY LTD,5062.94
2013-02-20,AT HOME IN THE COMMUNITY LTD,877.59
2013-02-20,AT HOME IN THE COMMUNITY LTD,764.16
2013-02-20,AT HOME IN THE COMMUNITY LTD,1607.12
2013-02-27,AT HOME IN THE COMMUNITY LTD,-611.77
2013-02-27,AT HOME IN THE COMMUNITY LTD,8025.27
2013-02-27,AT HOME IN THE COMMUNITY LTD,1448.57
2013-02-27,AT HOME IN THE COMMUNITY LTD,1108.28
2013-02-27,AT HOME IN THE COMMUNITY LTD,1514.24
2013-02-27,AT HOME IN THE COMMUNITY LTD,1607.12
2013-02-07,ATKINS LTD,3210.00
2013-02-03,AUBREY CORNFOOT LTD,1192.33
2013-02-04,AUBREY CORNFOOT LTD,818.67
2013-02-04,AUBREY CORNFOOT LTD,940.67
2013-02-14,AUBREY CORNFOOT LTD,635.67
2013-02-25,AUBREY CORNFOOT LTD,1692.00
2013-02-25,AUBREY CORNFOOT LTD,276.00
2013-02-25,AUBREY CORNFOOT LTD,6578.71
2013-02-25,AUBREY CORNFOOT LTD,1799.00
2013-02-25,AUBREY CORNFOOT LTD,5704.00
2013-02-26,AUBREY CORNFOOT LTD,481.00
2013-02-26,AUBREY CORNFOOT LTD,1523.81
2013-02-26,AUBREY CORNFOOT LTD,450.00
2013-02-25,AURA (NEWCASTLE) PROJECT COMPANY LTD,62249.83
2013-02-25,AURA (NEWCASTLE) PROJECT COMPANY LTD,1224010.12
2013-02-04,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,32042.00
2013-02-04,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,5000.00
2013-02-25,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,33796.24
2013-02-25,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,915341.00
2013-02-19,AURA NEWCASTLE LTD,10957.74
2013-02-28,AURA NEWCASTLE LTD,82787.19
2013-02-11,AUTISM INITIATIVES,-311.40
2013-02-11,AUTISM INITIATIVES,-311.40
2013-02-11,AUTISM INITIATIVES,6107.52
2013-02-11,AUTISM INITIATIVES,6107.52
2013-02-18,AUTISM INITIATIVES,18077.36
2013-02-11,AUTISM NORTH - EASTCLIFFE,9528.20
2013-02-11,AUTISM NORTH SEAHAM VIEW,9484.52
2013-02-25,AUTO ELECTRICAL SOLUTIONS LTD,305.60
2013-02-04,AUTOBAR (TRADING AS BUNZL VENDING,492.24
2013-02-25,AUTOCLOCK SYSTEMS LTD,21750.00
2013-02-04,AUTODIESEL (NEWCASTLE),270.32
2013-02-28,AUTODIESEL (NEWCASTLE),432.88
2013-02-14,AUTOMATIC RETAILING VENDING,400.00
2013-02-25,AUTOMATICA LTD,1000.00
2013-02-25,AUTOMATICA LTD,2000.00
2013-02-25,AVENUE COMMUNITY NH LTD,1568.00
2013-02-25,AVENUE COMMUNITY NH LTD,434.80
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,384.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,384.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,264.60
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,388.00
2013-02-13,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-02-14,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-02-25,AVOR GARAGES (NORTH EAST) LTD,384.00
2013-02-25,AVOR GARAGES (NORTH EAST) LTD,384.00
2013-02-25,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-02-25,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-02-06,AXA INSURANCE,850.01
2013-02-20,AXIELL LTD,785.00
2013-02-06,AZURE,384.96
2013-02-06,AZURE,336.84
2013-02-06,AZURE,360.90
2013-02-06,AZURE,360.90
2013-02-06,AZURE,818.04
2013-02-06,AZURE,336.84
2013-02-06,AZURE,288.72
2013-02-06,AZURE,481.20
2013-02-06,AZURE,481.20
2013-02-06,AZURE,4509.96
2013-02-06,AZURE,288.72
2013-02-06,AZURE,577.44
2013-02-07,AZURE,384.96
2013-02-07,AZURE,457.14
2013-02-07,AZURE,433.08
2013-02-07,AZURE,1587.96
2013-02-07,AZURE,962.40
2013-02-07,AZURE,1251.12
2013-02-07,AZURE,1010.52
2013-02-07,AZURE,288.72
2013-02-07,AZURE,769.92
2013-02-12,AZURE,769.92
2013-02-12,AZURE,1010.52
2013-02-12,AZURE,529.32
2013-02-12,AZURE,1347.36
2013-02-12,AZURE,1251.12
2013-02-12,AZURE,384.96
2013-02-13,AZURE,1492.20
2013-02-13,AZURE,1227.06
2013-02-13,AZURE,565.41
2013-02-13,AZURE,1118.79
2013-02-13,AZURE,1587.96
2013-02-13,AZURE,384.96
2013-02-13,AZURE,288.72
2013-02-13,AZURE,336.84
2013-02-13,AZURE,445.11
2013-02-13,AZURE,817.98
2013-02-13,AZURE,4509.96
2013-02-13,AZURE,384.96
2013-02-13,AZURE,505.26
2013-02-13,AZURE,288.72
2013-02-13,AZURE,300.75
2013-02-13,AZURE,481.20
2013-02-13,AZURE,384.96
2013-02-13,AZURE,396.99
2013-02-13,AZURE,457.14
2013-02-13,AZURE,529.32
2013-02-13,AZURE,288.72
2013-02-13,AZURE,714.15
2013-02-13,AZURE,866.16
2013-02-13,AZURE,721.80
2013-02-13,AZURE,384.96
2013-02-13,AZURE,288.72
2013-02-13,AZURE,481.20
2013-02-13,AZURE,276.69
2013-02-18,AZURE,-2493.80
2013-02-18,AZURE,36040.84
2013-02-20,AZURE,10494.12
2013-02-28,AZURE,1010.52
2013-02-28,AZURE,1587.96
2013-02-28,AZURE,481.20
2013-02-28,AZURE,4509.96
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.50
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,34.38
2013-02-17,AZZURRI COMMUNICATIONS LTD,23.02
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,121.10
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,0.39
2013-02-17,AZZURRI COMMUNICATIONS LTD,18.04
2013-02-17,AZZURRI COMMUNICATIONS LTD,50.23
2013-02-17,AZZURRI COMMUNICATIONS LTD,40.01
2013-02-17,AZZURRI COMMUNICATIONS LTD,38.70
2013-02-17,AZZURRI COMMUNICATIONS LTD,112.77
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,44.69
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.73
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,163.90
2013-02-17,AZZURRI COMMUNICATIONS LTD,240.66
2013-02-17,AZZURRI COMMUNICATIONS LTD,68.76
2013-02-17,AZZURRI COMMUNICATIONS LTD,15.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,15.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,36.54
2013-02-17,AZZURRI COMMUNICATIONS LTD,46.80
2013-02-17,AZZURRI COMMUNICATIONS LTD,34.58
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,34.44
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.64
2013-02-17,AZZURRI COMMUNICATIONS LTD,69.76
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,38.26
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.88
2013-02-17,AZZURRI COMMUNICATIONS LTD,24.05
2013-02-17,AZZURRI COMMUNICATIONS LTD,13.30
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,34.38
2013-02-17,AZZURRI COMMUNICATIONS LTD,27.80
2013-02-17,AZZURRI COMMUNICATIONS LTD,15.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,15.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,34.38
2013-02-17,AZZURRI COMMUNICATIONS LTD,15.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,45.84
2013-02-17,AZZURRI COMMUNICATIONS LTD,23.11
2013-02-17,AZZURRI COMMUNICATIONS LTD,68.76
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,30.65
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,12.56
2013-02-17,AZZURRI COMMUNICATIONS LTD,57.30
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,34.38
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,33.38
2013-02-17,AZZURRI COMMUNICATIONS LTD,23.48
2013-02-17,AZZURRI COMMUNICATIONS LTD,28.71
2013-02-17,AZZURRI COMMUNICATIONS LTD,20.31
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,80.76
2013-02-17,AZZURRI COMMUNICATIONS LTD,31.77
2013-02-17,AZZURRI COMMUNICATIONS LTD,33.35
2013-02-17,AZZURRI COMMUNICATIONS LTD,9.56
2013-02-17,AZZURRI COMMUNICATIONS LTD,49.83
2013-02-17,AZZURRI COMMUNICATIONS LTD,18.95
2013-02-17,AZZURRI COMMUNICATIONS LTD,103.47
2013-02-17,AZZURRI COMMUNICATIONS LTD,74.16
2013-02-17,AZZURRI COMMUNICATIONS LTD,36.07
2013-02-17,AZZURRI COMMUNICATIONS LTD,12.82
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,126.42
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,36.02
2013-02-17,AZZURRI COMMUNICATIONS LTD,95.08
2013-02-17,AZZURRI COMMUNICATIONS LTD,42.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,38.32
2013-02-17,AZZURRI COMMUNICATIONS LTD,42.83
2013-02-17,AZZURRI COMMUNICATIONS LTD,27.09
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,15.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,52.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,69.31
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,80.28
2013-02-17,AZZURRI COMMUNICATIONS LTD,35.10
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,1229.09
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,23.37
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,65.17
2013-02-17,AZZURRI COMMUNICATIONS LTD,41.30
2013-02-17,AZZURRI COMMUNICATIONS LTD,137.97
2013-02-17,AZZURRI COMMUNICATIONS LTD,295.87
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,1.70
2013-02-17,AZZURRI COMMUNICATIONS LTD,34.69
2013-02-17,AZZURRI COMMUNICATIONS LTD,13.24
2013-02-17,AZZURRI COMMUNICATIONS LTD,97.50
2013-02-17,AZZURRI COMMUNICATIONS LTD,134.55
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,34.38
2013-02-17,AZZURRI COMMUNICATIONS LTD,45.84
2013-02-17,AZZURRI COMMUNICATIONS LTD,122.36
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,78.33
2013-02-17,AZZURRI COMMUNICATIONS LTD,62.43
2013-02-17,AZZURRI COMMUNICATIONS LTD,66.12
2013-02-17,AZZURRI COMMUNICATIONS LTD,25.68
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,13.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,49.53
2013-02-17,AZZURRI COMMUNICATIONS LTD,350.20
2013-02-17,AZZURRI COMMUNICATIONS LTD,451.82
2013-02-17,AZZURRI COMMUNICATIONS LTD,37.68
2013-02-17,AZZURRI COMMUNICATIONS LTD,45.84
2013-02-17,AZZURRI COMMUNICATIONS LTD,23.34
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.84
2013-02-17,AZZURRI COMMUNICATIONS LTD,46.25
2013-02-17,AZZURRI COMMUNICATIONS LTD,57.78
2013-02-17,AZZURRI COMMUNICATIONS LTD,38.26
2013-02-17,AZZURRI COMMUNICATIONS LTD,50.60
2013-02-17,AZZURRI COMMUNICATIONS LTD,72.90
2013-02-17,AZZURRI COMMUNICATIONS LTD,24.19
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,22.92
2013-02-17,AZZURRI COMMUNICATIONS LTD,11.46
2013-02-17,AZZURRI COMMUNICATIONS LTD,63.46
