Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenses type,Detailed expense code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,05/12/2011,1112-00102,1724.94,R,Acre Wood Childrens Nursery,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Services Rendered By Voluntary Sector,505,05/12/2011,1112-00103,98195.00,R,Action For Blind People,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Services Rendered By Voluntary Sector,505,05/12/2011,1112-00104,147293.00,R,Action For Blind People,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,05/12/2011,1112-00105,628.93,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Services Rendered By Other Organisations,511,12/12/2011,1112-00106,-50001.92,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Services Rendered By Other Organisations,511,12/12/2011,1112-00107,150005.75,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,13/12/2011,1112-00108,4620.00,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,13/12/2011,1112-00109,5198.40,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Fees,559,16/12/2011,1112-00110,2000.00,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,22/12/2011,1112-00111,573.33,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,23/12/2011,1112-00112,644.00,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,23/12/2011,1112-00113,644.00,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,23/12/2011,1112-00114,3863.00,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,28/12/2011,1112-00115,825.00,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,29/12/2011,1112-00116,29622.20,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,30/12/2011,1112-00117,825.00,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,30/12/2011,1112-00118,4774.00,R,Action For Children,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Payments To Voluntary Organisations,561,30/12/2011,1112-00119,21005.50,R,Action For Gipton Elderly,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Rent,552,16/12/2011,1112-00120,560.92,R,Action Housing & Support Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Property And Maintenance,Premises,General Maintenance,104,05/12/2011,1112-00121,475.00,R,Active Cleaning Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,05/12/2011,1112-00122,1828.17,R,Active Kids Day Nursery,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Other Hired And Contracted Services,265,16/12/2011,1112-00123,904.80,R,Acumension,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Bought In Professional Services,277,16/12/2011,1112-00124,5935.26,R,Ad Golf Management Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Bought In Professional Services,277,16/12/2011,1112-00125,4675.01,R,Ad Golf Management Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Hired And Contracted Services,265,19/12/2011,1112-00126,1068.00,R,Ad3 Envelope Printers Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,30/12/2011,1112-00127,750.00,R,Adam Wolanski,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Supplies and Services,Conference Meetings,253,16/12/2011,1112-00128,450.00,R,Adass,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Supplies and Services,Conference Meetings,253,21/12/2011,1112-00129,450.00,R,Adass,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,05/12/2011,1112-00130,953.07,R,Adel Pre School,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-00131,693.00,R,Admas Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-00132,503.00,R,Admas Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,28/12/2011,1112-00133,28667.00,R,Adoption Matters Northwest,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Premises,Premises Security Services,162,12/12/2011,1112-00134,973.77,R,Adt Fire And Security,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Premises,Premises Security Services,162,12/12/2011,1112-00135,-973.77,R,Adt Fire And Security,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Premises,Premises Security Services,162,12/12/2011,1112-00136,681.64,R,Adt Fire And Security,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,16/12/2011,1112-00137,1185.00,C,Adt Fire And Security,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,22/12/2011,1112-00138,11325.95,R,Adult Supported Living Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,09/12/2011,1112-00139,2700.00,R,Advanced Child Care Assessments Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,29/12/2011,1112-00140,1200.00,R,Advanced Child Care Assessments Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Operational Furniture And Equipment,203,06/12/2011,1112-00141,1405.75,R,Advanced Machine Tool Systems,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08/12/2011,1112-00142,709.28,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08/12/2011,1112-00143,3210.76,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08/12/2011,1112-00144,3295.97,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08/12/2011,1112-00145,1687.81,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08/12/2011,1112-00146,2480.17,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08/12/2011,1112-00147,4178.40,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,14/12/2011,1112-00148,3509.29,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,14/12/2011,1112-00149,3227.81,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,14/12/2011,1112-00150,3139.47,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,14/12/2011,1112-00151,3080.56,R,Advantage Healthcare Nursing ,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,13/12/2011,1112-00152,1987.11,R,Advitam Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,21/12/2011,1112-00153,17892.96,R,Advitam Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Supplies and Services,Recurring & Major Grantss Projects,229,30/12/2011,1112-00154,7803.00,R,Advocacy Support Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Supplies and Services,Recurring & Major Grantss Projects,229,30/12/2011,1112-00155,9884.00,R,Advonet,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,05/12/2011,1112-00156,2333.00,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05/12/2011,1112-00157,672.80,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05/12/2011,1112-00158,816.00,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,05/12/2011,1112-00159,456.64,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,05/12/2011,1112-00160,1185.88,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05/12/2011,1112-00161,941.36,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,05/12/2011,1112-00162,467.86,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05/12/2011,1112-00163,807.36,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05/12/2011,1112-00164,477.60,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,05/12/2011,1112-00165,777.84,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,05/12/2011,1112-00166,867.74,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,05/12/2011,1112-00167,889.98,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05/12/2011,1112-00168,1319.88,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,05/12/2011,1112-00169,1680.30,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05/12/2011,1112-00170,451.44,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,05/12/2011,1112-00171,1053.36,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,05/12/2011,1112-00172,2585.10,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,05/12/2011,1112-00173,1944.40,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,05/12/2011,1112-00174,3143.04,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,05/12/2011,1112-00175,469.28,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05/12/2011,1112-00176,4417.28,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,05/12/2011,1112-00177,1599.98,R,Affinity Trust,,,,,,,,,,,,,,,,,,,,,,,,,
