Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Contract Hire (Excl Maintenance),308,28/10/2011,1110-03534,6583.05,R,Dawsonrentals Sweepers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Other Hired And Contracted Services,265,14/10/2011,1110-03535,1411.60,R,Db Tree Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,26/10/2011,1110-03536,5353.80,R,Dearn Vale
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,24/10/2011,1110-03537,1798.80,C,Dell Corporation Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,24/10/2011,1110-03538,4067.28,C,Dell Corporation Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,24/10/2011,1110-03539,11694.55,C,Dell Corporation Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Resaleable Materials,204,13/10/2011,1110-03540,930.24,R,Deluxebase Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,14/10/2011,1110-03541,1126.74,R,Dennis Eagle Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Income,Grants - DCLG,901,28/10/2011,1110-03542,1913805.00,R,Department For Communities And Local
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Employees,Temporary Staff-Basic,009,10/10/2011,1110-03543,3947.93,R,Department For Work And Pensions
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Employees,Temporary Staff-Basic,009,14/10/2011,1110-03544,1314.43,R,Department For Work And Pensions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Third Party Payments,Services Rendered By Voluntary Sector,505,06/10/2011,1110-03545,9099.25,R,Developing Initiatives For Support In
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Third Party Payments,Services Rendered By Voluntary Sector,505,06/10/2011,1110-03546,95085.25,R,Developing Initiatives For Support In
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Third Party Payments,Services Rendered By Voluntary Sector,505,06/10/2011,1110-03547,121019.25,R,Developing Initiatives For Support In
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Third Party Payments,Services Rendered By Voluntary Sector,505,06/10/2011,1110-03548,499411.75,R,Developing Initiatives For Support In
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,06/10/2011,1110-03549,55123.00,R,Developing Initiatives For Support In
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Third Party Payments,Services Provided By Other NHS Bodies,522,06/10/2011,1110-03550,12608.25,R,Developing Initiatives For Support In
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Payments To Voluntary Organisations,561,10/10/2011,1110-03551,124484.50,R,Developing Initiatives For Support In
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Premises,Rents,141,06/10/2011,1110-03552,7125.00,R,Dewlon Development Co Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Corporate Services,Support Services,Health  Safety And Welfare,426,03/10/2011,1110-03553,1079.00,R,Diagnostic Health Solutions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Third Party Payments,Payments To Voluntary Organisations,561,24/10/2011,1110-03554,10845.64,R,Dial (Leeds) Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Riep,Employees,Agency Staff,008,07/09/2011,1110-03555,1520.16,R,Dickinson Dees Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,28/10/2011,1110-03556,474.51,R,Dietex International Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Other Hired And Contracted Services,265,19/10/2011,1110-03557,1250.00,R,Digifish Media Productions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Computer Software & Equipment,214,27/10/2011,1110-03558,10150.00,R,Digital Welly
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25/10/2011,1110-03559,28862.92,R,Dimensions (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Audit And Risk,Supplies and Services,Food & Drink,231,03/10/2011,1110-03560,801.50,R,Dine Hospitality Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Audit And Risk,Supplies and Services,Food & Drink,231,03/10/2011,1110-03561,801.50,R,Dine Hospitality Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and Services,Catering Service,233,18/10/2011,1110-03562,488.25,R,Dine Hospitality Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Supplies and Services,Food & Drink,231,20/10/2011,1110-03563,480.00,R,Dine Hospitality Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Catering Service,233,21/10/2011,1110-03564,557.50,R,Dine Hospitality Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Supplies and Services,Conference Fees,253,21/10/2011,1110-03565,506.00,R,Dine Hospitality Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Employees,Retirement Gifts,065,28/10/2011,1110-03566,427.50,R,Dine Hospitality Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Catering Service,233,31/10/2011,1110-03567,431.25,R,Dine Hospitality Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Furniture And Equipment,203,28/10/2011,1110-03568,1331.86,R,Dive Gym Equiptment
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,04/10/2011,1110-03569,460.22,R,Dj Drink Solutions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,21/10/2011,1110-03570,2339.46,R,Djb Plant Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,21/10/2011,1110-03571,2339.47,R,Djb Plant Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,21/10/2011,1110-03572,2603.32,R,Djb Plant Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Consultancy Services,259,12/10/2011,1110-03573,4330.28,R,Dla Piper Uk Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Operational Furniture And Equipment,203,21/10/2011,1110-03574,1850.00,R,Domalarms
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,26/10/2011,1110-03575,51591.53,R,Donisthorpe Hall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,26/10/2011,1110-03576,9355.60,R,Donisthorpe Hall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,26/10/2011,1110-03577,37767.20,R,Donisthorpe Hall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,26/10/2011,1110-03578,27688.70,R,Donisthorpe Hall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,28/10/2011,1110-03579,971.00,R,Dorma Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Third Party Payments,Services Rendered By Voluntary Sector,505,06/10/2011,1110-03580,8915.00,R,Dosti Asian Womens Support Service
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,07/10/2011,1110-03581,11662.80,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,07/10/2011,1110-03582,15833.10,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,07/10/2011,1110-03583,15833.10,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,07/10/2011,1110-03584,15833.10,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,07/10/2011,1110-03585,20357.40,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,17/10/2011,1110-03586,12051.56,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,17/10/2011,1110-03587,16360.87,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,17/10/2011,1110-03588,16360.87,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,17/10/2011,1110-03589,16360.87,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,17/10/2011,1110-03590,21035.98,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,26/10/2011,1110-03591,15833.10,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,26/10/2011,1110-03592,35360.59,R,Dove Adolescent Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,26/10/2011,1110-03593,1209.80,R,Dove Care Home Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,14/10/2011,1110-03594,670.00,R,Dovetail Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Miscellaneous Transport Related Costs,324,21/10/2011,1110-03595,1124.00,R,Dragon Mobility
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,12/10/2011,1110-03596,624.00,R,Dragon Timber & Plywood Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,20/10/2011,1110-03597,915.03,R,Drive Assist
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Employees,Agency Staff,008,09/09/2011,1110-03598,881.62,R,Driver Hire
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Employees,Agency Staff,008,09/09/2011,1110-03599,1324.82,R,Driver Hire
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Employees,Agency Staff,008,16/09/2011,1110-03600,1720.79,R,Driver Hire
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Employees,Agency Staff,008,22/09/2011,1110-03601,1516.80,R,Driver Hire
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Employees,Agency Staff,008,30/09/2011,1110-03602,1604.15,R,Driver Hire
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Premises,Maintenance Of Buildings,101,06/10/2011,1110-03603,955.00,R,Drt Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,26/10/2011,1110-03604,1009.80,R,Dryclough Manor
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Work Done / Services Provided,931,19/10/2011,1110-03605,495.00,R,Dsk Environmental Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Rents,141,05/10/2011,1110-03606,900.00,R,Dtz Dtl Ltd Client A/C Re Common
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Premises Related Insurance,170,13/10/2011,1110-03607,1261.69,R,Dtz Dtl Ltd Client A/C Re Common
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,07/10/2011,1110-03608,1390.00,R,Ducklings Pre School Learning Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Printing,215,21/10/2011,1110-03609,509.00,R,Duffield Printers Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Hired And Contracted Services,265,27/10/2011,1110-03610,510.00,R,Duffield Printers Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,26/10/2011,1110-03611,3087.00,R,Dukeries Health Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,26/10/2011,1110-03612,3396.00,R,Dukeries Health Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,26/10/2011,1110-03613,21174.54,R,Dukeries Health Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,26/10/2011,1110-03614,5721.40,R,Dukeries Health Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Operational Materials,205,26/10/2011,1110-03615,661.93,R,Dulux Decorator Centres
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,21/10/2011,1110-03616,925.00,R,Duncan Maxwell Stewart
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,07/10/2011,1110-03617,763.00,R,Dunmar (Nurseries) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,06/10/2011,1110-03618,2016.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,20/10/2011,1110-03619,547.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,20/10/2011,1110-03620,547.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,20/10/2011,1110-03621,566.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,20/10/2011,1110-03622,664.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,27/10/2011,1110-03623,547.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,27/10/2011,1110-03624,712.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,27/10/2011,1110-03625,737.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,27/10/2011,1110-03626,1826.99,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,27/10/2011,1110-03627,2639.00,R,Dwp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,26/10/2011,1110-03628,7575.07,R,Dyneley House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Human Resources,Supplies and Services,Other Hired And Contracted Services,265,07/10/2011,1110-03629,444.00,R,Dyslexia Action Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Other Costs,7,05/10/2011,1110-03630,1180.38,C,E C Harris Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,Consultancy Services,259,13/10/2011,1110-03631,522.74,R,E C Harris Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,Consultancy Services,259,13/10/2011,1110-03632,657.64,R,E C Harris Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,Consultancy Services,259,13/10/2011,1110-03633,674.50,R,E C Harris Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,Consultancy Services,259,13/10/2011,1110-03634,1197.24,R,E C Harris Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Consultancy Services,259,19/10/2011,1110-03635,1691.88,R,E C Harris Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-03636,458.55,R,E J Parkinson & Son Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Corporate Services,Employees,Central Training,079,21/10/2011,1110-03637,585.40,R,E J Slater
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,12/10/2011,1110-03638,589.00,R,E P S Supplies
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,21/10/2011,1110-03639,514.48,R,E P S Supplies
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,21/10/2011,1110-03640,650.59,R,E P S Supplies
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,21/10/2011,1110-03641,676.60,R,E P S Supplies
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Furniture And Equipment,203,14/10/2011,1110-03642,850.48,R,Earth Anchors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Premises,General Maintenance,104,05/10/2011,1110-03643,794.33,R,Easaway Environmental
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Housing Services,Premises,General Maintenance,104,07/10/2011,1110-03644,9816.39,R,Easaway Environmental
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Housing Services,Premises,General Maintenance,104,12/10/2011,1110-03645,8046.07,R,Easaway Environmental
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Housing Services,Premises,General Maintenance,104,19/10/2011,1110-03646,9363.66,R,Easaway Environmental
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,26/10/2011,1110-03647,450.00,R,Easaway Environmental
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Housing Services,Premises,General Maintenance,104,31/10/2011,1110-03648,4239.25,R,Easaway Environmental
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,27/10/2011,1110-03649,5111.58,C,Easibathe Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,27/10/2011,1110-03650,6093.54,C,Easibathe Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,28/10/2011,1110-03651,4180.45,C,Easibathe Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Well Being Small Grants Projects,228,13/10/2011,1110-03652,500.00,R,East Ardsley Flower Club
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,06/10/2011,1110-03653,4149.60,R,East Riding Of Yorkshire Council
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,10/10/2011,1110-03654,2121.12,R,East Riding Of Yorkshire Council
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,14/10/2011,1110-03655,2166.70,R,East Riding Of Yorkshire Council
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,21/10/2011,1110-03656,2085.60,R,Easy Travel
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,21/10/2011,1110-03657,6412.20,R,Easy Travel
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,21/10/2011,1110-03658,18336.83,R,Easy Travel
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,21/10/2011,1110-03659,24996.65,R,Easy Travel
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,13/10/2011,1110-03660,6000.00,R,Eatons Solicitors
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Books & Audio-Visual Materials,206,18/10/2011,1110-03661,705.22,R,Ebsco Information Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Books & Audio-Visual Materials,206,21/10/2011,1110-03662,2085.14,R,Ebsco Information Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,26/10/2011,1110-03663,509.46,R,Ecobuilding Technology Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Roseville Enterprises,Supplies and Services,Operational Materials,205,05/10/2011,1110-03664,505.70,R,Ecolab Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Roseville Enterprises,Supplies and Services,Operational Materials,205,27/10/2011,1110-03665,1295.88,R,Ecolab Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Bought In Professional Services,277,13/10/2011,1110-03666,500.00,R,Ectra Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Property,Employees,Temporary Staff-Basic,009,07/10/2011,1110-03667,738.97,R,Eden Brown Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Technical Services,Employees,Temporary Staff-Basic,009,19/10/2011,1110-03668,807.09,R,Eden Brown Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Technical Services,Employees,Temporary Staff-Basic,009,19/10/2011,1110-03669,922.56,R,Eden Brown Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Property,Employees,Temporary Staff-Basic,009,26/10/2011,1110-03670,878.80,R,Eden Brown Recruitment Ltd
