Body,BodyName,ServiceLabel,ServiceDivisionLabel,ExpenditureCategory,DetailedExpenditureType,DetailedExpenditureCode,DatePaid,TransactionNumber,NetAmount,CapitalOrRevenue,SupplierName
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Hra,Employees,Central Training,79,20-Dec-13,1312-00668,740,R,Askham Bryan College
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,17-Dec-13,1312-00669,31826.48,C,Aspect Building Solutions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,13-Dec-13,1312-00670,525,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,11-Dec-13,1312-00671,650,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,31-Dec-13,1312-00672,673,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,20-Dec-13,1312-00673,821,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,18-Dec-13,1312-00674,821,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,11-Dec-13,1312-00675,821,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,11-Dec-13,1312-00676,1248,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,31-Dec-13,1312-00677,1346,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,31-Dec-13,1312-00678,1346,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,31-Dec-13,1312-00679,1346,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,18-Dec-13,1312-00680,1346,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,31-Dec-13,1312-00681,1396,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,18-Dec-13,1312-00682,1798,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,31-Dec-13,1312-00683,1850,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,27-Dec-13,1312-00684,1998,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,27-Dec-13,1312-00685,2029,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,06-Dec-13,1312-00686,2040,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,13-Dec-13,1312-00687,2180,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,31-Dec-13,1312-00688,2431,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,27-Dec-13,1312-00689,2898,R,Asphalt Pavers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Bought In Professional Services,277,31-Dec-13,1312-00690,8437.5,R,Aspirational Education Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,27-Dec-13,1312-00691,1120,R,Aspire-I Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,13-Dec-13,1312-00692,3092.1,R,Asquith Court Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services  ,Premises,Removal Of Workplace Waste,126,19-Nov-13,1312-00693,7263.4,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services  ,Supplies and Services,Operational Materials,205,26-Nov-13,1312-00694,790.6,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development  ,Premises,Removal Of Workplace Waste,126,18-Nov-13,1312-00695,560.83,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra  ,Premises,Removal Of Workplace Waste,126,26-Nov-13,1312-00696,628.56,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra  ,Premises,Removal Of Workplace Waste,126,12-Nov-13,1312-00697,909.36,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra  ,Premises,Removal Of Workplace Waste,126,29-Nov-13,1312-00698,2540.27,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra  ,Premises,Removal Of Workplace Waste,126,12-Nov-13,1312-00699,2826.37,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra  ,Premises,Removal Of Workplace Waste,126,05-Nov-13,1312-00700,3144.86,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,26-Nov-13,1312-00701,13455.04,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,20-Nov-13,1312-00702,14874.12,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,12-Nov-13,1312-00703,16554.56,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,05-Nov-13,1312-00704,16655.4,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,26-Nov-13,1312-00705,19218.19,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,05-Nov-13,1312-00706,44739.91,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,20-Nov-13,1312-00707,44851.04,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,12-Nov-13,1312-00708,46990.91,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,20-Nov-13,1312-00709,67820.39,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,05-Nov-13,1312-00710,69256.36,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,26-Nov-13,1312-00711,69978.8,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Supplies and Services,Waste Disposal Charges,236,12-Nov-13,1312-00712,75998.72,R,Associated Waste Manag
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Premises,Removal Of Workplace Waste,126,19-Dec-13,1312-00713,-1493.6,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Premises,Removal Of Workplace Waste,126,16-Dec-13,1312-00714,458.5,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Premises,Removal Of Workplace Waste,126,06-Dec-13,1312-00715,479.3,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Premises,Removal Of Workplace Waste,126,16-Dec-13,1312-00716,665.74,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Premises,Removal Of Workplace Waste,126,20-Dec-13,1312-00717,679.61,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Premises,Removal Of Workplace Waste,126,27-Dec-13,1312-00718,687.31,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Premises,Removal Of Workplace Waste,126,20-Dec-13,1312-00719,698.1,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Waste Disposal Charges,236,16-Dec-13,1312-00720,-1504.75,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Waste Disposal Charges,236,16-Dec-13,1312-00721,473.34,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Hra,Supplies and Services,Waste Disposal Charges,236,19-Dec-13,1312-00722,2597.86,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Premises,Removal Of Workplace Waste,126,16-Dec-13,1312-00723,-1695.6,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Premises,Removal Of Workplace Waste,126,06-Dec-13,1312-00724,417.48,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Premises,Removal Of Workplace Waste,126,31-Dec-13,1312-00725,1220.1,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Premises,Removal Of Workplace Waste,126,12-Dec-13,1312-00726,1258.81,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Premises,Removal Of Workplace Waste,126,24-Dec-13,1312-00727,1322.51,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Premises,Removal Of Workplace Waste,126,17-Dec-13,1312-00728,1372,R,Associated Waste Management Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Third Party Payments,Payments To Voluntary Organisations,561,31-Dec-13,1312-00729,6279,R,Association Of Blind Asians
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,10-Dec-13,1312-00730,478.3,R,Assured Psychological Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,27-Dec-13,1312-00731,3198,C,Astor Bannerman Medical Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,16-Dec-13,1312-00732,6910,C,Astor Bannerman Medical Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,02-Dec-13,1312-00733,8877,C,Astor Bannerman Medical Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Executive Support,Supplies and Services,Well Being Small Grants Projects,228,04-Dec-13,1312-00734,500,R,Asyabi Uk
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Supplies and Services,Bought In Professional Services,277,12-Dec-13,1312-00735,583.34,R,Atc Properties Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Supplies and Services,Bought In Professional Services,277,13-Dec-13,1312-00736,1166.66,R,Atc Properties Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,18-Dec-13,1312-00737,21946.74,R,Atkinson Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,18-Dec-13,1312-00738,3846,R,Atkinson Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Dementia,574,18-Dec-13,1312-00739,11456.96,R,Atkinson Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,18-Dec-13,1312-00740,945.6,R,Atkinson Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23-Dec-13,1312-00741,8547.94,R,Atkinsons Fencing Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Public Health,Supplies and Services,Other Hired And Contracted Services,265,17-Dec-13,1312-00742,500,R,Atlas
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,27-Dec-13,1312-00743,920.2,R,Attentive Care Experts Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,27-Dec-13,1312-00744,2025,R,Attentive Care Experts Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,18-Dec-13,1312-00745,1122,R,Attlee Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,18-Dec-13,1312-00746,8217,R,Autism Care (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,SEN Placements,566,20-Dec-13,1312-00747,4896.5,R,Autism Partnership Uk Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Food & Drink,231,06-Dec-13,1312-00748,440.7,R,Autobar Vending Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Food & Drink,231,04-Dec-13,1312-00749,564.82,R,Autobar Vending Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,27-Dec-13,1312-00750,4642.2,R,Avens Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,18-Dec-13,1312-00751,1133.08,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Operational Furniture And Equipment,203,06-Dec-13,1312-00752,689.59,R,Avery Weigh Tronix
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,23-Dec-13,1312-00753,476.95,R,Avire
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,23-Dec-13,1312-00754,496.95,R,Avire
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,02-Dec-13,1312-00755,975.95,R,Avire
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,18-Dec-13,1312-00756,4123.12,R,Avon Lodge
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,13-Dec-13,1312-00757,14000,C,Avtar Plumbers
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Books & Audio-Visual Materials,206,04-Dec-13,1312-00758,450,R,Award Scheme Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Books & Audio-Visual Materials,206,04-Dec-13,1312-00759,450,R,Award Scheme Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Books & Audio-Visual Materials,206,31-Dec-13,1312-00760,460,R,Award Scheme Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Books & Audio-Visual Materials,206,04-Dec-13,1312-00761,460,R,Award Scheme Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Books & Audio-Visual Materials,206,06-Dec-13,1312-00762,462.5,R,Award Scheme Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Rents,141,13-Dec-13,1312-00763,9995.7,R,Aws Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,18-Dec-13,1312-00764,19529.36,R,Ayersome Terrace
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,18-Dec-13,1312-00765,589.72,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,18-Dec-13,1312-00766,976.64,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Personal Budgets,627,18-Dec-13,1312-00767,487.52,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Operational Furniture And Equipment,203,16-Dec-13,1312-00768,4262.63,R,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,20-Dec-13,1312-00769,1144.8,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,11-Dec-13,1312-00770,1500,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,11-Dec-13,1312-00771,2495.78,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,17-Dec-13,1312-00772,2890,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,13-Dec-13,1312-00773,2890,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,13-Dec-13,1312-00774,2890,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,17-Dec-13,1312-00775,2890,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,13-Dec-13,1312-00776,3722.56,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,17-Dec-13,1312-00777,4111.14,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,17-Dec-13,1312-00778,4150,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,23-Dec-13,1312-00779,4150,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,30-Dec-13,1312-00780,4150,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,23-Dec-13,1312-00781,4150,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,02-Dec-13,1312-00782,4150,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,05-Dec-13,1312-00783,4150,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,17-Dec-13,1312-00784,4150,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,02-Dec-13,1312-00785,4150,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,30-Dec-13,1312-00786,4240.12,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,02-Dec-13,1312-00787,4450,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,27-Dec-13,1312-00788,5532.4,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,06-Dec-13,1312-00789,5861.72,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,18-Dec-13,1312-00790,5946.72,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,24-Dec-13,1312-00791,34030.82,C,B & K Passmore
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Operational Materials,205,20-Dec-13,1312-00792,1354.88,R,B A & B A Clayton
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Compensation Claims,200,19-Dec-13,1312-00793,600,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Premises,Maintenance Of Buildings,101,12-Dec-13,1312-00794,570,R,Back Care Solutions Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Benefits,Supplies and Services,Office Furniture & Equipment,201,20-Dec-13,1312-00795,714,R,Back Care Solutions Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Art Galleries Total Stores,3,27-Dec-13,1312-00796,848.51,R,Baker & Taylor (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Audit And Risk,Supplies and Services,Operational Furniture And Equipment,203,11-Dec-13,1312-00797,980,R,Baker Tilly Business Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Transport,Plant Spares,346,27-Dec-13,1312-00798,-551.01,R,Balmers Garden Machinery Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Transport,Plant Spares,346,27-Dec-13,1312-00799,503.99,R,Balmers Garden Machinery Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Transport,Plant Spares,346,27-Dec-13,1312-00800,643.41,R,Balmers Garden Machinery Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation  ,Supplies and Services,Office Furniture & Equipment,201,28-Nov-13,1312-00801,960,R,Balmers Gm Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation  ,Transport,Hire of Movable Plant & Machinery,315,13-Nov-13,1312-00802,960,R,Balmers Gm Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation  ,Transport,Hire of Movable Plant & Machinery,315,13-Nov-13,1312-00803,2364,R,Balmers Gm Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Youth Justice,Capital,Construction,3,11-Dec-13,1312-00804,738982.12,C,Bam Construction Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Youth Justice,Capital,Construction,3,27-Dec-13,1312-00805,936294.83,C,Bam Construction Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Supplies and Services,Operational Furniture And Equipment,203,03-Dec-13,1312-00806,1045,R,Banana Kick Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Damage To Employees Effects,55,20-Dec-13,1312-00807,1300,R,REDACTED PERSONAL DATA
