Supplier Name,Category Family,Invoice GL Date,Spend
BAM Nuttall Ltd,Buildings,2018-07-13,179091.84
BAM Nuttall Ltd,Buildings,2018-07-31,33909.16
BAM Nuttall Ltd,General Civils,2018-07-04,42887.43
BAM Nuttall Ltd,Buildings,2018-07-31,166710.00
BAM Nuttall Ltd,Buildings,2018-07-31,25001.75
BAM Nuttall Ltd,General Civils,2018-07-04,34025.51
BAM Nuttall Ltd,Professional Services Direct,2018-07-13,500000.00
BAM Nuttall Ltd,General Civils,2018-07-05,230904.76
BAM Nuttall Ltd,Professional Services Direct,2018-07-13,112423.41
BAM Nuttall Ltd,Buildings,2018-07-11,243686.58
BAM Nuttall Ltd,Professional Services Direct,2018-07-13,710541.73
BAM Nuttall Ltd,General Civils,2018-07-02,527203.56
BAM Nuttall Ltd,General Civils,2018-07-27,409974.61
BAM Nuttall Ltd,General Civils,2018-07-17,726264.75
BAM Nuttall Ltd,General Civils,2018-07-22,419580.94
BAM Nuttall Ltd,Professional Services Direct,2018-07-09,300962.16
BAM Nuttall Ltd,General Civils,2018-07-27,28149.38
BAM Nuttall Ltd,General Civils,2018-07-28,30794.49
BAM Nuttall Ltd,General Civils,2018-07-26,313355.68
BAM Nuttall Ltd,Professional Services Direct,2018-07-09,37758.90
BCM Construction Ltd,Electrification and Fixed Plant,2018-07-05,319040.75
BCM Construction Ltd,Electrification and Fixed Plant,2018-07-09,261522.08
BCM Construction Ltd,Electrification and Fixed Plant,2018-07-09,95346.07
BCM Construction Ltd,Electrification and Fixed Plant,2018-07-12,142396.82
BCM Construction Ltd,Electrification and Fixed Plant,2018-07-26,98736.33
BOC Ltd,Utilities,2018-07-09,48183.74
BT Fleet,Road Fleet,2018-07-19,955125.69
BT Fleet,Road Fleet,2018-07-22,668447.98
Babcock Rail Ltd,Track,2018-07-05,184649.00
Babcock Rail Ltd,Signalling,2018-07-04,51602.33
Babcock Rail Ltd,Track,2018-07-05,37008.00
Babcock Rail Ltd,Track,2018-07-05,153861.00
Babcock Rail Ltd,Track,2018-07-05,28733.00
Babcock Rail Ltd,Track,2018-07-05,1179588.00
Babcock Rail Ltd,Telecoms,2018-07-13,44666.84
Babcock Rail Ltd,Track,2018-07-04,456751.79
Babcock Rail Ltd,Track,2018-07-04,492313.04
Babcock Rail Ltd,Track,2018-07-06,387396.78
Babcock Rail Ltd,Track,2018-07-06,105073.46
Babcock Rail Ltd,Track,2018-07-06,316375.52
Babcock Rail Ltd,Telecoms,2018-07-12,168100.09
Babcock Rail Ltd,Signalling,2018-07-09,340005.36
Babcock Rail Ltd,Telecoms,2018-07-05,57727.56
Babcock Rail Ltd,Signalling,2018-07-13,150000.00
Babcock Rail Ltd,General Civils,2018-07-26,83276.00
Babcock Rail Ltd,Signalling,2018-07-10,79170.92
"Babcock Skills, Development & Training Ltd",HR and Training,2018-07-22,27469.00
Balfour Beatty Civil Engineering Limited,Buildings,2018-07-05,898980.11
Balfour Beatty Civil Engineering Limited,General Civils,2018-07-18,83021.77
Balfour Beatty Kilpatrick Ltd,Electrification and Fixed Plant,2018-07-17,290689.74
Balfour Beatty Living Places Ltd,Electrification and Fixed Plant,2018-07-04,110485.86
Balfour Beatty Living Places Ltd,Electrification and Fixed Plant,2018-07-05,51302.30
Balfour Beatty Living Places Ltd,Electrification and Fixed Plant,2018-07-10,59362.56
Balfour Beatty PLC t/a Omnicom Engineering Ltd,Information Technology,2018-07-26,25522.00
Balfour Beatty PLC t/a Omnicom Engineering Ltd,Intelligent Infrastructure,2018-07-19,48197.23
Balfour Beatty PLC t/a Omnicom Engineering Ltd,Intelligent Infrastructure,2018-07-30,48197.23
Balfour Beatty PLC t/a Omnicom Engineering Ltd,Information Technology,2018-07-18,73038.00
Balfour Beatty PLC t/a Omnicom Engineering Ltd,Information Technology,2018-07-18,51888.75
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2018-07-16,183604.97
Balfour Beatty Rail Ltd,Signalling,2018-07-12,707372.61
Balfour Beatty Rail Ltd,Signalling,2018-07-12,84801.30
Balfour Beatty Rail Ltd,On Track Machines,2018-07-24,42313.00
Balfour Beatty Rail Ltd,On Track Machines,2018-07-24,48080.99
Balfour Beatty Rail Ltd,General Civils,2018-07-26,284119.95
Balfour Beatty Rail Ltd,General Civils,2018-07-18,39660.41
Balfour Beatty Rail Ltd,General Civils,2018-07-18,49500.95
Balfour Beatty Rail Ltd,General Civils,2018-07-18,104576.33
Balfour Beatty Rail Ltd,General Civils,2018-07-12,72428.75
Balfour Beatty Rail Ltd,General Civils,2018-07-12,121872.36
Balfour Beatty Rail Ltd,General Civils,2018-07-12,48022.35
Balfour Beatty Rail Ltd,On Track Machines,2018-07-06,76211.00
Balfour Beatty Rail Ltd,On Track Machines,2018-07-17,76211.00
Balfour Beatty Rail Ltd,On Track Machines,2018-07-25,54074.35
Balfour Beatty Rail Ltd,Track,2018-07-12,1091251.25
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2018-07-10,150415.94
Balfour Beatty Rail Ltd,Infrastructure Support Services,2018-07-04,149104.09
Balfour Beatty Rail Ltd,On Track Machines,2018-07-09,74352.33
Balfour Beatty Rail Ltd,On Track Machines,2018-07-27,738811.31
Balfour Beatty Rail Ltd,Track,2018-07-06,129361.36
Balfour Beatty Rail Ltd,General Civils,2018-07-11,797383.64
Balfour Beatty Rail Ltd,Track,2018-07-13,1160413.61
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2018-07-18,69570.24
Balfour Beatty Rail Ltd,Professional Services Direct,2018-07-10,45343.02
Balfour Beatty Rail Ltd,Professional Services Direct,2018-07-27,31018.16
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2018-07-16,1001535.27
Balfour Beatty Rail Ltd,Rail Fleet,2018-07-18,52603.85
Balfour Beatty Rail Ltd,Rail Fleet,2018-07-22,161531.39
Balfour Beatty Rail Ltd,On Track Machines,2018-07-24,308803.50
Balfour Beatty Rail Ltd,On Track Machines,2018-07-27,818175.00
Balfour Beatty Rail Ltd,Rail Fleet,2018-07-02,201054.05
Balfour Beatty Rail Ltd,Rail Fleet,2018-07-02,71725.99
Balfour Beatty Rail Ltd,Rail Fleet,2018-07-02,93078.19
Balfour Beatty Rail Ltd,General Civils,2018-07-26,67759.32
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2018-07-06,3724005.82
Balfour Beatty Rail Ltd,On Track Machines,2018-07-22,33642.65
Balfour Beatty Rail Ltd,Signalling,2018-07-05,143845.36
Balfour Beatty Rail Ltd - Engineering & Technology Solutions,Intelligent Infrastructure,2018-07-27,52642.00
BaxterStorey Ltd,Facilities - Soft Services,2018-07-12,39991.00
Bechtel Ltd,Professional Services Direct,2018-07-16,4695000.00
Bechtel Ltd,Professional Services Direct,2018-07-30,846663.32
Bechtel Ltd,Professional Services Direct,2018-07-30,42322.13
Bechtel Ltd,Professional Services Direct,2018-07-28,25393.28
Bechtel Ltd,Professional Services Direct,2018-07-18,50002.16
Berrymans Lace Mawer LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-07-03,59487.14
Berrymans Lace Mawer LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-07-30,64640.66
Big Bang Education CIC,Regulatory Charges,2018-07-24,29000.00
Bombardier Transportation UK Ltd,Signalling,2018-07-12,41110.80
Bombardier Transportation UK Ltd,Signalling,2018-07-25,57435.60
Bombardier Transportation UK Ltd,Signalling,2018-07-28,28802.55
Braemar Response Ltd,Infrastructure Support Services,2018-07-26,34736.77
Brecknell Willis & Co Ltd,Plant and Tools,2018-07-09,57016.80
Brecknell Willis & Co Ltd,Plant and Tools,2018-07-26,38011.20
Brecknell Willis & Co Ltd,Plant and Tools,2018-07-31,95028.00
Brett Aggregates Ltd,Ballast,2018-07-05,27500.00
Brett Aggregates Ltd,Ballast,2018-07-05,27500.00
Brett Aggregates Ltd,Ballast,2018-07-28,27500.00
Bridgeway Consulting Ltd,General Civils,2018-07-23,36396.64
Bridgeway Consulting Ltd,Infrastructure Support Services,2018-07-23,136566.33
Bridgeway Consulting Ltd,General Civils,2018-07-07,56485.23
Bridgeway Consulting Ltd,Logistics,2018-07-23,117027.06
Bridgeway Consulting Ltd,Infrastructure Support Services,2018-07-22,276716.64
Bridgeway Consulting Ltd,Infrastructure Support Services,2018-07-23,27182.79
Bridgeway Consulting Ltd,Infrastructure Support Services,2018-07-20,33926.78
Bridgeway Consulting Ltd,Infrastructure Support Services,2018-07-23,146787.07
Bridgeway Consulting Ltd,Infrastructure Support Services,2018-07-20,115802.10
Bridgeway Consulting Ltd,Infrastructure Support Services,2018-07-24,69002.53
British Geological Survey,Professional Services Direct,2018-07-10,47220.25
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,1294943.70
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,321662.88
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,40846.08
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,167218.80
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,30409.82
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,163407.90
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,60277.00
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,35071.54
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,30692.41
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,35443.65
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,630107.53
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,34016.37
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,33603.60
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-07,63082.83
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-09,77236.90
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-07-09,41976.36
British Telecommunications plc,Telecoms,2018-07-12,95142.02
British Telecommunications plc,Telecoms,2018-07-12,85869.18
British Telecommunications plc,Telecoms,2018-07-23,60628.10
British Telecommunications plc,Telecoms,2018-07-24,26936.37
British Telecommunications plc,Telecoms,2018-07-28,370199.96
British Telecommunications plc,Telecoms,2018-07-16,72716.25
British Telecommunications plc,Telecoms,2018-07-30,618564.92
British Telecommunications plc,Telecoms,2018-07-27,104391.23
British Transport Police,Security Solutions,2018-07-24,25545.21
British Transport Police,Security Solutions,2018-07-02,25743.01
Brunton Shaw UK (a div. of Usha Martin UK Ltd),Electrification and Fixed Plant,2018-07-14,29698.90
Buckingham Group Contracting Ltd,General Civils,2018-07-19,316112.07
Buckingham Group Contracting Ltd,General Civils,2018-07-06,339983.18
Buckingham Group Contracting Ltd,Professional Services Direct,2018-07-30,3241473.00
Buckingham Group Contracting Ltd,General Civils,2018-07-09,196015.99
Buckingham Group Contracting Ltd,Buildings,2018-07-02,325813.39
Buckingham Group Contracting Ltd,Buildings,2018-07-25,531107.35
Buckingham Group Contracting Ltd,Buildings,2018-07-20,958618.44
Buckingham Group Contracting Ltd,Buildings,2018-07-09,71229.28
Buckingham Group Contracting Ltd,Buildings,2018-07-12,1409167.00
Buckingham Group Contracting Ltd,General Civils,2018-07-12,29554.24
Buckingham Group Contracting Ltd,Buildings,2018-07-06,64654.46
Buckingham Group Contracting Ltd,Buildings,2018-07-12,71127.00
Buckingham Group Contracting Ltd,General Civils,2018-07-06,98775.00
Buckingham Group Contracting Ltd,General Civils,2018-07-12,62937.25
Buckingham Group Contracting Ltd,Buildings,2018-07-31,99625.80
Buckingham Group Contracting Ltd,Buildings,2018-07-09,81214.00
Buckingham Group Contracting Ltd,Buildings,2018-07-09,45764.76
Buckingham Group Contracting Ltd,General Civils,2018-07-27,310447.76
Buckingham Group Contracting Ltd,Buildings,2018-07-01,25000.00
Buckingham Group Contracting Ltd,General Civils,2018-07-03,267497.65
Buckingham Group Contracting Ltd,General Civils,2018-07-03,168126.77
Buckingham Group Contracting Ltd,General Civils,2018-07-11,363535.32
Buckingham Group Contracting Ltd,General Civils,2018-07-30,110246.35
Build 2 Design Ltd,Buildings,2018-07-05,35786.00
Build 2 Design Ltd,Buildings,2018-07-06,35786.00
Business Moves Group,Facilities - Soft Services,2018-07-23,32524.16
C R Reynolds Ltd,Buildings,2018-07-22,198469.43
C R Reynolds Ltd,Buildings,2018-07-30,74117.17
C R Reynolds Ltd,Buildings,2018-07-28,72286.83
C R Reynolds Ltd,Buildings,2018-07-27,82349.14
C Spencer Ltd,Buildings,2018-07-12,1150024.44
C Spencer Ltd,Professional Services Direct,2018-07-10,86554.62
C Spencer Ltd,Buildings,2018-07-06,251550.63
CAHA Registrar Ltd,,2018-07-25,56680.60
CEMEX Rail Products,Sleepers and Bearers,2018-07-14,45567.00
CEMEX Rail Products,Sleepers and Bearers,2018-07-24,45567.00
CEMEX Rail Products,Sleepers and Bearers,2018-07-24,27340.20
CEMEX Rail Products,Sleepers and Bearers,2018-07-24,50123.70
CEMEX Rail Products,Sleepers and Bearers,2018-07-04,28152.54
CEMEX Rail Products,Sleepers and Bearers,2018-07-14,39117.60
CEMEX Rail Products,Sleepers and Bearers,2018-07-09,31593.60
CEMEX Rail Products,Sleepers and Bearers,2018-07-09,35542.80
CEMEX Rail Products,Sleepers and Bearers,2018-07-09,31593.60
CEMEX Rail Products,Sleepers and Bearers,2018-07-09,31593.60
CEMEX Rail Products,Sleepers and Bearers,2018-07-14,31593.60
CEMEX Rail Products,Sleepers and Bearers,2018-07-17,43441.20
CEMEX Rail Products,Sleepers and Bearers,2018-07-18,27644.40
CEMEX Rail Products,Sleepers and Bearers,2018-07-18,31593.60
CEMEX Rail Products,Sleepers and Bearers,2018-07-18,43441.20
CEMEX Rail Products,Sleepers and Bearers,2018-07-18,35542.80
CEMEX Rail Products,Sleepers and Bearers,2018-07-28,31593.60
CEMEX Rail Products,Sleepers and Bearers,2018-07-28,43441.20
CEMEX Rail Products,Sleepers and Bearers,2018-07-28,43441.20
CEMEX Rail Products,Sleepers and Bearers,2018-07-25,41428.62
CEMEX Rail Products,Sleepers and Bearers,2018-07-25,41428.62
CEMEX Rail Products,Sleepers and Bearers,2018-07-25,41428.62
CEMEX Rail Products,Sleepers and Bearers,2018-07-26,81034.16
CEMEX Rail Products,Sleepers and Bearers,2018-07-04,52873.52
CEMEX Rail Products,Sleepers and Bearers,2018-07-04,33477.67
CEMEX Rail Products,Sleepers and Bearers,2018-07-04,32621.14
CEMEX Rail Products,Sleepers and Bearers,2018-07-22,25096.71
CPMS Ltd,Buildings,2018-07-03,46640.37
CPMS Ltd,Buildings,2018-07-28,97160.41
CPMS Ltd,Buildings,2018-07-23,66666.67
CPMS Ltd,Buildings,2018-07-23,133255.55
CPMS Ltd,Buildings,2018-07-23,48619.81
CPMS Ltd,Track,2018-07-26,40000.00
CPMS Ltd,Buildings,2018-07-23,31387.40
CPMS Ltd,Buildings,2018-07-23,50000.00
CPMS Ltd,Buildings,2018-07-23,71389.25
CPMS Ltd,Buildings,2018-07-12,58731.95
CPMS Ltd,Buildings,2018-07-30,108228.13
CPMS Ltd,Buildings,2018-07-07,31200.00
CPMS Ltd,Buildings,2018-07-25,46168.92
CPMS Ltd,Buildings,2018-07-26,31013.60
CPMS Ltd,Buildings,2018-07-31,29714.64
CPMS Ltd,Buildings,2018-07-26,42192.00
CSC Computer Sciences Ltd,Information Technology,2018-07-28,48737.12
CSC Computer Sciences Ltd,Information Technology,2018-07-19,157014.27
CSC Computer Sciences Ltd,Information Technology,2018-07-18,30000.00
CSC Computer Sciences Ltd,Information Technology,2018-07-05,40180.00
CSC Computer Sciences Ltd,Information Technology,2018-07-19,118512.63
CSC Computer Sciences Ltd,Information Technology,2018-07-19,371885.78
CSC Computer Sciences Ltd,Information Technology,2018-07-20,46634.53
CSC Computer Sciences Ltd,Information Technology,2018-07-17,79291.36
CSC Computer Sciences Ltd,Information Technology,2018-07-17,100353.26
CSC Computer Sciences Ltd,Information Technology,2018-07-17,78881.69
CSC Computer Sciences Ltd,Information Technology,2018-07-30,44005.77
CSC Computer Sciences Ltd,Information Technology,2018-07-24,379144.74
CSC Computer Sciences Ltd,Information Technology,2018-07-05,52113.50
CSC Computer Sciences Ltd,Information Technology,2018-07-23,605972.80
CSC Computer Sciences Ltd,Information Technology,2018-07-31,40530.10
Cable Dynamics Ltd,Information Technology,2018-07-28,35000.00
Capel Group Ltd,Infrastructure Support Services,2018-07-13,146362.20
Capel Group Ltd,Infrastructure Support Services,2018-07-13,111997.82
Capita Business Services Ltd,Recruitment Services,2018-07-27,5219204.40
Capita Business Services Ltd,Recruitment Services,2018-07-31,28250.40
Capita Employee Benefits Ltd,HR and Training,2018-07-24,31985.61
Capita Property & Infrastructure Ltd,Professional Services Direct,2018-07-07,43344.38
Capita Property & Infrastructure Ltd,Professional Services Direct,2018-07-18,90127.50
Capita Travel & Events Ltd,Supplies and Services,2018-07-09,46560.00
Capita Travel & Events Ltd,Supplies and Services,2018-07-13,1753229.69
Carillion Construction Ltd,Buildings,2018-07-17,50032.00
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-07-03,135544.40
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-07-03,600769.20
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-07-03,1026827.47
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-07-03,937607.65
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-07-03,3781849.67
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-07-09,39730.19
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-07-11,2815095.28
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-07-06,60134.49
Cello Signal Ltd t/a The Leith Agency,Land & Property Acquisitions (incl. Business Consultancy),2018-07-03,49834.00
Centregreat Rail Ltd,General Civils,2018-07-04,99814.31
Centregreat Rail Ltd,Buildings,2018-07-31,104314.32
Centregreat Rail Ltd,Buildings,2018-07-22,37937.67
Centurion Site Services Ltd,Infrastructure Support Services,2018-07-13,42417.70
CenturyLink Communications UK Ltd,Telecoms,2018-07-10,103894.52
CenturyLink Communications UK Ltd,Telecoms,2018-07-10,57290.40
CenturyLink Communications UK Ltd,Telecoms,2018-07-10,57290.40
CenturyLink Communications UK Ltd,Telecoms,2018-07-10,64906.67
CenturyLink Communications UK Ltd,Telecoms,2018-07-09,55841.40
CenturyLink Communications UK Ltd,Telecoms,2018-07-09,77100.00
CenturyLink Communications UK Ltd,Telecoms,2018-07-09,210161.81
Clarke Chapman Group Ltd,Rail Fleet,2018-07-13,181352.60
Clarke Chapman Group Ltd,Rail Fleet,2018-07-14,195417.28
Clarke Chapman Group Ltd,Rail Fleet,2018-07-13,288272.63
Cleshar Contract Services Ltd,Track,2018-07-09,74493.36
Cleshar Contract Services Ltd,Electrification and Fixed Plant,2018-07-23,158990.63
Cleshar Contract Services Ltd,Track,2018-07-05,52394.54
Cleveland Cable Company Ltd,Signalling,2018-07-04,75831.00
Cleveland Cable Company Ltd,Electrification and Fixed Plant,2018-07-03,76600.44
Cleveland Cable Company Ltd,Electrification and Fixed Plant,2018-07-03,26664.24
ClickSoftware Europe Ltd,Information Technology,2018-07-26,265616.00
Cliffe Packaging Ltd,Supplies and Services,2018-07-30,32280.00
Clifford Chance LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-07-20,283494.69
Clifford Chance LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-07-05,848103.72
Clydesdale Ltd,Electrification and Fixed Plant,2018-07-10,26121.40
Codra Software Ltd,Intelligent Infrastructure,2018-07-25,93169.65
Cognizant Worldwide Ltd,Information Technology,2018-07-09,59306.03
Cognizant Worldwide Ltd,Information Technology,2018-07-26,73590.00
Cognizant Worldwide Ltd,Information Technology,2018-07-26,49320.00
Cognizant Worldwide Ltd,Information Technology,2018-07-26,25193.00
Cognizant Worldwide Ltd,Information Technology,2018-07-26,120204.00
Cognizant Worldwide Ltd,Information Technology,2018-07-09,468643.59
Cognizant Worldwide Ltd,Information Technology,2018-07-09,42361.44
Colas Rail Ltd,Track,2018-07-18,368071.21
Colas Rail Ltd,Track,2018-07-06,78607.39
Colas Rail Ltd,On Track Machines,2018-07-09,937563.91
Colas Rail Ltd,On Track Machines,2018-07-20,379004.12
Colas Rail Ltd,On Track Machines,2018-07-28,937563.91
Colas Rail Ltd,On Track Machines,2018-07-02,159284.96
Colas Rail Ltd,On Track Machines,2018-07-02,62192.31
Colas Rail Ltd,On Track Machines,2018-07-20,210848.22
Colas Rail Ltd,On Track Machines,2018-07-28,62192.31
Colas Rail Ltd,Track,2018-07-10,83335.09
Colas Rail Ltd,Track,2018-07-10,221846.05
Colas Rail Ltd,Track,2018-07-10,118646.36
Colas Rail Ltd,Track,2018-07-09,194817.18
Colas Rail Ltd,On Track Machines,2018-07-20,451165.96
Colas Rail Ltd,Track,2018-07-18,138923.08
Colas Rail Ltd,Track,2018-07-18,82976.40
Colas Rail Ltd,Track,2018-07-10,301764.04
Colas Rail Ltd,Track,2018-07-10,493035.47
Colas Rail Ltd,Track,2018-07-10,27376.18
Colas Rail Ltd,Track,2018-07-10,380716.17
Colas Rail Ltd,Track,2018-07-10,272670.59
Colas Rail Ltd,Track,2018-07-10,209358.23
Colas Rail Ltd,Track,2018-07-10,177376.23
Colas Rail Ltd,Track,2018-07-10,176240.26
Colas Rail Ltd,Track,2018-07-10,112266.57
Colas Rail Ltd,Track,2018-07-06,197000.00
Colas Rail Ltd,Track,2018-07-18,262368.63
Colas Rail Ltd,Rail Fleet,2018-07-02,559615.38
Colas Rail Ltd,Rail Fleet,2018-07-13,312774.95
Colas Rail Ltd,Rail Fleet,2018-07-28,559615.38
Colas Rail Ltd,On Track Machines,2018-07-23,158088.11
Colas Rail Ltd,On Track Machines,2018-07-28,46820.17
Colas Rail Ltd,Logistics,2018-07-28,44303.69
Colas Rail Ltd,Logistics,2018-07-02,413218.08
Colas Rail Ltd,Logistics,2018-07-23,555466.04
Colas Rail Ltd,Logistics,2018-07-28,413218.08
Colas Rail Ltd,On Track Machines,2018-07-02,1435996.15
Colas Rail Ltd,On Track Machines,2018-07-23,475387.97
Colas Rail Ltd,On Track Machines,2018-07-28,1435996.15
Colas Rail Ltd,Track,2018-07-13,39262.76
Colas Rail Ltd,Track,2018-07-09,98864.00
Colas Rail Ltd,Track,2018-07-10,85523.39
Colas Rail Ltd,Track,2018-07-06,253312.57
Colas Rail Ltd,Track,2018-07-06,318076.34
Colas Rail Ltd,Track,2018-07-06,123238.43
Colas Rail Ltd,Track,2018-07-06,290588.45
Colas Rail Ltd,Track,2018-07-06,365861.37
Colas Rail Ltd,Track,2018-07-06,174047.08
Colas Rail Ltd,Track,2018-07-06,1202380.06
Colas Rail Ltd,Track,2018-07-10,46308.00
Colas Rail Ltd,Track,2018-07-09,64169.24
Colas Rail Ltd,Track,2018-07-09,792589.41
Colas Rail Ltd,Track,2018-07-09,100000.00
Colas Rail Ltd,Track,2018-07-09,138600.00
Colas Rail Ltd,Track,2018-07-09,97000.00
Colas Rail Ltd,Track,2018-07-09,100000.00
Colas Rail Ltd,Track,2018-07-18,601999.03
Colas Rail Ltd,Track,2018-07-16,115742.24
Colas Rail Ltd,Track,2018-07-06,78968.87
Colas Rail Ltd,Track,2018-07-09,90699.68
Colas Rail Ltd,Track,2018-07-11,791123.82
Colas Rail Ltd,Signalling,2018-07-11,680900.00
Colas Rail Morgan Sindall Joint Venture,Buildings,2018-07-09,30000.00
Colas Rail Morgan Sindall Joint Venture,Track,2018-07-09,1925957.55
Collaborative Project Management Services Ltd,Professional Services Direct,2018-07-04,118579.28
Collaborative Project Management Services Ltd,Professional Services Direct,2018-07-04,144528.96
Collaborative Project Management Services Ltd,Professional Services Direct,2018-07-04,94184.74
Collis Engineering Ltd,Signalling,2018-07-05,25377.91
Colt Construction Ltd,Buildings,2018-07-27,128787.89
Colt Construction Ltd,Buildings,2018-07-23,38671.61
Colt Construction Ltd,Buildings,2018-07-27,579498.04
Colt Construction Ltd,Buildings,2018-07-17,29152.44
Colt Construction Ltd,Buildings,2018-07-23,40000.00
Colt Construction Ltd,Buildings,2018-07-30,25000.00
Colt Construction Ltd,Buildings,2018-07-11,33578.60
Colt Construction Ltd,Buildings,2018-07-11,127776.68
Colt Construction Ltd,Buildings,2018-07-23,40000.00
Colt Construction Ltd,Buildings,2018-07-26,25000.00
Colt Construction Ltd,Buildings,2018-07-24,27054.53
Colt Construction Ltd,Buildings,2018-07-23,34340.00
Company Barclaycard,Land & Property Acquisitions (incl. Business Consultancy),2018-07-05,250773.92
Complete Environmental Services Ltd,Infrastructure Support Services,2018-07-16,30540.00
Complete Paving Requirements (Scotland) Ltd,Buildings,2018-07-05,69542.03
Complete Paving Requirements (Scotland) Ltd,Buildings,2018-07-17,110544.93
Complete Paving Requirements (Scotland) Ltd,Buildings,2018-07-17,48505.68
Complete Paving Requirements (Scotland) Ltd,Buildings,2018-07-27,93841.04
Computacenter (UK) Ltd,Information Technology,2018-07-22,135928.60
Computacenter (UK) Ltd,Information Technology,2018-07-24,36536.00
Computacenter (UK) Ltd,Information Technology,2018-07-31,275483.16
Computacenter (UK) Ltd,Information Technology,2018-07-13,417345.99
Computacenter (UK) Ltd,Information Technology,2018-07-03,41633.17
Computacenter (UK) Ltd,Information Technology,2018-07-04,30043.40
Computacenter (UK) Ltd,Information Technology,2018-07-31,34165.38
Computacenter (UK) Ltd,Information Technology,2018-07-04,41090.62
Construction Marine Ltd,General Civils,2018-07-09,50748.03
Construction Marine Ltd,General Civils,2018-07-05,99623.21
Construction Marine Ltd,General Civils,2018-07-02,50971.99
Construction Marine Ltd,General Civils,2018-07-03,34684.92
Construction Marine Ltd,General Civils,2018-07-03,44979.41
Construction Marine Ltd,General Civils,2018-07-03,56987.37
Construction Marine Ltd,General Civils,2018-07-04,100180.34
Construction Marine Ltd,General Civils,2018-07-04,242004.32
Construction Marine Ltd,General Civils,2018-07-05,44427.96
Construction Marine Ltd,General Civils,2018-07-05,47450.13
Construction Marine Ltd,Buildings,2018-07-06,49855.56
Construction Marine Ltd,Buildings,2018-07-14,73790.05
Construction Marine Ltd,General Civils,2018-07-04,52018.74
Construction Marine Ltd,General Civils,2018-07-24,65344.15
Construction Marine Ltd,General Civils,2018-07-14,212978.49
Construction Marine Ltd,Buildings,2018-07-27,273121.22
Construction Marine Ltd,General Civils,2018-07-04,25660.13
Construction Marine Ltd,General Civils,2018-07-03,59653.28
Construction Marine Ltd,Buildings,2018-07-23,128437.21
Construction Marine Ltd,General Civils,2018-07-04,85032.17
Construction Marine Ltd,General Civils,2018-07-04,118108.65
Construction Marine Ltd,General Civils,2018-07-04,118513.01
Construction Marine Ltd,General Civils,2018-07-03,64600.00
Construction Marine Ltd,General Civils,2018-07-04,41998.71
Coombes Forestry Ltd,Infrastructure Support Services,2018-07-22,211677.00
Coombes Forestry Ltd,Infrastructure Support Services,2018-07-27,248515.24
Costain Ltd,General Civils,2018-07-06,58564.79
Costain Ltd,Professional Services Direct,2018-07-06,58616.92
Costain Ltd,General Civils,2018-07-06,34344.34
Costain Ltd,General Civils,2018-07-06,180000.00
Costain Ltd,Professional Services Direct,2018-07-06,28144.31
Costain Ltd,Professional Services Direct,2018-07-13,329131.00
Costain Ltd,Professional Services Direct,2018-07-12,285690.00
Costain Ltd,Buildings,2018-07-19,12499089.80
Covanburn Contracts Ltd,Buildings,2018-07-20,27492.68
Covanburn Contracts Ltd,Buildings,2018-07-20,29145.52
Coyle Personnel plc,Contingent Labour,2018-07-26,28564.52
Coyle Personnel plc,Contingent Labour,2018-07-10,31896.00
Coyle Personnel plc,Contingent Labour,2018-07-10,27012.00
Coyle Personnel plc,Contingent Labour,2018-07-10,104877.28
