Supplier Name,Category Family,Invoice GL Date,Spend
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-08,159800.95
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-09,140095.00
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-09,394417.55
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-09,390753.41
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-09,329341.73
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-14,1424691.97
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-16,508647.67
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-20,29261.65
Alun Griffiths (Contractors) Ltd,General Civils,2020-04-30,211216.13
Alun Griffiths (Contractors) Ltd,Infrastructure Support Services,2020-04-08,276491.06
Amalgamated Construction Ltd,Buildings,2020-04-02,40654.86
Amalgamated Construction Ltd,Buildings,2020-04-02,53151.29
Amalgamated Construction Ltd,Buildings,2020-04-02,105110.37
Amalgamated Construction Ltd,Buildings,2020-04-07,186239.69
Amalgamated Construction Ltd,Buildings,2020-04-08,29123.70
Amalgamated Construction Ltd,Buildings,2020-04-09,50464.22
Amalgamated Construction Ltd,Buildings,2020-04-10,32495.24
Amalgamated Construction Ltd,Buildings,2020-04-10,85549.12
Amalgamated Construction Ltd,Buildings,2020-04-14,230227.04
Amalgamated Construction Ltd,Buildings,2020-04-14,81133.40
Amalgamated Construction Ltd,Buildings,2020-04-14,40685.16
Amalgamated Construction Ltd,Buildings,2020-04-14,42023.34
Amalgamated Construction Ltd,Buildings,2020-04-14,31440.96
Amalgamated Construction Ltd,Buildings,2020-04-14,32495.24
Amalgamated Construction Ltd,Buildings,2020-04-16,118067.39
Amalgamated Construction Ltd,Buildings,2020-04-16,125537.09
Amalgamated Construction Ltd,Buildings,2020-04-17,409000.00
Amalgamated Construction Ltd,Buildings,2020-04-22,89880.11
Amalgamated Construction Ltd,Buildings,2020-04-22,314388.33
Amalgamated Construction Ltd,Buildings,2020-04-29,79230.55
Amalgamated Construction Ltd,Electrification and Fixed Plant,2020-04-15,91975.42
Amalgamated Construction Ltd,General Civils,2020-04-01,146120.08
Amalgamated Construction Ltd,General Civils,2020-04-01,61863.55
Amalgamated Construction Ltd,General Civils,2020-04-01,88837.65
Amalgamated Construction Ltd,General Civils,2020-04-01,78000.00
Amalgamated Construction Ltd,General Civils,2020-04-01,120469.30
Amalgamated Construction Ltd,General Civils,2020-04-01,44248.57
Amalgamated Construction Ltd,General Civils,2020-04-01,911253.97
Amalgamated Construction Ltd,General Civils,2020-04-01,144803.88
Amalgamated Construction Ltd,General Civils,2020-04-01,113076.43
Amalgamated Construction Ltd,General Civils,2020-04-01,25806.74
Amalgamated Construction Ltd,General Civils,2020-04-01,258145.65
Amalgamated Construction Ltd,General Civils,2020-04-01,436054.43
Amalgamated Construction Ltd,General Civils,2020-04-01,149106.74
Amalgamated Construction Ltd,General Civils,2020-04-01,420019.38
Amalgamated Construction Ltd,General Civils,2020-04-01,49236.47
Amalgamated Construction Ltd,General Civils,2020-04-01,30489.85
Amalgamated Construction Ltd,General Civils,2020-04-01,193028.50
Amalgamated Construction Ltd,General Civils,2020-04-01,79481.31
Amalgamated Construction Ltd,General Civils,2020-04-01,26317.78
Amalgamated Construction Ltd,General Civils,2020-04-01,36040.99
Amalgamated Construction Ltd,General Civils,2020-04-01,30147.62
Amalgamated Construction Ltd,General Civils,2020-04-01,363986.51
Amalgamated Construction Ltd,General Civils,2020-04-01,28643.56
Amalgamated Construction Ltd,General Civils,2020-04-03,232521.24
Amalgamated Construction Ltd,General Civils,2020-04-03,281290.39
Amalgamated Construction Ltd,General Civils,2020-04-06,50173.14
Amalgamated Construction Ltd,General Civils,2020-04-06,58094.37
Amalgamated Construction Ltd,General Civils,2020-04-06,522992.55
Amalgamated Construction Ltd,General Civils,2020-04-06,357315.35
Amalgamated Construction Ltd,General Civils,2020-04-06,461560.59
Amalgamated Construction Ltd,General Civils,2020-04-06,87650.00
Amalgamated Construction Ltd,General Civils,2020-04-06,112065.90
Amalgamated Construction Ltd,General Civils,2020-04-06,53785.38
Amalgamated Construction Ltd,General Civils,2020-04-06,277455.11
Amalgamated Construction Ltd,General Civils,2020-04-06,128746.35
Amalgamated Construction Ltd,General Civils,2020-04-06,56322.13
Amalgamated Construction Ltd,General Civils,2020-04-06,54299.54
Amalgamated Construction Ltd,General Civils,2020-04-06,43709.57
Amalgamated Construction Ltd,General Civils,2020-04-06,26891.33
Amalgamated Construction Ltd,General Civils,2020-04-06,33505.12
Amalgamated Construction Ltd,General Civils,2020-04-06,104440.46
Amalgamated Construction Ltd,General Civils,2020-04-06,107720.48
Amalgamated Construction Ltd,General Civils,2020-04-06,149405.82
Amalgamated Construction Ltd,General Civils,2020-04-06,780028.52
Amalgamated Construction Ltd,General Civils,2020-04-07,119860.20
Amalgamated Construction Ltd,General Civils,2020-04-07,28574.29
Amalgamated Construction Ltd,General Civils,2020-04-07,205019.94
Amalgamated Construction Ltd,General Civils,2020-04-07,87953.14
Amalgamated Construction Ltd,General Civils,2020-04-07,32119.57
Amalgamated Construction Ltd,General Civils,2020-04-07,41723.98
Amalgamated Construction Ltd,General Civils,2020-04-07,241511.66
Amalgamated Construction Ltd,General Civils,2020-04-07,124472.32
Amalgamated Construction Ltd,General Civils,2020-04-08,44366.97
Amalgamated Construction Ltd,General Civils,2020-04-08,76291.21
Amalgamated Construction Ltd,General Civils,2020-04-08,120630.05
Amalgamated Construction Ltd,General Civils,2020-04-08,32844.14
Amalgamated Construction Ltd,General Civils,2020-04-08,81663.06
Amalgamated Construction Ltd,General Civils,2020-04-08,141613.38
Amalgamated Construction Ltd,General Civils,2020-04-09,282455.12
Amalgamated Construction Ltd,General Civils,2020-04-09,386477.03
Amalgamated Construction Ltd,General Civils,2020-04-14,35183.21
Amalgamated Construction Ltd,General Civils,2020-04-14,227734.99
Amalgamated Construction Ltd,General Civils,2020-04-14,475876.67
Amalgamated Construction Ltd,General Civils,2020-04-15,42875.93
Amalgamated Construction Ltd,General Civils,2020-04-15,132329.80
Amalgamated Construction Ltd,General Civils,2020-04-15,1005258.48
Amalgamated Construction Ltd,General Civils,2020-04-15,46786.38
Amalgamated Construction Ltd,General Civils,2020-04-15,115000.00
Amalgamated Construction Ltd,General Civils,2020-04-15,178562.91
Amalgamated Construction Ltd,General Civils,2020-04-15,31243.75
Amalgamated Construction Ltd,General Civils,2020-04-15,100000.00
Amalgamated Construction Ltd,General Civils,2020-04-15,111179.68
Amalgamated Construction Ltd,General Civils,2020-04-15,33566.58
Amalgamated Construction Ltd,General Civils,2020-04-16,109025.55
Amalgamated Construction Ltd,General Civils,2020-04-17,471924.29
Amalgamated Construction Ltd,General Civils,2020-04-19,49000.00
Amalgamated Construction Ltd,General Civils,2020-04-20,219713.27
Amalgamated Construction Ltd,General Civils,2020-04-20,333766.26
Amalgamated Construction Ltd,General Civils,2020-04-21,149072.94
Amalgamated Construction Ltd,General Civils,2020-04-21,183557.16
Amalgamated Construction Ltd,General Civils,2020-04-21,196499.38
Amalgamated Construction Ltd,General Civils,2020-04-22,77137.59
Amalgamated Construction Ltd,General Civils,2020-04-22,95882.92
Amalgamated Construction Ltd,General Civils,2020-04-22,348015.38
Amalgamated Construction Ltd,General Civils,2020-04-23,112782.04
Amalgamated Construction Ltd,General Civils,2020-04-23,35709.82
Amalgamated Construction Ltd,General Civils,2020-04-23,27741.19
Amalgamated Construction Ltd,General Civils,2020-04-28,286433.32
Amalgamated Construction Ltd,General Civils,2020-04-29,92999.33
Amalgamated Construction Ltd,General Civils,2020-04-29,176254.70
Amalgamated Construction Ltd,General Civils,2020-04-29,42078.89
Amalgamated Construction Ltd,Professional Services Direct,2020-04-01,45776.00
Amalgamated Construction Ltd,Professional Services Direct,2020-04-01,129350.71
Amalgamated Construction Ltd,Professional Services Direct,2020-04-01,44787.80
Amalgamated Construction Ltd,Professional Services Direct,2020-04-01,27635.20
Amalgamated Construction Ltd,Professional Services Direct,2020-04-01,68662.30
Amalgamated Construction Ltd,Professional Services Direct,2020-04-01,60344.80
Amalgamated Construction Ltd,Professional Services Direct,2020-04-01,280831.26
Amalgamated Construction Ltd,Professional Services Direct,2020-04-01,28767.45
Amalgamated Construction Ltd,Professional Services Direct,2020-04-03,49433.38
Amalgamated Construction Ltd,Professional Services Direct,2020-04-06,54347.34
Amalgamated Construction Ltd,Professional Services Direct,2020-04-07,110235.03
Amalgamated Construction Ltd,Professional Services Direct,2020-04-09,61376.00
Amalgamated Construction Ltd,Telecoms,2020-04-09,50676.45
Amalgamated Construction Ltd,Track,2020-04-15,66694.26
Ambipar Response Ltd,Infrastructure Support Services,2020-04-15,27752.80
Amey OWR Ltd,General Civils,2020-04-14,236771.56
Amey OWR Ltd,Professional Services Direct,2020-04-15,51353.52
Amey OWR Ltd,Professional Services Direct,2020-04-15,1539404.70
Amey OWR Ltd,Professional Services Direct,2020-04-16,1002854.77
Amey Rail Ltd,Buildings,2020-04-07,1610498.18
Amey Rail Ltd,Buildings,2020-04-09,2360103.55
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-06,123513.06
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-06,643590.80
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-06,47252.24
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-06,46887.04
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-06,60748.55
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-06,48038.75
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-06,64946.15
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-07,543232.06
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-09,117427.64
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-15,45342.16
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-20,75323.81
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-20,274858.58
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-20,593389.12
Amey Rail Ltd,Electrification and Fixed Plant,2020-04-24,600000.00
Amey Rail Ltd,General Civils,2020-04-07,150871.09
Amey Rail Ltd,Professional Services Direct,2020-04-15,1232049.57
Amey Rail Ltd,Signalling,2020-04-02,38205.91
Amey Rail Ltd,Signalling,2020-04-03,297983.63
Amey Rail Ltd,Signalling,2020-04-14,151354.95
Amey Rail Ltd,Signalling,2020-04-16,545622.78
Amey Rail Ltd,Signalling,2020-04-30,35512.34
Amey Rail Ltd,Track,2020-04-02,455641.30
Amey Rail Ltd,Track,2020-04-06,35072.21
Amey Rail Ltd,Track,2020-04-06,46999.00
Amey Rail Ltd,Track,2020-04-06,84691.00
Amey Rail Ltd,Track,2020-04-06,60874.00
Amey Rail Ltd,Track,2020-04-06,76367.00
Amey Rail Ltd,Track,2020-04-06,87437.59
Amey Rail Ltd,Track,2020-04-06,60000.00
Amey Rail Ltd,Track,2020-04-06,27096.50
Amey Rail Ltd,Track,2020-04-06,228802.00
Amey Rail Ltd,Track,2020-04-06,36000.00
Amey Rail Ltd,Track,2020-04-06,78486.48
Amey Rail Ltd,Track,2020-04-06,26095.00
Amey Rail Ltd,Track,2020-04-06,135804.17
Amey Rail Ltd,Track,2020-04-06,100000.00
Amey Rail Ltd,Track,2020-04-06,47551.00
Amey Rail Ltd,Track,2020-04-06,100000.00
Amey Rail Ltd,Track,2020-04-06,35521.00
Amey Rail Ltd,Track,2020-04-06,40929.00
Amey Rail Ltd,Track,2020-04-06,147815.58
Amey Rail Ltd,Track,2020-04-09,68102.48
Amey Rail Ltd,Track,2020-04-09,1392037.25
AmeyInabensa,Electrification and Fixed Plant,2020-04-09,358477.95
AmeyInabensa,Electrification and Fixed Plant,2020-04-22,225143.80
AmeyInabensa,Electrification and Fixed Plant,2020-04-24,68093.09
Anglian Water Services Ltd,Utilities,2020-04-30,229120.69
Aqua Signal & Telegraphic Systems Ltd,Unspecified,2020-04-15,33637.60
Arcadis Consulting (UK) Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-04-15,178565.31
Arcadis Consulting (UK) Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-04-15,35952.98
Arcadis Consulting (UK) Ltd,Professional Services Direct,2020-04-14,171042.73
Arcadis Consulting (UK) Ltd,Professional Services Direct,2020-04-14,54025.81
Atkins Ltd,Professional Services Direct,2020-04-03,132745.43
Atkins Ltd,Professional Services Direct,2020-04-08,67861.07
Atkins Ltd,Professional Services Direct,2020-04-15,84049.95
Atkins Ltd,Professional Services Direct,2020-04-15,713481.39
Atkins Ltd,Professional Services Direct,2020-04-16,220851.38
Atkins Ltd,Signalling,2020-04-14,33384.53
Atkins Ltd,Signalling,2020-04-14,606884.26
Atkins Ltd,Signalling,2020-04-15,2903033.57
Atkins Ltd,Signalling,2020-04-20,240133.79
Atkins Ltd,Signalling,2020-04-22,231377.43
Atkins Ltd,Signalling,2020-04-24,100519.61
Atkins Ltd,Signalling,2020-04-28,140009.42
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2020-04-20,175000.00
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2020-04-28,154504.00
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2020-04-28,73015.00
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2020-04-28,222362.00
Atkins Ltd (RS Alliance Use Only),Track,2020-04-16,25850.48
Atkins Ltd (RS Alliance Use Only),Track,2020-04-16,414728.57
Atkins Ltd (RS Alliance Use Only),Track,2020-04-17,349952.38
Atkins Ltd (RS Alliance Use Only),Track,2020-04-17,60922.71
Atkins Ltd (RS Alliance Use Only),Track,2020-04-17,73088.00
Atos IT Services UK Ltd,HR and Training,2020-04-15,32000.00
Atos IT Services UK Ltd,Information Technology,2020-04-15,69352.83
B & M McHugh Ltd,Buildings,2020-04-06,218199.01
B & M McHugh Ltd,Buildings,2020-04-06,333891.78
B & M McHugh Ltd,Buildings,2020-04-06,49099.29
B & M McHugh Ltd,Buildings,2020-04-07,135706.74
B & M McHugh Ltd,Buildings,2020-04-07,111395.36
B & M McHugh Ltd,Buildings,2020-04-09,117472.80
B & M McHugh Ltd,Buildings,2020-04-23,51013.29
B & M McHugh Ltd,Buildings,2020-04-23,269181.90
B & M McHugh Ltd,Buildings,2020-04-30,28057.94
B & M McHugh Ltd,Buildings,2020-04-30,169116.08
B & M McHugh Ltd,General Civils,2020-04-06,194880.45
B & M McHugh Ltd,Professional Services Direct,2020-04-06,63260.56
BAE Systems Applied Intelligence Ltd,Information Technology,2020-04-15,25186.00
BAE Systems Applied Intelligence Ltd,Information Technology,2020-04-15,34495.00
BAE Systems Applied Intelligence Ltd,Information Technology,2020-04-15,186228.72
BAM Construction Ltd,Buildings,2020-04-02,38000.00
BAM Nuttall Ltd,Buildings,2020-04-01,26397.44
BAM Nuttall Ltd,Buildings,2020-04-01,248338.40
BAM Nuttall Ltd,Buildings,2020-04-01,163201.23
BAM Nuttall Ltd,Buildings,2020-04-01,136116.79
BAM Nuttall Ltd,Buildings,2020-04-01,273898.13
BAM Nuttall Ltd,Buildings,2020-04-02,82191.56
BAM Nuttall Ltd,Buildings,2020-04-02,41255.17
BAM Nuttall Ltd,Buildings,2020-04-07,66909.90
BAM Nuttall Ltd,Buildings,2020-04-16,221442.21
BAM Nuttall Ltd,Buildings,2020-04-17,137610.63
BAM Nuttall Ltd,Buildings,2020-04-21,63715.00
BAM Nuttall Ltd,Buildings,2020-04-21,1439693.10
BAM Nuttall Ltd,Buildings,2020-04-22,48901.34
BAM Nuttall Ltd,Electrification and Fixed Plant,2020-04-14,83785.67
BAM Nuttall Ltd,Electrification and Fixed Plant,2020-04-14,25332.84
BAM Nuttall Ltd,Electrification and Fixed Plant,2020-04-24,109002.40
BAM Nuttall Ltd,Electrification and Fixed Plant,2020-04-27,121403.24
BAM Nuttall Ltd,General Civils,2020-04-01,344810.65
BAM Nuttall Ltd,General Civils,2020-04-01,152414.00
BAM Nuttall Ltd,General Civils,2020-04-01,540111.30
BAM Nuttall Ltd,General Civils,2020-04-01,128519.99
BAM Nuttall Ltd,General Civils,2020-04-01,29504.78
BAM Nuttall Ltd,General Civils,2020-04-01,945509.97
BAM Nuttall Ltd,General Civils,2020-04-02,43334.50
BAM Nuttall Ltd,General Civils,2020-04-03,554270.83
BAM Nuttall Ltd,General Civils,2020-04-03,787322.54
BAM Nuttall Ltd,General Civils,2020-04-03,383483.27
BAM Nuttall Ltd,General Civils,2020-04-06,293740.61
BAM Nuttall Ltd,General Civils,2020-04-06,149864.32
BAM Nuttall Ltd,General Civils,2020-04-06,43800.67
BAM Nuttall Ltd,General Civils,2020-04-06,101076.31
BAM Nuttall Ltd,General Civils,2020-04-06,352054.40
BAM Nuttall Ltd,General Civils,2020-04-06,174500.40
BAM Nuttall Ltd,General Civils,2020-04-06,1863533.60
BAM Nuttall Ltd,General Civils,2020-04-06,65793.43
BAM Nuttall Ltd,General Civils,2020-04-06,1554346.97
BAM Nuttall Ltd,General Civils,2020-04-07,324620.15
BAM Nuttall Ltd,General Civils,2020-04-07,73509.00
BAM Nuttall Ltd,General Civils,2020-04-07,54480.26
BAM Nuttall Ltd,General Civils,2020-04-07,45118.77
BAM Nuttall Ltd,General Civils,2020-04-08,330248.90
BAM Nuttall Ltd,General Civils,2020-04-08,211551.99
BAM Nuttall Ltd,General Civils,2020-04-08,123427.28
BAM Nuttall Ltd,General Civils,2020-04-08,237322.49
BAM Nuttall Ltd,General Civils,2020-04-08,2086282.00
BAM Nuttall Ltd,General Civils,2020-04-09,99019.81
BAM Nuttall Ltd,General Civils,2020-04-14,43403.47
BAM Nuttall Ltd,General Civils,2020-04-14,1389124.00
BAM Nuttall Ltd,General Civils,2020-04-15,165255.48
BAM Nuttall Ltd,General Civils,2020-04-16,640243.91
BAM Nuttall Ltd,General Civils,2020-04-16,63868.48
BAM Nuttall Ltd,General Civils,2020-04-16,314798.96
BAM Nuttall Ltd,General Civils,2020-04-17,448889.91
BAM Nuttall Ltd,General Civils,2020-04-20,410930.55
BAM Nuttall Ltd,General Civils,2020-04-20,180491.25
BAM Nuttall Ltd,General Civils,2020-04-20,621086.48
BAM Nuttall Ltd,General Civils,2020-04-21,185959.11
BAM Nuttall Ltd,General Civils,2020-04-21,819884.99
BAM Nuttall Ltd,General Civils,2020-04-22,147095.19
BAM Nuttall Ltd,General Civils,2020-04-27,544763.52
BAM Nuttall Ltd,Professional Services Direct,2020-04-01,50866.79
BAM Nuttall Ltd,Professional Services Direct,2020-04-02,36859.14
BAM Nuttall Ltd,Professional Services Direct,2020-04-02,425480.85
BAM Nuttall Ltd,Professional Services Direct,2020-04-02,66077.41
BAM Nuttall Ltd,Professional Services Direct,2020-04-02,29851.72
BAM Nuttall Ltd,Professional Services Direct,2020-04-03,35186.63
BAM Nuttall Ltd,Professional Services Direct,2020-04-06,41241.59
BAM Nuttall Ltd,Professional Services Direct,2020-04-07,44726.25
BAM Nuttall Ltd,Professional Services Direct,2020-04-07,27907.00
BAM Nuttall Ltd,Professional Services Direct,2020-04-08,49311.37
BAM Nuttall Ltd,Professional Services Direct,2020-04-08,43142.02
BAM Nuttall Ltd,Professional Services Direct,2020-04-08,74734.58
BAM Nuttall Ltd,Professional Services Direct,2020-04-09,181612.50
BAM Nuttall Ltd,Professional Services Direct,2020-04-15,3152433.44
BAM Nuttall Ltd,Professional Services Direct,2020-04-15,31544.48
BAM Nuttall Ltd,Professional Services Direct,2020-04-16,29279.29
BAM Nuttall Ltd,Professional Services Direct,2020-04-16,121837.82
BAM Nuttall Ltd,Professional Services Direct,2020-04-17,66425.77
BAM Nuttall Ltd,Professional Services Direct,2020-04-17,25522.45
BAM Nuttall Ltd,Professional Services Direct,2020-04-21,30720.81
BCM Construction Ltd,Buildings,2020-04-07,70711.79
BCM Construction Ltd,Buildings,2020-04-13,280000.00
BCM Construction Ltd,Buildings,2020-04-16,31062.00
BCM Construction Ltd,Buildings,2020-04-16,68234.61
BCM Construction Ltd,Buildings,2020-04-23,34695.45
BCM Construction Ltd,Buildings,2020-04-28,25791.35
BCM Construction Ltd,Buildings,2020-04-29,61940.72
BCM Construction Ltd,Buildings,2020-04-29,145540.23
BCM Construction Ltd,Buildings,2020-04-30,340082.57
BCM Construction Ltd,General Civils,2020-04-08,291718.24
BCM Construction Ltd,General Civils,2020-04-08,811207.38
BCM Construction Ltd,General Civils,2020-04-15,145921.81
BCM Construction Ltd,Infrastructure Support Services,2020-04-13,92674.23
Babcock Rail Ltd,Professional Services Direct,2020-04-14,83163.89
Babcock Rail Ltd,Signalling,2020-04-07,75147.74
Babcock Rail Ltd,Signalling,2020-04-14,36930.71
Babcock Rail Ltd,Signalling,2020-04-15,144296.94
Babcock Rail Ltd,Signalling,2020-04-15,128941.43
Babcock Rail Ltd,Signalling,2020-04-17,26978.93
Babcock Rail Ltd,Telecoms,2020-04-14,26078.15
Babcock Rail Ltd,Telecoms,2020-04-21,62188.62
Baker Hicks Ltd,Professional Services Direct,2020-04-07,29934.59
Balfour Beatty Civil Engineering Limited,Buildings,2020-04-15,3526874.45
Balfour Beatty Kilpatrick Ltd,Electrification and Fixed Plant,2020-04-14,88658.79
Balfour Beatty Rail Ltd,Buildings,2020-04-13,280000.00
Balfour Beatty Rail Ltd,Buildings,2020-04-22,281069.82
Balfour Beatty Rail Ltd,Buildings,2020-04-24,76859.72
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2020-04-09,2663023.02
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2020-04-14,630696.93
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2020-04-14,442245.27
Balfour Beatty Rail Ltd,General Civils,2020-04-16,221376.28
Balfour Beatty Rail Ltd,General Civils,2020-04-16,68878.50
Balfour Beatty Rail Ltd,General Civils,2020-04-16,217287.75
Balfour Beatty Rail Ltd,General Civils,2020-04-16,46530.45
Balfour Beatty Rail Ltd,General Civils,2020-04-17,70962.56
Balfour Beatty Rail Ltd,General Civils,2020-04-21,60663.67
Balfour Beatty Rail Ltd,General Civils,2020-04-21,257914.39
Balfour Beatty Rail Ltd,General Civils,2020-04-21,56159.72
Balfour Beatty Rail Ltd,General Civils,2020-04-21,29638.57
Balfour Beatty Rail Ltd,General Civils,2020-04-21,243863.71
Balfour Beatty Rail Ltd,General Civils,2020-04-22,48915.37
Balfour Beatty Rail Ltd,General Civils,2020-04-22,25847.02
Balfour Beatty Rail Ltd,General Civils,2020-04-22,33791.86
Balfour Beatty Rail Ltd,General Civils,2020-04-22,244847.72
Balfour Beatty Rail Ltd,General Civils,2020-04-22,101472.90
Balfour Beatty Rail Ltd,General Civils,2020-04-24,68824.71
Balfour Beatty Rail Ltd,Signalling,2020-04-09,112763.54
Balfour Beatty Rail Ltd,Signalling,2020-04-28,218404.00
Balfour Beatty Rail Ltd,Signalling,2020-04-29,1312971.00
Balfour Beatty Rail Ltd,Track,2020-04-21,126665.20
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-03,232144.74
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-16,49948.52
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-16,177449.15
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-16,544387.97
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-16,120148.67
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-16,774982.00
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-16,874178.61
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-16,125622.19
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,42676.03
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,288913.53
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,176093.77
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,335154.79
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,28710.74
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,480568.14
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,109129.73
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,296569.00
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,129142.36
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,31001.34
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-17,55548.60
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-20,145619.54
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-20,178460.77
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-20,866948.59
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-20,176109.49
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-23,71240.96
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-23,88240.72
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-27,129943.46
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2020-04-27,385304.12
