Supplier Name,Category Family,Invoice GL Date,Spend
BAM Nuttall Ltd,General Civils,2018-03-22,384824.96
BAM Nuttall Ltd,General Civils,2018-03-06,27172.86
BAM Nuttall Ltd,General Civils,2018-03-23,6083340.86
BAM Nuttall Ltd,General Civils,2018-03-20,228220.35
BAM Nuttall Ltd,General Civils,2018-03-21,108570.29
BAM Nuttall Ltd,General Civils,2018-03-13,371295.40
BAM Nuttall Ltd,General Civils,2018-03-19,140564.00
BAM Nuttall Ltd,General Civils,2018-03-16,206682.98
BAM Nuttall Ltd,Professional Services Direct,2018-03-19,36212.00
BAM Nuttall Ltd,General Civils,2018-03-14,890574.00
BAM Nuttall Ltd,General Civils,2018-03-19,329080.00
BAM Nuttall Ltd,General Civils,2018-03-20,533464.59
BAM Nuttall Ltd,General Civils,2018-03-22,45000.00
BAM Nuttall Ltd,General Civils,2018-03-19,86585.54
BAM Nuttall Ltd,General Civils,2018-03-28,395346.37
BAM Nuttall Ltd,General Civils,2018-03-19,156064.52
BAM Nuttall Ltd,Professional Services Direct,2018-03-20,139010.08
BAM Nuttall Ltd,General Civils,2018-03-20,107706.21
BAM Nuttall Ltd,Professional Services Direct,2018-03-21,39937.16
BAM Nuttall Ltd,Buildings,2018-03-08,123000.00
BAM Nuttall Ltd,Buildings,2018-03-16,35024.27
BAM Nuttall Ltd,Professional Services Direct,2018-03-20,147424.08
BAM Nuttall Ltd,Professional Services Direct,2018-03-20,63330.09
BAM Nuttall Ltd,Buildings,2018-03-13,64160.03
BAM Nuttall Ltd,Professional Services Direct,2018-03-22,691671.08
BAM Nuttall Ltd,Professional Services Direct,2018-03-22,29992.80
BAM Nuttall Ltd,General Civils,2018-03-22,54816.54
BAM Nuttall Ltd,General Civils,2018-03-21,378323.65
BAM Nuttall Ltd,Professional Services Direct,2018-03-20,119061.14
BAM Nuttall Ltd,Buildings,2018-03-21,73853.17
BAM Nuttall Ltd,General Civils,2018-03-15,116857.47
BAM Nuttall Ltd,General Civils,2018-03-19,28712.83
BAM Nuttall Ltd,General Civils,2018-03-08,28828.90
BAM Nuttall Ltd,General Civils,2018-03-27,28867.51
BAM Nuttall Ltd,General Civils,2018-03-19,503679.81
BAM Nuttall Ltd,General Civils,2018-03-22,40643.00
BCM Construction Ltd,Electrification and Fixed Plant,2018-03-15,419872.70
BCM Construction Ltd,Electrification and Fixed Plant,2018-03-16,125636.41
BCM Construction Ltd,Electrification and Fixed Plant,2018-03-16,154524.94
BCM Construction Ltd,Electrification and Fixed Plant,2018-03-19,157455.65
BCM Construction Ltd,Electrification and Fixed Plant,2018-03-22,309185.12
BCM Construction Ltd,Electrification and Fixed Plant,2018-03-19,79446.84
BDO LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-03-14,394248.54
BDO LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-03-19,39641.00
BESA Publications Ltd,Professional Services Direct,2018-03-02,30000.00
BOC Ltd,Utilities,2018-03-06,44214.34
BT Fleet,Road Fleet,2018-03-04,950085.40
Babcock Information Analytics and Security Ltd,Information Technology,2018-03-28,43805.00
Babcock Information Analytics and Security Ltd,Information Technology,2018-03-28,59775.00
Babcock Rail Ltd,Professional Services Direct,2018-03-02,366704.39
Babcock Rail Ltd,Signalling,2018-03-15,26081.12
Babcock Rail Ltd,Track,2018-03-20,41168.00
Babcock Rail Ltd,Track,2018-03-20,370720.00
Babcock Rail Ltd,Track,2018-03-20,115890.50
Babcock Rail Ltd,Track,2018-03-19,1647572.00
Babcock Rail Ltd,Track,2018-03-19,61207.00
Babcock Rail Ltd,Track,2018-03-20,178244.00
Babcock Rail Ltd,Track,2018-03-20,100204.00
Babcock Rail Ltd,Track,2018-03-06,56240.59
Babcock Rail Ltd,Track,2018-03-14,400000.00
Babcock Rail Ltd,Track,2018-03-13,1852043.81
Babcock Rail Ltd,Track,2018-03-22,1146295.70
Babcock Rail Ltd,Track,2018-03-15,1201333.33
Babcock Rail Ltd,Track,2018-03-08,30100.00
Babcock Rail Ltd,Track,2018-03-08,231352.00
Babcock Rail Ltd,Track,2018-03-08,69408.00
Babcock Rail Ltd,Track,2018-03-09,348571.00
Babcock Rail Ltd,Track,2018-03-09,180247.00
Babcock Rail Ltd,Track,2018-03-09,298584.00
Babcock Rail Ltd,Track,2018-03-11,168879.00
Babcock Rail Ltd,Track,2018-03-16,1251781.00
Babcock Rail Ltd,Telecoms,2018-03-26,45292.80
Babcock Rail Ltd,Track,2018-03-16,421767.00
Babcock Rail Ltd,Track,2018-03-05,102372.67
Babcock Rail Ltd,On Track Machines,2018-03-01,518961.34
Babcock Rail Ltd,On Track Machines,2018-03-27,887469.23
Babcock Rail Ltd,Track,2018-03-20,25947.77
Babcock Rail Ltd,Telecoms,2018-03-26,25272.48
Babcock Rail Ltd,Signalling,2018-03-27,313095.09
Babcock Rail Ltd,Signalling,2018-03-02,546478.36
Babcock Rail Ltd,Signalling,2018-03-16,754465.69
Babcock Rail Ltd,Telecoms,2018-03-15,32093.94
Babcock Rail Ltd,Signalling,2018-03-20,90705.43
Babcock Rail Ltd,Signalling,2018-03-19,440111.62
Babcock Rail Ltd,General Civils,2018-03-09,38526.58
Babcock Rail Ltd,Signalling,2018-03-21,552090.81
Babcock Rail Ltd,Signalling,2018-03-19,32366.78
"Babcock Skills, Development & Training Ltd",HR and Training,2018-03-20,732018.00
Balfour Beatty Civil Engineering Limited,Buildings,2018-03-15,858490.37
Balfour Beatty Kilpatrick Ltd,Electrification and Fixed Plant,2018-03-19,169287.52
Balfour Beatty Living Places Ltd,Electrification and Fixed Plant,2018-03-06,210014.92
Balfour Beatty Living Places Ltd,Electrification and Fixed Plant,2018-03-12,162804.53
Balfour Beatty Living Places Ltd,Electrification and Fixed Plant,2018-03-27,28754.00
Balfour Beatty PLC t/a Omnicom Engineering Ltd,Intelligent Infrastructure,2018-03-15,35853.92
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2018-03-15,431641.85
Balfour Beatty Rail Ltd,Signalling,2018-03-23,253416.00
Balfour Beatty Rail Ltd,On Track Machines,2018-03-06,44408.00
Balfour Beatty Rail Ltd,General Civils,2018-03-19,57620.05
Balfour Beatty Rail Ltd,General Civils,2018-03-19,103776.87
Balfour Beatty Rail Ltd,General Civils,2018-03-19,109215.93
Balfour Beatty Rail Ltd,On Track Machines,2018-03-06,117555.22
Balfour Beatty Rail Ltd,On Track Machines,2018-03-28,115375.18
Balfour Beatty Rail Ltd,On Track Machines,2018-03-15,320210.20
Balfour Beatty Rail Ltd,On Track Machines,2018-03-06,703284.62
Balfour Beatty Rail Ltd,On Track Machines,2018-03-15,60029.52
Balfour Beatty Rail Ltd,General Civils,2018-03-20,1482138.28
Balfour Beatty Rail Ltd,Track,2018-03-26,2915390.81
Balfour Beatty Rail Ltd,Professional Services Direct,2018-03-01,86799.42
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2018-03-22,1000913.82
Balfour Beatty Rail Ltd,On Track Machines,2018-03-01,359296.87
Balfour Beatty Rail Ltd,On Track Machines,2018-03-06,999484.61
Balfour Beatty Rail Ltd,On Track Machines,2018-03-28,399528.54
Balfour Beatty Rail Ltd,Rail Fleet,2018-03-02,419240.54
Balfour Beatty Rail Ltd,Rail Fleet,2018-03-14,32243.60
Balfour Beatty Rail Ltd,Rail Fleet,2018-03-14,49890.82
Balfour Beatty Rail Ltd,General Civils,2018-03-13,497675.68
Balfour Beatty Rail Ltd,General Civils,2018-03-20,34376.57
Balfour Beatty Rail Ltd,General Civils,2018-03-13,186173.13
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2018-03-15,4338824.27
Balfour Beatty Rail Ltd,Signalling,2018-03-20,98626.06
Balfour Beatty Rail Ltd,General Civils,2018-03-19,37064.16
Balfour Beatty Rail Ltd - Engineering & Technology Solutions,Information Technology,2018-03-29,32091.00
Balfour Beatty Rail Ltd - Engineering & Technology Solutions,Intelligent Infrastructure,2018-03-21,52642.00
Balfour Beatty Rail Ltd - Engineering & Technology Solutions,Intelligent Infrastructure,2018-03-06,38201.00
Bayer Environmental Science,Rail Fleet,2018-03-06,442800.00
Bechtel Ltd,Professional Services Direct,2018-03-22,28834.86
Bechtel Ltd,Professional Services Direct,2018-03-01,1203801.87
Bechtel Ltd,Professional Services Direct,2018-03-01,82741.20
Bechtel Ltd,Professional Services Direct,2018-03-27,1178998.26
Bechtel Ltd,Professional Services Direct,2018-03-27,82741.20
Bechtel Ltd,Professional Services Direct,2018-03-25,165482.40
Bechtel Ltd,Professional Services Direct,2018-03-25,41370.60
Berrymans Lace Mawer LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-03-20,32684.46
Berrymans Lace Mawer LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-03-20,49898.42
Berrymans Lace Mawer LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-03-19,53194.22
Bidwells LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-03-26,45418.70
Blocwork LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-03-19,253140.00
Bridgeway Consulting Ltd,Professional Services Direct,2018-03-27,58962.87
Bridgeway Consulting Ltd,Professional Services Direct,2018-03-22,321016.10
Bridgeway Consulting Ltd,Contingent Labour,2018-03-04,111277.29
Bridgeway Consulting Ltd,Contingent Labour,2018-03-04,143542.25
Bridgeway Consulting Ltd,General Civils,2018-03-08,34258.43
Bridgeway Consulting Ltd,General Civils,2018-03-01,75000.00
Bridgeway Consulting Ltd,Professional Services Direct,2018-03-09,43868.49
Bridgeway Consulting Ltd,Contingent Labour,2018-03-25,332159.72
Bridgeway Consulting Ltd,Contingent Labour,2018-03-06,42333.24
Bridgeway Consulting Ltd,Contingent Labour,2018-03-19,26194.98
Bridgeway Consulting Ltd,Contingent Labour,2018-03-28,126146.78
Bridgeway Consulting Ltd,Contingent Labour,2018-03-25,68691.38
Bridgeway Consulting Ltd,Contingent Labour,2018-03-25,72149.89
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-19,2507147.79
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-19,717244.28
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-19,143359.30
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,47481.72
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,48110.41
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,46343.70
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,48534.85
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,690624.00
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,44667.60
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,60849.25
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,31682.34
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,194426.24
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-14,51484.58
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-19,97503.36
British Steel Ltd t/a British Steel,Rail and Ancillaries,2018-03-19,65918.84
British Telecommunications plc,Telecoms,2018-03-28,44306.98
British Telecommunications plc,Telecoms,2018-03-27,154097.59
British Transport Police,Security Solutions,2018-03-07,25644.79
Broadgate Estates,Regulatory Charges,2018-03-14,35054.00
Buckingham Group Contracting Ltd,General Civils,2018-03-09,284321.25
Buckingham Group Contracting Ltd,General Civils,2018-03-05,29157.77
Buckingham Group Contracting Ltd,General Civils,2018-03-28,103886.95
Buckingham Group Contracting Ltd,Professional Services Direct,2018-03-05,416745.84
Buckingham Group Contracting Ltd,Buildings,2018-03-02,1271240.35
Buckingham Group Contracting Ltd,Buildings,2018-03-22,981457.80
Buckingham Group Contracting Ltd,Buildings,2018-03-19,1050623.00
Buckingham Group Contracting Ltd,Buildings,2018-03-12,236361.21
Buckingham Group Contracting Ltd,Buildings,2018-03-14,327129.09
Buckingham Group Contracting Ltd,General Civils,2018-03-13,187685.37
Buckingham Group Contracting Ltd,General Civils,2018-03-07,100744.55
Buckingham Group Contracting Ltd,General Civils,2018-03-12,44653.48
Buckingham Group Contracting Ltd,General Civils,2018-03-13,56468.89
Buckingham Group Contracting Ltd,General Civils,2018-03-20,486744.36
Buckingham Group Contracting Ltd,General Civils,2018-03-15,1616218.49
C R Reynolds Ltd,Buildings,2018-03-15,36605.86
C Spencer Ltd,Buildings,2018-03-23,215057.94
CEMEX Rail Products,Sleepers and Bearers,2018-03-05,76137.60
CEMEX Rail Products,Sleepers and Bearers,2018-03-20,43594.20
CEMEX Rail Products,Sleepers and Bearers,2018-03-07,80760.24
CEMEX Rail Products,Sleepers and Bearers,2018-03-07,42695.24
CEMEX Rail Products,Sleepers and Bearers,2018-03-23,29487.36
CEMEX Rail Products,Sleepers and Bearers,2018-03-13,27382.32
CEMEX Rail Products,Sleepers and Bearers,2018-03-22,32630.40
CEMEX Rail Products,Sleepers and Bearers,2018-03-15,31593.60
CEMEX Rail Products,Sleepers and Bearers,2018-03-05,35542.80
CEMEX Rail Products,Sleepers and Bearers,2018-03-04,96156.61
CEMEX Rail Products,Sleepers and Bearers,2018-03-05,105171.48
CPMS Ltd,Facilities - Hard Services,2018-03-01,26573.59
CPMS Ltd,Facilities - Hard Services,2018-03-29,35691.55
CPMS Ltd,Buildings,2018-03-06,57039.00
CPMS Ltd,Buildings,2018-03-27,29059.50
CPMS Ltd,Buildings,2018-03-27,122290.80
CPMS Ltd,Buildings,2018-03-27,134073.33
CPMS Ltd,Buildings,2018-03-27,26492.09
CPMS Ltd,Facilities - Hard Services,2018-03-01,25602.75
CPMS Ltd,Buildings,2018-03-19,60105.50
CPMS Ltd,Buildings,2018-03-13,40390.00
CPMS Ltd,Buildings,2018-03-13,40387.50
CPMS Ltd,Buildings,2018-03-13,44887.50
CPMS Ltd,Buildings,2018-03-16,25759.50
CPMS Ltd,Buildings,2018-03-01,49796.00
CPMS Ltd,Buildings,2018-03-27,36640.00
CPMS Ltd,Buildings,2018-03-01,31503.51
CPMS Ltd,Buildings,2018-03-27,26252.93
CPMS Ltd,Buildings,2018-03-13,198775.04
CSC Computer Sciences Ltd,Information Technology,2018-03-21,210000.00
CSC Computer Sciences Ltd,Information Technology,2018-03-08,272034.60
CSC Computer Sciences Ltd,Information Technology,2018-03-23,243685.58
CSC Computer Sciences Ltd,Information Technology,2018-03-23,73105.68
CSC Computer Sciences Ltd,Information Technology,2018-03-19,552000.00
CSC Computer Sciences Ltd,Information Technology,2018-03-06,362000.00
CSC Computer Sciences Ltd,Information Technology,2018-03-06,258740.00
CSC Computer Sciences Ltd,Information Technology,2018-03-06,33830.00
CSC Computer Sciences Ltd,Information Technology,2018-03-15,182105.13
CSC Computer Sciences Ltd,Information Technology,2018-03-08,28254.60
CSC Computer Sciences Ltd,Information Technology,2018-03-14,37670.86
CSC Computer Sciences Ltd,Information Technology,2018-03-01,2720956.00
CSC Computer Sciences Ltd,Information Technology,2018-03-21,45570.00
Camlin Rail Ltd,Electrification and Fixed Plant,2018-03-23,161102.00
Capel Group Ltd,Infrastructure Support Services,2018-03-16,100935.35
Capel Group Ltd,Infrastructure Support Services,2018-03-16,27999.46
Capita Business Services Ltd,Recruitment Services,2018-03-13,5706396.55
Capita Business Services Ltd,HR and Training,2018-03-07,30571.07
Capita Business Services Ltd,Recruitment Services,2018-03-20,34012.02
Capita Property & Infrastructure Ltd,Professional Services Direct,2018-03-06,45658.83
Capita Travel & Events Ltd,Supplies and Services,2018-03-12,200439.05
Capita Travel & Events Ltd,Supplies and Services,2018-03-12,1132052.34
Capita Travel & Events Ltd,Supplies and Services,2018-03-12,1823961.69
Capita Travel & Events Ltd,Supplies and Services,2018-03-27,153008.39
Capita Travel & Events Ltd,Supplies and Services,2018-03-27,363814.76
Capita Travel & Events Ltd,Supplies and Services,2018-03-27,1234565.68
Capita Travel & Events Ltd,Supplies and Services,2018-03-27,140347.96
Carillion Construction Ltd,Electrification and Fixed Plant,2018-03-19,56670.00
Carillion Construction Ltd,Track,2018-03-16,47000.83
Carillion Construction Ltd,Track,2018-03-16,429348.04
Carillion Construction Ltd,Track,2018-03-16,771054.70
Carillion Construction Ltd,Track,2018-03-19,155313.50
Carillion Construction Ltd,Track,2018-03-19,128248.19
Carillion Construction Ltd,Track,2018-03-19,186314.79
Carillion Construction Ltd,Track,2018-03-19,83841.66
Carillion Construction Ltd,Track,2018-03-20,403220.19
Carillion Construction Ltd,Track,2018-03-19,54281.26
Carillion Construction Ltd,Track,2018-03-19,34832.70
Carillion Construction Ltd,Track,2018-03-16,45517.31
Carillion Construction Ltd,Track,2018-03-19,153745.14
Carillion Construction Ltd,Track,2018-03-20,73845.52
Carillion Construction Ltd,Track,2018-03-16,64431.41
Carillion Construction Ltd,Electrification and Fixed Plant,2018-03-01,1997524.84
Carillion Construction Ltd,Electrification and Fixed Plant,2018-03-01,817063.75
Carillion Construction Ltd,Electrification and Fixed Plant,2018-03-23,3239179.63
Carillion Construction Ltd,Electrification and Fixed Plant,2018-03-26,800392.92
Carillion Construction Ltd,Electrification and Fixed Plant,2018-03-02,5439940.50
Carillion Construction Ltd,Electrification and Fixed Plant,2018-03-26,1161617.41
Carillion Construction Ltd,General Civils,2018-03-23,53606.48
Carillion Construction Ltd,General Civils,2018-03-21,354439.02
Carillion Construction Ltd,Track,2018-03-05,301429.13
Carillion Construction Ltd,Track,2018-03-23,487031.21
Carillion Construction Ltd,Track,2018-03-27,422309.80
Carillion Construction Ltd,General Civils,2018-03-22,42068.63
Carillion Construction Ltd,Professional Services Direct,2018-03-21,272938.05
Carillion Construction Ltd,Buildings,2018-03-13,476063.71
Carillion Construction Ltd,Buildings,2018-03-26,161165.73
Carillion Construction Ltd,Buildings,2018-03-28,127928.18
Carillion Construction Ltd,Buildings,2018-03-28,198366.23
Carillion Construction Ltd,General Civils,2018-03-29,129139.14
Carillion Construction Ltd,General Civils,2018-03-27,146907.10
Carillion Construction Ltd,General Civils,2018-03-27,53623.95
Carillion Construction Ltd,General Civils,2018-03-26,250438.75
Carillion Construction Ltd,General Civils,2018-03-20,183525.13
Carillion Construction Ltd,Professional Services Direct,2018-03-28,74260.48
Carillion Construction Ltd,Professional Services Direct,2018-03-28,32827.27
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-03-20,127381.82
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-03-20,461612.37
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-03-20,1089143.25
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-03-20,857247.72
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-03-20,4035071.72
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-03-23,2122926.98
Carillion Powerlines Ltd,Electrification and Fixed Plant,2018-03-16,82400.64
Central Alliance Pre Construction Services Ltd,Professional Services Direct,2018-03-28,38310.88
Centregreat Rail Ltd,General Civils,2018-03-09,376691.31
Centregreat Rail Ltd,Buildings,2018-03-22,196000.00
Churchill Contract Services Ltd,Facilities - Soft Services,2018-03-22,84412.26
Churchill Contract Services Ltd,Facilities - Soft Services,2018-03-22,43098.83
City of Cardiff Council,Regulatory Charges,2018-03-24,55170.00
Civity Management Consultants GmbH & Co. KG,Professional Services Direct,2018-03-08,41850.00
Claritas Solutions Ltd,Information Technology,2018-03-29,80680.72
Cleshar Contract Services Ltd,Electrification and Fixed Plant,2018-03-23,120730.08
Cleshar Contract Services Ltd,Track,2018-03-08,40813.47
Cleshar Contract Services Ltd,Track,2018-03-08,37837.09
Cognizant Worldwide Ltd,Information Technology,2018-03-23,49224.00
Cognizant Worldwide Ltd,Information Technology,2018-03-21,40396.00
Cognizant Worldwide Ltd,Telecoms,2018-03-21,39996.15
Colas Rail Ltd,Track,2018-03-26,73020.00
Colas Rail Ltd,Track,2018-03-22,365329.69
Colas Rail Ltd,Track,2018-03-22,78003.44
Colas Rail Ltd,Track,2018-03-16,553255.00
Colas Rail Ltd,Track,2018-03-22,409292.18
Colas Rail Ltd,Track,2018-03-22,558015.00
Colas Rail Ltd,Track,2018-03-22,222271.63
Colas Rail Ltd,Track,2018-03-22,100004.00
Colas Rail Ltd,Track,2018-03-22,655470.69
Colas Rail Ltd,Track,2018-03-22,622327.11
Colas Rail Ltd,Track,2018-03-16,1280482.11
Colas Rail Ltd,Track,2018-03-22,147520.90
Colas Rail Ltd,Track,2018-03-26,203569.98
Colas Rail Ltd,Track,2018-03-16,212478.00
Colas Rail Ltd,On Track Machines,2018-03-13,46149.60
Colas Rail Ltd,On Track Machines,2018-03-21,72225.48
Colas Rail Ltd,Track,2018-03-28,67426.00
Colas Rail Ltd,Track,2018-03-28,170600.00
Colas Rail Ltd,Track,2018-03-01,100000.00
Colas Rail Ltd,Track,2018-03-28,29740.00
Colas Rail Ltd,Track,2018-03-01,129999.92
Colas Rail Ltd,Track,2018-03-28,77079.08
Colas Rail Ltd,Track,2018-03-28,277684.00
Colas Rail Ltd,On Track Machines,2018-03-22,48616.74
Colas Rail Ltd,On Track Machines,2018-03-26,30987.00
Colas Rail Ltd,Track,2018-03-22,212378.00
Colas Rail Ltd,Track,2018-03-22,27530.00
Colas Rail Ltd,Track,2018-03-28,710750.00
Colas Rail Ltd,Track,2018-03-26,814184.39
Colas Rail Ltd,Track,2018-03-26,224445.01
Colas Rail Ltd,Track,2018-03-28,322074.00
Colas Rail Ltd,Rail Fleet,2018-03-01,345661.59
Colas Rail Ltd,Rail Fleet,2018-03-07,538195.70
Colas Rail Ltd,Rail Fleet,2018-03-26,312969.56
Colas Rail Ltd,On Track Machines,2018-03-22,42842.96
Colas Rail Ltd,On Track Machines,2018-03-29,66143.57
Colas Rail Ltd,On Track Machines,2018-03-22,42733.04
Colas Rail Ltd,On Track Machines,2018-03-22,61121.36
Colas Rail Ltd,On Track Machines,2018-03-22,56746.73
Colas Rail Ltd,On Track Machines,2018-03-22,60116.41
Colas Rail Ltd,On Track Machines,2018-03-13,934878.79
Colas Rail Ltd,On Track Machines,2018-03-26,939095.09
Colas Rail Ltd,Track,2018-03-22,211702.00
Colas Rail Ltd,Logistics,2018-03-07,447289.88
Colas Rail Ltd,On Track Machines,2018-03-13,267542.72
Colas Rail Ltd,On Track Machines,2018-03-26,116826.97
Colas Rail Ltd,On Track Machines,2018-03-13,1208356.73
Colas Rail Ltd,On Track Machines,2018-03-26,685609.15
Colas Rail Ltd,Professional Services Direct,2018-03-18,38716.65
Colas Rail Ltd,Track,2018-03-22,724914.63
Colas Rail Ltd,Track,2018-03-26,112063.58
Colas Rail Ltd,Track,2018-03-26,405438.00
Colas Rail Ltd,Track,2018-03-27,39999.00
Colas Rail Ltd,Electrification and Fixed Plant,2018-03-20,362241.81
Colas Rail Ltd,Track,2018-03-22,200000.00
Colas Rail Ltd,Track,2018-03-22,277806.00
Colas Rail Ltd,Track,2018-03-22,69033.33
Colas Rail Ltd,Track,2018-03-22,449734.89
Colas Rail Ltd,Track,2018-03-22,127426.13
Colas Rail Ltd,Track,2018-03-26,66001.00
Colas Rail Ltd,Track,2018-03-22,327535.18
Colas Rail Ltd,Track,2018-03-23,1208497.41
Colas Rail Ltd,On Track Machines,2018-03-22,75658.21
Colas Rail Morgan Sindall Joint Venture,Track,2018-03-21,536097.99
Collaborative Project Management Services Ltd,Professional Services Direct,2018-03-08,71805.07
Collaborative Project Management Services Ltd,Professional Services Direct,2018-03-08,182809.25
Collaborative Project Management Services Ltd,Professional Services Direct,2018-03-08,109224.71
Collis Engineering Ltd,Signalling,2018-03-13,40616.44
Collis Engineering Ltd,Signalling,2018-03-13,35035.50
Collis Engineering Ltd,General Civils,2018-03-05,29606.98
Colt Construction Ltd,Buildings,2018-03-21,70000.00
Colt Construction Ltd,Buildings,2018-03-21,35000.00
Colt Construction Ltd,Buildings,2018-03-28,34328.18
Colt Construction Ltd,Buildings,2018-03-27,202539.52
Colt Construction Ltd,Buildings,2018-03-21,25000.00
Company Barclaycard,Land & Property Acquisitions (incl. Business Consultancy),2018-03-27,251403.13
Complete Environmental Services Ltd,Infrastructure Support Services,2018-03-07,32901.80
Computacenter (UK) Ltd,Information Technology,2018-03-24,385550.54
Computacenter (UK) Ltd,Information Technology,2018-03-14,63709.40
Computacenter (UK) Ltd,Information Technology,2018-03-23,83967.72
Computacenter (UK) Ltd,Information Technology,2018-03-14,92000.00
Computacenter (UK) Ltd,Information Technology,2018-03-14,39826.32
Construction Marine Ltd,General Civils,2018-03-14,71868.65
Construction Marine Ltd,General Civils,2018-03-15,190573.03
Construction Marine Ltd,General Civils,2018-03-15,179513.71
Construction Marine Ltd,General Civils,2018-03-15,89249.52
Construction Marine Ltd,General Civils,2018-03-15,54033.85
Construction Marine Ltd,General Civils,2018-03-16,46617.83
Construction Marine Ltd,General Civils,2018-03-16,66173.00
Construction Marine Ltd,General Civils,2018-03-16,68940.51
Construction Marine Ltd,General Civils,2018-03-16,103789.36
Construction Marine Ltd,General Civils,2018-03-16,61089.96
Construction Marine Ltd,General Civils,2018-03-16,168953.45
Construction Marine Ltd,General Civils,2018-03-16,45525.65
Construction Marine Ltd,General Civils,2018-03-16,83495.96
Construction Marine Ltd,General Civils,2018-03-16,26013.04
Construction Marine Ltd,General Civils,2018-03-15,186323.96
Coombes Forestry Ltd,Infrastructure Support Services,2018-03-12,829246.83
Coombes Forestry Ltd,Infrastructure Support Services,2018-03-15,73837.28
Coombes Forestry Ltd,Infrastructure Support Services,2018-03-21,29734.81
Costain Ltd,General Civils,2018-03-22,52581.58
Costain Ltd,General Civils,2018-03-19,26437.80
Costain Ltd,General Civils,2018-03-19,121500.75
Costain Ltd,General Civils,2018-03-01,234688.16
Costain Ltd,General Civils,2018-03-20,101121.47
Costain Ltd,General Civils,2018-03-16,266623.27
Costain Ltd,General Civils,2018-03-16,45014.53
Costain Ltd,General Civils,2018-03-16,287120.37
Costain Ltd,General Civils,2018-03-16,162350.00
Costain Ltd,General Civils,2018-03-01,488580.81
Costain Ltd,Buildings,2018-03-19,171164.59
Costain Ltd,Professional Services Direct,2018-03-21,74251.19
Costain Ltd,Professional Services Direct,2018-03-12,445045.40
Costain Ltd,Buildings,2018-03-27,250000.00
Costain Ltd,Professional Services Direct,2018-03-21,662000.00
Costain Ltd,Professional Services Direct,2018-03-07,3277430.63
Costain Ltd,Professional Services Direct,2018-03-22,6053691.87
Costain Ltd,Buildings,2018-03-16,12655906.98
Costain Ltd,General Civils,2018-03-19,97270.59
Counting Solutions Ltd t/a PFM,Information Technology,2018-03-27,84835.03
Coyle Personnel plc,Contingent Labour,2018-03-13,29982.24
Coyle Personnel plc,Contingent Labour,2018-03-13,75333.32
Coyle Personnel plc,Contingent Labour,2018-03-26,27201.60
Currie & Brown (UK) Ltd,Professional Services Direct,2018-03-06,38356.50
Currie & Brown (UK) Ltd,Professional Services Direct,2018-03-22,50000.00
Currie & Brown (UK) Ltd,Professional Services Direct,2018-03-06,30000.00
D2 Rail & Civils Ltd,Professional Services Direct,2018-03-27,84080.35
DB Cargo (UK) Ltd,Logistics,2018-03-27,2897569.82
DB Cargo (UK) Ltd,Logistics,2018-03-14,70373.09
DB Cargo (UK) Ltd,Logistics,2018-03-14,92413.09
DB Cargo (UK) Ltd,Logistics,2018-03-26,2302486.19
DB Cargo (UK) Ltd,Logistics,2018-03-07,575861.02
DB Cargo (UK) Ltd,Logistics,2018-03-08,82222.83
DB Cargo (UK) Ltd,Logistics,2018-03-14,29251.75
DB Cargo (UK) Ltd,Logistics,2018-03-14,39699.89
DB Cargo (UK) Ltd,Logistics,2018-03-27,781570.94
DB Cargo (UK) Ltd,Logistics,2018-03-27,84577.95
DB Cargo (UK) Ltd,Logistics,2018-03-14,42758.25
DB Cargo (UK) Ltd,Logistics,2018-03-14,72612.65
