Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2021-04-07,7011276,9.52,UTILITA ENERGY LIMITED,395514,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,GAS.GAS
2021-04-07,7011277,10,VIMEO PLUS,395248,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,ICT.SOFTWARE
2021-04-07,7011278,7.99,UNLIMITED WEBHOSTING,394828,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,ICT.WEBSITE DEVELOPMENT
2021-04-07,7011279,-0.01,ROMWE,394749,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,CLOTHING.CHILDRENS & ADULTS
2021-04-07,7011279,12.92,ROMWE,394749,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,CLOTHING.CHILDRENS & ADULTS
2021-04-07,7011280,200,ADASS,379998,"Health, Education, Care and Safeguarding",Adult Social Care,101,Supplies and Services,504,Expenses,5030,Revenue,SUBSCRIPTIONS & PUBLICATIONS.MEMBERSHIPS
2021-04-07,7011281,469.2,NORTHERN GAS NETWORKS,362768,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Expenses,5030,Revenue,GAS.GAS
2021-04-07,7011282,118.3,ARK WILDLIFE LTD,394036,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,ENVIRONMENTAL SERVICES.ANIMAL SERVICES
2021-04-07,7011283,39.98,TOOLSTATION LTD,393689,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,HORTICULTURAL.TOOLS & EQUIPMENT
2021-04-07,7011283,39.98,TOOLSTATION LTD,393689,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,HORTICULTURAL.TOOLS & EQUIPMENT
