Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2015-08-28,7000174,358.33,FOXHUNTERS CARPET & BED WAREHOUSE LTD,314417,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-08-28,7000174,66.67,FOXHUNTERS CARPET & BED WAREHOUSE LTD,314417,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-08-28,7000175,7.50,HALFORDS,347854,Housing Revenue Account,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2015-08-28,7000175,17.44,HALFORDS,347854,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2015-08-28,7000176,13.27,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,139.78,WM MORRISON SUPERMARKETS PLC,013562,Environment & Leisure and Housing General Fund,Cultural & Related Services,104,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,20.68,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,24.62,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,8.34,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Catering,5024,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,49.38,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Catering,5024,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,46.82,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,10.45,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,54.50,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,36.66,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,60.57,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,27.90,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,30.49,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,71.19,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-08-28,7000176,71.71,WM MORRISON SUPERMARKETS PLC,013562,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
