Payment Date,Transaction Number,Amount,Supplier Name,Supplier ID,Organisational Unit,Service Label,Service Code,SeRCOP Expenditure Category,SeRCOP Expenditure Code,SeRCOP Detailed Expenditure Type,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2014-09-30,7015235,14.50,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,15.00,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,16.00,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,16.82,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,17.40,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,17.50,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,20.16,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,20.30,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,22.50,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,22.50,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,25.00,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,30.00,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,36.00,REDBRIDGE PRODUCE & FLOWERS,390977,Environment & Leisure,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.46,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.46,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.46,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.46,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.51,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.51,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.51,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.51,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.51,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.51,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.51,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.52,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.52,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.52,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.62,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.67,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.67,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.67,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.67,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.68,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.70,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.70,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.70,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.70,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.70,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.88,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,0.88,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.01,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.01,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.01,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.01,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.01,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.10,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.12,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.14,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.14,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.14,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.14,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.14,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.14,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.14,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.23,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.34,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.35,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.37,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.37,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.37,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.37,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.43,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.43,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.43,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.43,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.45,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.63,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.63,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.63,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.70,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.76,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.76,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.76,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.76,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.76,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.78,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.78,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.78,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,1.95,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.02,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.02,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.02,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.02,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.15,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.22,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.30,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.30,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2014-09-30,7015235,2.30,REDBRIDGE PRODUCE & FLOWERS,390977,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
