Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2022-06-29,7013787,25,TT2 LTD,377653,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2022-06-29,7013865,79.17,THE PSHE ASSOCIATION,383735,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,SUBSCRIPTIONS & PUBLICATIONS.MEMBERSHIPS
2022-06-29,7013904,150,CLPE,403207,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2022-06-29,7013736,132.5,TV LICENSING,014515,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,SUBSCRIPTIONS & PUBLICATIONS.TV/RADIO LICENCES
2022-06-29,7013824,68.75,RLSS UK ENTERPRISES LTD,319260,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,HEALTH & SAFETY.PRODUCTS
2022-06-29,7013825,18.87,AMAZON GENERAL PAYMENTS,375398,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,EDUCATIONAL SUPPLIES.SUPPLIES
2022-06-29,7013842,50,TAHDAH VERIFIED,393356,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,ICT.SOFTWARE
2022-06-29,7013842,50,TAHDAH VERIFIED,393356,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,ICT.SOFTWARE
2022-06-29,7013842,50,TAHDAH VERIFIED,393356,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,ICT.SOFTWARE
2022-06-29,7013842,50,TAHDAH VERIFIED,393356,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,ICT.SOFTWARE
2022-06-29,7013842,50,TAHDAH VERIFIED,393356,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,ICT.SOFTWARE
2022-06-29,7013853,165,LEARNING POOL LIMITED,373128,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
2022-06-29,7013872,940.48,SAFETY CULTURE,400494,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,ICT.SOFTWARE
2022-06-29,7013825,21.46,AMAZON GENERAL PAYMENTS,375398,Corporate Strategy,Children's & Education Services,103,Supplies and Services,504,Expenses,5030,Revenue,EDUCATIONAL SUPPLIES.SUPPLIES
2022-06-29,7013762,8.42,TESCO STORES LTD,336585,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Catering,5024,Revenue,CATERING.FOOD & BEVERAGES
2022-06-29,7013777,25,MARKS & SPENCER PLC,013098,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Catering,5024,Revenue,CATERING.FOOD & BEVERAGES
2022-06-29,7013793,57.63,GOOGLE GENERAL PAYMENTS,388551,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2022-06-29,7013825,0.01,AMAZON GENERAL PAYMENTS,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUCATIONAL SUPPLIES.SUPPLIES
2022-06-29,7013825,10.82,AMAZON GENERAL PAYMENTS,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUCATIONAL SUPPLIES.SUPPLIES
2022-06-29,7013885,47.5,COL OF TEACHING,399918,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,SUBSCRIPTIONS & PUBLICATIONS.MEMBERSHIPS
2022-06-29,7013825,39.16,AMAZON GENERAL PAYMENTS,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUCATIONAL SUPPLIES.SUPPLIES
