Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2018-10-17,ALLSTAR BUSINESS SOLUTIONS LTD,4707122,29.27,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Equipment,2018-10-24,LANDMARK TRADING (STAMFORD) LTD,4707758,263.00,Claro Road Harrogate
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2018-10-01,TRINOVA SYSTEMS LIMITED,4706336,2500.00,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2018-10-18,ALLSTAR BUSINESS SOLUTIONS LTD,4708561,35.01,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,2018-10-31,CASECO SOLUTIONS LIMITED,4708587,1182.11,vacuum cleaner
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-10-08,DR CHRISTIAN LACHMANN,4707708,1295.00,PQ  Dr C Lachmann September 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-10-08,DR R SPENCER,4707706,351.50,PQ  Dr R Spencer September 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-10-08,DR VIVIENNE JAYNE POSKITT,4707705,351.50,PQ  Dr V Poskitt September 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-10-31,FALON NAMEPLATES LTD,4708181,315.35,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-10-10,FALON NAMEPLATES LTD,4706992,18.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-10-10,FALON NAMEPLATES LTD,4706992,724.85,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2018-10-15,HILLARYS BLINDS LTD,4708166,906.00,Vertical Teal 1685cm
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-10-17,HILTON CABINET CO LTD,4707417,304.01,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-10-18,HILTON CABINET CO LTD,4708903,361.58,
