Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Equipment,08/08/2018,LANDMARK TRADING (STAMFORD) LTD,4702251,236.1,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,06/08/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4703947,18.24,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,15/08/2018,BERENDSEN UK LTD,4703679,331.65,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Computer Consumables,06/08/2018,DASH INFORMATION SYSTEMS LTD,4703998,"1,145.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/08/2018,DR CHRISTIAN LACHMANN,4703925,740,PQ  Dr C Lachmann July 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/08/2018,DR R SPENCER,4703927,481,PQ  Dr R Spencer July 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/08/2018,DR VIVIENNE JAYNE POSKITT,4703928,"1,017.50",PQ  Dr V Poskitt July 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,22/08/2018,FACULTATIEVE TECHNOLOGIES LTD,4703700,703.74,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,15/08/2018,FALON NAMEPLATES LTD,4703197,310.65,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,15/08/2018,FALON NAMEPLATES LTD,4703197,18,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,22/08/2018,FALON NAMEPLATES LTD,4704246,310.65,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,22/08/2018,FALON NAMEPLATES LTD,4704246,18,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Reactive Repairs & Maint - Bldgs,08/08/2018,GARBUTT SERVICES,4702589,"1,176.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,29/08/2018,LYRECO,4703831,315.3,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Consultants Fees,22/08/2018,NPS LEEDS LTD,4704183,"1,998.75",
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,22/08/2018,RIX PETROLEUM (HULL) LIMITED,4703420,595.6,Gas Oil
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,29/08/2018,STEPHENSONS MEMORIAL WORKS,4704923,785,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,22/08/2018,TRAVAIL EMPLOYMENT GROUP LTD,4703968,471.24,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,15/08/2018,TRAVAIL EMPLOYMENT GROUP LTD,4704570,471.24,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,20/08/2018,TRAVAIL EMPLOYMENT GROUP LTD,4704701,471.24,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,29/08/2018,TRAVAIL EMPLOYMENT GROUP LTD,4705076,471.24,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,29/08/2018,BULLOUGHS CLEANING SERVICES LTD,4703768,309.4,Blossomgate Hostel Blossomgate
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,29/08/2018,BULLOUGHS CLEANING SERVICES LTD,4703769,653.57,Cavendish House
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,29/08/2018,BULLOUGHS CLEANING SERVICES LTD,4703770,790.97,Avondale House
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,15/08/2018,CORDANT PEOPLE LIMITED,4704360,226.03,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,08/08/2018,CORDANT PEOPLE LIMITED,4703944,276.3,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,22/08/2018,CORDANT PEOPLE LIMITED,4704964,343.05,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,01/08/2018,CORDANT PEOPLE LIMITED,4703392,354.21,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,29/08/2018,CORDANT PEOPLE LIMITED,4705172,356.46,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,22/08/2018,NORTHGATE VEHICLE HIRE LTD,4703822,211.1,NV18EEF
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,22/08/2018,NORTHGATE VEHICLE HIRE LTD,4703820,318.2,NX1 8YMO
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,22/08/2018,NORTHGATE VEHICLE HIRE LTD,4703818,338,NX1 8YXH SWAP
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,22/08/2018,NORTHGATE VEHICLE HIRE LTD,4703815,437,NX1 8YWD SWAP
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,22/08/2018,PHS GROUP PLC,4704928,245.2,Ripon Town Hall
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,22/08/2018,PHS GROUP PLC,4704931,245.2,Ripon Town Hall
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,22/08/2018,PHS GROUP PLC,4704935,245.2,Ripon Town Hall  Market Place
