Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628523,527.61,ELEC - PUMP ROOM MUSEUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,13/04/2015,NPOWER LTD,4627614,593.28,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,13/04/2015,NPOWER LTD,4627615,609.88,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,08/04/2015,NPOWER LTD,4627432,609.89,Unit 1  Low Mill Road Rlpon
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,08/04/2015,NPOWER LTD,4627430,621.80,accr1415 Phoenix Park
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,13/04/2015,NPOWER LTD,4627616,630.32,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,13/04/2015,NPOWER LTD,4627617,630.37,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,13/04/2015,NPOWER LTD,4627351,630.56,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,08/04/2015,NPOWER LTD,4627431,637.87,Phoenix Park
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,13/04/2015,NPOWER LTD,4627352,649.60,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628564,"1,013.65",ELEC - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628613,"1,390.72",ELEC - COUNCIL OFFICES PATELEY BRODGE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628562,"1,404.57",ELEC - RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628563,"1,496.60",ELEC - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628616,"2,022.42",ELEC - KNAPPING MOUNT ANNEXE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628515,"2,092.17",ELEC - CONYNGHAM HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628558,"2,188.76",ELEC - NIDDERDALE SWIMMING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/04/2015,NPOWER LTD,4628557,"2,883.85",ELEC - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/04/2015,NPOWER LTD,4625922,"4,125.64",ELEC - CONYNGHAM HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,22/04/2015,NPOWER LTD,4628090,"4,217.30",ELEC - ROYAL BATHS (EXTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,22/04/2015,NPOWER LTD,4628095,"5,679.38",ELEC - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,29/04/2015,NPOWER LTD,4628516,16.73,ELEC - LANDLORDS SUPPLY NEW YORK MILL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,13/04/2015,NPOWER LTD,4627614,30.52,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,13/04/2015,NPOWER LTD,4627615,30.48,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,08/04/2015,NPOWER LTD,4627432,30.48,Unit 1  Low Mill Road Rlpon
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,08/04/2015,NPOWER LTD,4627430,30.56,accr1415 Phoenix Park
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,13/04/2015,NPOWER LTD,4627616,31.50,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,13/04/2015,NPOWER LTD,4627617,31.50,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,13/04/2015,NPOWER LTD,4627351,31.51,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,08/04/2015,NPOWER LTD,4627431,31.34,Phoenix Park
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,13/04/2015,NPOWER LTD,4627352,31.93,ACCR1415 PHOENIX PARK
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,22/04/2015,POOL MAINTENANCE LTD,4627853,"4,395.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,22/04/2015,POOL MAINTENANCE LTD,4627853,"-2,395.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,22/04/2015,POOL MAINTENANCE LTD,4627853,"2,395.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,ROBINSONS LIGHTING & ELECTRICAL,4629027,301.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,15/04/2015,ROBINSONS LIGHTING & ELECTRICAL,4628078,722.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628277,352.77,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,6.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,14.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,12.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,85.42,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,17.33,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,29.17,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,21.67,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,26.17,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,19.92,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,165.08,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,42.08,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,73.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,104.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,74.42,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,24.17,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,198.92,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,51.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,5.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,122.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,6.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,6.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,99.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,24.87,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,99.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,99.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,99.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,74.61,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,124.35,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,99.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/04/2015,WALLGATE LTD,4625262,49.74,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,13/04/2015,WHITE ROSE ARCHITECTURAL LTD,4627243,325.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,13/04/2015,WHITE ROSE ARCHITECTURAL LTD,4627244,325.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,27/04/2015,YORKSHIRE WATER PLC,4628651,254.58,WATER - STRAY PONDS CHANGING ROOMS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628021,205.74,WATER - COUNCIL OFFICES PATELEY BRIDGE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628021,80.62,WATER - COUNCIL OFFICES PATELEY BRIDGE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628024,322.07,WATER - LOFTHOUSE PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628025,290.30,WATER - SOUTHLANDS PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628025,113.76,WATER - SOUTHLANDS PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,27/04/2015,YORKSHIRE WATER PLC,4628642,309.27,WATER - LIBRARY GARDENS PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,27/04/2015,YORKSHIRE WATER PLC,4628642,160.82,WATER - LIBRARY GARDENS PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,01/04/2015,YORKSHIRE WATER PLC,4627213,780.71,WAKEMANS HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628031,780.76,WATER - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628029,957.76,WATER - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628041,"1,197.19",WATER - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628044,893.41,WATER - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628044,318.20,WATER - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628037,"1,429.62",WATER - NIDDERDALE SWIMMING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,01/04/2015,YORKSHIRE WATER PLC,4627215,"1,279.09",RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,01/04/2015,YORKSHIRE WATER PLC,4627215,378.99,RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/04/2015,YORKSHIRE WATER PLC,4628039,"2,014.96",WATER - NIDDERDALE SWIMMING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,27/04/2015,YORKSHIRE WATER PLC,4628648,"2,638.29",WATER - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/04/2015,YORKSHIRE WATER PLC,4628042,"2,338.98",WATER - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/04/2015,YORKSHIRE WATER PLC,4628042,479.41,WATER - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,15/04/2015,YORKSHIRE WATER PLC,4628045,"3,079.48",WATER - TURKISH BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,22/04/2015,ADVANCED DOORS LTD,4627230,341.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,13/04/2015,BRITISH GAS TRADING LTD,4627502,284.60,ACCR14/15-HIC(INC QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,01/04/2015,BRITISH GAS TRADING LTD,4627152,397.51,EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,01/04/2015,BRITISH GAS TRADING LTD,4627154,696.53,SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,13/04/2015,BRITISH GAS TRADING LTD,4627501,747.13,ACCR14/15-EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,13/04/2015,BRITISH GAS TRADING LTD,4627504,829.43,ACCR14/15-SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,01/04/2015,BRITISH GAS TRADING LTD,4627153,"1,057.94",EXHIBITION HALLS G & H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,01/04/2015,BRITISH GAS TRADING LTD,4627151,"2,025.37",EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,13/04/2015,BRITISH GAS TRADING LTD,4627502,13.58,ACCR14/15-HIC(INC QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,01/04/2015,BRITISH GAS TRADING LTD,4627152,25.05,EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,01/04/2015,BRITISH GAS TRADING LTD,4627154,40.91,SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,13/04/2015,BRITISH GAS TRADING LTD,4627501,47.09,ACCR14/15-EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,13/04/2015,BRITISH GAS TRADING LTD,4627504,48.71,ACCR14/15-SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,01/04/2015,BRITISH GAS TRADING LTD,4627153,62.14,EXHIBITION HALLS G & H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,01/04/2015,BRITISH GAS TRADING LTD,4627151,127.65,EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Security Systems-Inst & Maint,27/04/2015,CARELINE SECURITY LTD,4628766,235.00,SPRINGFIELD HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,15/04/2015,ECOLAB LTD,4627132,"2,372.51",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,GARBUTT SERVICES,4627912,304.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,29/04/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4628408,225.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,15/04/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4626980,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,15/04/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4626980,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,15/04/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4626980,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,15/04/2015,HARROGATE SCAFFOLDING,4626990,980.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,27/04/2015,KONE PLC,4627251,"1,235.04",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Painting,22/04/2015,MITIE PROPERTY SERVICES (UK) LTD,4627105,295.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Painting,15/04/2015,MITIE PROPERTY SERVICES (UK) LTD,4626905,"11,975.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,27/04/2015,NEO PROPERTY SOLUTIONS LTD,4629007,"1,218.75",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,27/04/2015,NEO PROPERTY SOLUTIONS LTD,4629007,780.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,27/04/2015,NEO PROPERTY SOLUTIONS LTD,4629005,"71,239.10",Phase 2  toilet refurbishments
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,29/04/2015,NPOWER LTD,4628525,219.59,ELEC - SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,29/04/2015,NPOWER LTD,4628524,361.54,ELEC - EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,22/04/2015,NPOWER LTD,4628092,"33,201.01",ELEC - HIC (INC QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Fire Systems-Inst & Maint,29/04/2015,ROSSE SYSTEMS,4628293,"3,040.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,27/04/2015,SCOTTON PARK ELECTRICAL CONTRACTORS,4628309,"-1,738.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,27/04/2015,SCOTTON PARK ELECTRICAL CONTRACTORS,4628309,"1,738.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,27/04/2015,SCOTTON PARK ELECTRICAL CONTRACTORS,4628309,"2,114.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SILCOCK LEEDHAM CONSULTING ENGINEERS LTD,4628329,"2,912.50",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,98.42,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,72.33,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,244.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,27.08,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,83.08,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,77.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,84.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,151.42,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,25.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,29/04/2015,SPIE MATTHEW HALL LTD,4628276,27.92,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Water & Sewerage,27/04/2015,YORKSHIRE WATER PLC,4628659,"7,778.90",WATER - HIC (INC QUEENS SUITE)
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,29/04/2015,TEAM (ENERGY AUDITING AGENCY LTD),4628257,"2,031.25",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Protective Clothing,01/04/2015,ARCO LTD,4625796,320.17,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,29/04/2015,BROOK STREET (UK) LTD,4629115,358.78,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,29/04/2015,BROOK STREET (UK) LTD,4629124,422.10,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,29/04/2015,BROOK STREET (UK) LTD,4629121,440.19,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,29/04/2015,MATCHTECH GROUP UK LTD,4628335,687.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,08/04/2015,MATCHTECH GROUP UK LTD,4625836,907.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,08/04/2015,MATCHTECH GROUP UK LTD,4625838,907.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,15/04/2015,MATCHTECH GROUP UK LTD,4626902,907.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,08/04/2015,MATCHTECH GROUP UK LTD,4625837,912.00,REDACTED -PERSONAL DATA
