Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,MILLER PATTISON LIMITED,1563532,"4,154.00",200255/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,MILLER PATTISON LIMITED,1563533,"4,154.00",200257/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,MILLER PATTISON LIMITED,1563534,"4,154.00",200259/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,MILLER PATTISON LIMITED,1563535,"4,154.00",200262/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,MILLER PATTISON LIMITED,1563536,"4,154.00",200289/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,15/04/2015,MILLER PATTISON LIMITED,1566596,"4,154.00",200884/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,15/04/2015,MILLER PATTISON LIMITED,1566598,"4,154.00",200883/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,29/04/2015,MILLER PATTISON LIMITED,1566603,"4,154.00",200890/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,29/04/2015,MILLER PATTISON LIMITED,1566609,"4,154.00",200885/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,29/04/2015,MILLER PATTISON LIMITED,1566610,"4,154.00",200888/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,29/04/2015,MILLER PATTISON LIMITED,1566611,"4,154.00",200889/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,29/04/2015,MILLER PATTISON LIMITED,1566612,"4,154.00",200907/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,29/04/2015,MILLER PATTISON LIMITED,1566616,"4,154.00",200892/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,29/04/2015,MILLER PATTISON LIMITED,1566617,"4,154.00",200893/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,29/04/2015,MILLER PATTISON LIMITED,1566618,"4,154.00",200891/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,MILLER PATTISON LIMITED,1567002,"4,154.00",201364/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,MILLER PATTISON LIMITED,1567005,"4,154.00",201366/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TOTAL HYGIENE LTD,1563330,"3,438.50",194703/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,TUNSTON CONSTRUCTION LTD,1567025,810.00,200998/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,08/04/2015,TUNSTON CONSTRUCTION LTD,1563543,830.00,184867/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562242,"1,492.00",196461/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562243,"1,561.50",196454/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,TUNSTON CONSTRUCTION LTD,1567026,"1,690.00",200996/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562244,"1,710.00",196462/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562245,"1,715.00",196463/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562253,"1,718.22",197213/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562250,"1,718.67",197220/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562249,"1,895.84",197219/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562252,"2,167.24",197217/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562246,"2,192.75",196448/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,01/04/2015,TUNSTON CONSTRUCTION LTD,1562251,"2,265.62",197216/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,22/04/2015,TUNSTON CONSTRUCTION LTD,1567024,"5,711.85",200994/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,15/04/2015,"V & T (PLUMBING, CENTRAL HEATING & BATHROOMS) LTD",1566500,342.67,196502/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,15/04/2015,"V & T (PLUMBING, CENTRAL HEATING & BATHROOMS) LTD",1566496,"1,257.98",196355/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,15/04/2015,"V & T (PLUMBING, CENTRAL HEATING & BATHROOMS) LTD",1566497,"2,430.01",189471/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,15/04/2015,"V & T (PLUMBING, CENTRAL HEATING & BATHROOMS) LTD",1566495,"2,858.02",180087/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,15/04/2015,"V & T (PLUMBING, CENTRAL HEATING & BATHROOMS) LTD",1566498,"2,937.79",197621/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,13/04/2015,YORKSHIRE WATER PLC,4627486,"1,047.77",Water supplies to Plot 1 Adj 22 Lupton Close Glasshouses HG3
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,13/04/2015,YORKSHIRE WATER PLC,4627487,"1,047.77",Water supplies to Plot 2 Adj 22 Lupton Close Glasshouses HG3
Harrogate Borough Council,Supplies and Services,R,Community,Housing Strategy,Other Supplies & Services,08/04/2015,THE ROCOM GROUP,4626374,444.00,
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Other Supplies & Services,15/04/2015,DISCLOSURE AND BARRING SERVICE,4627612,396.00,accr1415 March checks
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Subscriptions,01/04/2015,INSTITUTE OF LICENSING,4625702,250.00,ACCR1516
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Testing Fees,29/04/2015,KWIK-FIT FLEET,4628284,336.00,
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Testing Fees,01/04/2015,MIKE WILSON MOTORS,4626210,671.50,
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Other Supplies & Services,20/04/2015,NEWAUTO LTD,4628159,"1,106.78",
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Testing Fees,20/04/2015,SIMON GRAEME LTD,4628330,"1,200.00",Mar MOTs
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,EASI RECYCLING SOLUTIONS LTD,4628431,"-1,507.89",credit trans 4624671
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,EASI RECYCLING SOLUTIONS LTD,4628425,"2,513.16",
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,86.36,various
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,86.35,various
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,86.35,various
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,86.36,various
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,86.35,various
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,86.36,various
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,86.35,various
Harrogate Borough Council,Premises,R,Community,Markets,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,86.36,various
Harrogate Borough Council,Supplies and Services,R,Community,Neighbourhood Services,Credit Card Fees,13/04/2015,ALLPAY LTD,4627619,"1,365.78",ACCR1415 Mar 15
Harrogate Borough Council,Supplies and Services,R,Community,Neighbourhood Services,Credit Card Fees,13/04/2015,ALLPAY LTD,4627619,104.30,ACCR1415 Mar 15
Harrogate Borough Council,Supplies and Services,R,Community,Neighbourhood Services,Other Services,08/04/2015,ARCH MEDIATION SERVICES,4626897,"23,500.00",accr1516 Community Mediations
Harrogate Borough Council,Transfer Payments,R,Community,Neighbourhood Services,Under Occupation Grants,15/04/2015,FISHERS (HARROGATE) LTD,4627923,621.00,
Harrogate Borough Council,Employees,R,Community,Neighbourhood Services,Non Qualification Training,01/04/2015,LEARNING 4 HOUSING,4627192,900.00,
Harrogate Borough Council,Transfer Payments,R,Community,Neighbourhood Services,Under Occupation Grants,22/04/2015,THE YORKSHIRE REMOVALS COMPANY LTD,4628251,335.00,
Harrogate Borough Council,Transfer Payments,R,Community,Neighbourhood Services,Under Occupation Grants,08/04/2015,THE YORKSHIRE REMOVALS COMPANY LTD,4626012,685.00,
Harrogate Borough Council,Supplies and Services,R,Community,Neighbourhood Services,External Printing/Typesetting,22/04/2015,TIG,4626908,615.00,
Harrogate Borough Council,Supplies and Services,R,Community,Other Services,Other Supplies & Services,08/04/2015,ARCH MEDIATION SERVICES,4626897,"14,000.00",accr1516 Community Mediations
Harrogate Borough Council,Supplies and Services,R,Community,Other Services,Other Supplies & Services,20/04/2015,BROADACRES HOUSING ASSOCIATION,4628180,"8,746.90",Netherdale Rent to 29032015
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,08/04/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4626511,55.42,Mar Fuel
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,08/04/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4626511,370.84,Mar Fuel
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,27/04/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,25.49,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,27/04/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,15.60,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,27/04/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,848.23,ACCR1415 FUELCARDS
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,08/04/2015,ARCO LTD,4626853,302.00,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/04/2015,ATS EUROMASTER LTD,4628990,51.97,CA00935232
Harrogate Borough Council,Premises,R,Community,Parks,Grounds Maintenance Grants,01/04/2015,BALDERSBY PARISH COUNCIL,4627142,275.40,Grounds Maintenance 2014  15
Harrogate Borough Council,Employees,R,Community,Parks,Other Employee Expenses,13/04/2015,BEV ASHBY ASSOCIATES LTD,4627241,557.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,22/04/2015,BOB COWELL,4627090,275.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,15/04/2015,BOB COWELL,4626454,550.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,15/04/2015,BOB COWELL,4626453,"1,497.00",
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,29/04/2015,BROOK STREET (UK) LTD,4629116,288.00,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,01/04/2015,BROOK STREET (UK) LTD,4626965,306.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,01/04/2015,BROOK STREET (UK) LTD,4626966,384.43,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,29/04/2015,BROOK STREET (UK) LTD,4629114,385.92,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,15/04/2015,BROOK STREET (UK) LTD,4627886,391.68,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,29/04/2015,BROOK STREET (UK) LTD,4629147,483.84,REDACTED -PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Hort Materials - Direct Purchase,08/04/2015,BULRUSH HORTICULTURE LTD,4626079,"4,182.00",
Harrogate Borough Council,Premises,R,Community,Parks,Signs,29/04/2015,COLTON SIGNS,4628476,148.00,
Harrogate Borough Council,Premises,R,Community,Parks,Signs,29/04/2015,COLTON SIGNS,4628476,86.00,
Harrogate Borough Council,Premises,R,Community,Parks,Signs,29/04/2015,COLTON SIGNS,4628476,60.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,29/04/2015,COUNTING SOLUTIONS LTD,4628443,920.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,29/04/2015,COUNTING SOLUTIONS LTD,4628149,977.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Hort Materials - Direct Purchase,15/04/2015,EAST RIDING HORTICULTURE LTD,4626474,216.60,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,15/04/2015,EDEN FARM LTD,4626445,242.52,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,29/04/2015,EDEN FARM LTD,4628432,250.62,Conyngham Hall Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,08/04/2015,EDEN FARM LTD,4625656,298.32,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,29/04/2015,EDEN FARM LTD,4627911,344.14,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,29/04/2015,EDEN FARM LTD,4627907,417.52,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,22/04/2015,EDEN FARM LTD,4628196,513.44,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,15/04/2015,GOLDSBOROUGH CRICKET CLUB,4627964,295.72,New Score board
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,01/04/2015,HALL FUELS,4625506,484.30,1000 ltrs uls gas oil
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,01/04/2015,HALL FUELS,4625678,629.59,
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,22/04/2015,HALL FUELS,4627088,"1,118.52",
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,01/04/2015,HALL FUELS,4625526,"1,237.47",1300 ltrs uls diesel
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,29/04/2015,JAPS ENGINEERING,4629131,840.00,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,13/04/2015,JOHNSONS OF WHIXLEY LTD,4626076,413.76,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,13/04/2015,JOHNSONS OF WHIXLEY LTD,4626076,-91.00,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,13/04/2015,JOHNSONS OF WHIXLEY LTD,4626076,91.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Hort Materials - Direct Purchase,22/04/2015,JOHNSONS OF WHIXLEY LTD,4627120,268.00,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,15/04/2015,KNARESBOROUGH BOWLING CLUB,4627967,"1,929.52",combined payment for CS1 011 5000300020004 and
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,08/04/2015,LANDMARK TRADING (STAMFORD) LTD,4627000,718.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,08/04/2015,LANDMARK TRADING (STAMFORD) LTD,4627000,-393.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,08/04/2015,LANDMARK TRADING (STAMFORD) LTD,4627000,393.00,
Harrogate Borough Council,Premises,R,Community,Parks,Bldg Mgmt Recharged Works,29/04/2015,M A BEILBY,4627661,800.00,
Harrogate Borough Council,Premises,R,Community,Parks,Bldg Mgmt Recharged Works,29/04/2015,M A BEILBY,4627661,-450.00,
Harrogate Borough Council,Premises,R,Community,Parks,Bldg Mgmt Recharged Works,29/04/2015,M A BEILBY,4627661,450.00,
Harrogate Borough Council,Premises,R,Community,Parks,Grounds Maintenance Other,20/04/2015,MULBRAND LTD,4627934,220.00,
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,29/04/2015,NIDDERDALE FORESTRY,4628393,"1,660.60",
Harrogate Borough Council,Premises,R,Community,Parks,External Security,01/04/2015,NORTH YORKSHIRE MOUNTED RANGER,4626927,"1,271.17",
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,27/04/2015,NORTHERN ENERGY SUPPLIES LIMITED,4628740,584.25,
Harrogate Borough Council,Premises,R,Community,Parks,Grounds Maintenance Grants,13/04/2015,NUN MONKTON PARISH COUNCIL,4627663,622.12,reprocess trans 4620541
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,08/04/2015,OPEN COUNTRY,4625766,"1,600.00",
Harrogate Borough Council,Premises,R,Community,Parks,Cleaning & Hygiene Services,29/04/2015,PAUL WHITAKER,4628305,456.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Equipment,29/04/2015,PMC HIRE & SALES CENTRE,4628322,61.00,Various
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Hire of Equipment,29/04/2015,PMC HIRE & SALES CENTRE,4628322,40.00,Various
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Equipment,15/04/2015,RING A TILL,4628079,364.00,Annual Rental of TE2400 for Valley Gardens
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,01/04/2015,SAFETY GRIT LIMITED,4626392,"1,380.00",
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,29/04/2015,STREETMASTER (SOUTH WALES) LTD,4628445,59.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,29/04/2015,STREETMASTER (SOUTH WALES) LTD,4628445,783.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,29/04/2015,STREETMASTER (SOUTH WALES) LTD,4628445,59.00,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,29/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4629044,483.84,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,29/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4629077,483.84,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,27/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4628389,656.12,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,29/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4629036,761.86,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,22/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4627938,777.75,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,22/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4627939,"1,394.77",
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,29/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4629043,"1,486.10",
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,27/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4628387,"1,488.52",
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,29/04/2015,TRAVAIL EMPLOYMENT GROUP LTD,4629078,"1,935.36",
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Equipment,01/04/2015,TUDOR ENVIRONMENTAL,4625568,303.43,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Equipment,01/04/2015,TUDOR ENVIRONMENTAL,4625635,"1,125.85",
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,01/04/2015,TUDOR ENVIRONMENTAL,4625568,137.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,01/04/2015,TUDOR ENVIRONMENTAL,4625568,-137.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,01/04/2015,TUDOR ENVIRONMENTAL,4625568,137.00,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,984.82,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,160.00,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/04/2015,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,15/04/2015,WHIXLEY VILLAGE HALL,4627966,"3,024.85",Whixley Hall floor refurbishment
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,15/04/2015,WHIXLEY VILLAGE HALL,4627966,431.15,Whixley Hall floor refurbishment
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,15/04/2015,KINGKRAFT LTD,4627845,"10,200.80",Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,22/04/2015,MOREABILITY,4628600,"4,913.45",Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,29/04/2015,RDV CONTRACTING LTD,4628931,"2,288.50",Disabled facilities grant
Harrogate Borough Council,Transport,R,Community,Private Sector Housing,Travel,22/04/2015,REDFERN TRAVEL LTD,4627563,37.73,REDACTED -PERSONAL DATA
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,27/04/2015,YORKSHIRE HOUSING LTD,4628929,549.24,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,22/04/2015,YORKSHIRE HOUSING LTD,4628599,589.62,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,15/04/2015,YORKSHIRE HOUSING LTD,4627846,716.58,Disabled facilities grant
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,01/04/2015,HILL CANNON (UK) LLP,1562747,225.00,197159/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,08/04/2015,VERITY FREARSON LTD,1563544,100.00,200015/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,08/04/2015,VERITY FREARSON LTD,1563544,100.00,200023/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,08/04/2015,VERITY FREARSON LTD,1563544,100.00,200025/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,08/04/2015,VERITY FREARSON LTD,1563544,100.00,200024/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,08/04/2015,VERITY FREARSON LTD,1563544,100.00,200019/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,08/04/2015,VERITY FREARSON LTD,1563544,100.00,200017/1
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,15/04/2015,SVENSTONE LTD,4626203,409.81,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,08/04/2015,SVENSTONE LTD,4625738,451.03,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,22/04/2015,SVENSTONE LTD,4626808,597.92,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,15/04/2015,SVENSTONE LTD,4626379,614.08,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,01/04/2015,SVENSTONE LTD,4625451,630.24,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,08/04/2015,SVENSTONE LTD,4625767,646.40,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,29/04/2015,SVENSTONE LTD,4628266,694.88,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,29/04/2015,TECH SEARCH ASSOCIATIONS LTD,4629253,572.75,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,29/04/2015,TECH SEARCH ASSOCIATIONS LTD,4629135,680.95,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,29/04/2015,TECH SEARCH ASSOCIATIONS LTD,4629136,751.43,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,20/04/2015,TECH SEARCH ASSOCIATIONS LTD,4628256,759.98,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,08/04/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4626511,70.93,Mar Fuel
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,27/04/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,33.02,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,27/04/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,211.58,ACCR1415 FUELCARDS
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,15/04/2015,ALTERNATIVE DRAINAGE COMPANY LTD,1566494,225.00,199082/1
