Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,12/09/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4705620,33.75,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,12/09/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4705650,50.01,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,12/09/2018,BERENDSEN UK LTD,4705367,265.32,HARROGATE BC CEMETERY
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,19/09/2018,BIFFA WASTE SERVICES LTD,4706511,225,STONEFALL CEMETERY
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,24/09/2018,BIFFA WASTE SERVICES LTD,4706691,225,LARK HILL CEMETARY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,10/09/2018,DR CHRISTIAN LACHMANN,5224530,351.5,PQ  Dr C Lachmann August 2018 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,10/09/2018,DR R SPENCER,5224529,555,PQ  Dr R Spencer August 2018 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,10/09/2018,DR VIVIENNE JAYNE POSKITT,5224528,"1,036.00",PQ  Dr V Poskitt August 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,05/09/2018,FALON NAMEPLATES LTD,4704452,193.8,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,05/09/2018,FALON NAMEPLATES LTD,4704452,18,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,26/09/2018,LYRECO,4706424,242.64,STONEFALL CEMETERY
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,12/09/2018,TRAVAIL EMPLOYMENT GROUP LTD,4705908,423.11,Redacted Personal data
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,05/09/2018,TRAVAIL EMPLOYMENT GROUP LTD,4705450,429.42,Redacted Personal data
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,17/09/2018,TRAVAIL EMPLOYMENT GROUP LTD,4706349,530.46,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,26/09/2018,BULLOUGHS CLEANING SERVICES LTD,4706061,309.4,Blossomgate Hostel
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,26/09/2018,BULLOUGHS CLEANING SERVICES LTD,4706060,653.57,Cavendish House 23 Robert Street
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,26/09/2018,BULLOUGHS CLEANING SERVICES LTD,4706059,790.97,Avondale House The Avondale Hostel
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,05/09/2018,CORDANT PEOPLE LIMITED,4705413,260.64,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,12/09/2018,CORDANT PEOPLE LIMITED,4705835,276.3,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,26/09/2018,CORDANT PEOPLE LIMITED,4706873,276.3,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,26/09/2018,NORTHGATE VEHICLE HIRE LTD,4706145,292.56,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,26/09/2018,NORTHGATE VEHICLE HIRE LTD,4705874,317.4,NX1 8YWD SWAP
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,26/09/2018,NORTHGATE VEHICLE HIRE LTD,4705877,317.4,NX1 8YXH SWAP
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,26/09/2018,NORTHGATE VEHICLE HIRE LTD,4706211,449.4,NV18EEF SWAP
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,05/09/2018,PHS GROUP PLC,4705521,213.76,Crescent Gardens
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,05/09/2018,PHS GROUP PLC,4705522,213.76,Crescent Gardens
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,05/09/2018,PHS GROUP PLC,4705524,213.76,Crescent Gardens
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,17/09/2018,PHS GROUP PLC,4706118,213.76,
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,17/09/2018,PHS GROUP PLC,4706119,213.76,
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,26/09/2018,PHS GROUP PLC,4706916,213.76,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,17/09/2018,PHS GROUP PLC,4706104,254.05,Ripon Town Hall  Market Place Ripon HG4 1DD
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,17/09/2018,PHS GROUP PLC,4706289,551.7,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,26/09/2018,PROFESSIONAL PAPER SUPPLIES LTD,4706133,885,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,05/09/2018,EDEN FARM LTD,4704446,241.16,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,26/09/2018,EDEN FARM LTD,4706251,376.34,Valley Gardens
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,05/09/2018,EDEN FARM LTD,4704447,528.64,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,19/09/2018,EDEN FARM LTD,4705362,544.3,Valley Gardens
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,05/09/2018,EDEN FARM LTD,4704722,725,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,19/09/2018,EDEN FARM LTD,4705360,744.42,Valley Gardens
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,12/09/2018,EDEN FARM LTD,4704987,"1,002.40",Valley Gardens
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,10/09/2018,KILLGERM CHEMICALS LTD,4704020,396.04,kilo tub Ficam Dust
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,12/09/2018,KILLGERM CHEMICALS LTD,4706007,396.04,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,05/09/2018,P P SNACK FOODS LTD,4704614,335.31,VALLEY GARDENS
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,05/09/2018,P P SNACK FOODS LTD,4704614,-23.96,VALLEY GARDENS
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,05/09/2018,P P SNACK FOODS LTD,4704614,23.96,VALLEY GARDENS
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,12/09/2018,P P SNACK FOODS LTD,4704759,421.07,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,12/09/2018,P P SNACK FOODS LTD,4704759,-28.96,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,12/09/2018,P P SNACK FOODS LTD,4704759,28.96,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,12/09/2018,PAUL WHITAKER,4704945,114,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,12/09/2018,PAUL WHITAKER,4704945,420,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,12/09/2018,PAUL WHITAKER,4704945,40,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,19/09/2018,SELECTA UK LIMITED,4705474,235.4,Claro Road Depot
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,19/09/2018,SELECTA UK LIMITED,4705474,348.41,Claro Road Depot
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,19/09/2018,SELECTA UK LIMITED,4705474,-235.4,Claro Road Depot
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,10/09/2018,SELECTA UK LIMITED,4705809,"1,503.72",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,10/09/2018,SELECTA UK LIMITED,4705809,"-1,181.70",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,10/09/2018,SELECTA UK LIMITED,4705809,"1,181.70",
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,12/09/2018,TRAVAIL EMPLOYMENT GROUP LTD,4705905,618.24,Redacted Personal data
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,05/09/2018,TRAVAIL EMPLOYMENT GROUP LTD,4705447,724.5,Redacted Personal data
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,17/09/2018,TRAVAIL EMPLOYMENT GROUP LTD,4706347,724.5,
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,24/09/2018,TRAVAIL EMPLOYMENT GROUP LTD,4706902,724.5,Redacted Personal data
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Miscellaneous Expenditure,19/09/2018,WEELBAT LTD T/A YOUCAN HIRE LTD,4705005,214.2,THE SUN PAVILION  CELLAR
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,12/09/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4705620,-61.42,AS60046921
