Payment Date,Amount,Benificiary Name,Organisational Unit
2015-05-27,93.33,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2015-05-27,4.15,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2015-05-27,219.08,ARCO LTD,Community
2015-05-13,218.75,BERENDSEN UK LTD,Community
2015-05-06,1628.00,DR K M COATS,Community
2015-05-06,388.5,DR R SPENCER,Community
2015-05-06,388.5,DR VIVIENNE JAYNE POSKITT,Community
2015-05-27,563.74,FACULTATIEVE TECHNOLOGIES LTD,Community
2015-05-13,750,ICCM PAYMENTS,Community
2015-05-06,636,NATIONAL ASSOCIATION OF BRITISH MARKET AUTHORITIES,Community
2015-05-27,150,PMC HIRE & SALES CENTRE,Community
2015-05-27,150,PMC HIRE & SALES CENTRE,Community
2015-05-27,695,RNS PUBLICATIONS,Community
2015-05-20,130.81,TUDOR ENVIRONMENTAL,Community
2015-05-06,17.3,TUDOR ENVIRONMENTAL,Community
2015-05-06,17.5,TUDOR ENVIRONMENTAL,Community
2015-05-20,1452.37,W BOWERS,Community
2015-05-06,172.71,WETHERBY SKIP HIRE SERVICES,Community
2015-05-27,1029.50,PROFESSIONAL PAPER SUPPLIES LTD,Community
2015-05-27,56.89,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2015-05-27,56.89,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2015-05-06,857,BRITISH PARKING ASSOCIATION,Community
2015-05-06,342,COLTON SIGNS,Community
2015-05-06,342,COLTON SIGNS,Community
2015-05-06,342,COLTON SIGNS,Community
2015-05-06,278,COLTON SIGNS,Community
2015-05-06,278,COLTON SIGNS,Community
2015-05-06,342,COLTON SIGNS,Community
2015-05-06,278,COLTON SIGNS,Community
2015-05-06,342,COLTON SIGNS,Community
2015-05-20,45,COLTON SIGNS,Community
2015-05-20,162,COLTON SIGNS,Community
2015-05-20,47,COLTON SIGNS,Community
2015-05-27,45,COMPUTERSHARE VOUCHER SERVICES,Community
2015-05-27,239.35,KELTIC LTD,Community
2015-05-20,316.9,KELTIC LTD,Community
2015-05-27,477.25,MITIE PROPERTY SERVICES (UK) LTD,Community
2015-05-06,4977.77,NIDDERDALE AGRICULTURAL SOCIETY,Community
2015-05-27,19,NORTHGATE VEHICLE HIRE LTD,Community
2015-05-27,19,NORTHGATE VEHICLE HIRE LTD,Community
2015-05-06,590.08,NPOWER LTD,Community
2015-05-06,31.43,NPOWER LTD,Community
2015-05-27,9.8,ALLIANCE ELECTRONICS LTD,Community
2015-05-27,116.93,ATS EUROMASTER LTD,Community
2015-05-27,227.24,ATS EUROMASTER LTD,Community
2015-05-27,73.3,ATS EUROMASTER LTD,Community
2015-05-27,81.18,ATS EUROMASTER LTD,Community
2015-05-27,101.86,ATS EUROMASTER LTD,Community
2015-05-27,68.17,ATS EUROMASTER LTD,Community
2015-05-27,218.94,ATS EUROMASTER LTD,Community
2015-05-27,904.6,ATS EUROMASTER LTD,Community
2015-05-27,24.7,ATS EUROMASTER LTD,Community
2015-05-27,219.56,ATS EUROMASTER LTD,Community
2015-05-27,227.24,ATS EUROMASTER LTD,Community
2015-05-27,52.93,ATS EUROMASTER LTD,Community
2015-05-27,231.3,ATS EUROMASTER LTD,Community
2015-05-27,227.24,ATS EUROMASTER LTD,Community
2015-05-27,463.47,ATS EUROMASTER LTD,Community
2015-05-27,299.06,ATS EUROMASTER LTD,Community
2015-05-27,683.38,ATS EUROMASTER LTD,Community
2015-05-27,73.3,ATS EUROMASTER LTD,Community
2015-05-27,58.19,ATS EUROMASTER LTD,Community
2015-05-27,447.24,ATS EUROMASTER LTD,Community
2015-05-27,250.07,BARRY CARTER MOTOR PRODUCTS LTD,Community
2015-05-13,540.8,BERENDSEN UK LTD,Community
2015-05-20,577.5,CIVICA UK LTD,Community
2015-05-27,671.08,CROSSROADS TRUCK & BUS,Community
2015-05-20,282,CROSSROADS TRUCK & BUS,Community
2015-05-27,235.47,DENNIS EAGLE LTD,Community
2015-05-27,261.3,DENNIS EAGLE LTD,Community
2015-05-06,313.9,DENNIS EAGLE LTD,Community
2015-05-13,118.33,DENNIS EAGLE LTD,Community
2015-05-20,497,DENNIS EAGLE LTD,Community
2015-05-06,634.32,DENNIS EAGLE LTD,Community
2015-05-20,3462.55,DENNIS EAGLE LTD,Community
2015-05-13,201.68,DENNIS EAGLE LTD,Community
2015-05-06,457.8,HALL FUELS,Community
2015-05-06,935.6,HALL FUELS,Community
2015-05-06,8529.03,HALL FUELS,Community
2015-05-20,8978.75,HALL FUELS,Community
2015-05-13,10142.92,HALL FUELS,Community
2015-05-06,10321.46,HALL FUELS,Community
2015-05-27,10345.18,HALL FUELS,Community
2015-05-06,11225.31,HALL FUELS,Community
2015-05-06,250.16,MEND A HOSE HYDRAULICS LTD,Community
2015-05-27,392.45,MEND A HOSE HYDRAULICS LTD,Community
2015-05-18,410,MIKE WILSON MOTORS,Community
2015-05-18,701.54,MIKE WILSON MOTORS,Community
2015-05-11,1989.34,MIKE WILSON MOTORS,Community
2015-05-06,10,MITCHELL DIESEL LTD,Community
2015-05-06,432.21,MITCHELL DIESEL LTD,Community
2015-05-27,275,N WARD & SON LTD,Community
2015-05-27,1190.00,N WARD & SON LTD,Community
2015-05-20,2189.98,NORTHERN COMMERCIALS (MIRFIELD) LTD,Community
2015-05-27,575,NORTHERN RADIATORS LTD,Community
2015-05-20,160,POST OFFICE LTD,Community
2015-05-20,160,POST OFFICE LTD,Community
2015-05-27,178.45,PROBRUSH,Community
2015-05-27,178.45,PROBRUSH,Community
2015-05-27,178.45,PROBRUSH,Community
2015-05-27,178.5,PROBRUSH,Community
2015-05-20,214.48,RUSSELLS (KIRKBYMOORSIDE) LTD,Community
2015-05-06,218,S & W SERVICES (YORKSHIRE) LTD,Community
2015-05-06,219.2,S & W SERVICES (YORKSHIRE) LTD,Community
2015-05-13,239,S & W SERVICES (YORKSHIRE) LTD,Community
2015-05-20,125,S & W SERVICES (YORKSHIRE) LTD,Community
2015-05-13,568.21,S & W SERVICES (YORKSHIRE) LTD,Community
2015-05-20,218,S & W SERVICES (YORKSHIRE) LTD,Community
2015-05-20,228.53,T C HARRISON JCB,Community
2015-05-06,1444.00,NORTH YORKSHIRE COUNTY COUNCIL,Community
2015-05-11,702.88,HAMBLETON DISTRICT COUNCIL,Community
2015-05-06,477,APEX RADIO SYSTEMS LTD,Community
2015-05-06,2273.33,BAYDALE CONTROL SYSTEMS LTD,Community
2015-05-27,2365.00,BAYDALE CONTROL SYSTEMS LTD,Community
2015-05-27,551.24,BT IT SERVICES LTD,Community
2015-05-27,337.5,EFFECTIVE SECURITY SERVICES LTD,Community
2015-05-27,337.5,EFFECTIVE SECURITY SERVICES LTD,Community
2015-05-06,337.5,EFFECTIVE SECURITY SERVICES LTD,Community
2015-05-06,337.5,EFFECTIVE SECURITY SERVICES LTD,Community
2015-05-20,337.5,EFFECTIVE SECURITY SERVICES LTD,Community
2015-05-20,337.5,EFFECTIVE SECURITY SERVICES LTD,Community
2015-05-20,825,LEEDS CITY COUNCIL,Community
2015-05-27,2000.00,RED SNAPPER LEARNING LTD,Community
2015-05-06,380.1,ACORN LIGHTING SERVICES,Community
2015-05-27,1400.00,COMPUTERSHARE VOUCHER SERVICES,Community
2015-05-27,45,COMPUTERSHARE VOUCHER SERVICES,Community
2015-05-20,738226.40,NORTH YORKSHIRE COUNTY COUNCIL,Community
2015-05-18,450,DAVID FAHY,Community
2015-05-18,600,LINLEY & SIMPSON LTD CLIENT A/C,Community
2015-05-06,600,SHERRINGTONS LETTINGS,Community
2015-05-06,600,SUSAN YATES,Community
2015-05-11,473.15,BRITISH GAS TRADING LTD,Community
2015-05-11,711.15,BRITISH GAS TRADING LTD,Community
2015-05-11,716.38,BRITISH GAS TRADING LTD,Community
2015-05-27,295,BULLOUGHS CLEANING SERVICES LTD,Community
2015-05-06,691.71,NPOWER LTD,Community
2015-05-06,32.39,NPOWER LTD,Community
2015-05-06,1115.17,YORKSHIRE WATER PLC,Community
2015-05-13,2480.00,AWARD ENERGY CONSULTANTS,Community
2015-05-27,90.98,BRITISH TELECOMMUNICATIONS PLC,Community
2015-05-27,90.98,BRITISH TELECOMMUNICATIONS PLC,Community
2015-05-27,90.98,BRITISH TELECOMMUNICATIONS PLC,Community
2015-05-27,90.97,BRITISH TELECOMMUNICATIONS PLC,Community
2015-05-27,90.95,BRITISH TELECOMMUNICATIONS PLC,Community
2015-05-27,90.98,BRITISH TELECOMMUNICATIONS PLC,Community
2015-05-27,91,BRITISH TELECOMMUNICATIONS PLC,Community
2015-05-27,250,ENVIRONTEC LIMITED,Community
2015-05-20,590,ENVIROVENT LTD,Community
2015-05-20,590,ENVIROVENT LTD,Community
2015-05-20,2089.54,HELP-LINK UK LTD,Community
2015-05-20,2164.78,HELP-LINK UK LTD,Community
2015-05-06,2204.21,HELP-LINK UK LTD,Community
2015-05-13,2204.21,HELP-LINK UK LTD,Community
2015-05-20,2295.75,HELP-LINK UK LTD,Community
