Payment Date,Amount,Benificiary Name,Organisational Unit
2018-09-12,33.75,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2018-09-12,50.01,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2018-09-12,265.32,BERENDSEN UK LTD,Community
2018-09-19,225,BIFFA WASTE SERVICES LTD,Community
2018-09-24,225,BIFFA WASTE SERVICES LTD,Community
2018-09-10,351.5,DR CHRISTIAN LACHMANN,Community
2018-09-10,555,DR R SPENCER,Community
2018-09-10,1036.00,DR VIVIENNE JAYNE POSKITT,Community
2018-09-05,193.8,FALON NAMEPLATES LTD,Community
2018-09-05,18,FALON NAMEPLATES LTD,Community
2018-09-26,242.64,LYRECO,Community
2018-09-12,423.11,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-09-05,429.42,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-09-17,530.46,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-09-26,309.4,BULLOUGHS CLEANING SERVICES LTD,Community
2018-09-26,653.57,BULLOUGHS CLEANING SERVICES LTD,Community
2018-09-26,790.97,BULLOUGHS CLEANING SERVICES LTD,Community
2018-09-05,260.64,CORDANT PEOPLE LIMITED,Community
2018-09-12,276.3,CORDANT PEOPLE LIMITED,Community
2018-09-26,276.3,CORDANT PEOPLE LIMITED,Community
2018-09-26,292.56,NORTHGATE VEHICLE HIRE LTD,Community
2018-09-26,317.4,NORTHGATE VEHICLE HIRE LTD,Community
2018-09-26,317.4,NORTHGATE VEHICLE HIRE LTD,Community
2018-09-26,449.4,NORTHGATE VEHICLE HIRE LTD,Community
2018-09-05,213.76,PHS GROUP PLC,Community
2018-09-05,213.76,PHS GROUP PLC,Community
2018-09-05,213.76,PHS GROUP PLC,Community
2018-09-17,213.76,PHS GROUP PLC,Community
2018-09-17,213.76,PHS GROUP PLC,Community
2018-09-26,213.76,PHS GROUP PLC,Community
2018-09-17,254.05,PHS GROUP PLC,Community
2018-09-17,551.7,PHS GROUP PLC,Community
2018-09-26,885,PROFESSIONAL PAPER SUPPLIES LTD,Community
2018-09-05,241.16,EDEN FARM LTD,Community
2018-09-26,376.34,EDEN FARM LTD,Community
2018-09-05,528.64,EDEN FARM LTD,Community
2018-09-19,544.3,EDEN FARM LTD,Community
2018-09-05,725,EDEN FARM LTD,Community
2018-09-19,744.42,EDEN FARM LTD,Community
2018-09-12,1002.40,EDEN FARM LTD,Community
2018-09-10,396.04,KILLGERM CHEMICALS LTD,Community
2018-09-12,396.04,KILLGERM CHEMICALS LTD,Community
2018-09-05,335.31,P P SNACK FOODS LTD,Community
2018-09-05,23.96,P P SNACK FOODS LTD,Community
2018-09-05,23.96,P P SNACK FOODS LTD,Community
2018-09-12,421.07,P P SNACK FOODS LTD,Community
2018-09-12,28.96,P P SNACK FOODS LTD,Community
2018-09-12,28.96,P P SNACK FOODS LTD,Community
2018-09-12,114,PAUL WHITAKER,Community
2018-09-12,420,PAUL WHITAKER,Community
2018-09-12,40,PAUL WHITAKER,Community
2018-09-19,235.4,SELECTA UK LIMITED,Community
2018-09-19,348.41,SELECTA UK LIMITED,Community
2018-09-19,235.4,SELECTA UK LIMITED,Community
2018-09-10,1503.72,SELECTA UK LIMITED,Community
2018-09-10,1181.70,SELECTA UK LIMITED,Community
2018-09-10,1181.70,SELECTA UK LIMITED,Community
2018-09-12,618.24,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-09-05,724.5,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-09-17,724.5,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-09-24,724.5,TRAVAIL EMPLOYMENT GROUP LTD,Community
