Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,17/02/2016,QUANTIFIED TREE RISK ASSESSMENT LTD,4645835,350.00,
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,03/02/2016,TKF TRAINING,4645908,794.00,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,24/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4646766,43.59,Jan Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,10/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4645584,57.39,fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,17/02/2016,BERENDSEN UK LTD,4646440,265.67,HARROGATE BC CEMETERY
Harrogate Borough Council,Premises,C,Community,Bereavement Services,Payments to Ext Contractors,24/02/2016,BRAMBLEDOWN LANDSCAPES,4646252,"2,094.60",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Computer Consumables,10/02/2016,CLEAR SKIES SOFTWARE LTD,4646639,"2,850.00",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,29/02/2016,DISHFORTH PARISH COUNCIL,4647841,"1,493.46",Cemetery  and  Ground Maintenance grant 2015  16
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,08/02/2016,DR K M COATS,4646646,"1,646.50",January 2016 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,08/02/2016,DR R SPENCER,4646647,407.00,Dr R Spencer January 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,08/02/2016,DR VIVIENNE JAYNE POSKITT,4646648,814.00,Dr V Poskitt January 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,10/02/2016,FACULTATIEVE TECHNOLOGIES LTD,4645439,498.60,STONEFALL CEMETERY
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Staff Advertising,10/02/2016,ICCM PAYMENTS,4645723,960.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,29/02/2016,ICCM PAYMENTS,4647832,310.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,08/02/2016,McBRIDE & SONS FUNERAL DIRECTORS,4646519,"1,500.00",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,01/02/2016,ST CUTHBERTS CHURCH,4646283,324.98,Cemetery maintenance grant 2015  16 St Cuthberts
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,01/02/2016,W BOWERS,4646225,"1,452.37",
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,17/02/2016,PROFESSIONAL PAPER SUPPLIES LTD,4645656,"1,113.00",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Waste Disposal Charges,01/02/2016,NORTH YORKSHIRE COUNTY COUNCIL,4646261,"42,613.48",COMMERCIAL WASTE
Harrogate Borough Council,Premises,R,Community,Business Development,Bldg Mgmt Recharged Works,24/02/2016,WALTER HARTLEY LTD,4647267,"1,655.00",INSTALL METER CABINET AS QUOTED
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,29/02/2016,WETHERBY SKIP HIRE SERVICES,4647353,172.71,various
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,29/02/2016,WETHERBY SKIP HIRE SERVICES,4647353,172.71,various
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,29/02/2016,WETHERBY SKIP HIRE SERVICES,4647353,86.35,various
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,29/02/2016,WETHERBY SKIP HIRE SERVICES,4647353,86.36,various
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,24/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4646766,-49.49,Jan Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,24/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4646766,-46.81,Jan Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,24/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4646766,49.49,Jan Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,24/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4646766,46.81,Jan Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,10/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4645584,51.18,fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,10/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4645584,46.77,fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,10/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4645584,-51.18,fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,10/02/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4645584,-46.77,fuel
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Other Supplies & Services,03/02/2016,ANDY JOHNSTON CONSULTING,4646471,250.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,17/02/2016,BEMROSE BOOTH PARAGON LTD,4645829,"-1,185.60",credit trans 4645827
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,24/02/2016,BEMROSE BOOTH PARAGON LTD,4646214,566.40,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,24/02/2016,BEMROSE BOOTH PARAGON LTD,4646214,22.50,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,24/02/2016,BEMROSE BOOTH PARAGON LTD,4646214,566.40,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,24/02/2016,BEMROSE BOOTH PARAGON LTD,4646214,22.50,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,17/02/2016,BEMROSE BOOTH PARAGON LTD,4645827,"1,230.60",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,29/02/2016,HARROGATE IN BLOOM,4647829,264.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Uniforms,10/02/2016,KELTIC LTD,4645772,351.50,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,24/02/2016,MARLBOROUGH RADIO SERVICES,4646504,12.50,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,24/02/2016,MARLBOROUGH RADIO SERVICES,4646504,96.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,24/02/2016,MARLBOROUGH RADIO SERVICES,4646504,39.50,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,24/02/2016,MARLBOROUGH RADIO SERVICES,4646504,23.75,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,24/02/2016,MARLBOROUGH RADIO SERVICES,4646504,96.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Computer Consumables,24/02/2016,MARLBOROUGH RADIO SERVICES,4646445,593.50,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,17/02/2016,PARKEON LTD,4645682,215.75,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,17/02/2016,PARKEON LTD,4646081,630.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,10/02/2016,PATROL,4645400,"2,831.20",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,10/02/2016,PATROL,4645400,"-2,831.20",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,10/02/2016,PATROL,4645400,432.44,
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,267.00,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,14.27,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,14.27,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,891.58,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,"1,398.19",A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,259.47,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,114.76,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,460.76,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,77.49,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,"1,285.02",A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,268.87,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,227.24,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,14.27,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,227.24,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,505.55,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,942.70,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,227.24,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,537.74,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,456.14,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,460.76,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,77.49,A9980113877
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,29/02/2016,ATS EUROMASTER LTD,4646523,33.48,A9980113877
