Payment Date,Amount,Benificiary Name,Organisational Unit
2017-08-07,68.64,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-08-14,249,ALLANSOUND COMMUNICATIONS,Community
2017-08-07,70.85,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-08-16,300.85,BERENDSEN UK LTD,Community
2017-08-16,966.35,BERENDSEN UK LTD,Community
2017-08-16,352.8,BROOK STREET (UK) LTD,Community
2017-08-09,446.88,BROOK STREET (UK) LTD,Community
2017-08-02,533.12,BROOK STREET (UK) LTD,Community
2017-08-30,533.12,BROOK STREET (UK) LTD,Community
2017-08-23,588,BROOK STREET (UK) LTD,Community
2017-08-09,1120.00,DASH INFORMATION SYSTEMS LTD,Community
2017-08-02,943.5,DR CHRISTIAN LACHMANN,Community
2017-08-02,296,DR R SPENCER,Community
2017-08-02,814,DR VIVIENNE JAYNE POSKITT,Community
2017-08-14,18,FALON NAMEPLATES LTD,Community
2017-08-14,390.8,FALON NAMEPLATES LTD,Community
2017-08-30,2152.00,NEIL & SONYA MILSTED,Community
2017-08-30,2191.00,NEIL & SONYA MILSTED,Community
2017-08-23,4100.00,PEACOCK BROTHERS,Community
2017-08-30,777.6,PEACOCK BROTHERS,Community
2017-08-14,755,REDACTED - PERSONAL DATA,Community
2017-08-21,755,REDACTED - PERSONAL DATA,Community
2017-08-23,547,RUSSELLS (KIRKBYMOORSIDE) LTD,Community
2017-08-30,150,WETHERBY SKIP HIRE SERVICES,Community
2017-08-30,200,WETHERBY SKIP HIRE SERVICES,Community
2017-08-02,219.42,CORDANT PEOPLE LIMITED,Community
2017-08-16,243.8,CORDANT PEOPLE LIMITED,Community
2017-08-30,557.55,CORDANT PEOPLE LIMITED,Community
2017-08-16,560.74,CORDANT PEOPLE LIMITED,Community
2017-08-02,280,BOB COWELL,Community
2017-08-30,273.22,EDEN FARM LTD,Community
2017-08-09,366.5,EDEN FARM LTD,Community
2017-08-02,378.4,EDEN FARM LTD,Community
2017-08-02,411.52,EDEN FARM LTD,Community
2017-08-23,417.92,EDEN FARM LTD,Community
2017-08-09,540.38,EDEN FARM LTD,Community
2017-08-30,681.62,EDEN FARM LTD,Community
2017-08-16,693.13,EDEN FARM LTD,Community
2017-08-23,248.94,KILLGERM CHEMICALS LTD,Community
2017-08-09,222.03,P P SNACK FOODS LTD,Community
2017-08-09,23.96,P P SNACK FOODS LTD,Community
2017-08-09,23.96,P P SNACK FOODS LTD,Community
2017-08-02,228.47,P P SNACK FOODS LTD,Community
2017-08-23,23.96,P P SNACK FOODS LTD,Community
2017-08-23,23.96,P P SNACK FOODS LTD,Community
2017-08-23,236.75,P P SNACK FOODS LTD,Community
2017-08-02,570,PAUL WHITAKER,Community
2017-08-23,225,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
2017-08-23,1032.75,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
