Body Name,Expenditure category,Capital/ Revenue,Service label,Service code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,14/10/2015,RADIODETECTION LTD,4638361,668.84,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,28/10/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4639357,31.22,Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,12/10/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4638229,15.00,Sept Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,07/10/2015,ARCO LTD,4638515,374.28,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,05/10/2015,DR K M COATS,4639231,"1,054.50",September 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,07/10/2015,FALON NAMEPLATES LTD,4638135,534.40,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,26/10/2015,FALON NAMEPLATES LTD,4639270,609.50,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,21/10/2015,HILTON CABINET CO LTD,4639998,187.36,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,21/10/2015,HILTON CABINET CO LTD,4639998,49.53,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,28/10/2015,PMC HIRE & SALES CENTRE,4639805,100.00,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,28/10/2015,PMC HIRE & SALES CENTRE,4639805,90.00,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,26/10/2015,TELESHORE UK LTD,4640132,660.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,07/10/2015,TELESHORE UK LTD,4638296,"1,905.00",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,12/10/2015,HACS CIVIL ENGINEERING LLP,4638777,462.10,Stonefall Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,28/10/2015,WETHERBY SKIP HIRE SERVICES,4639778,320.00,various
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,28/10/2015,WETHERBY SKIP HIRE SERVICES,4639778,172.71,various
