Payment Date,Amount,Benificiary Name,Organisational Unit
2016-12-12,33.75,200227,Community
2016-12-28,69.67,200227,Community
2016-12-28,86.11,200227,Community
2016-12-14,224.13,204247,Community
2016-12-07,573.50,225136,Community
2016-12-07,888.00,210807,Community
2016-12-07,1295.00,223395,Community
2016-12-05,1983.33,204645,Community
2016-12-07,390.20,201423,Community
2016-12-28,390.20,201423,Community
2016-12-28,490.00,201804,Community
2016-12-14,450.00,201837,Community
2016-12-07,960.00,201951,Community
2016-12-14,209.00,204114,Community
2016-12-14,218.59,201136,Community
2016-12-05,225.00,208373,Community
2016-12-21,225.00,208373,Community
2016-12-14,897.80,203378,Community
2016-12-28,310.00,204635,Community
2016-12-07,43569.14,203024,Community
2016-12-28,4900.00,215115,Community
2016-12-05,112.50,208373,Community
2016-12-05,112.50,208373,Community
2016-12-21,400.00,208373,Community
2016-12-21,100.00,208373,Community
2016-12-21,400.00,208373,Community
2016-12-21,100.00,208373,Community
2016-12-12,52.45,200227,Community
2016-12-12,52.45,200227,Community
2016-12-28,58.61,200227,Community
2016-12-28,51.56,200227,Community
2016-12-28,58.61,200227,Community
2016-12-28,51.56,200227,Community
2016-12-28,49.03,200227,Community
2016-12-28,49.03,200227,Community
2016-12-28,404.73,204796,Community
2016-12-12,1500.00,201866,Community
2016-12-28,750.00,202040,Community
2016-12-28,4250.00,203116,Community
2016-12-21,12500.00,209084,Community
2016-12-05,1200.00,219386,Community
2016-12-21,686.00,219386,Community
2016-12-14,514.18,200467,Community
2016-12-28,139.28,200354,Community
2016-12-28,181.47,200354,Community
2016-12-28,160.31,200354,Community
2016-12-28,171.68,200354,Community
2016-12-28,243.42,200354,Community
2016-12-28,37.55,200354,Community
2016-12-28,433.28,200354,Community
2016-12-28,121.49,200354,Community
2016-12-28,81.19,200354,Community
2016-12-28,68.40,200354,Community
2016-12-28,457.18,200354,Community
2016-12-28,684.45,200354,Community
2016-12-28,497.24,200354,Community
2016-12-28,81.19,200354,Community
2016-12-28,81.19,200354,Community
2016-12-28,813.73,200354,Community
2016-12-28,165.75,200354,Community
2016-12-28,165.75,200354,Community
2016-12-28,662.98,200354,Community
2016-12-28,189.47,200354,Community
2016-12-28,286.26,200354,Community
2016-12-28,243.56,200354,Community
2016-12-28,128.19,200354,Community
2016-12-28,76.14,200354,Community
2016-12-28,165.75,200354,Community
2016-12-28,331.49,200354,Community
2016-12-28,647.63,200354,Community
2016-12-28,165.75,200354,Community
2016-12-28,14.27,200354,Community
2016-12-28,305.61,200354,Community
2016-12-28,14.27,200354,Community
2016-12-28,40.34,200354,Community
2016-12-28,454.54,200354,Community
2016-12-28,692.50,200354,Community
2016-12-28,158.07,200354,Community
2016-12-28,188.87,200354,Community
2016-12-28,632.26,200354,Community
2016-12-28,27.03,200354,Community
2016-12-28,331.50,200354,Community
2016-12-14,338.50,200407,Community
2016-12-07,295.19,200446,Community
2016-12-14,553.64,204247,Community
2016-12-14,238.79,201012,Community
2016-12-21,583.00,201012,Community
2016-12-07,730.30,201012,Community
2016-12-07,1460.60,201012,Community
2016-12-21,364.74,201012,Community
2016-12-28,233.06,201056,Community
2016-12-14,329.93,201056,Community
2016-12-28,406.53,201056,Community
2016-12-21,574.52,201056,Community
2016-12-21,626.35,201056,Community
2016-12-28,766.04,201056,Community
2016-12-14,1484.08,201056,Community
2016-12-28,2061.94,201056,Community
2016-12-14,233.17,201599,Community
