Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Signs,2019-06-17,DE-SIGNS SIGNS & GRAPHICS CENTRE LTD,3584916,6240.00,Signs
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Signs,2019-06-12,DIGITAL PLUS LIMITED,3583466,2046.48,Signs
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Marketing/Promotion,2019-06-03,HARROGATE (WHITE ROSE) THEATRE TRUST LTD,3583616,15000.00,Funding of UCI Project to Harrogate Theatre
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Marketing/Promotion,2019-06-03,HARROGATE INTERNATIONAL FESTIVAL LTD,3583573,100000.00,PQ UCI Grant Payment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,2019-06-26,"KIRKBY MALZEARD, LAVERTON & DALLOWGILL PARISH COUNCIL",3585501,477.70,PQ  TdY Grant payment 2019
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,2019-06-26,MASHAM PARISH COUNCIL,3585512,1000.00,PQ TdY Grant payment 2019
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Bldg Mgmt Recharged Works,2019-06-26,PERFECT CIRCLE JV LTD,3585605,509.58,Harrogate Theatre Condition Survey
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Bldg Mgmt Recharged Works,2019-06-26,PERFECT CIRCLE JV LTD,3585606,5363.57,Fire Stragety Review
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2019-06-03,A&A VRYLANDT LTD,3583804,14.95,Storage Insurance
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2019-06-03,A&A VRYLANDT LTD,3583804,320.45,Storage Insurance
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2019-06-03,A&A VRYLANDT LTD,3583804,14.95,Storage Insurance
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-06-12,ARTLINK TRANSPORT & STORAGE  LTD,3583934,1615.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-06-26,ARTWORKS CONSERVATION,3584985,2274.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-06-12,FARRAH\xB4S OF HARROGATE LTD,3583234,128.10,Saleable Items
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-06-12,FARRAH\xB4S OF HARROGATE LTD,3583234,98.91,Saleable Items
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-06-12,FARRAH\xB4S OF HARROGATE LTD,3583234,79.77,Saleable Items
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-06-05,HARROGATE SULPHUR SOAP CO,3583151,579.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Payments to Artists,2019-06-26,JOANNA SWAN,3585502,276.78,PQ Artist Showcase
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-06-17,N BARKER,3584946,255.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-06-12,N BARKER,3583486,310.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-06-03,RICHARD GREEN,3583732,500.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-06-05,ROBERT WHELAN,3583781,250.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2019-06-17,SERENA PARTRIDGE,3584900,1000.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Miscellaneous Expenditure,2019-06-26,WALTER HARTLEY (HARROGATE) LTD,3584284,840.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-06-19,AIR LIQUIDE UK LTD,3583936,274.84,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-03,AIREDALE FLOORING CONTRACTORS LTD,3583382,7114.90,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2019-06-26,BC SOFTWEAR LTD,3584343,300.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2019-06-05,BC SOFTWEAR LTD,3583684,300.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2019-06-03,BC SOFTWEAR LTD,3583682,400.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,2019-06-12,BERENDSEN UK LTD,3583954,6916.75,TURKISH BATH AND HEALTH SPA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-26,BIOCHEMICA WATER LTD,3584667,67.50,Monthly Bacterial Analysis  May 2019
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-26,BIOCHEMICA WATER LTD,3584667,33.75,Monthly Bacterial Analysis  May 2019
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-26,BIOCHEMICA WATER LTD,3584667,202.50,Monthly Bacterial Analysis  May 2019
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-26,BIOCHEMICA WATER LTD,3584667,101.25,Monthly Bacterial Analysis  May 2019
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-26,BIOCHEMICA WATER LTD,3584667,33.75,Monthly Bacterial Analysis  May 2019
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-26,BIOCHEMICA WATER LTD,3584667,33.75,Monthly Bacterial Analysis  May 2019
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Staff Advertising,2019-06-12,BLUETOWNONLINE LTD,3584668,349.00,Staff Advertising
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-05,COMPLETE BUSINESS SOLUTIONS GROUP LTD,3583027,536.97,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-06-26,CRYOSERVICE LTD,3584388,296.88,STARBECK SWIMMING POOL DELIVERY
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-06-26,CRYOSERVICE LTD,3584387,335.06,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-06-26,CRYOSERVICE LTD,3584386,1198.59,HARROGATE HYDRO DELY AC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2019-06-10,DALESAUNA LTD,3583976,209.46,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-17,DAVID MILLER FROZEN FOODS LTD,3584838,257.94,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-17,DAVID MILLER FROZEN FOODS LTD,3584838,102.20,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-17,DAVID MILLER FROZEN FOODS LTD,3584838,102.20,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-17,DAVID MILLER FROZEN FOODS LTD,3581625,271.10,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-17,DAVID MILLER FROZEN FOODS LTD,3581625,107.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-17,DAVID MILLER FROZEN FOODS LTD,3581625,107.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2019-06-05,DAVINES UK LTD,3583138,305.10,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2019-06-10,DESTINATION HARROGATE LTD,3584542,450.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-19,DIRECT PARTS SUPPLY LTD,3584394,258.95,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Bldg Mgmt Recharged Works,2019-06-24,DTMS LTD,3584276,4600.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Stationery/Office Consumables,2019-06-19,ENID TAYLOR LTD,3585025,336.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Uniforms,2019-06-05,FLORENCE ROBY LTD,3583146,411.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2019-06-19,GERRARD INTERNATIONAL LTD,3583880,274.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Hire of Accommodation,2019-06-10,GRACIOUS STREET METHODIST CHURCH,3584556,375.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-06-17,INDUSTRIAL CHEMICALS LTD,3583528,212.50,Purchase of Chemicals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-06-12,INDUSTRIAL CHEMICALS LTD,3583527,596.25,Purchase of Chemicals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-17,J P LENNARD LTD,3583153,338.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-19,J P LENNARD LTD,3583891,552.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-06-10,LITTLE BREADS LTD,3583823,399.50,Ripon Leisure Centre
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2019-06-10,MOTION PICTURE LICENSING,3583063,251.97,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2019-06-03,NEIGHBOURHOOD DIRECT LTD,3583643,576.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2019-06-19,NEOM LIMITED,3583495,1283.30,Turkish Baths  and  Health Spa
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-26,P P SNACK FOODS LTD,3584238,209.37,Catering Direct Purchases
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-10,P P SNACK FOODS LTD,3584232,55.43,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-10,P P SNACK FOODS LTD,3584232,55.43,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-06-10,P P SNACK FOODS LTD,3584232,588.13,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2019-06-12,PERFECT CIRCLE JV LTD,3584573,10248.60,
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2019-06-03,PERFECT CIRCLE JV LTD,3583666,13062.31,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2019-06-10,PPL PRS LTD,3583451,4045.42,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,2019-06-26,PROFESSIONAL PAPER SUPPLIES LTD,3584006,246.05,
