Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2017-06-14,AC ENTERTAINMENT TECHNOLOGIES LTD,4675740,393.74,
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2017-06-21,ALLSTAR BUSINESS SOLUTIONS LTD,4676835,8.17,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2017-06-21,ALLSTAR BUSINESS SOLUTIONS LTD,4676835,81.73,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2017-06-19,ALLSTAR BUSINESS SOLUTIONS LTD,4677344,70.00,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2017-06-14,BERENDSEN UK LTD,4676181,240.68,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2017-06-14,BERENDSEN UK LTD,4676182,606.48,HARROGATE BC COMMUNITY SERVICES
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2017-06-14,BROOK STREET (UK) LTD,4676872,457.50,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-06-12,DR CHRISTIAN LACHMANN,4676671,999.00,Dr C Lachmann May 201 7 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-06-12,DR R SPENCER,4676673,925.00,Dr R Spencer May 201 7 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-06-12,DR VIVIENNE JAYNE POSKITT,4676672,481.00,Dr V Poskitt May 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-06-07,FALON NAMEPLATES LTD,4675911,683.90,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-06-07,FALON NAMEPLATES LTD,4675911,18.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2017-06-21,LANDSCAPE SUPPLY COMPANY,4676432,229.31,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2017-06-14,RIX PETROLEUM (HULL) LIMITED,4676286,465.87,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-06-26,STEPHENSONS MEMORIAL WORKS,4677225,277.20,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2017-06-05,WETHERBY SKIP HIRE SERVICES,4675061,150.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2017-06-05,WETHERBY SKIP HIRE SERVICES,4675061,200.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2017-06-05,WETHERBY SKIP HIRE SERVICES,4673128,200.00,ACCR1617  IHMT
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2017-06-05,WETHERBY SKIP HIRE SERVICES,4673128,200.00,ACCR1617  IHMT
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2017-06-05,CORDANT PEOPLE LIMITED,4676383,560.74,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2017-06-28,PROFESSIONAL PAPER SUPPLIES LTD,4676299,1323.70,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-21,EDEN FARM LTD,4676520,209.36,Conyngham Hall Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-14,EDEN FARM LTD,4675904,243.66,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-07,EDEN FARM LTD,4675903,486.32,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,EDEN FARM LTD,4677106,581.14,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,EDEN FARM LTD,4676523,680.49,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,EDEN FARM LTD,4677481,870.53,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-21,EDEN FARM LTD,4676522,947.68,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2017-06-07,KILLGERM CHEMICALS LTD,4675049,340.20,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Miscellaneous Expenditure,2017-06-14,LOGIC STREET & PARK FURNITURE LTD,4676366,2290.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Waste Disposal Charges,2017-06-28,NORTH YORKSHIRE COUNTY COUNCIL,4676913,34098.08,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,P P SNACK FOODS LTD,4677897,283.59,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,P P SNACK FOODS LTD,4677897,39.95,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,P P SNACK FOODS LTD,4677897,39.95,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-21,P P SNACK FOODS LTD,4676961,324.98,THE VALLEY GDN GAMES PAVILLION
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-21,P P SNACK FOODS LTD,4676961,34.95,THE VALLEY GDN GAMES PAVILLION
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-21,P P SNACK FOODS LTD,4676961,34.95,THE VALLEY GDN GAMES PAVILLION
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,2017-06-14,PAUL WHITAKER,4676112,684.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-07,PELICAN ROUGE COFFEE SOLUTIONS LTD,4676113,313.92,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-07,PELICAN ROUGE COFFEE SOLUTIONS LTD,4676113,454.67,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-07,PELICAN ROUGE COFFEE SOLUTIONS LTD,4676113,313.92,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,PELICAN ROUGE COFFEE SOLUTIONS LTD,4677357,546.70,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,PELICAN ROUGE COFFEE SOLUTIONS LTD,4677357,511.16,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-06-28,PELICAN ROUGE COFFEE SOLUTIONS LTD,4677357,511.16,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2017-06-07,SCOTTON PARK ELECTRICAL CONTRACTORS,4676410,263.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2017-06-14,SCOTTON PARK ELECTRICAL CONTRACTORS,4676929,263.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,2017-06-19,ACORN LIGHTING SERVICES,4676861,1640.00,
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-06-21,ALLSTAR BUSINESS SOLUTIONS LTD,4676835,54.20,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-06-21,ALLSTAR BUSINESS SOLUTIONS LTD,4676835,110.66,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-06-21,ALLSTAR BUSINESS SOLUTIONS LTD,4676835,54.20,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-06-21,ALLSTAR BUSINESS SOLUTIONS LTD,4676835,110.66,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-06-19,ALLSTAR BUSINESS SOLUTIONS LTD,4677344,85.08,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-06-19,ALLSTAR BUSINESS SOLUTIONS LTD,4677344,54.50,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-06-19,ALLSTAR BUSINESS SOLUTIONS LTD,4677344,85.08,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-06-19,ALLSTAR BUSINESS SOLUTIONS LTD,4677344,54.50,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2017-06-26,BEMROSE BOOTH PARAGON LTD,4676831,2215.59,credit trans 4676795
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2017-06-26,BEMROSE BOOTH PARAGON LTD,4676052,755.20,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2017-06-26,BEMROSE BOOTH PARAGON LTD,4676052,45.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2017-06-26,BEMROSE BOOTH PARAGON LTD,4676795,2260.59,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,2017-06-14,CUMMINS ALLISON,4675797,220.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,2017-06-14,CUMMINS ALLISON,4670907,278.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - Bldgs,2017-06-26,DUFFIELDS,4676357,22595.72,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Uniforms,2017-06-07,KELTIC LTD,4676334,538.90,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - Bldgs,2017-06-26,MRC ROADS LTD,4677525,760.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - Bldgs,2017-06-26,MRC ROADS LTD,4677525,950.00,
