Payment Date,Amount,Benificiary Name,Organisational Unit
2017-07-17,222.30,QUANTIFIED TREE RISK ASSESSMENT LTD,Community
2017-07-10,3250.00,STEEL AND MAW TREE EXPERTS,Community
2017-07-26,615.00,A A FOSTER,Community
2017-07-12,16.67,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-07-19,240.68,BERENDSEN UK LTD,Community
2017-07-19,1191.61,BERENDSEN UK LTD,Community
2017-07-12,548.80,BROOK STREET (UK) LTD,Community
2017-07-19,588.00,BROOK STREET (UK) LTD,Community
2017-07-26,588.00,BROOK STREET (UK) LTD,Community
2017-07-10,795.50,DR CHRISTIAN LACHMANN,Community
2017-07-10,777.00,DR R SPENCER,Community
2017-07-10,980.50,DR VIVIENNE JAYNE POSKITT,Community
2017-07-10,488.50,FALON NAMEPLATES LTD,Community
2017-07-10,18.00,FALON NAMEPLATES LTD,Community
2017-07-26,244.80,HARROGATE TOOL & BOLT LTD,Community
2017-07-05,211.50,ODLINGS LTD,Community
2017-07-03,60.00,PMC HIRE & SALES CENTRE,Community
2017-07-03,40.00,PMC HIRE & SALES CENTRE,Community
2017-07-26,200.00,WETHERBY SKIP HIRE SERVICES,Community
2017-07-03,200.00,WETHERBY SKIP HIRE SERVICES,Community
2017-07-03,219.42,CORDANT PEOPLE LIMITED,Community
2017-07-17,219.42,CORDANT PEOPLE LIMITED,Community
2017-07-12,211.40,EDEN FARM LTD,Community
2017-07-19,326.08,EDEN FARM LTD,Community
2017-07-19,441.54,EDEN FARM LTD,Community
2017-07-26,545.74,EDEN FARM LTD,Community
2017-07-12,664.72,EDEN FARM LTD,Community
2017-07-05,796.15,EDEN FARM LTD,Community
2017-07-19,3980.00,LOGIC STREET & PARK FURNITURE LTD,Community
2017-07-05,41798.30,NORTH YORKSHIRE COUNTY COUNCIL,Community
2017-07-19,215.68,P P SNACK FOODS LTD,Community
2017-07-05,229.56,P P SNACK FOODS LTD,Community
2017-07-05,23.96,P P SNACK FOODS LTD,Community
2017-07-05,23.96,P P SNACK FOODS LTD,Community
2017-07-03,352.94,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
2017-07-03,492.28,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
2017-07-03,352.94,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
2017-07-17,600.56,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
