Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Arboriculture,Temporary Staff,2020-01-20,TRAVAIL EMPLOYMENT GROUP LTD,3601114,403.80,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Arboriculture,Temporary Staff,2020-01-29,TRAVAIL EMPLOYMENT GROUP LTD,3602056,403.80,Redacted - Personal Data
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2020-01-08,LANDMARK TRADING (STAMFORD) LTD,3599387,381.65,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2020-01-06,ALLSTAR BUSINESS SOLUTIONS LTD,3598953,17.50,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2020-01-15,FALON NAMEPLATES LTD,3601053,18.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2020-01-15,FALON NAMEPLATES LTD,3601053,217.40,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2020-01-29,FALON NAMEPLATES LTD,3601111,434.80,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2020-01-29,FALON NAMEPLATES LTD,3601111,18.00,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2020-01-15,FALON NAMEPLATES LTD,3601054,543.50,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2020-01-15,FALON NAMEPLATES LTD,3601054,18.00,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2020-01-15,FALON NAMEPLATES LTD,3601057,543.50,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2020-01-15,FALON NAMEPLATES LTD,3601057,94.75,Plaques
