Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,11/03/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4647754,22.27,Fuel
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,09/03/2016,BARCHAM TREES PLC,4648776,"1,773.00",
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Equipment,09/03/2016,LANDMARK TRADING (STAMFORD) LTD,4647806,"1,045.60",
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Protective Clothing,09/03/2016,LANDMARK TRADING (STAMFORD) LTD,4647136,477.75,8022016
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,23/03/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4648376,53.84,Feb Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,16/03/2016,VIEWTOUCH LIMITED,4649358,216.5,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,07/03/2016,DR K M COATS,4648439,"1,332.00",February 2016 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,23/03/2016,FALON NAMEPLATES LTD,4648205,576.3,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,23/03/2016,HILTON CABINET CO LTD,4648889,288.07,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Other Premises Related Costs,02/03/2016,MOOR & VALLEY LTD,4648075,"2,600.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,02/03/2016,TELESHORE UK LTD,4647198,950,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,16/03/2016,BERENDSEN UK LTD,4648398,212.53,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,16/03/2016,W BOWERS,4649349,"1,418.37",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,16/03/2016,FACULTATIEVE TECHNOLOGIES LTD,4649239,"2,004.04",STONEFALL CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,07/03/2016,DR R SPENCER,4648440,536.5,Dr R Spencer February 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,21/03/2016,NATIONAL ASSOCIATION OF BRITISH MARKET AUTHORITIES,4648457,636,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,23/03/2016,AHS LTD,4649480,931.5,
