Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,2017-01-04,VERTICAL ACCESS LTD,4667095,1040.00,Knaresborough Castle Cliffs  Devegetation Works
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2017-01-18,ALLSTAR BUSINESS SOLUTIONS LTD,4668105,15,Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2017-01-25,ALLSTAR BUSINESS SOLUTIONS LTD,4668157,17.5,Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2017-01-18,BERENDSEN UK LTD,4667800,219.16,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-01-04,DR CHRISTIAN LACHMANN,4667422,999,Dec-16
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-01-04,DR R SPENCER,4667421,444,Dec-16
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-01-04,DR VIVIENNE JAYNE POSKITT,4667423,962,Dec-16
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-01-18,HILTON CABINET CO LTD,4668193,281.9,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Other Premises Related Costs,2017-01-25,MOOR & VALLEY LTD,4668554,3668.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-01-11,ODLINGS LTD,4667454,211.5,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2017-01-04,WETHERBY SKIP HIRE SERVICES,4664599,150,various
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2017-01-04,WETHERBY SKIP HIRE SERVICES,4664599,375,various
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2017-01-04,WETHERBY SKIP HIRE SERVICES,4664599,375,various
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2017-01-11,PROFESSIONAL PAPER SUPPLIES LTD,4666940,1128.00,cleaning materials
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Other Supplies & Services,2017-01-25,JOHNSTON PUBLISHING LTD,4668708,435,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Waste Disposal Charges,2017-01-16,NORTH YORKSHIRE COUNTY COUNCIL,4667089,47576.52,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,2017-01-04,PAUL WHITAKER,4666129,456,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,2017-01-25,PAUL WHITAKER,4667435,456,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Miscellaneous Expenditure,2017-01-04,SPECIALIST BUILDING PRODUCTS LTD T/A ECODEK,4666802,80,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Miscellaneous Expenditure,2017-01-04,SPECIALIST BUILDING PRODUCTS LTD T/A ECODEK,4666802,1704.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Performing Rights Fees,2017-01-09,THE PERFORMING RIGHT SOCIETY LTD,4667443,229.7,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Performing Rights Fees,2017-01-09,THE PERFORMING RIGHT SOCIETY LTD,4667533,139.9,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Performing Rights Fees,2017-01-09,THE PERFORMING RIGHT SOCIETY LTD,4667533,118.8,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2017-01-04,TUNSTON CONSTRUCTION LTD,4667142,389.56,
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2017-01-04,WETHERBY SKIP HIRE SERVICES,4664599,200,various
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2017-01-04,WETHERBY SKIP HIRE SERVICES,4664599,400,various
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2017-01-04,WETHERBY SKIP HIRE SERVICES,4664599,400,various
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-01-18,ALLSTAR BUSINESS SOLUTIONS LTD,4668105,49.22,Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-01-18,ALLSTAR BUSINESS SOLUTIONS LTD,4668105,49.22,Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-01-25,ALLSTAR BUSINESS SOLUTIONS LTD,4668157,62.51,Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2017-01-25,ALLSTAR BUSINESS SOLUTIONS LTD,4668157,55.03,Fuel
