Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,11/11/2015,LANDMARK TRADING (STAMFORD) LTD,4640055,"1,620.10",
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,11/11/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,45.61,Fuel Oct
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,11/11/2015,BERENDSEN UK LTD,4640676,235.10,WORKWEAR 2211261215  CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,16/11/2015,DR K M COATS,4641622,"1,424.50",October 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,16/11/2015,DR R SPENCER,4641623,296.00,Dr R Spencer October 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,16/11/2015,DR VIVIENNE JAYNE POSKITT,4641624,573.50,Dr V Poskitt October 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,25/11/2015,DTMS LTD,4641605,590.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,23/11/2015,FALON NAMEPLATES LTD,4640674,258.45,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,23/11/2015,FALON NAMEPLATES LTD,4640674,17.50,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,25/11/2015,JAPS ENGINEERING,4642060,690.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,172.71,VARIOUS SKIPS
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,04/11/2015,PROFESSIONAL PAPER SUPPLIES LTD,4639542,"1,316.05",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,11/11/2015,EDEN FARM LTD,4639963,459.74,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Grants to Vol Organisations,18/11/2015,FERRENSBY FIREWORKS LTD,4641468,"3,000.00",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Waste Disposal Charges,25/11/2015,NORTH YORKSHIRE COUNTY COUNCIL,4642303,"40,213.04",COMMERCIAL WASTE aug 15
Harrogate Borough Council,Premises,R,Community,Business Development,Bldg Mgmt Recharged Works,09/11/2015,NORTHERN POWERGRID (NORTHEAST) LTD,4640543,"1,772.56",MOVE ELECTRICITY SUPPLY CABLE
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,04/11/2015,PAUL WHITAKER,4639784,456.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,04/11/2015,PELICAN ROUGE COFFEE SOLUTIONS LTD,4639672,312.30,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,04/11/2015,PELICAN ROUGE COFFEE SOLUTIONS LTD,4639672,-205.68,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,04/11/2015,PELICAN ROUGE COFFEE SOLUTIONS LTD,4639672,205.68,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,04/11/2015,UK CONTAINER MAINTENANCE LTD,4639953,"1,900.00",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,04/11/2015,UK CONTAINER MAINTENANCE LTD,4639953,30.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,18/11/2015,UK CONTAINER MAINTENANCE LTD,4640653,"2,375.00",
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,86.35,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,86.36,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,86.35,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,86.36,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,86.35,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,86.36,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,86.35,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,30/11/2015,WETHERBY SKIP HIRE SERVICES,4641222,86.36,VARIOUS SKIPS
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,11/11/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,-55.47,Fuel Oct
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,11/11/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,-52.14,Fuel Oct
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,11/11/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,55.47,Fuel Oct
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,11/11/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,52.14,Fuel Oct
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,04/11/2015,BEMROSE BOOTH PARAGON LTD,4639420,244.00,
Harrogate Borough Council,Employees,R,Community,Car Parking,Non Qualification Training,11/11/2015,BEV ASHBY ASSOCIATES LTD,4640295,550.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,02/11/2015,DESIGNA UK LTD,4634011,157.02,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,02/11/2015,DESIGNA UK LTD,4634011,4.25,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,02/11/2015,DESIGNA UK LTD,4634011,157.02,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,02/11/2015,DESIGNA UK LTD,4634011,4.25,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,11/11/2015,DESIGNA UK LTD,4640739,536.49,
Harrogate Borough Council,Employees,R,Community,Car Parking,Qualification Training,23/11/2015,HORIZON LIFE TRAINING,4641248,"1,800.00",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,ICT Rechargeables,30/11/2015,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS,4641960,565.20,
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,25/11/2015,NORTHGATE VEHICLE HIRE LTD,4640798,287.80,NA1 3SOE SWAP
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,25/11/2015,NORTHGATE VEHICLE HIRE LTD,4640799,287.80,NA13SOH SWAP
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,11/11/2015,PATROL,4640188,"4,312.50",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,11/11/2015,PATROL,4640188,"-4,312.50",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,11/11/2015,PATROL,4640188,658.69,
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,30/11/2015,ATS EUROMASTER LTD,4641555,25.50,Oct 15
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,30/11/2015,ATS EUROMASTER LTD,4641555,"1,351.40",Oct 15
