Body Name,Expenditure category,Capital/ Revenue,Service label,Service code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2015-10-14,RADIODETECTION LTD,4638361,668.84,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2015-10-28,ALLSTAR BUSINESS SOLUTIONS LTD,4639357,31.22,Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2015-10-12,ALLSTAR BUSINESS SOLUTIONS LTD,4638229,15.00,Sept Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2015-10-07,ARCO LTD,4638515,374.28,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2015-10-05,DR K M COATS,4639231,1054.50,September 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2015-10-07,FALON NAMEPLATES LTD,4638135,534.40,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2015-10-26,FALON NAMEPLATES LTD,4639270,609.50,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2015-10-21,HILTON CABINET CO LTD,4639998,187.36,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2015-10-21,HILTON CABINET CO LTD,4639998,49.53,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,2015-10-28,PMC HIRE & SALES CENTRE,4639805,100.00,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,2015-10-28,PMC HIRE & SALES CENTRE,4639805,90.00,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2015-10-26,TELESHORE UK LTD,4640132,660.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,2015-10-07,TELESHORE UK LTD,4638296,1905.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2015-10-12,HACS CIVIL ENGINEERING LLP,4638777,462.10,Stonefall Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2015-10-28,WETHERBY SKIP HIRE SERVICES,4639778,320.00,various
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2015-10-28,WETHERBY SKIP HIRE SERVICES,4639778,172.71,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2015-10-05,DR R SPENCER,4639230,721.50,Dr R Spencer September 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2015-10-05,DR VIVIENNE JAYNE POSKITT,4639229,351.50,Dr V Poskitt September 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2015-10-14,PROFESSIONAL PAPER SUPPLIES LTD,4639791,187.65,credit trans 4639542
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2015-10-28,H BEARDMORE DOBSON & SONS LTD,4639528,225.00,50 PADLOCKS
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2015-10-28,KILLGERM CHEMICALS LTD,4639189,220.76,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Performing Rights Fees,2015-10-21,THE PERFORMING RIGHT SOCIETY LTD,4638304,251.85,Market Place  Ripon
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2015-10-07,UK CONTAINER MAINTENANCE LTD,4638446,2370.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Grants to Vol Organisations,2015-10-12,YOU CAN HIRE LTD,4639573,208.35,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2015-10-07,EDEN FARM LTD,4638306,223.14,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2015-10-28,EDEN FARM LTD,4639122,234.93,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2015-10-07,EDEN FARM LTD,4638308,389.46,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2015-10-21,EDEN FARM LTD,4638796,550.58,Valley Gardens Games Hut
