Body Name,Expenditure category,Capital/ Revenue,Service label,Service code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,28/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4637354,54.58,ALLSTAR FUEL AUG 2015
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,09/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4636306,119.31,Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,02/09/2015,DR K M COATS,4637325,"1,202.50",August 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,02/09/2015,DR R SPENCER,4637324,444.00,Dr R Spencer August 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,02/09/2015,DR VIVIENNE JAYNE POSKITT,4637328,610.50,Dr V Poskitt August 2015 monthly payment
Harrogate Borough Council,Income,R,Community,Bereavement Services,Sale of Full Burial Rights,16/09/2015,REDACTED - PERSONAL DATA,4637701,250.00,Buying back of grave 
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,09/09/2015,STEPHENSONS MEMORIAL WORKS,4637594,470.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,07/09/2015,W BOWERS,4637376,"1,096.37",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,16/09/2015,W BOWERS,4638155,"1,452.37",
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,02/09/2015,PROFESSIONAL PAPER SUPPLIES LTD,4637087,782.25,Claro Road
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,02/09/2015,PROFESSIONAL PAPER SUPPLIES LTD,4637086,"1,199.80",Claro Road
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,30/09/2015,ACORN LIGHTING SERVICES,4638711,497.44,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,02/09/2015,ACORN LIGHTING SERVICES,4635817,"8,540.00",
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,28/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4637354,56.15,ALLSTAR FUEL AUG 2015
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,28/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4637354,50.91,ALLSTAR FUEL AUG 2015
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,28/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4637354,-56.15,ALLSTAR FUEL AUG 2015
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,28/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4637354,-50.91,ALLSTAR FUEL AUG 2015
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,09/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4636306,-60.01,Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,09/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4636306,-51.29,Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,09/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4636306,60.01,Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,09/09/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4636306,51.29,Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,16/09/2015,BEMROSE BOOTH PARAGON LTD,4637235,45.00,
