Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,27/05/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4629923,93.33,May Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,27/05/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4629923,4.15,May Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,27/05/2015,ARCO LTD,4630232,219.08,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,13/05/2015,BERENDSEN UK LTD,4629140,218.75,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/05/2015,DR K M COATS,4629566,"1,628.00",April 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/05/2015,DR R SPENCER,4629561,388.5,Dr R Spencer April 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/05/2015,DR VIVIENNE JAYNE POSKITT,4629562,388.5,Dr V Poskitt April 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,27/05/2015,FACULTATIEVE TECHNOLOGIES LTD,4630065,563.74,STONEFALL CEMETERY
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,13/05/2015,ICCM PAYMENTS,4628368,750,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,06/05/2015,NATIONAL ASSOCIATION OF BRITISH MARKET AUTHORITIES,4629262,636,Subscription Fee 201516
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,27/05/2015,PMC HIRE & SALES CENTRE,4630782,150,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,27/05/2015,PMC HIRE & SALES CENTRE,4630782,150,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,27/05/2015,RNS PUBLICATIONS,4630400,695,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,20/05/2015,TUDOR ENVIRONMENTAL,4629351,130.81,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,06/05/2015,TUDOR ENVIRONMENTAL,4628114,17.3,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,06/05/2015,TUDOR ENVIRONMENTAL,4628114,17.5,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,20/05/2015,W BOWERS,4629315,"1,452.37",W BOWERS
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,06/05/2015,WETHERBY SKIP HIRE SERVICES,4626180,172.71,various
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,27/05/2015,PROFESSIONAL PAPER SUPPLIES LTD,4629459,"1,029.50",
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,27/05/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4629923,-56.89,May Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,27/05/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4629923,56.89,May Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Subscriptions,06/05/2015,BRITISH PARKING ASSOCIATION,4629368,857,BPA MEMBERSHIP BAND 3
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,06/05/2015,COLTON SIGNS,4629551,342,
