Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2020-08-21,1ST SELECT LIMITED,3614042,850.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2020-08-27,1ST SELECT LIMITED,3614290,850.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2020-08-11,1ST SELECT LIMITED,3613248,925.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2020-08-17,1ST SELECT LIMITED,3613490,935.05,
Harrogate Borough Council,Employees,R,Community,Enviromental Protection,Staff Advertising,2020-08-05,360 RESOURCING SOLUTIONS LTD,3613066,349.00,Staff Advertising
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,Staff Advertising,2020-08-05,360 RESOURCING SOLUTIONS LTD,3613067,349.00,Staff Advertising
Harrogate Borough Council,Employees,R,Community,Business Development,Staff Advertising,2020-08-05,360 RESOURCING SOLUTIONS LTD,3613068,349.00,Staff Advertising
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Staff Advertising,2020-08-05,360 RESOURCING SOLUTIONS LTD,3613069,349.00,Staff Advertising
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2020-08-19,4 PLANNING DELIVERY LIMITED,3613704,4200.00,Consultancy Work
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2020-08-06,A ANDREWS & SONS (MARBLES & TILES) LTD,3613051,14821.05,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2020-08-25,A. &  M. INSULATIONS LIMITED,3613553,3610.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Footpath Repairs,2020-08-19,A. E. DUFFIELD & SONS LIMITED,3613675,22419.80,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,2020-08-06,ABLE-TO-ENABLE,3612971,99.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,2020-08-06,ABLE-TO-ENABLE,3612971,155.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,2020-08-06,ABLE-TO-ENABLE,3612971,165.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,2020-08-06,ABLE-TO-ENABLE,3612971,90.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,2020-08-06,ABLE-TO-ENABLE,3612971,50.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,2020-08-06,ABLE-TO-ENABLE,3612971,140.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Equipment,2020-08-06,ABLE-TO-ENABLE,3612971,490.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Credit Card Services,2020-08-05,ADELANTE SOFTWARE LTD,3613070,550.86,ConnectPay Invoice for Period 01072020 to 31072020
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Fees,2020-08-07,ADVAM (UK) LTD,3613211,877.38,
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2020-08-27,AEBI SCHMIDT UK LTD,3614160,351.96,Claro Road
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2020-08-20,AIR LIQUIDE UK LTD,3613410,283.74,NIDDERDALE POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2020-08-17,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3613528,280.00,THE HYDRO 073 3713 B02 B02A1
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Other Supplies & Services,2020-08-06,AIREWORTH VETS,3613215,367.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,2020-08-12,AJ PROMOTIONS,3605750,344.00,
