Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,09/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4697750,50.42,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,23/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4698858,33.34,AS60046921
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,16/05/2018,BELL GROUP,4697041,"4,790.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,16/05/2018,BERENDSEN UK LTD,4697673,331.65,HARROGATE BC CEMETERY
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,02/05/2018,BROOK STREET (UK) LTD,4697308,612.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,09/05/2018,C PRESTON MASONRY,4697326,320.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,09/05/2018,C PRESTON MASONRY,4697326,-300.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,09/05/2018,C PRESTON MASONRY,4697326,300.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,09/05/2018,C PRESTON MASONRY,4697325,"4,250.00",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,09/05/2018,C PRESTON MASONRY,4697325,"-3,420.00",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,09/05/2018,C PRESTON MASONRY,4697325,"3,420.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,02/05/2018,DR CHRISTIAN LACHMANN,4697682,703.00,PQ  DrC Lachmann April 2018 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,02/05/2018,DR R SPENCER,4697691,555.00,PQ  Dr R Spencer April 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,02/05/2018,DR VIVIENNE JAYNE POSKITT,4697684,"1,480.00",PQ  Dr V Poskitt April 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,24/05/2018,FACULTATIEVE TECHNOLOGIES LTD,4697688,"1,689.96",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,16/05/2018,FALON NAMEPLATES LTD,4697375,724.85,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,16/05/2018,FALON NAMEPLATES LTD,4697375,18.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,30/05/2018,MEND A HOSE HYDRAULICS LTD,4698897,386.40,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,14/05/2018,NEIL & SONYA MILSTED,4698315,"1,650.00",
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,02/05/2018,RIX PETROLEUM (HULL) LIMITED,4696763,545.05,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,16/05/2018,TELESHORE UK LTD,4697348,"12,488.20",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,23/05/2018,TURNSIDE MARKETING LIMITED,4698974,795.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,02/05/2018,WETHERBY SKIP HIRE SERVICES,4697105,200.00,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,30/05/2018,BULLOUGHS CLEANING SERVICES LTD,4698108,309.40,Blossomgate
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,30/05/2018,BULLOUGHS CLEANING SERVICES LTD,4698053,653.57,Cavendish House
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,30/05/2018,BULLOUGHS CLEANING SERVICES LTD,4698280,790.97,Avondale House The Avondale Hostel
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,23/05/2018,CORDANT PEOPLE LIMITED,4698864,212.35,
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,23/05/2018,NORTHGATE VEHICLE HIRE LTD,4697786,222.60,NV64OLB SWAP
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,23/05/2018,NORTHGATE VEHICLE HIRE LTD,4697910,222.60,NV67BWB
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,23/05/2018,NORTHGATE VEHICLE HIRE LTD,4697791,236.10,NU65EBK SWAP
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,23/05/2018,NORTHGATE VEHICLE HIRE LTD,4697792,236.10,NU65EBF SWAP
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,16/05/2018,PROFESSIONAL PAPER SUPPLIES LTD,4696876,268.10,Claro Road Deliveries
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,16/05/2018,EDEN FARM LTD,4697332,330.78,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,09/05/2018,EDEN FARM LTD,4697018,331.50,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,30/05/2018,EDEN FARM LTD,4698420,337.13,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,02/05/2018,EDEN FARM LTD,4696883,356.92,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,23/05/2018,EDEN FARM LTD,4698209,370.73,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,09/05/2018,EDEN FARM LTD,4697017,523.06,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,23/05/2018,EDEN FARM LTD,4697719,795.20,
Harrogate Borough Council,Employees,R,Community,Business Development,Staff Advertising,02/05/2018,HIRING WIZARD LTD,4697333,499.00,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,02/05/2018,PAUL WHITAKER,4696205,456.00,Killinghall Moor Changing Rooms  Cleaning
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,30/05/2018,PAUL WHITAKER,4697801,456.00,Killinghall Moor Changing Rooms  Cleaning
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,09/05/2018,SELECTA UK LIMITED,4697365,"1,455.38",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,09/05/2018,SELECTA UK LIMITED,4697365,"-1,333.00",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,09/05/2018,SELECTA UK LIMITED,4697365,"1,333.00",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,09/05/2018,STRAIGHT MANUFACTURING LTD,4696410,"8,015.04",
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,23/05/2018,TRAVAIL EMPLOYMENT GROUP LTD,4698918,603.23,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,30/05/2018,TRAVAIL EMPLOYMENT GROUP LTD,4699085,718.13,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Purchase of Bulk Containers,30/05/2018,UK CONTAINER MAINTENANCE LTD,4698886,"2,292.54",
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,09/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4697750,-58.28,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,09/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4697750,58.28,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,23/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4698858,104.64,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,23/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4698858,57.74,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,23/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4698858,-104.64,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,23/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4698858,-57.74,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Uniforms,02/05/2018,ARCO LTD,4696901,-206.68,To credit billing document 0932729341
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,30/05/2018,BOB COWELL,4699047,597.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Subscriptions,09/05/2018,BRITISH PARKING ASSOCIATION,4696809,888.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,23/05/2018,CUMMINS ALLISON,4697302,755.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Rents & Wayleaves,16/05/2018,DUCHY OF LANCASTER,4698014,"15,697.60",Charges relating to Knaresborough Castle etc
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Cash Collection Fees,02/05/2018,G4S CASH SOLUTIONS (UK),4696740,854.10,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Uniforms,16/05/2018,KELTIC LTD,4697431,336.25,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,02/05/2018,NIDDERDALE AGRICULTURAL SOCIETY,4696748,625.00,
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,23/05/2018,NORTHGATE VEHICLE HIRE LTD,4698249,247.80,NA13SOH SWAP
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,23/05/2018,NORTHGATE VEHICLE HIRE LTD,4698288,266.25,NA13SOE SWAP
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,02/05/2018,PARKEON LTD,4696593,367.75,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,02/05/2018,PARKEON LTD,4696593,278.50,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Services,23/05/2018,PARKEON LTD,4697571,572.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Services,23/05/2018,PARKEON LTD,4697572,572.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Services,23/05/2018,PARKEON LTD,4697537,"1,014.00",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,09/05/2018,PATROL,4696682,"2,474.15",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,09/05/2018,PATROL,4696682,"-2,474.15",
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Car Parking Adjudication Serv,09/05/2018,PATROL,4696682,437.92,
Harrogate Borough Council,Premises,C,Community,Car Parking,Payments to Ext Contractors,09/05/2018,VOLKERLASER LTD,4697619,"202,455.81",Interim No 2 order 2347325
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,30/05/2018,ADDISON MOTOR GROUP T/A LOOKERS FORD,4697734,225.00,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,23/05/2018,AIR-WEIGH EUROPE LIMITED,4697275,120.00,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,23/05/2018,AIR-WEIGH EUROPE LIMITED,4697275,120.00,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,23/05/2018,AIR-WEIGH EUROPE LIMITED,4697275,120.00,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Fuel/Oil,09/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4697750,77.46,AS60046921
Harrogate Borough Council,Transport,R,Community,Central Transport,Fuel/Oil,23/05/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4698858,82.56,AS60046921
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,23/05/2018,CROSSROADS TRUCK & BUS,4697305,350.82,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,30/05/2018,CROSSROADS TRUCK & BUS,4697922,404.74,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,02/05/2018,CROSSROADS TRUCK & BUS,4696161,415.44,ACCR1718  Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,30/05/2018,CROSSROADS TRUCK & BUS,4697686,457.79,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,24/05/2018,DENNIS EAGLE LTD,4698396,255.48,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,09/05/2018,DENNIS EAGLE LTD,4696238,21.46,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,09/05/2018,DENNIS EAGLE LTD,4696238,21.46,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,09/05/2018,DENNIS EAGLE LTD,4696238,21.46,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,30/05/2018,DENNIS EAGLE LTD,4698172,128.55,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,09/05/2018,DENNIS EAGLE LTD,4696397,403.05,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,02/05/2018,DENNIS EAGLE LTD,4696396,405.13,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,09/05/2018,DENNIS EAGLE LTD,4696239,"1,891.19",Claro Supplies
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,09/05/2018,DENNIS EAGLE LTD,4696238,219.10,Claro Supplies
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,30/05/2018,DENNIS EAGLE LTD,4698172,219.10,Claro Supplies
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,09/05/2018,DENNIS EAGLE LTD,4696239,52.33,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,30/05/2018,DIRECT TYRE MANAGEMENT LTD,4698107,"8,336.44",
Harrogate Borough Council,Supplies and Services,R,Community,Central Transport,Licence Fees,02/05/2018,FREIGHT TRANSPORT ASSOCIATION,4696722,231.00,
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,16/05/2018,GIBSONS GARDEN MACHINERY LTD,4697389,205.83,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,16/05/2018,GIBSONS GARDEN MACHINERY LTD,4697389,75.04,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,23/05/2018,GIBSONS GARDEN MACHINERY LTD,4697401,225.25,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,23/05/2018,GIBSONS GARDEN MACHINERY LTD,4697401,47.09,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,23/05/2018,GIBSONS GARDEN MACHINERY LTD,4697401,232.58,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,16/05/2018,JOHNSTON SWEEPERS LTD,4697172,562.05,Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,02/05/2018,MEND A HOSE HYDRAULICS LTD,4696163,322.96,ACCR1718  Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,30/05/2018,MIKE WILSON MOTORS,4697685,"1,200.00",Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,16/05/2018,MITCHELL DIESEL LTD,4697175,406.26,Claro Supplies
Harrogate Borough Council,Supplies and Services,R,Community,Central Transport,Equipment,09/05/2018,NTT SUPPLIES,4696175,249.94,ACCR1718  Claro Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,02/05/2018,PROBRUSH,4696833,337.10,Claro Supplies
