Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,01/03/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4670585,17.5,Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,20/03/2017,BERENDSEN UK LTD,4671733,240.68,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,08/03/2017,DASH INFORMATION SYSTEMS LTD,4669826,866.73,Touch Screen Monitor Replacement
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/03/2017,DR CHRISTIAN LACHMANN,4670993,925,Dr C Lachmann February 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/03/2017,DR R SPENCER,4670991,832.5,Dr R Spencer February 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,06/03/2017,DR VIVIENNE JAYNE POSKITT,4670992,869.5,Dr V Poskitt February 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,27/03/2017,FALON NAMEPLATES LTD,4670978,586.2,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,27/03/2017,FALON NAMEPLATES LTD,4670978,18,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,08/03/2017,G4S SECURE SOLUTIONS (UK) LIMITED,4671215,260,Contract Number 9249
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,08/03/2017,G4S SECURE SOLUTIONS (UK) LIMITED,4671216,260,Contract Number 9249
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,08/03/2017,G4S SECURE SOLUTIONS (UK) LIMITED,4671217,260,Contract Number 9249
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,15/03/2017,HILTON CABINET CO LTD,4670745,264.33,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,01/03/2017,WETHERBY SKIP HIRE SERVICES,4669814,200,Stonefall Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,01/03/2017,WETHERBY SKIP HIRE SERVICES,4669814,200,Stonefall Cemetery
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,15/03/2017,PROFESSIONAL PAPER SUPPLIES LTD,4670067,726,Claro Road
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Miscellaneous Expenditure,29/03/2017,BOB COWELL,4670505,372,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,29/03/2017,CLAAS EASTERN LTD,4672339,315,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,08/03/2017,EDEN FARM LTD,4669911,302.49,Valley Gardens Games
