Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2017-09-06,ALLSTAR BUSINESS SOLUTIONS LTD,4681655,20.52,AS60046921
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2017-09-06,LANDMARK TRADING (STAMFORD) LTD,4681185,270.3,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2017-09-13,BERENDSEN UK LTD,4682393,240.68,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2017-09-13,BERENDSEN UK LTD,4682396,773.08,HARROGATE BC COMMUNITY SERVICES
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2017-09-06,BROOK STREET (UK) LTD,4682339,470.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2017-09-27,BROOK STREET (UK) LTD,4683581,605.62,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2017-09-18,CHIPPINDALE PLANT LTD,4683079,2100.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-09-04,DR CHRISTIAN LACHMANN,4682153,370,Dr C Lachmann August 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-09-04,DR R SPENCER,4682156,740,Dr R Spencer August 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-09-04,DR VIVIENNE JAYNE POSKITT,4682154,1091.50,Dr V Poskitt August 201 7 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,2017-09-06,FACULTATIEVE TECHNOLOGIES LTD,4681404,2011.74,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2017-09-20,FACULTATIEVE TECHNOLOGIES LTD,4681927,557.25,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-09-20,FALON NAMEPLATES LTD,4681941,506.5,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Reactive Repairs & Maint - Bldgs,2017-09-13,HIGHWAY ROAD SERVICES,4681667,2000.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Other Premises Related Costs,2017-09-13,HIGHWAY ROAD SERVICES,4681667,2230.80,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2017-09-27,BULLOUGHS CLEANING SERVICES LTD,4682446,295,HBC  Blossomgate Hostel Blossomgate
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2017-09-27,BULLOUGHS CLEANING SERVICES LTD,4682448,641.33,HBC  Cavendish House 23 Robert Street
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2017-09-27,BULLOUGHS CLEANING SERVICES LTD,4682449,775.67,HBC  Avondale House The Avondale Hostel
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2017-09-04,CORDANT PEOPLE LIMITED,4681312,813.54,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2017-09-13,CORDANT PEOPLE LIMITED,4682095,679.45,
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2017-09-18,CORDANT PEOPLE LIMITED,4682973,679.45,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2017-09-20,CORDANT PEOPLE LIMITED,4683037,362.51,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2017-09-25,CORDANT PEOPLE LIMITED,4683084,353.51,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2017-09-27,CORDANT PEOPLE LIMITED,4683399,365.7,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2017-09-27,CORDANT PEOPLE LIMITED,4683400,463.22,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2017-09-27,NORTHGATE VEHICLE HIRE LTD,4683562,293.76,IHMT Supplies
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2017-09-27,NORTHGATE VEHICLE HIRE LTD,4683564,293.76,IHMT Supplies
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2017-09-27,NORTHGATE VEHICLE HIRE LTD,4683566,293.76,IHMT Supplies
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,2017-09-13,PHS GROUP PLC,4681308,1266.38,2 Dust Mat
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-09-06,EDEN FARM LTD,4681681,487.36,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-09-06,EDEN FARM LTD,4681738,723.65,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2017-09-13,EDEN FARM LTD,4681851,549.18,
