Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,18/05/2016,QUANTIFIED TREE RISK ASSESSMENT LTD,4651407,459.45,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,25/05/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4652441,16.45,April Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,09/05/2016,DR K M COATS,4652560,"1,332.00",Kathleen Coats April 2016 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,18/05/2016,FALON NAMEPLATES LTD,4651918,483.25,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,25/05/2016,HURRELL & McLEAN SEEDS LTD,4652693,358.8,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,04/05/2016,ICCM PAYMENTS,4650927,"1,280.00",
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,04/05/2016,ICCM PAYMENTS,4650927,"-1,094.00",
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,04/05/2016,ICCM PAYMENTS,4650927,"1,094.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,18/05/2016,NOMIX ENVIRO,4651900,206,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,18/05/2016,BERENDSEN UK LTD,4652302,265.67,HARROGATE BC CEMETERY
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,18/05/2016,DUFFIELDS,4651824,"3,010.25",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,18/05/2016,DUFFIELDS,4651881,"7,190.41",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Footpath Repairs,18/05/2016,DUFFIELDS,4651825,"1,351.37",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,25/05/2016,FACULTATIEVE TECHNOLOGIES LTD,4652208,"1,664.96",STONEFALL CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,09/05/2016,DR R SPENCER,4652561,536.5,Dr R Spencer April 2016 monthly payment
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,25/05/2016,G4S SECURE SOLUTIONS (UK) LIMITED,4652531,260,Contract Number 9249
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,18/05/2016,G4S SECURE SOLUTIONS (UK) LIMITED,4652168,"1,300.00",Contract Number 9249
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,09/05/2016,DR VIVIENNE JAYNE POSKITT,4652565,573.5,Dr V Poskitt April 2016 monthly payment
