Payment Date,Amount,Benificiary Name,Organisational Unit
2017-04-12,26.70,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-04-19,195.00,CRAVEN COLLEGE,Community
2017-04-19,3110.00,RAY SKELTON (HARROGATE) LTD,Community
2017-04-12,112.09,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-04-12,1521.84,DISHFORTH PARISH COUNCIL,Community
2017-04-03,832.50,DR CHRISTIAN LACHMANN,Community
2017-04-03,1128.50,DR R SPENCER,Community
2017-04-03,1036.00,DR VIVIENNE JAYNE POSKITT,Community
2017-04-12,488.50,FALON NAMEPLATES LTD,Community
2017-04-12,18.00,FALON NAMEPLATES LTD,Community
2017-04-19,1004.00,ICCM PAYMENTS,Community
2017-04-19,1004.00,ICCM PAYMENTS,Community
2017-04-19,1190.00,ICCM PAYMENTS,Community
2017-04-26,445.00,ICCM PAYMENTS,Community
2017-04-24,636.00,NATIONAL ASSOCIATION OF BRITISH MARKET AUTHORITIES,Community
2017-04-24,470.70,SAM TURNER & SONS LTD,Community
2017-04-24,52.30,SAM TURNER & SONS LTD,Community
2017-04-12,238.00,PROFESSIONAL PAPER SUPPLIES LTD,Community
2017-04-19,413.65,PROFESSIONAL PAPER SUPPLIES LTD,Community
2017-04-12,423.80,PROFESSIONAL PAPER SUPPLIES LTD,Community
2017-04-12,68.00,COLTON SIGNS,Community
2017-04-12,158.00,COLTON SIGNS,Community
2017-04-12,158.00,COLTON SIGNS,Community
2017-04-12,87.00,COLTON SIGNS,Community
2017-04-12,281.53,EDEN FARM LTD,Community
2017-04-26,527.11,EDEN FARM LTD,Community
2017-04-26,40279.75,NORTH YORKSHIRE COUNTY COUNCIL,Community
2017-04-26,40343.55,NORTH YORKSHIRE COUNTY COUNCIL,Community
2017-04-26,234.75,P P SNACK FOODS LTD,Community
2017-04-26,21.96,P P SNACK FOODS LTD,Community
2017-04-26,21.96,P P SNACK FOODS LTD,Community
2017-04-24,364.00,RING A TILL,Community
2017-04-10,310.25,ACORN LIGHTING SERVICES,Community
2017-04-10,1183.00,ACORN LIGHTING SERVICES,Community
2017-04-12,107.63,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-04-12,107.63,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-04-26,557.00,ANDERSON CONSULTANCY TRAINING LTD,Community
2017-04-26,557.00,ANDERSON CONSULTANCY TRAINING LTD,Community
2017-04-26,235.50,DESIGNA UK LTD,Community
2017-04-26,99353.29,DUFFIELDS,Community
2017-04-05,4230.61,DUFFIELDS,Community
2017-04-05,4231.08,DUFFIELDS,Community
2017-04-10,5000.00,HER MAJESTYÔS COURTS SERVICE,Community
2017-04-05,211.55,KELTIC LTD,Community
2017-04-26,289.00,LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,Community
2017-04-26,690.00,LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,Community
2017-04-19,625.00,NIDDERDALE AGRICULTURAL SOCIETY,Community
2017-04-05,1936.00,PARKEON LTD,Community
2017-04-12,650.00,SAS LINING SERVICES LTD,Community
2017-04-12,850.00,WHARFEDALE FINANCE CO.,Community
2017-04-12,624.00,ASHBY & ANDERSON,Community
2017-04-26,223.03,ATS EUROMASTER LTD,Community
2017-04-26,203.30,ATS EUROMASTER LTD,Community
2017-04-26,406.60,ATS EUROMASTER LTD,Community
2017-04-26,258.65,ATS EUROMASTER LTD,Community
2017-04-26,167.54,ATS EUROMASTER LTD,Community
2017-04-26,163.93,ATS EUROMASTER LTD,Community
2017-04-26,49.89,ATS EUROMASTER LTD,Community
2017-04-26,203.30,ATS EUROMASTER LTD,Community
2017-04-26,238.65,ATS EUROMASTER LTD,Community
2017-04-26,238.65,ATS EUROMASTER LTD,Community
2017-04-26,26.01,ATS EUROMASTER LTD,Community
2017-04-26,203.03,ATS EUROMASTER LTD,Community
2017-04-26,230.97,ATS EUROMASTER LTD,Community
2017-04-26,404.40,ATS EUROMASTER LTD,Community
2017-04-26,423.27,ATS EUROMASTER LTD,Community
2017-04-26,83.77,ATS EUROMASTER LTD,Community
2017-04-26,498.75,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,331.49,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,19.31,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,497.24,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,124.32,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,195.35,ATS EUROMASTER LTD,Community
2017-04-26,388.80,ATS EUROMASTER LTD,Community
2017-04-26,223.06,ATS EUROMASTER LTD,Community
2017-04-26,171.19,ATS EUROMASTER LTD,Community
2017-04-26,111.74,ATS EUROMASTER LTD,Community
2017-04-26,388.81,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,9.92,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,203.30,ATS EUROMASTER LTD,Community
2017-04-26,238.65,ATS EUROMASTER LTD,Community
2017-04-26,203.30,ATS EUROMASTER LTD,Community
2017-04-26,426.60,ATS EUROMASTER LTD,Community
2017-04-26,77.40,ATS EUROMASTER LTD,Community
2017-04-26,238.65,ATS EUROMASTER LTD,Community
2017-04-26,165.75,ATS EUROMASTER LTD,Community
2017-04-26,77.40,ATS EUROMASTER LTD,Community
2017-04-26,88.53,ATS EUROMASTER LTD,Community
2017-04-26,203.30,ATS EUROMASTER LTD,Community
2017-04-19,606.48,BERENDSEN UK LTD,Community
2017-04-26,250.00,CROSSROADS TRUCK & BUS,Community
2017-04-05,296.22,CROSSROADS TRUCK & BUS,Community
2017-04-05,393.99,CROSSROADS TRUCK & BUS,Community
2017-04-19,226.55,DENNIS EAGLE LTD,Community
2017-04-19,15.54,DENNIS EAGLE LTD,Community
2017-04-26,268.61,DENNIS EAGLE LTD,Community
2017-04-19,307.63,DENNIS EAGLE LTD,Community
2017-04-19,355.60,DENNIS EAGLE LTD,Community
2017-04-19,386.96,DENNIS EAGLE LTD,Community
2017-04-05,396.60,DENNIS EAGLE LTD,Community
2017-04-19,646.43,DENNIS EAGLE LTD,Community
2017-04-19,211.05,DENNIS EAGLE LTD,Community
2017-04-24,250.00,EURO MUNICIPAL LTD,Community
2017-04-05,278.01,FG ADAMSON & SON,Community
2017-04-10,303.40,FUCHS LUBRICANTS (UK) PLC,Community
2017-04-26,11.51,GIBSONS GARDEN MACHINERY LTD,Community
2017-04-26,207.60,GIBSONS GARDEN MACHINERY LTD,Community
2017-04-26,1010.00,GIBSONS GARDEN MACHINERY LTD,Community
2017-04-26,266.49,JC PAYNE SPECIALIST SERVICES LTD,Community
2017-04-26,333.43,JOHNSTON SWEEPERS LTD,Community
2017-04-05,548.30,JOHNSTON SWEEPERS LTD,Community
2017-04-26,356.05,MEND A HOSE HYDRAULICS LTD,Community
2017-04-19,469.19,MIKE WILSON MOTORS,Community
2017-04-19,0.01,MIKE WILSON MOTORS,Community
2017-04-26,499.00,NORTHERN RADIATORS LTD,Community
2017-04-26,415.65,PROBRUSH,Community
2017-04-26,415.65,PROBRUSH,Community
2017-04-26,178.65,PROBRUSH,Community
2017-04-26,178.64,PROBRUSH,Community
2017-04-26,207.99,PROBRUSH,Community
2017-04-12,254.00,QPS PLASTICS LTD,Community
2017-04-05,1007.80,RIX PETROLEUM (HULL) LIMITED,Community
2017-04-12,8117.50,RIX PETROLEUM (HULL) LIMITED,Community
2017-04-05,8632.97,RIX PETROLEUM (HULL) LIMITED,Community
2017-04-19,9341.40,RIX PETROLEUM (HULL) LIMITED,Community
2017-04-26,9357.41,RIX PETROLEUM (HULL) LIMITED,Community
