Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Equipment,06/06/2018,LANDMARK TRADING (STAMFORD) LTD,4698607,313.32,
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Equipment,06/06/2018,LANDMARK TRADING (STAMFORD) LTD,4698607,-286.5,
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Equipment,06/06/2018,LANDMARK TRADING (STAMFORD) LTD,4698607,286.5,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,20/06/2018,QUANTIFIED TREE RISK ASSESSMENT LTD,4699554,222.3,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,06/06/2018,A R TWIGG & SON LTD,4699372,13.5,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,06/06/2018,A R TWIGG & SON LTD,4699372,615,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,11/06/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4699792,51.69,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,13/06/2018,BERENDSEN UK LTD,4699336,265.32,HARROGATE BC CEMETERY
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,25/06/2018,C PRESTON MASONRY,4700399,"3,358.40",extra work carried out to boundary wall
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,25/06/2018,C PRESTON MASONRY,4700399,"-2,708.40",extra work carried out to boundary wall
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,25/06/2018,C PRESTON MASONRY,4700399,"2,708.40",extra work carried out to boundary wall
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,11/06/2018,C PRESTON MASONRY,4699329,"7,646.00",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,11/06/2018,C PRESTON MASONRY,4699329,"-1,250.00",
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,11/06/2018,C PRESTON MASONRY,4699329,"1,250.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,04/06/2018,DR CHRISTIAN LACHMANN,4699547,"1,073.00",PQ  Dr C Lachmann May 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,04/06/2018,DR R SPENCER,4699551,499.5,PQ  Dr R Spencer May 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,04/06/2018,DR VIVIENNE JAYNE POSKITT,4699549,814,PQ  Dr V Poskitt May 2018 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,27/06/2018,FALON NAMEPLATES LTD,4699877,432.2,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,04/06/2018,ICCM PAYMENTS,4697723,445,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,20/06/2018,PUMP AND PIPEWORK SERVICES LTD,4698980,235,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,06/06/2018,TELESHORE UK LTD,4698520,917,Stonefall Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,27/06/2018,WETHERBY SKIP HIRE SERVICES,4700250,200,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,27/06/2018,BULLOUGHS CLEANING SERVICES LTD,4699906,309.4,Blossomgate Hostel Blossomgate
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,27/06/2018,BULLOUGHS CLEANING SERVICES LTD,4699907,653.57,Cavendish House 23 Robert Street
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,27/06/2018,BULLOUGHS CLEANING SERVICES LTD,4699908,790.97,Avondale House The Avondale Hostel
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,11/06/2018,CORDANT PEOPLE LIMITED,4699608,233.89,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,04/06/2018,CORDANT PEOPLE LIMITED,4699319,240.05,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,20/06/2018,CORDANT PEOPLE LIMITED,4700418,248.71,
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,11/06/2018,CORDANT PEOPLE LIMITED,4699609,307.75,NJIEA
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,27/06/2018,NORTHGATE VEHICLE HIRE LTD,4699821,243.8,NV67BWB
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,27/06/2018,NORTHGATE VEHICLE HIRE LTD,4699838,243.8,DV64XYR
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,27/06/2018,NORTHGATE VEHICLE HIRE LTD,4699789,264.5,NU65EBK SWAP
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,27/06/2018,NORTHGATE VEHICLE HIRE LTD,4699790,264.5,NU65EBF SWAP
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,27/06/2018,PROFESSIONAL PAPER SUPPLIES LTD,4699491,247.5,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,13/06/2018,PROFESSIONAL PAPER SUPPLIES LTD,4699229,"1,287.50",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Miscellaneous Expenditure,20/06/2018,ADVENT CATERING GROUP,4700579,262.5,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,20/06/2018,EDEN FARM LTD,4699822,255.36,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,06/06/2018,EDEN FARM LTD,4698716,339.73,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,06/06/2018,EDEN FARM LTD,4698715,427.08,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,27/06/2018,EDEN FARM LTD,4699830,546.94,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,13/06/2018,EDEN FARM LTD,4699026,704.86,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,06/06/2018,EDEN FARM LTD,4698328,784.74,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,27/06/2018,EDEN FARM LTD,4699410,814.62,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,20/06/2018,EDEN FARM LTD,4699411,851.2,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,20/06/2018,EDEN FARM LTD,4699027,"1,021.44",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,06/06/2018,P P SNACK FOODS LTD,4698814,230.06,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,27/06/2018,PAUL WHITAKER,4699621,570,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,06/06/2018,PELSIS LIMITED,4698748,404.61,
Harrogate Borough Council,Employees,R,Community,Business Development,Staff Advertising,04/06/2018,REDACTED - PERSONAL DATA,4699361,292.3,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,18/06/2018,TRAVAIL EMPLOYMENT GROUP LTD,4700029,593.65,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,27/06/2018,TRAVAIL EMPLOYMENT GROUP LTD,4700858,670.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,06/06/2018,TRAVAIL EMPLOYMENT GROUP LTD,4699435,718.13,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Business Development,Temporary Staff,20/06/2018,TRAVAIL EMPLOYMENT GROUP LTD,4700613,718.13,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Purchase of Bulk Containers,13/06/2018,UK CONTAINER MAINTENANCE LTD,4699230,646.44,
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,11/06/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4699792,-97.21,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,11/06/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4699792,-125.11,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,11/06/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4699792,97.21,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,11/06/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4699792,125.11,AS60046921
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,20/06/2018,CUMMINS ALLISON,4698983,227,Renewal of PMA Service Agreement No SC001306
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Cash Collection Fees,06/06/2018,G4S CASH SOLUTIONS (UK),4699314,854.1,Contract 2793881 Services
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Court Fees,25/06/2018,HER MAJESTYÔS COURTS SERVICE,4700655,"-5,000.00",PQ  To register debts at TEC
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Court Fees,25/06/2018,HER MAJESTYÔS COURTS SERVICE,4700655,885,PQ  To register debts at TEC
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Court Fees,25/06/2018,HER MAJESTYÔS COURTS SERVICE,4700655,"5,000.00",PQ  To register debts at TEC
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Computer Consumables,27/06/2018,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS,4700433,325,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Uniforms,20/06/2018,KELTIC LTD,4699259,521.05,
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,27/06/2018,NORTHGATE VEHICLE HIRE LTD,4699801,-271.4,NA13SOH SWAP
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,27/06/2018,NORTHGATE VEHICLE HIRE LTD,4699801,271.4,NA13SOH SWAP
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,27/06/2018,NORTHGATE VEHICLE HIRE LTD,4699802,-271.4,NA13SOE SWAP
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,27/06/2018,NORTHGATE VEHICLE HIRE LTD,4699802,271.4,NA13SOE SWAP
Harrogate Borough Council,Premises,R,Community,Car Parking,Rents & Wayleaves,13/06/2018,ODEON CINEMAS LTD,4700041,"4,250.00",
Harrogate Borough Council,Premises,R,Community,Car Parking,Rents & Wayleaves,20/06/2018,PARK SQUARE PROPERTY MANAGEMENT LTD,4699421,"14,375.00",
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,13/06/2018,PARKEON LTD,4698898,818,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,13/06/2018,PARKEON LTD,4698898,25,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,13/06/2018,PARKEON LTD,4698898,884,
Harrogate Borough Council,Premises,C,Community,Car Parking,Payments to Ext Contractors,06/06/2018,VOLKERLASER LTD,4699905,"486,276.84",Interim No 3 order 2347325
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,20/06/2018,AIR-WEIGH EUROPE LIMITED,4699568,270,Claro Road
