Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code(T),Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-09,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3597948,331.65,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3599128,440.00,Emergency Light Testing monthly  NOVEMBER
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-23,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3599129,464.54,Supply and Replace the existing llOvolt Emergency lights
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-23,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3599142,312.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2019-12-23,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3599315,261.25,Level 6B
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-18,MEL GREEN CONSTRUCTION LTD,3597166,600.00,Redacted - Commercial Sensitivity
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-18,MEL GREEN CONSTRUCTION LTD,3597745,900.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-09,MEL GREEN CONSTRUCTION LTD,3597946,825.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-23,MEL GREEN CONSTRUCTION LTD,3599132,375.00,Repair broken gate post card reader to entrance of HCC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-30,METRO ROD LTD,3598352,385.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,NEWTON ELECTRICAL CONTRACTORS UK LTD,3599153,3951.50,Carry out FWT on HYDRO wet areas only 337 Circuits Plus 4 new Total 341
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-30,NEWTON ELECTRICAL CONTRACTORS UK LTD,3599251,2138.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-04,NORTH YORKSHIRE MOUNTED RANGER,3597257,420.00,SECURITY PATROLS AT CIVIC CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-09,NORTH YORKSHIRE MOUNTED RANGER,3597264,385.00,SECURITY PATROLS AT CLARO RD DEPOT
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-30,NORTH YORKSHIRE MOUNTED RANGER,3599666,420.00,Harrogate Borough Council
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-30,NORTH YORKSHIRE MOUNTED RANGER,3599783,385.00,PATROLS CLARO ROAD  301119  271219
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3598887,255.42,ELEC - BUS STATION KNARESBOROUGH PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3598889,270.14,ELEC - CONYNGHAM HALL PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3598918,239.35,ELEC - CRESCENT GARDENS PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599051,2538.71,ELEC - JUBILEE MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599076,502.37,ELEC - CRESCENT GARDENS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599077,277.50,ELEC - JENNYFIELDS CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599078,255.22,ELEC - SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599079,1552.53,ELEC - STONEFALL CREMATORIUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599081,409.91,ELEC - RIPON TOWN HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599084,2130.82,ELEC - RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599089,1190.14,ELEC - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599092,598.36,ELEC - PUMP ROOM MUSEUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599094,1625.44,ELEC - TOWER ST MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599095,1485.44,ELEC - CLARO ROAD DEPOT (OFFICES)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599096,2368.26,ELEC - NIDDERDALE SWIMMING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2019-12-23,NPOWER LTD,3599097,1886.33,ELEC - CONYNGHAM HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2019-12-09,PHS GROUP PLC,3597935,1242.18,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2019-12-09,PHS GROUP PLC,3597937,259.18,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2019-12-09,PHS GROUP PLC,3597940,208.93,Starbeck Swimming Bath
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2019-12-09,PHS GROUP PLC,3597950,208.93,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2019-12-09,PHS GROUP PLC,3597951,1242.18,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2019-12-30,PHS GROUP PLC,3597974,208.93,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-23,PICKERINGS EUROPE LTD T/A PICKERINGS LIFTS,3599269,297.06,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2019-12-11,RIX PETROLEUM (HULL) LIMITED,3596727,2783.50,Heating Oil
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2019-12-18,RIX PETROLEUM (HULL) LIMITED,3597222,748.90,Heating Oil
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2019-12-18,RIX PETROLEUM (HULL) LIMITED,3597436,2778.55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-11,ROBINSONS FACILITIES SERVICES,3596609,431.34,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-11,ROBINSONS FACILITIES SERVICES,3596612,260.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-23,ROBINSONS FACILITIES SERVICES,3598903,588.84,FOR INVOICE NO 19918
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-23,ROBINSONS FACILITIES SERVICES,3598917,588.84,Nidderdale Pool 073 3713 B41
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-30,ROBINSONS FACILITIES SERVICES,3599235,210.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-16,ROBINSONS LIGHTING LTD,3598471,388.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-16,ROBINSONS LIGHTING LTD,3598602,368.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-16,ROBINSONS LIGHTING LTD,3598629,410.28,WORKS AT CLARO ROAD DEPOT
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-23,ROBINSONS LIGHTING LTD,3599211,145.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-23,ROBINSONS LIGHTING LTD,3599211,120.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-23,ROBINSONS LIGHTING LTD,3599277,1785.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-09,RUBAX LIFTS LTD,3597768,308.00,Hall D1
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-18,RUBAX LIFTS LTD,3597827,309.00,Hall D2
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598672,838.65,WATER - RIPON BUS STATION PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598688,519.16,WATER - VICTORIA MSCP INC PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598692,324.71,WATER - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598718,436.44,WATER - NEW PADDLING POOL (BOATING POOL)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598727,807.36,WATER - TURKISH BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598730,1599.45,WATER - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598754,447.13,WATER - STONEFALL CEMETERY (OFFICE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-16,SCOTTISH WATER BUSINESS STREAM LTD,3598759,604.37,WATER - JENNYFIELDS CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-16,SCOTTISH WATER BUSINESS STREAM LTD,3598767,297.98,WATER - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-16,SCOTTISH WATER BUSINESS STREAM LTD,3598769,543.14,WATER - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598771,1812.33,WATER - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598772,502.16,WATER - NIDDERDALE SWIMMING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598773,947.09,WATER - HARROGATE ROAD PADDLING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598775,1742.99,WATE - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598776,1711.81,WATER - EXHIBITION HALLS G&H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-23,SCOTTISH WATER BUSINESS STREAM LTD,3598779,696.92,WATER - ROYAL HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2019-12-16,SCOTTISH WATER BUSINESS STREAM LTD,3598780,2606.77,WATER - HIC (INC QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-11,SDG ACCESS LTD,3597343,2003.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-04,SDG ACCESS LTD,3597759,215.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-11,SDG ACCESS LTD,3598200,510.00,The Hydro Leisure Facility
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597447,190.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597447,310.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597447,120.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597447,132.37,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597447,95.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597447,190.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597460,190.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597460,95.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597460,132.37,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597460,190.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597460,120.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,TOPLINE ELECTRONICS LTD,3597460,310.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-30,UNUSUAL RIGGING LIMITED,3599787,3600.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,VIPOND FIRE PROTECTION LTD,3599562,448.75,HARROGATE INTERNATIONAL CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-16,WB POWER SERVICES LTD,3597953,585.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-16,WB POWER SERVICES LTD,3598001,1170.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-23,WB POWER SERVICES LTD,3598184,1170.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-30,WB POWER SERVICES LTD,3599234,489.78,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-18,WB POWER SERVICES LTD,3599236,733.56,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2019-12-30,WEB (M&E) PRODUCTS LTD,3598000,1113.34,Planned Maintenance
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Equipment,2019-12-23,BANNER GROUP LTD,3597904,19.87,CONSOLIDATED INVOICE
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Temporary Staff,2019-12-04,BROOK STREET (UK) LTD,3597824,539.09,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Temporary Staff,2019-12-11,BROOK STREET (UK) LTD,3598192,429.81,Temporary Staff
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Temporary Staff,2019-12-18,BROOK STREET (UK) LTD,3598744,539.09,Temporary Staff
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Temporary Staff,2019-12-30,BROOK STREET (UK) LTD,3599535,509.95,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Temporary Staff,2019-12-30,BROOK STREET (UK) LTD,3599691,429.81,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Non Qualification Training,2019-12-23,CIPFA BUSINESS LTD,3599185,325.00,
Harrogate Borough Council,Transport,R,Economy & Culture,Building Management Client,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,10.45,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Economy & Culture,Building Management Client,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,10.45,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2019-12-16,HILL CANNON CONSULTING ENGINEERS LTD,3597349,1750.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2019-12-23,HILL CANNON CONSULTING ENGINEERS LTD,3597563,360.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2019-12-11,HILL CANNON CONSULTING ENGINEERS LTD,3597958,3500.00,HALL Q WATERPROOFING TENDER
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Professional Subscriptions,2019-12-09,RICS,3598181,270.00,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Professional Subscriptions,2019-12-16,RICS,3598696,1395.00,Accelerator Real estate
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2019-12-30,TEAM (ENERGY AUDITING AGENCY LTD),3597987,1715.09,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Equipment,2019-12-23,BANNER GROUP LTD,3597904,37.74,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,2019-12-23,BANNER GROUP LTD,3597904,49.51,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,2019-12-23,BANNER GROUP LTD,3597904,26.10,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,2019-12-23,BANNER GROUP LTD,3597904,0.14,CONSOLIDATED INVOICE
Harrogate Borough Council,Transport,R,Economy & Culture,Development Control,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,12.25,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Economy & Culture,Development Control,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,10.45,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Economy & Culture,Development Control,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,11.25,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Economy & Culture,Development Control,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,38.45,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,2019-12-18,CP VIABILITY LTD,3598173,2500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,2019-12-04,PENNINE DRAWING OFFICE SUPPLIES,3596633,251.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,2019-12-23,READING AGRICULTURAL CONSULTANTS LTD,3599144,1195.72,Planning Consultants
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2019-12-23,RTPI,3599432,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2019-12-23,RTPI,3599433,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2019-12-23,RTPI,3599434,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2019-12-23,RTPI,3599435,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2019-12-23,RTPI,3599436,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2019-12-23,RTPI,3599438,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2019-12-23,RTPI,3599439,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2019-12-23,RTPI,3599440,315.00,PQ Subscription Renewal
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2019-12-04,TMP (UK) LTD,3596508,722.20,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2019-12-11,TMP (UK) LTD,3597351,390.20,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2019-12-11,TMP (UK) LTD,3597352,556.20,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2019-12-18,TMP (UK) LTD,3597353,357.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2019-12-30,TMP (UK) LTD,3599502,655.80,LegalPublic Notices Display SCC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2019-12-30,TMP (UK) LTD,3599515,589.40,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2019-12-02,TRAVAIL EMPLOYMENT GROUP LTD,3597612,1122.58,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2019-12-11,TRAVAIL EMPLOYMENT GROUP LTD,3598365,1122.58,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2019-12-16,TRAVAIL EMPLOYMENT GROUP LTD,3598623,1001.23,Temporary Staff
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2019-12-23,TRAVAIL EMPLOYMENT GROUP LTD,3599454,895.03,Temporary Staff
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2019-12-30,TRAVAIL EMPLOYMENT GROUP LTD,3599687,1122.58,Temporary Staff
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Subsistence,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,42.26,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Economy & Culture,Economic Development,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,53.55,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Economy & Culture,Economic Development,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,136.20,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Economy & Culture,Economic Development,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,0.20,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Economy & Culture,Economic Development,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,10.45,Redacted - Personal Data
Harrogate Borough Council,Premises,R,Economy & Culture,Economic Development,Electrical Repairs & Maint,2019-12-11,ENERGY ASSETS LTD,3598283,5454.17,
Harrogate Borough Council,Premises,R,Economy & Culture,Economic Development,Electrical Repairs & Maint,2019-12-18,ENERGY ASSETS LTD,3598658,533.62,
Harrogate Borough Council,Premises,C,Economy & Culture,Economic Development,Payments to Ext Contractors,2019-12-02,ILLINGWORTH AND GREGORY LIMITED,3597474,26028.42,
Harrogate Borough Council,Premises,C,Economy & Culture,Economic Development,Payments to Ext Contractors,2019-12-23,ILLINGWORTH AND GREGORY LIMITED,3598967,56438.21,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Other Consultants Fees,2019-12-30,MAB ENVIRONMENT AND ECOLOGY LTD,3599770,748.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2019-12-02,PURCHASE POWER,3597154,400.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2019-12-02,PURCHASE POWER,3597154,400.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2019-12-02,PURCHASE POWER,3597154,413.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Marketing/Promotion,2019-12-11,SKINNY DESIGN LTD,3596919,290.00,
