Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,2016-02-17,QUANTIFIED TREE RISK ASSESSMENT LTD,4645835,350.00,
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,2016-02-03,TKF TRAINING,4645908,794.00,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-02-24,ALLSTAR BUSINESS SOLUTIONS LTD,4646766,43.59,Jan Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-02-10,ALLSTAR BUSINESS SOLUTIONS LTD,4645584,57.39,fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2016-02-17,BERENDSEN UK LTD,4646440,265.67,HARROGATE BC CEMETERY
Harrogate Borough Council,Premises,C,Community,Bereavement Services,Payments to Ext Contractors,2016-02-24,BRAMBLEDOWN LANDSCAPES,4646252,2094.60,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Computer Consumables,2016-02-10,CLEAR SKIES SOFTWARE LTD,4646639,2850.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,2016-02-29,DISHFORTH PARISH COUNCIL,4647841,1493.46,Cemetery  and  Ground Maintenance grant 2015  16
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-02-08,DR K M COATS,4646646,1646.50,January 2016 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-02-08,DR R SPENCER,4646647,407.00,Dr R Spencer January 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-02-08,DR VIVIENNE JAYNE POSKITT,4646648,814.00,Dr V Poskitt January 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,2016-02-10,FACULTATIEVE TECHNOLOGIES LTD,4645439,498.60,STONEFALL CEMETERY
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Staff Advertising,2016-02-10,ICCM PAYMENTS,4645723,960.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,2016-02-29,ICCM PAYMENTS,4647832,310.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,2016-02-08,McBRIDE & SONS FUNERAL DIRECTORS,4646519,1500.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,2016-02-01,ST CUTHBERTS CHURCH,4646283,324.98,Cemetery maintenance grant 2015  16 St Cuthberts
