Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Audit Fees,20/07/2015,MAZARS LLP,4634351,"6,736.00",ninth instalment of external audit,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Other Consultants Fees,22/07/2015,MIDLAND SOFTWARE LIMITED,4634546,"2,588.61",,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Other Employee Expenses,20/07/2015,PARK RETAIL LTD,4634114,425.00,,,,
Harrogate Borough Council,Transport,R,Corporate Affairs,Accountancy,Travel,20/07/2015,REDFERN TRAVEL LTD,4633696,14.95,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Balance Sheet,Insurance Provision,06/07/2015,TRAVELERS INSURANCE CO LTD,4633585,"1,570.00",PL0765,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,22/07/2015,EDEN BROWN  LTD,4634053,354.38,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,08/07/2015,EDEN BROWN  LTD,4633193,860.63,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,22/07/2015,EDEN BROWN  LTD,4633799,877.50,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,29/07/2015,EDEN BROWN  LTD,4634354,894.38,Housing Benefit Officer,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,06/07/2015,SYNERGY RECRUITMENT CONSULTANCY LTD,4633446,832.50,Benefit Officer,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,22/07/2015,SYNERGY RECRUITMENT CONSULTANCY LTD,4634038,832.50,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,22/07/2015,SYNERGY RECRUITMENT CONSULTANCY LTD,4634052,832.50,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,External Printing/Typesetting,29/07/2015,TIG,4634217,410.00,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Subscriptions,15/07/2015,CIPFA BUSINESS LTD,4632612,"1,385.50",,,,
Harrogate Borough Council,Transport,R,Corporate Affairs,Committee Administration,Travel,20/07/2015,REDFERN TRAVEL LTD,4633696,129.06,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,20/07/2015,MELTWATER (UK) LTD,4634345,"1,320.00",mNews Archive,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Photocopiers,01/07/2015,ARENA GROUP LTD,4633138,273.61,C7GD73323,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Photocopiers,01/07/2015,ARENA GROUP LTD,4633121,513.45,C7FD70228,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Photocopiers,01/07/2015,ARENA GROUP LTD,4633129,"1,222.72",C7CD51452,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Corporate Business Support,Debits,13/07/2015,COMPUTERSHARE VOUCHER SERVICES,4633774,"8,788.71",,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Corporate Business Support,Debits,13/07/2015,COMPUTERSHARE VOUCHER SERVICES,4633774,219.72,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,29/07/2015,LYRECO,4634109,376.50,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,29/07/2015,PRINT ON SOLUTIONS LTD,4633536,419.80,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,15/07/2015,PRINT ON SOLUTIONS LTD,4632928,476.10,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Miscellaneous Expenditure,20/07/2015,REDFERN TRAVEL LTD,4633696,2.47,Admin Fee,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/07/2015,ROYAL MAIL GROUP LTD,4632831,323.90,0358796000,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/07/2015,ROYAL MAIL GROUP LTD,4632832,"1,655.16",0258393000,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/07/2015,ROYAL MAIL GROUP LTD,4632832,4.63,0258393000,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/07/2015,ROYAL MAIL GROUP LTD,4633994,"1,664.23",0645219012,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/07/2015,ROYAL MAIL GROUP LTD,4633994,18.86,0645219012,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/07/2015,ROYAL MAIL GROUP LTD,4633994,22.80,0645219012,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,01/07/2015,ROYAL MAIL GROUP LTD,4631853,"1,815.29",0258393000,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,01/07/2015,ROYAL MAIL GROUP LTD,4631907,24.35,0645219012,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,01/07/2015,ROYAL MAIL GROUP LTD,4631907,20.47,0645219012,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,01/07/2015,ROYAL MAIL GROUP LTD,4631907,"1,840.24",0645219012,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,22/07/2015,ROYAL MAIL GROUP LTD,4633077,"2,124.91",0258393000,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/07/2015,ROYAL MAIL GROUP LTD,4633432,"3,224.99",0258393000,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,01/07/2015,PRIME TIME RECRUITMENT LTD,4633353,501.35,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,20/07/2015,PRIME TIME RECRUITMENT LTD,4634341,501.35,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),External Printing/Typesetting,15/07/2015,TEMPLETON PRINT SOLUTIONS LTD,4633169,"1,980.00",,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Electoral Registration Fees,20/07/2015,ELECTORAL REFORM SERVICES,4634306,214.96,Individual Electoral Registration 2015,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,22/07/2015,KUDOS CATERING (UK) LTD,4634344,196.55,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,22/07/2015,KUDOS CATERING (UK) LTD,4634344,196.55,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,29/07/2015,OPP LTD,4633815,343.00,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,01/07/2015,ROYAL MAIL GROUP LTD,4632202,815.24,0645219015,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,01/07/2015,ROYAL MAIL GROUP LTD,4632202,38.25,0645219015,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,01/07/2015,ROYAL MAIL GROUP LTD,4632202,16.24,0645219015,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Advertising,22/07/2015,TMP (UK) LTD,4633274,230.92,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Paper,15/07/2015,PREMIER PAPER GROUP LTD,4633389,234.42,,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,20/07/2015,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4634014,481.00,OCCUPATION HEALTH SERVICES JUNE 15,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,20/07/2015,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4634014,20.00,OCCUPATION HEALTH SERVICES JUNE 15,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,01/07/2015,INSIGHT HEALTHCARE LTD,4633444,"2,337.30",Quarterly EAP capitated fee,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Other Employee Expenses,20/07/2015,PARK RETAIL LTD,4634114,177.68,,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,01/07/2015,REED SPECIALIST RECRUITMENT LTD,4633078,611.24,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,08/07/2015,REED SPECIALIST RECRUITMENT LTD,4633344,611.24,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,29/07/2015,E J AYLING,4634104,850.00,,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,22/07/2015,E J AYLING,4634103,985.00,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,29/07/2015,FARRELL & CLARK LLP,4633939,"10,000.00",,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,22/07/2015,GLEEDS UK,4634466,"2,000.00",,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,22/07/2015,GREENFIELD TRAINING AND CONSULTANCY,4633205,640.00,,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,22/07/2015,GREENFIELD TRAINING AND CONSULTANCY,4633221,640.00,,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,22/07/2015,GREENFIELD TRAINING AND CONSULTANCY,4633222,640.00,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,06/07/2015,RAMBOLL UK LTD,4633346,"5,000.00",,,,
Harrogate Borough Council,Transport,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Travel,20/07/2015,REDFERN TRAVEL LTD,4633696,47.85,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,01/07/2015,SMARTSTYLE TECHNOLOGY TRAINING LTD,4633337,895.00,,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,22/07/2015,STEPHEN LLOYD TRAINING,4633316,"1,600.00",,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),22/07/2015,BANKING AUTOMATION LIMITED,4633066,"2,058.64",,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,22/07/2015,BT IT SERVICES LTD,4633194,"5,608.26",,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,01/07/2015,COMCEN COMPUTER SUPPLIES,4632496,265.00,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,01/07/2015,DELL CORPORATION LTD,4632423,230.22,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,01/07/2015,DELL CORPORATION LTD,4632421,103.65,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,01/07/2015,DELL CORPORATION LTD,4632421,354.06,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,01/07/2015,DELL CORPORATION LTD,4632421,630.00,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,01/07/2015,DELL CORPORATION LTD,4632421,237.44,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,01/07/2015,DELL CORPORATION LTD,4632419,"1,777.80",,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,01/07/2015,DELL CORPORATION LTD,4632419,62.19,,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than œ5k,08/07/2015,DISCLOSURE SCOTLAND,4633553,300.00,Payment for Disclosure checks for 12 Employees for the PSN Compliance,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),01/07/2015,MIDLAND SOFTWARE LIMITED,4633104,900.00,LGPS Quarterly,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),22/07/2015,NORTHGATE PUBLIC SERVICES (UK) LTD,4633013,"2,000.00",,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,29/07/2015,NYNET LTD,4633392,"12,024.35",Quarterly Charges,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,13/07/2015,RAPID COMPUTERS LIMITED,4633788,"8,258.00",,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,22/07/2015,SPECIALIST COMPUTER CENTRES PLC,4633955,"3,400.00",,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,22/07/2015,SPECIALIST COMPUTER CENTRES PLC,4633956,"3,485.00",,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,29/07/2015,TRUSTMARQUE SOLUTIONS LTD,4633494,"17,758.56",,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,29/07/2015,TRUSTMARQUE SOLUTIONS LTD,4633497,"34,069.67",,,,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,29/07/2015,TRUSTMARQUE SOLUTIONS LTD,4633493,"97,238.06",,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,109.46,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,271.74,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,30.65,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,19.80,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,29.70,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,9.90,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,10.09,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,69.30,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,21.64,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,19.80,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,19.95,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,19.80,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,30.33,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,32.01,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,21.93,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,30.20,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,39.61,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,9.90,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,31.70,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,21.55,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,39.76,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,20.43,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,9.90,929033,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/07/2015,VIRGIN MEDIA PAYMENTS LTD,4634234,20.31,929033,,,
