Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,23/12/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4644136,76.84,Fuel Oct
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,23/12/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4644137,85.77,Fuel Nov
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,21/12/2015,BOROUGHBRIDGE TOWN COUNCIL,4643905,"2,943.29",Annual maintenance grants 201516
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Signs,16/12/2015,COLTON SIGNS,4643520,88,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Signs,16/12/2015,COLTON SIGNS,4643520,88,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Signs,16/12/2015,COLTON SIGNS,4643520,58,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Signs,16/12/2015,COLTON SIGNS,4643520,37,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,07/12/2015,DR K M COATS,4643019,"1,295.00",November 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,09/12/2015,COMPLETE OFFICE SOLUTIONS (UK) LTD,5206618,125.43,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,09/12/2015,COMPLETE OFFICE SOLUTIONS (UK) LTD,5206618,412.02,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,14/12/2015,BERENDSEN UK LTD,4643457,236.5,HARROGATE BC CEMETERY
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,02/12/2015,A A FOSTER,4641645,615,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,30/12/2015,WETHERBY SKIP HIRE SERVICES,4642940,160,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,07/12/2015,DR R SPENCER,4643018,555,Dr R Spencer November 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,07/12/2015,DR VIVIENNE JAYNE POSKITT,4643017,795.5,Dr V Poskitt November 2015 monthly payment
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,30/12/2015,RIX PETROLEUM (HULL) LIMITED,4643293,411.1,
Harrogate Borough Council,Income,R,Community,Bereavement Services,Sale of Full Burial Rights,07/12/2015,REDACTED PERSONAL DATA,4643022,900,buying back of grave in Stonefall Cemetery
Harrogate Borough Council,Income,R,Community,Business Development,Miscellaneous Income,21/12/2015,LEANDER ARCHITECTURAL,4643967,16.5,
Harrogate Borough Council,Income,R,Community,Business Development,Miscellaneous Income,21/12/2015,LEANDER ARCHITECTURAL,4643967,300,
