Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,08/06/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4653161,22.2,April Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,13/06/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4653757,95.37,May Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,08/06/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4653161,120.19,April Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,27/06/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4654258,91.07,May Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,15/06/2016,BERENDSEN UK LTD,4654281,212.53,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,01/06/2016,DR CHRISTIAN LACHMANN,4654066,832.5,Dr C Lachmann May 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,01/06/2016,DR R SPENCER,4654067,629,Dr R Spencer May 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,01/06/2016,DR VIVIENNE JAYNE POSKITT,4654065,832.5,Dr V Poskitt May 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,22/06/2016,FALON NAMEPLATES LTD,4654311,651.35,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,22/06/2016,FALON NAMEPLATES LTD,4654311,18,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,29/06/2016,G4S SECURE SOLUTIONS (UK) LIMITED,4654962,260,Contract Number 9249
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,08/06/2016,HARROGATE TIMBER LTD,4653872,498.75,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,29/06/2016,HILTON CABINET CO LTD,4654988,109.92,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,29/06/2016,HILTON CABINET CO LTD,4654988,146.91,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,29/06/2016,HILTON CABINET CO LTD,4654988,49.53,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,15/06/2016,RIX PETROLEUM (HULL) LIMITED,4654392,411.5,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,29/06/2016,W BOWERS,4655961,"1,497.08",W BOWERS
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,29/06/2016,WETHERBY SKIP HIRE SERVICES,4655213,175,various
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,29/06/2016,WETHERBY SKIP HIRE SERVICES,4655213,175,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,22/06/2016,WETHERBY SKIP HIRE SERVICES,4655207,350,various
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,15/06/2016,PROFESSIONAL PAPER SUPPLIES LTD,4653700,"1,117.30",
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,08/06/2016,BISHOP SPORT & LEISURE,4652888,222.35,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,08/06/2016,EDEN FARM LTD,4652646,332.1,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,13/06/2016,EDEN FARM LTD,4653058,383.73,Valley Gardens Games Hut
