Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2016-01-06,BARCHAM TREES PLC,4643462,5929.00,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2016-01-06,BARCHAM TREES PLC,4643462,830.00,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2016-01-06,BARCHAM TREES PLC,4643462,296.00,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2016-01-06,BARCHAM TREES PLC,4643462,296.00,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Footpath Repairs,2016-01-06,DUFFIELDS,4643683,24773.47,Pinewoods Surfacing Works
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2016-01-20,LANDMARK TRADING (STAMFORD) LTD,4644840,627.55,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-01-11,ALLSTAR BUSINESS SOLUTIONS LTD,4644139,120.54,Fuel Dec
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-01-27,ALLSTAR BUSINESS SOLUTIONS LTD,4644865,15.00,Dec Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-01-06,DR K M COATS,4644796,1202.50,December 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-01-13,FALON NAMEPLATES LTD,4644253,258.45,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-01-13,FALON NAMEPLATES LTD,4644253,17.50,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-01-13,HILTON CABINET CO LTD,4644481,253.46,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2016-01-27,WETHERBY SKIP HIRE SERVICES,4645693,172.71,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-01-06,DR R SPENCER,4644790,703.00,Dr R Spencer December 2015 monthly payment
