Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Miscellaneous Expenditure,2016-04-13,BARCHAM TREES PLC,4649381,912,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2016-04-06,GRANTLEY SAW MILLS LTD,4650475,300,
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,2016-04-20,TREEWISE SOLUTIONS LTD,4651221,400,
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,2016-04-27,VERTICAL ACCESS LTD,4652051,635,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4650312,33.07,ACCR1516 Mar Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2016-04-20,BERENDSEN UK LTD,4650535,212.53,ACCR1617 HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-04-06,DR K M COATS,4650420,1221.00,ACCR1516March 2016 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-04-06,DR R SPENCER,4650430,647.5,ACCR1516  Dr R Spencer March 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-04-06,DR VIVIENNE JAYNE POSKITT,4650423,666,ACCR1516  Dr V Poskitt March 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-04-27,FALON NAMEPLATES LTD,4650386,465.25,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-04-27,FALON NAMEPLATES LTD,4650386,18,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,2016-04-27,ICCM PAYMENTS,4650651,445,ACCR1617 ICCM Corp Subs 201617
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,2016-04-13,RNS PUBLICATIONS,4649443,695,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2016-04-27,TELESHORE UK LTD,4652018,973.6,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Equipment,2016-04-13,PROFESSIONAL PAPER SUPPLIES LTD,4649462,480,
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2016-04-27,EASI RECYCLING SOLUTIONS LTD,4649875,2513.16,Rental for 509
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2016-04-27,EDEN FARM LTD,4650121,233.96,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2016-04-20,EDEN FARM LTD,4649870,338.04,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2016-04-06,EDEN FARM LTD,4648913,349.38,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2016-04-20,EDEN FARM LTD,4649752,367.44,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2016-04-13,EDEN FARM LTD,4649456,537.52,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2016-04-06,JIM WRIGHT,4650529,450,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,2016-04-27,PAUL WHITAKER,4650219,456,number KMCC2016 912
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2016-04-27,PELICAN ROUGE COFFEE SOLUTIONS LTD,4650712,1866.52,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2016-04-27,PELICAN ROUGE COFFEE SOLUTIONS LTD,4650712,1683.63,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2016-04-27,PELICAN ROUGE COFFEE SOLUTIONS LTD,4650712,1683.63,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2016-04-18,RING A TILL,4651054,364,
