Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,201017,CRYOSERVICE LTD,4666088,429.74,RIPON SPA BATHS EQUIPMENT AC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,201017,CRYOSERVICE LTD,4666089,453.91,STARBECK SWIMMING POOL EQUIPMENT
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,201017,CRYOSERVICE LTD,4666087,489.58,TURKISH BATHS EQUIPMENT AC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,201017,CRYOSERVICE LTD,4665704,515.07,HARROGATE HYDRO
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,201017,CRYOSERVICE LTD,4666090,615.33,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2016-12-14,220582,DAVINES UK LTD,4666098,389.00,Turkish Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2016-12-14,220582,DAVINES UK LTD,4665610,670.30,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2016-12-21,220582,DAVINES UK LTD,4665260,285.30,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2016-12-12,201151,DAVIS TRAINING & CONSULTANCY,4664953,266.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2016-12-05,201655,GYMNASTICS ENTERPRISES LTD,4665774,317.16,Ripon Gymnastics Academy
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Hire of Accommodation,2016-12-05,205680,HARROGATE HIGH SCHOOL,4665771,626.50,Hire of Sports Hall
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,225385,INDUSTRIAL CHEMICALS LTD,4667119,297.80,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-07,225385,INDUSTRIAL CHEMICALS LTD,4664761,90.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-07,225385,INDUSTRIAL CHEMICALS LTD,4664761,78.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-07,225385,INDUSTRIAL CHEMICALS LTD,4664761,142.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,225385,INDUSTRIAL CHEMICALS LTD,4665873,154.08,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,225385,INDUSTRIAL CHEMICALS LTD,4665873,39.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,225385,INDUSTRIAL CHEMICALS LTD,4665873,39.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,225385,INDUSTRIAL CHEMICALS LTD,4665873,39.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,225385,INDUSTRIAL CHEMICALS LTD,4665873,19.80,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,225385,INDUSTRIAL CHEMICALS LTD,4665873,19.80,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,225385,INDUSTRIAL CHEMICALS LTD,4665873,9.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-21,225385,INDUSTRIAL CHEMICALS LTD,4665650,452.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-14,225385,INDUSTRIAL CHEMICALS LTD,4665504,513.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2016-12-14,202027,IQL UK LTD,4664764,410.63,APPROVED CENTRE RENEWAL OCTOBER 16
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2016-12-07,202192,J P LENNARD LTD,4664217,244.65,Zoggs Coogee Sonicback Swimsuit
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Staff Advertising,2016-12-07,202280,JOHNSTON PUBLISHING LTD,4664833,1351.00,
Harrogate Borough Council,Supplies and Services,C,Economy & Culture,Sport & Leisure,Equipment,2016-12-21,210480,KINGSFIELD COMPUTER PRODUCTS LTD,4665480,9.95,
Harrogate Borough Council,Supplies and Services,C,Economy & Culture,Sport & Leisure,Equipment,2016-12-21,210480,KINGSFIELD COMPUTER PRODUCTS LTD,4665480,327.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2016-12-14,225771,KPI SALES MANAGEMENT LLP,4665746,1531.30,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2016-12-07,203217,P P SNACK FOODS LTD,4664828,257.49,NIDDERDALE RECREATION CENTRE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2016-12-14,203217,P P SNACK FOODS LTD,4665550,383.60,RIPON SPA BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2016-12-12,203217,P P SNACK FOODS LTD,4665715,711.56,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2016-12-12,203217,P P SNACK FOODS LTD,4665715,45.96,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2016-12-12,203217,P P SNACK FOODS LTD,4665715,45.96,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Licence Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,542.82,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,194.05,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,4185.10,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,132.30,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,269.02,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,176.40,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,983.44,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,2133.36,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,322.32,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,122.02,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,2016-12-28,203378,PROFESSIONAL PAPER SUPPLIES LTD,4665810,413.70,
Harrogate Borough Council,Transport,R,Economy & Culture,Sport & Leisure,Fuel/Oil,2016-12-21,224546,RIX PETROLEUM (HULL) LIMITED,4666890,2229.50,Gas Oil Nidd Pool
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2016-12-14,203623,RLSS UK ENTERPRISES LTD,4665115,439.45,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Electrical Repairs & Maint,2016-12-21,221925,ROBINSONS LIGHTING & ELECTRICAL,4666731,4300.00,
Harrogate Borough Council,Supplies and Services,C,Economy & Culture,Sport & Leisure,Equipment,2016-12-21,204899,SAFECONTROL LTD,4665449,1107.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2016-12-19,225833,SHEDSTORE,4666783,529.99,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Computer Consumables,2016-12-21,203955,SPORTSOFT UK LTD,4665522,1038.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Starbeck Development Fund,2016-12-19,203993,STARBECK IN BLOOM,4666675,954.00,Starbeck Community fund
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2016-12-28,204023,STRAY FM,4666450,250.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2016-12-28,204023,STRAY FM,4665936,800.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Non Qualification Training,2016-12-21,217747,SYLVIA BREARLEY SCHOOL OF THERAPY,4665676,400.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-21,204221,THE PERFORMING RIGHT SOCIETY LTD,4666489,256.80,STARBECK BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-19,204221,THE PERFORMING RIGHT SOCIETY LTD,4666488,1010.93,KNARESBOROUGH POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2016-12-28,204221,THE PERFORMING RIGHT SOCIETY LTD,4666480,3993.97,RIPON LEISURE CENTRE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2016-12-14,202024,TIG,4665057,595.00,13500 x 8pp A5 Christmas 2016 Activity Fundays Leaflet
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2016-12-21,202024,TIG,4665318,540.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2016-12-05,204675,WALTER HARTLEY LTD,4664226,1595.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2016-12-05,204675,WALTER HARTLEY LTD,4664226,400.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2016-12-05,204675,WALTER HARTLEY LTD,4664226,400.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2016-12-28,204625,ZOGGS,4665806,422.21,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Other Supplies & Services,2016-12-05,201170,DE-SIGNS SIGNS & GRAPHICS CENTRE LTD,4664747,264.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Misc Expenditure Non-Vatable,2016-12-14,203072,MAYFIELD BOOKS AND GIFTS,4665053,427.72,
Harrogate Borough Council,Premises,R,HIC,Operations,Reactive Repairs & Maint - Bldgs,2016-12-07,221757,ASPECT FORESTRY T/A ASPECT WATER SOLUTIONS LTD,4664562,710.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Operations,Operational Consumables,2016-12-28,205946,BEMROSE BOOTH PARAGON LTD,4665838,452.10,
Harrogate Borough Council,Supplies and Services,R,HIC,Operations,Business Retention Supplies&Services,2016-12-19,220373,CENTAUR COMMUNICATIONS LTD,4666662,1404.00,
Harrogate Borough Council,Premises,R,HIC,Operations,External Security,2016-12-28,220767,CHURCHILL SECURITY SOLUTIONS LTD,4665841,10295.04,SECURITY SERVICES
Harrogate Borough Council,Premises,R,HIC,Operations,External Security,2016-12-28,220767,CHURCHILL SECURITY SOLUTIONS LTD,4667090,12884.12,SECURITY SERVICES
Harrogate Borough Council,Supplies and Services,R,HIC,Operations,Repairs & Maintenance,2016-12-21,200920,COLLINGHAM CATERING SERVICES LTD,4665367,261.50,
Harrogate Borough Council,Supplies and Services,R,HIC,Operations,Repairs & Maintenance,2016-12-07,200920,COLLINGHAM CATERING SERVICES LTD,4664329,680.00,
Harrogate Borough Council,Premises,R,HIC,Operations,Window Cleaning,2016-12-28,213805,COXON BROTHERS,4665700,411.67,
Harrogate Borough Council,Employees,R,HIC,Operations,Technical Contractors,2016-12-28,201227,DSS SERVICES,4665847,310.00,
Harrogate Borough Council,Employees,R,HIC,Operations,Technical Contractors,2016-12-28,201227,DSS SERVICES,4665887,310.00,
Harrogate Borough Council,Employees,R,HIC,Operations,Stewarding- Non-Rechargeable,2016-12-21,201803,HARROGATE THEATRE,4665693,600.00,
Harrogate Borough Council,Employees,R,HIC,Operations,Stewarding- Non-Rechargeable,2016-12-05,225622,KIERON MCLAUGHLIN T/A SMOOTH REMOVALS LTD,4665611,100.00,
Harrogate Borough Council,Employees,R,HIC,Operations,Stewarding- Non-Rechargeable,2016-12-05,225622,KIERON MCLAUGHLIN T/A SMOOTH REMOVALS LTD,4665611,100.00,
Harrogate Borough Council,Employees,R,HIC,Operations,Stewarding- Non-Rechargeable,2016-12-05,225622,KIERON MCLAUGHLIN T/A SMOOTH REMOVALS LTD,4665611,100.00,
Harrogate Borough Council,Employees,R,HIC,Operations,Stewarding- Non-Rechargeable,2016-12-05,225622,KIERON MCLAUGHLIN T/A SMOOTH REMOVALS LTD,4665611,300.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Operations,Hospitality,2016-12-28,201015,KUDOS CATERING (UK) LTD,4666865,911.24,
Harrogate Borough Council,Supplies and Services,R,HIC,Operations,Service Requirements,2016-12-28,218682,LIFTERZ LIMITED,4666191,875.00,
Harrogate Borough Council,Employees,R,HIC,Operations,Other Contractors,2016-12-21,224697,MINT STAFFING SOLUTIONS LIMITED,4666077,1092.26,
Harrogate Borough Council,Employees,R,HIC,Operations,Other Contractors,2016-12-14,203364,PRIME TIME RECRUITMENT LTD,4666253,285.92,
Harrogate Borough Council,Employees,R,HIC,Operations,Other Contractors,2016-12-05,203364,PRIME TIME RECRUITMENT LTD,4665414,493.07,
Harrogate Borough Council,Employees,R,HIC,Operations,Other Contractors,2016-12-05,203364,PRIME TIME RECRUITMENT LTD,4665571,1362.51,
Harrogate Borough Council,Employees,R,HIC,Operations,Other Contractors,2016-12-19,203364,PRIME TIME RECRUITMENT LTD,4666185,2156.07,
Harrogate Borough Council,Supplies and Services,R,HIC,Operations,Operational Consumables,2016-12-28,203378,PROFESSIONAL PAPER SUPPLIES LTD,4665868,2564.65,
Harrogate Borough Council,Supplies and Services,R,HIC,Operations,Service Maintenance Contracts,2016-12-28,215684,REDCENTRIC SOLUTIONS LIMITED,4666519,2492.55,
Harrogate Borough Council,Employees,R,HIC,Operations,Stewarding- Non-Rechargeable,2016-12-21,216580,SHOWSEC INTERNATIONAL LIMITED,4665451,263.03,
Harrogate Borough Council,Employees,R,HIC,Operations,Stewarding- Non-Rechargeable,2016-12-21,216580,SHOWSEC INTERNATIONAL LIMITED,4665450,354.92,
Harrogate Borough Council,Employees,R,HIC,Operations,Stewarding- Non-Rechargeable,2016-12-21,216580,SHOWSEC INTERNATIONAL LIMITED,4665448,374.60,
Harrogate Borough Council,Premises,R,HIC,Operations,Reactive Repairs & Maint - Bldgs,2016-12-28,212906,STOCKELD FARMS LTD,4666295,245.00,
Harrogate Borough Council,Premises,R,HIC,Operations,Reactive Repairs & Maint - Bldgs,2016-12-07,204471,WATCO UK LTD,4665027,926.40,
Harrogate Borough Council,Premises,R,HIC,Operations,Reactive Repairs & Maint - Bldgs,2016-12-21,204120,YORKSHIRE LIGHTING SERVICES,4665644,1380.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Technical Services Costs (Facia boards to 31/03/15),2016-12-14,220266,AUDIO EVENTS LTD,4665016,275.00,
Harrogate Borough Council,Employees,R,HIC,Sales & Marketing,Technical Contractors,2016-12-28,217118,AV MATRIX,4665834,45.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Technical Services Costs (Facia boards to 31/03/15),2016-12-07,217118,AV MATRIX,4664427,430.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Technical Services Costs (Facia boards to 31/03/15),2016-12-28,217118,AV MATRIX,4665834,400.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Technical Services Costs (Facia boards to 31/03/15),2016-12-07,217118,AV MATRIX,4664426,5200.00,
Harrogate Borough Council,Employees,R,HIC,Sales & Marketing,Other Contractors,2016-12-28,221017,CITY LIFT SERVICES (NW) LTD,4666588,2308.50,
Harrogate Borough Council,Employees,R,HIC,Sales & Marketing,Other Contractors,2016-12-28,222892,EXHIBITION TRAFFIC MANAGEMENT SERVICES,4665681,2745.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Technical Services Costs (Facia boards to 31/03/15),2016-12-14,206653,HARROGATE SCAFFOLDING,4664850,853.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,External Printing/Typesetting,2016-12-14,224777,HPL & PLATINUM,4664972,225.00,
Harrogate Borough Council,Employees,R,HIC,Sales & Marketing,Stewarding- Non-Rechargeable,2016-12-05,225622,KIERON MCLAUGHLIN T/A SMOOTH REMOVALS LTD,4665611,150.00,
Harrogate Borough Council,Employees,R,HIC,Sales & Marketing,Stewarding- Non-Rechargeable,2016-12-05,225622,KIERON MCLAUGHLIN T/A SMOOTH REMOVALS LTD,4665611,200.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Other Contractors (Ext Printing - Mini Guide (HIC) to 31/03/15),2016-12-05,209814,LAVENDER BLACK EVENT CONSTRUCTION LTD,4665651,2200.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Marketing/Promotion,2016-12-07,220756,LEEDS BRADFORD AIRPORT LTD,4665576,900.00,051216040117 HIC ADV
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Technical Services Costs (Facia boards to 31/03/15),2016-12-28,221897,NEON HIRE SERVICES LTD,4666999,510.00,
Harrogate Borough Council,Supplies and Services,R,HIC,Sales & Marketing,Technical Services Costs (Facia boards to 31/03/15),2016-12-14,203252,PARAGON PROJECTION LTD,4665513,924.50,
