Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name(T),Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233321/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,234726/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233284/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233285/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,231730/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,231773/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,231787/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233664/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232514/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232515/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232516/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232517/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232518/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232921/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232925/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232926/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232927/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232929/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232931/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232932/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,227288/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,228905/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,229410/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,231742/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,231746/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,231777/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,231790/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,231795/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232495/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232496/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232497/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232498/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232499/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232501/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,229479/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,229806/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,230475/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,230812/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,231338/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,231384/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232527/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232528/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232529/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232531/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232532/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232494/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232953/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232956/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232957/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232958/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232960/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232502/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232967/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,233315/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,233316/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,233317/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,233318/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,233319/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,221204/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232962/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232965/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232942/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232943/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232944/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232945/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232946/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232947/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,231714/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232519/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232520/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232523/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232526/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232948/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232951/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232952/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232933/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232934/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232935/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232937/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232938/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232940/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232941/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232512/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232513/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232503/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232504/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232507/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232508/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232509/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232510/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232511/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232533/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232534/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232912/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232914/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232918/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232919/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,06/07/2016,HELP-LINK UK LTD,1628549,98.16,232920/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,20/07/2016,HELP-LINK UK LTD,1629259,"2,256.84",234194/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,20/07/2016,HOWDENS JOINERY LTD,4656006,216.97,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,13/07/2016,HOWDENS JOINERY LTD,4656678,"1,058.69",PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,11/07/2016,HOWDENS JOINERY LTD,4656686,"1,128.09",PROPERTY SERVICES
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,JACKSON LIFT SERVICES LIMITED,1628564,59.83,235038/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,JACKSON LIFT SERVICES LIMITED,1628564,21,235040/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,JACKSON LIFT SERVICES LIMITED,1628564,59.83,235036/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,JACKSON LIFT SERVICES LIMITED,1628564,59.83,235033/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,JACKSON LIFT SERVICES LIMITED,1628564,21,235039/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,JACKSON LIFT SERVICES LIMITED,1628564,59.83,235037/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MASTERDOR LIMITED,1629526,717,230058/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MASTERDOR LIMITED,1629527,717,232472/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,234174/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,233152/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,233607/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,232077/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,233604/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,234176/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,233409/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,234408/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,230689/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,234405/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,233150/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,233151/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,234409/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,232720/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,234175/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,233153/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,MATTHEW FLETCHER,1628546,30,231115/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628579,237.66,223900/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628566,248.4,221991/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628595,"3,609.46",228552/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629533,259.62,233883/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628587,266,232059/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,20/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629276,270,233825/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,13/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628905,286,233909/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,20/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629281,286,233910/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628586,311,232049/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628592,318,233902/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628591,320,232046/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628589,360,232052/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,20/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629280,369.24,233894/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629535,390,233891/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629537,408,233884/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629543,432,233907/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629531,436.31,233890/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628590,450,232054/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,20/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629279,468.62,233904/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629532,480.62,233919/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,13/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628906,482,233908/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629540,520,233917/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628583,568.31,232048/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628596,875,234142/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628598,904,234834/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629539,947.62,233893/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629541,"1,020.00",233915/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629542,"1,194.00",233914/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629528,"1,320.69",234534/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628597,"1,336.00",233331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629548,"1,353.00",233905/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629536,"1,454.00",233886/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,20/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629278,"1,564.00",233887/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629529,"1,899.26",234533/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1629538,"1,952.00",233906/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,MITIE PROPERTY SERVICES (UK) LTD,1628594,"8,706.94",233930/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,13/07/2016,NEO PROPERTY SOLUTIONS LTD,1628907,"2,921.04",236261/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656921,222.12,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656919,280.98,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656920,280.98,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656932,280.98,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656943,280.98,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656922,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656923,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656924,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656925,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656926,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656927,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656928,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656929,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656933,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656934,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656936,326.3,ihmt
