Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name(T),Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,19.82,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,9.9,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,30.14,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,31.12,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,20.73,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,40,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,20.5,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,9.9,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,20.31,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,19.8,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,69.7,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,9.9,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,29.74,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,9.9,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,31.22,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,9.9,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,9.9,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,29.78,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,9.9,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,21.2,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,19.8,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,19.8,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,39.66,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,39.65,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,9.9,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,109.36,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657428,19.8,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Mobile Telephony,27/07/2016,VIRGIN MEDIA PAYMENTS LTD,4657431,"3,824.67",930391
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,20/07/2016,VODAFONE LIMITED,4657302,-358.13,Broadband
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,20/07/2016,VODAFONE LIMITED,4657427,408,Broadband
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,13/07/2016,VODAFONE LIMITED,4657058,"1,089.79",UK13114485
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),27/07/2016,WELLDATA LTD,4657273,"6,281.00",11 Period 01 Jul 16 to 30 Sep 16
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,06/07/2016,WESTON COMMUNICATIONS LIMITED,4653845,"1,010.00",
Harrogate Borough Council,Employees,R,Corporate Affairs,Legal Services,Non Qualification Training,20/07/2016,ACT NOW TRAINING LTD,4656359,265,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Counsels Fees,13/07/2016,JOHN HUNTER,4656882,875,REDACTED - COMMERCIAL SENSITIVITY v Harrogate BC
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Books & Publications,27/07/2016,THOMSON REUTERS,4657720,"5,733.49",PRACTICAL LAW SERVICES
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Books & Publications,13/07/2016,THOMSON REUTERS (PROFESSIONAL) UK LIMITED,4656298,"7,740.16",WESTLAW UK SERVICES
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Mayoralty,Other Supplies & Services,25/07/2016,JOHN SCHOFIELD,4657091,365,BELGIAN PLAQUE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Mayoralty,Hospitality,27/07/2016,KINGS CATERING COMPANY LIMITED,4657805,"1,709.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Grants to Vol Organisations,27/07/2016,AMP AWARDS C.I.C.,4657588,744.5,Small Grant Award 201516
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Grant to Harrogate Theatre,13/07/2016,HARROGATE THEATRE,4656492,"24,225.00",1617
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/07/2016,CHUBB FIRE & SECURITY LTD,4655962,560,
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Temporary Staff,27/07/2016,EDEN BROWN  LTD,4657256,832.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Temporary Staff,20/07/2016,EDEN BROWN  LTD,4657114,"2,475.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Staff Advertising,20/07/2016,SHL GROUP LTD,4656205,"1,316.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,27/07/2016,TEAM (ENERGY AUDITING AGENCY LTD),4656797,"2,053.59",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,27/07/2016,G L HEARN LIMITED,4656617,"2,146.45",Killlnghall Appeal Support
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Staff Advertising,27/07/2016,HAYMARKET MEDIA GROUP LIMITED,4657139,"1,300.00",
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,20/07/2016,MATCHTECH GROUP UK LTD,4655767,"1,296.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,06/07/2016,MATCHTECH GROUP UK LTD,4654735,"1,332.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,13/07/2016,MATCHTECH GROUP UK LTD,4655563,"1,332.00",
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,27/07/2016,MATCHTECH GROUP UK LTD,4657181,"1,332.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,27/07/2016,MATCHTECH GROUP UK LTD,4657179,"1,360.22",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,06/07/2016,MATCHTECH GROUP UK LTD,4654733,"1,406.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,13/07/2016,MATCHTECH GROUP UK LTD,4655561,"1,406.00",
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,20/07/2016,MATCHTECH GROUP UK LTD,4655765,"1,406.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,27/07/2016,MATCHTECH GROUP UK LTD,4657180,"1,406.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,06/07/2016,MATCHTECH GROUP UK LTD,4655149,"1,453.60",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,13/07/2016,MATCHTECH GROUP UK LTD,4655562,"1,697.86",
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,27/07/2016,MATCHTECH GROUP UK LTD,4657632,"1,705.22",REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,20/07/2016,WYDOS,4657267,303.45,
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Other Premises Related Costs,27/07/2016,DALEBUILD LTD,4657816,445,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Subscriptions,27/07/2016,NORTH YORKSHIRE COUNTY COUNCIL,4657572,"20,250.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Stationery/Office Consumables,11/07/2016,PURCHASE POWER,4656253,169.85,Serial Number 3094872
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Stationery/Office Consumables,11/07/2016,PURCHASE POWER,4656253,19.95,Serial Number 3094872
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Stationery/Office Consumables,11/07/2016,PURCHASE POWER,4656253,400,Serial Number 3094872
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Stationery/Office Consumables,11/07/2016,PURCHASE POWER,4656253,16,Serial Number 3094872
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Equipment,27/07/2016,WESTON COMMUNICATIONS LIMITED,4657067,88.55,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Equipment,27/07/2016,WESTON COMMUNICATIONS LIMITED,4657067,-88.55,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Equipment,27/07/2016,WESTON COMMUNICATIONS LIMITED,4657067,253,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Environmental Strategy,Marketing/Promotion,27/07/2016,STRAY FM,4657278,"1,991.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,Other Consultants Fees,27/07/2016,VALUATION OFFICE AGENCY,4654557,"3,500.00",Case numbers 1580405  and  1580425
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,20/07/2016,DAVID M PEARCE,4655988,"1,525.50",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,27/07/2016,DTMS LTD,4656322,"7,362.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,20/07/2016,JOANNA SWIERS,4655722,"2,226.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,13/07/2016,NEYEDC,4656895,"1,750.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,25/07/2016,NORTH YORKSHIRE COUNTY COUNCIL,4657567,560,Contribution towards AONB logo signposts
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,13/07/2016,THE NATIONAL ASSOCIATION FOR AONBs,4655488,955,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655900,"-4,620.68",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655903,"-4,418.29",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655877,"-3,691.32",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655875,"-1,173.21",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655895,-931.96,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655874,-733.65,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655886,-506.36,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655897,275.11,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657779,642.45,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655870,699.92,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657713,612.05,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657711,803.9,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655824,800.7,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655828,861.31,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657760,882.85,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655869,"1,203.03",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657761,"4,653.64",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657729,"5,732.46",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655905,"9,418.55",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,13/07/2016,BRITISH GAS TRADING LTD,4655901,"10,201.57",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,13/07/2016,BRITISH GAS TRADING LTD,4655904,"14,018.72",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,13/07/2016,BRITISH GAS TRADING LTD,4655906,"36,957.12",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655900,-326.19,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655903,-311.9,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655877,-309.86,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655875,-89.81,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655895,-65.79,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655886,-35.75,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655897,19.42,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,27/07/2016,BRITISH GAS TRADING LTD,4657713,32.39,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,27/07/2016,BRITISH GAS TRADING LTD,4657711,11.32,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655824,50.69,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655828,14.86,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,27/07/2016,BRITISH GAS TRADING LTD,4657760,90.32,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655869,92.86,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,27/07/2016,BRITISH GAS TRADING LTD,4657761,397.51,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,27/07/2016,BRITISH GAS TRADING LTD,4657729,518.89,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,04/07/2016,BRITISH GAS TRADING LTD,4655905,664.88,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,13/07/2016,BRITISH GAS TRADING LTD,4655901,720.16,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,13/07/2016,BRITISH GAS TRADING LTD,4655904,989.62,GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,13/07/2016,BRITISH GAS TRADING LTD,4655906,"2,608.90",GAS - ROYAL BATHS (exTIC&TURKISH)
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Payments to Artists,25/07/2016,A LAMBERT & D THOMAS,4657673,350,Inspired by Harrogate
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,20/07/2016,A LAMBERT & D THOMAS,4657525,750,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,13/07/2016,A&A VRYLANDT LTD,4656737,14.95,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,13/07/2016,A&A VRYLANDT LTD,4656737,294.45,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,13/07/2016,A&A VRYLANDT LTD,4656737,-14.95,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,13/07/2016,ARTCARRIER,4654823,480,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,20/07/2016,ARTERIUM LTD,4655819,"2,444.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Miscellaneous Expenditure,11/07/2016,CHAPTERHOUSE THEATRE COMPANY,4656554,250,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Miscellaneous Expenditure,18/07/2016,CHAPTERHOUSE THEATRE COMPANY,4657304,"1,484.17",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,25/07/2016,EXTREME DISPLAY LTD,4657649,"3,721.36",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,27/07/2016,J S MILES,4656134,499,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,11/07/2016,JANE REDFERN,4656775,"3,350.00",Wonderful Women  Peter Blake estimate 164
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,27/07/2016,N BARKER,4657413,997,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,20/07/2016,NEW LIGHTS,4656512,55,New Light
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Payments to Artists,20/07/2016,NEW LIGHTS,4656512,"5,752.50",New Light
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,04/07/2016,S PICKARD,4656284,"2,201.28",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,27/07/2016,SIMON WARNER PHOTOGRAPHER,4657471,"1,475.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,13/07/2016,AIR LIQUIDE UK LTD,4655313,280.28,NIDDERDALE POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,20/07/2016,AIRQUEE LTD,4655788,672.8,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,18/07/2016,AROUND AND ABOUT DISTRIBUTION,4656466,500,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,11/07/2016,ASA AWARDING BODY,4656517,567,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,20/07/2016,BAKER ROSS LTD,4656745,217.46,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,20/07/2016,BERENDSEN UK LTD,4656850,"5,856.45",TURKISH BATH AND HEALTH SPA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,18/07/2016,BEYOND DIGITAL,4656400,303,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,06/07/2016,BRENNTAG UK LIMITED,4655967,260,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,18/07/2016,BRENNTAG UK LIMITED,4655970,575.52,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,27/07/2016,CARDIAC SCIENCE,4657077,252.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,27/07/2016,CRYOSERVICE LTD,4657629,112.04,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,27/07/2016,CRYOSERVICE LTD,4657629,23.87,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,27/07/2016,CRYOSERVICE LTD,4657629,8,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,27/07/2016,CRYOSERVICE LTD,4657629,98.39,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,27/07/2016,CRYOSERVICE LTD,4657629,2,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,27/07/2016,CRYOSERVICE LTD,4656463,384.95,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,25/07/2016,CRYOSERVICE LTD,4657630,463.56,HARROGATE HYDRO DELY AC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,27/07/2016,CRYOSERVICE LTD,4656464,676.75,HARROGATE HYDRO
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,04/07/2016,DAVINES UK LTD,4654419,498.6,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,18/07/2016,DAVINES UK LTD,4655665,951.6,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,06/07/2016,DAVINES UK LTD,4654905,"1,107.60",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,25/07/2016,DE-SIGNS SIGNS & GRAPHICS CENTRE LTD,4657621,250,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Reactive Repairs & Maint - Bldgs,06/07/2016,INFLATABLE TESTING & REPAIRING,4655623,234.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Reactive Repairs & Maint - Bldgs,06/07/2016,INFLATABLE TESTING & REPAIRING,4655629,290.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,18/07/2016,INFLATABLE TESTING & REPAIRING,4655624,469.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Aqua Inflateables,06/07/2016,INFLATABLE TESTING & REPAIRING,4655625,674.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,27/07/2016,INK MONKEY LTD,4657842,301.5,
