Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,28/11/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4664571,30.68,Oct Fuel
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,30/11/2016,TRINOVA SYSTEMS LIMITED,4665332,"1,925.00",
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,28/11/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4664571,84.33,Oct Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,09/11/2016,ALLSTAR BUSINESS SOLUTIONS LTD,4662848,32,Fuel
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,21/11/2016,BOROUGHBRIDGE TOWN COUNCIL,4664757,"2,999.22",Annual maintenance grants 201617
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Computer Consumables,16/11/2016,CLEAR SKIES SOFTWARE LTD,4663666,"3,050.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,02/11/2016,FALON NAMEPLATES LTD,4662386,372.2,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,02/11/2016,FALON NAMEPLATES LTD,4662386,18,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,30/11/2016,FALON NAMEPLATES LTD,4664298,576.3,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,07/11/2016,FALON NAMEPLATES LTD,4662778,744.4,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,07/11/2016,FALON NAMEPLATES LTD,4662778,18,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,16/11/2016,TELESHORE UK LTD,4663140,950.3,ONSITE SERVICE OF EQUIPMENT
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,02/11/2016,TELESHORE UK LTD,4662339,"1,945.00",
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,16/11/2016,BERENDSEN UK LTD,4664511,280.17,STONEFALL CEMETERY
