Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,12/04/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4672722,26.70,ACCR1617 AS60046921
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,19/04/2017,CRAVEN COLLEGE,4672471,195.00,CHAIN SAW CS30  and  31
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,19/04/2017,RAY SKELTON (HARROGATE) LTD,4672736,"3,110.00",
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,12/04/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4672722,112.09,ACCR1617 AS60046921
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,12/04/2017,DISHFORTH PARISH COUNCIL,4673050,"1,521.84",ACCR1617  Grounds Maintenance grant 201617
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,03/04/2017,DR CHRISTIAN LACHMANN,4672719,832.50,ACCR1617 MARCH 2017
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,03/04/2017,DR R SPENCER,4672717,"1,128.50",ACCR1617 MARCH 2017
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,03/04/2017,DR VIVIENNE JAYNE POSKITT,4672718,"1,036.00",ACCR1617 MARCH 2017
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,12/04/2017,FALON NAMEPLATES LTD,4671911,488.50,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,12/04/2017,FALON NAMEPLATES LTD,4671911,18.00,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,19/04/2017,ICCM PAYMENTS,4672419,"-1,004.00",ICCM Education module
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,19/04/2017,ICCM PAYMENTS,4672419,"1,004.00",ICCM Education module
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,19/04/2017,ICCM PAYMENTS,4672419,"1,190.00",ICCM Education module
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,26/04/2017,ICCM PAYMENTS,4673222,445.00,ICCM Corp Subs 201718
