Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-12-27,NPOWER LTD,4689182,294.73,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-12-27,NPOWER LTD,4689163,322.03,Elec - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-12-27,NPOWER LTD,4689161,376.19,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-12-27,NPOWER LTD,4689156,436.56,Elec - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-12-27,NPOWER LTD,4689169,9.55,Elec - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-12-27,NPOWER LTD,4689182,13.21,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-12-27,NPOWER LTD,4689163,14.89,Elec - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-12-27,NPOWER LTD,4689161,17.73,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-12-27,NPOWER LTD,4689156,20.86,Elec - Blossomgate Court
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Equipment,2017-12-13,TUNSTALL HEALTHCARE (UK) LTD,4687374,262.2,
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Equipment,2017-12-20,TUNSTALL HEALTHCARE (UK) LTD,4688151,353.39,Replaced batteries in equipment and UPS
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Equipment,2017-12-13,TUNSTALL HEALTHCARE (UK) LTD,4687373,367.82,Replaced batteries and tested
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Wel being Charges,2017-12-11,WEALDEN & EASTBOURNE LIFELINE LTD,4688490,2438.80,Monitoring services
Harrogate Borough Council,Premises,R,Community,Wardens Service,Water & Sewerage,2017-12-13,YORKSHIRE WATER PLC,4688588,296.55,Water - Carlton Lodge
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-11,ALLSTAR BUSINESS SOLUTIONS LTD,4688246,38.87,AS60046921
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-20,BRENNTAG UK LIMITED,4688396,136,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-20,BRENNTAG UK LIMITED,4688396,90,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-20,BRENNTAG UK LIMITED,4688396,316,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-20,BRENNTAG UK LIMITED,4688396,23,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-04,BRENNTAG UK LIMITED,4687255,136,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-04,BRENNTAG UK LIMITED,4687255,316,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-04,BRENNTAG UK LIMITED,4687255,23,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-12-04,BRENNTAG UK LIMITED,4687255,90,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,BROOK STREET (UK) LTD,4688113,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,BROOK STREET (UK) LTD,4688114,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,BROOK STREET (UK) LTD,4688137,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,BROOK STREET (UK) LTD,4688138,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,BROOK STREET (UK) LTD,4688560,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,BROOK STREET (UK) LTD,4688561,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-13,BROOK STREET (UK) LTD,4688562,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-13,BROOK STREET (UK) LTD,4688563,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-20,BROOK STREET (UK) LTD,4688918,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-20,BROOK STREET (UK) LTD,4688919,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-20,BROOK STREET (UK) LTD,4688920,455.84,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-20,CORDANT PEOPLE LIMITED,4688814,448.81,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-20,CORDANT PEOPLE LIMITED,4688814,800.58,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-13,CORDANT PEOPLE LIMITED,4688491,448.81,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-13,CORDANT PEOPLE LIMITED,4688491,1273.65,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,CORDANT PEOPLE LIMITED,4688034,1346.43,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,CORDANT PEOPLE LIMITED,4688034,431.42,REDACTED-PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2017-12-18,EURO MUNICIPAL LTD,4687492,616,RCV Hire 13th  and  14th Nov
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2017-12-11,EURO MUNICIPAL LTD,4687066,625,RCV Hire 6th  10th Nov
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Reactive Repairs & Maint - Bldgs,2017-12-20,MEL GREEN CONSTRUCTION LTD,4687886,26045.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-12-11,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4687638,5030.65,CONTRACT MANAGEMENT CHARGE Charges
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-12-06,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4687735,9017.81,various
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-12-06,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4687735,8888.09,various
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,2017-12-06,RB RECYCLING (SCARBOROUGH) LIMITED,4688172,2100.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,2017-12-06,RB RECYCLING (SCARBOROUGH) LIMITED,4688172,390,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Equipment,2017-12-13,SHERWOOD SERVICES (UK) LTD,4688019,296.05,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Other Recruitment,2017-12-06,SHL GROUP LTD,4687304,230,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bulk Containers,2017-12-27,SSI SCHAEFER LTD,4688097,4864.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bulk Containers,2017-12-27,SSI SCHAEFER LTD,4688399,8460.00,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,TRAVAIL EMPLOYMENT GROUP LTD,4688883,394.05,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-27,TRAVAIL EMPLOYMENT GROUP LTD,4689404,418.47,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-13,TRAVAIL EMPLOYMENT GROUP LTD,4688557,724.2,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4687845,394.05,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4687845,394.05,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4687846,533.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4687846,418.47,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4688161,533.91,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4688161,533.91,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,TRAVAIL EMPLOYMENT GROUP LTD,4688556,533.91,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,TRAVAIL EMPLOYMENT GROUP LTD,4688884,533.91,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,TRAVAIL EMPLOYMENT GROUP LTD,4688884,533.91,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-27,TRAVAIL EMPLOYMENT GROUP LTD,4689345,1067.82,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,TRAVAIL EMPLOYMENT GROUP LTD,4688559,1232.91,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,TRAVAIL EMPLOYMENT GROUP LTD,4688559,251.37,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4688233,1615.95,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-27,TRAVAIL EMPLOYMENT GROUP LTD,4689343,1328.67,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-27,TRAVAIL EMPLOYMENT GROUP LTD,4689343,347.13,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4687847,1328.67,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-06,TRAVAIL EMPLOYMENT GROUP LTD,4687847,442.89,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,TRAVAIL EMPLOYMENT GROUP LTD,4688885,1328.67,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-12-18,TRAVAIL EMPLOYMENT GROUP LTD,4688885,442.89,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-12-04,DAISY RECRUITMENT LTD,4688029,319.2,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-12-18,DAISY RECRUITMENT LTD,4688895,332.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-12-27,DAISY RECRUITMENT LTD,4689267,332.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-12-18,DAISY RECRUITMENT LTD,4688488,345.8,REDACTED-PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Audit Fees,2017-12-20,MAZARS LLP,4689132,5120.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premium Contingency,2017-12-18,TRAVELERS INSURANCE CO LTD,4688928,825.65,PL0965
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-12-06,VENN GROUP LTD,4687799,225,REDACTED-PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Supplies & Services,2017-12-11,LEEDS CITY CREDIT UNION LIMITED,4688379,14250.00,credit union services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,ICT Rechargeables,2017-12-13,NORTHGATE PUBLIC SERVICES (UK) LTD,4687422,6899.03,
Harrogate Borough Council,Employees,R,Corporate Affairs,Committee Administration,Other Employee Expenses,2017-12-27,PARK RETAIL LTD,4689302,439,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Advertising,2017-12-06,TMP (UK) LTD,4686780,688.84,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Licence Fees,2017-12-27,NLA MEDIA ACCESS LIMITED,4687806,461,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2017-12-20,RICHARD JEMISON PHOTOGRAPHY LIMITED,4687995,200,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2017-12-20,RICHARD JEMISON PHOTOGRAPHY LIMITED,4687995,100,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2017-12-20,RICHARD JEMISON PHOTOGRAPHY LIMITED,4687995,100,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Other Supplies & Services,2017-12-27,CAMPAIGNMASTER,4688978,270,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2017-12-06,CORDANT PEOPLE LIMITED,4688230,238.1,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Domestic Revenues,Temporary Staff,2017-12-27,LIBERATA UK LIMITED,4689247,2015.27,credit invoice 101780
Harrogate Borough Council,Employees,R,Corporate Affairs,Domestic Revenues,Temporary Staff,2017-12-27,LIBERATA UK LIMITED,4689245,1962.23,credit invoice 10153
Harrogate Borough Council,Employees,R,Corporate Affairs,Domestic Revenues,Temporary Staff,2017-12-27,LIBERATA UK LIMITED,4689243,19092.00,Empty Homes Review
Harrogate Borough Council,Employees,R,Corporate Affairs,Domestic Revenues,Temporary Staff,2017-12-27,LIBERATA UK LIMITED,4689242,42453.12,Empty Homes Reveiw Aug17
Harrogate Borough Council,Employees,R,Corporate Affairs,Domestic Revenues,Non Qualification Training,2017-12-20,TRAINING SYNERGY LTD,4688394,995,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Hospitality,2017-12-27,BUSINESS MOVES GROUP LTD,4688658,500,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,2017-12-27,ELECTORAL REFORM SERVICES,4689296,1773.76,Xpress PrintERS
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2017-12-20,ARENA GROUP LTD,4687366,389.1,Serial NoC7FD70228
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2017-12-20,ARENA GROUP LTD,4687468,705.08,Serial NoC7GD71926
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-12-04,BROOK STREET (UK) LTD,4687259,316.8,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-12-18,BROOK STREET (UK) LTD,4688725,324,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-12-06,BROOK STREET (UK) LTD,4688070,327.6,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-12-18,BROOK STREET (UK) LTD,4688724,387.9,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-12-06,BROOK STREET (UK) LTD,4688110,465.48,REDACTED-PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-12-27,LYRECO,4688296,263.39,SCOTTSDALE HOUSE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-12-18,NETWORK PRINT & DESIGN,4688987,234,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-12-13,ROYAL MAIL GROUP LTD,4687217,266.45,358796000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-12-13,ROYAL MAIL GROUP LTD,4687218,1380.91,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-12-13,ROYAL MAIL GROUP LTD,4687218,49.59,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-12-13,ROYAL MAIL GROUP LTD,4687218,27.9,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Equipment,2017-12-27,TOTAL ID LTD,4688020,816.95,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-12-13,WHISTL UK LIMITED,4687232,1141.49,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-12-20,WHISTL UK LIMITED,4687688,1142.16,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-12-20,WHISTL UK LIMITED,4689050,1154.84,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-12-27,WHISTL UK LIMITED,4687913,1596.65,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Books & Publications,2017-12-18,Y BHAIJI,4688579,267.75,HBC CIVIC CENTRE ST LUKES AVE
Harrogate Borough Council,Employees,R,Corporate Affairs,Health & Safety,Occupational Health,2017-12-13,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4688200,71,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Health & Safety,Occupational Health,2017-12-13,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4688200,2242.00,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Health & Safety,Occupational Health,2017-12-13,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4688200,71,REDACTED-PERSONAL DATA
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2017-12-04,COMPUTERSHARE VOUCHER SERVICES,4688107,7529.92,Service and Voucher Funding
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2017-12-04,COMPUTERSHARE VOUCHER SERVICES,4688107,188.25,Service and Voucher Funding
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Human Resources,Other Consultants Fees,2017-12-13,MIDLAND SOFTWARE LIMITED,4687396,908.38,EPayslips Quarterly
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2017-12-27,ANDERSON CONSULTANCY TRAINING LTD,4688418,557,Training in Personal Safety Awareness
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2017-12-06,ANDERSON CONSULTANCY TRAINING LTD,4688173,557,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2017-12-06,ANDERSON CONSULTANCY TRAINING LTD,4688173,377,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Supplies & Services,2017-12-27,BUSINESS MOVES GROUP LTD,4688537,10234.42,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-04,CARELINE SECURITY LTD,4688085,584,NEW CIVIC CENTRE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Supplies & Services,2017-12-06,CORDANT PEOPLE LIMITED,4688229,432.75,REDACTED-PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-12-27,EC4 HOTEL LIMITED T/A CEDAR COURT HOTEL,4688903,268.58,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-04,GLEEDS COST MANAGEMENT LTD,4687807,1000.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Employee Expenses,2017-12-20,INLAND REVENUE ACCOUNTS OFFICE,4688774,9145.00,585PP001 22686 National Insurance Contributions Mth 08 2017
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-27,JAPS ENGINEERING,4689089,3780.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2017-12-06,KAREN HICKMAN,4687094,380.1,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-12-20,KUDOS CATERING (UK) LTD,4688991,1820.00,280 x Hot Buffet on Thursday 7th December
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-20,MARK PAYNTER (CONTRACTS) LTD,4688038,350,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-06,NORTON INTERIORS LTD,4688118,300,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-20,ROSSE SYSTEMS,4687972,249,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-27,SAFECONTROL LTD,4689205,292,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2017-12-20,SMARTSTYLE TECHNOLOGY TRAINING LTD,4689104,895,Skills Training Course
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-27,W K PROPERTY SERVICES,4687778,524.61,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-27,W K PROPERTY SERVICES,4687778,400,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-27,W K PROPERTY SERVICES,4687778,400,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-12-20,WALTER HARTLEY LTD,4689012,305,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-12-13,XENONEX LTD,4688657,16870.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than 5k,2017-12-20,AUDITEL RENTAL AND SERVICE LTD,4688938,2536.05,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than 5k,2017-12-20,AUDITEL RENTAL AND SERVICE LTD,4688938,723.55,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than 5k,2017-12-20,AUDITEL RENTAL AND SERVICE LTD,4688938,990,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,123,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,143,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,66,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,82.5,account VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2017-12-11,BRITISH TELECOMMUNICATIONS PLC,4687967,93,account VP04921370
