Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2017-12-11,HILL CANNON (UK) LLP,1688265,225,270921/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2017-12-27,MATTHEW FLETCHER,1688863,30,262875/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2017-12-27,MATTHEW FLETCHER,1688863,30,262874/1
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Professional Subscriptions,2017-12-27,CHARTERED INSTITUTE OF ARCHITECTURAL TECHNOLOGISTS,4687810,260,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Staff Advertising,2017-12-13,JOHNSTON PUBLISHING LTD,4687633,99.75,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Staff Advertising,2017-12-18,NEWS UK & IRELAND LIMITED,4688874,218.75,
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-27,1ST SELECT LIMITED,4689111,471.25,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-04,1ST SELECT LIMITED,4687539,481,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-04,1ST SELECT LIMITED,4687689,481,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-11,1ST SELECT LIMITED,4688141,481,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-11,1ST SELECT LIMITED,4688143,481,
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-18,1ST SELECT LIMITED,4688685,481,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-18,1ST SELECT LIMITED,4688686,481,REDACTED-PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2017-12-27,ALLSTAR BUSINESS SOLUTIONS LTD,4689278,582.11,AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2017-12-11,ALLSTAR BUSINESS SOLUTIONS LTD,4688246,1614.78,AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2017-12-04,ALLSTAR BUSINESS SOLUTIONS LTD,4687629,2300.13,AS60046921
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2017-12-06,CARELINE SECURITY LTD,1688630,237.5,271546/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-06,CITY ELECTRICAL FACTORS LTD,4687599,521.71,IHMT supplies
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2017-12-06,CLARKES ENVIRONMENTAL LTD,1688589,240,270640/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2017-12-06,CLARKES ENVIRONMENTAL LTD,1688594,3507.00,271114/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2017-12-27,ENVIRONTEC LIMITED,1690910,250,268760/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2017-12-13,ENVIROVENT LTD,1688606,450,268899/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2017-12-13,ENVIROVENT LTD,1688607,450,269739/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2017-12-13,ENVIROVENT LTD,1688609,546.86,268277/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2017-12-13,ENVIROVENT LTD,1688608,649,269759/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2017-12-13,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1688262,975,271388/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Equipment,2017-12-27,GRAFTON MERCHANTING GB LTD,4688496,18.69,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Equipment,2017-12-04,GRAFTON MERCHANTING GB LTD,4684893,1684.24,various
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Equipment,2017-12-04,GRAFTON MERCHANTING GB LTD,4684893,2500.00,various
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688435,496.2,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688437,347.18,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688094,263.66,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688081,269.21,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688514,269.21,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-27,GRAFTON MERCHANTING GB LTD,4688432,357.92,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-27,GRAFTON MERCHANTING GB LTD,4688438,447.49,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-06,GRAFTON MERCHANTING GB LTD,4687010,474.01,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-13,GRAFTON MERCHANTING GB LTD,4687610,562.44,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-06,GRAFTON MERCHANTING GB LTD,4687266,660.77,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688622,689.74,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-04,GRAFTON MERCHANTING GB LTD,4687678,750.71,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-04,GRAFTON MERCHANTING GB LTD,4687677,782.69,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688098,810.29,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-27,GRAFTON MERCHANTING GB LTD,4688498,863.2,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688093,951.14,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-13,GRAFTON MERCHANTING GB LTD,4687619,1169.18,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688175,301.84,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688430,1564.23,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688203,1630.90,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-13,GRAFTON MERCHANTING GB LTD,4687590,1988.71,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-27,GRAFTON MERCHANTING GB LTD,4688497,2053.77,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-04,GRAFTON MERCHANTING GB LTD,4687555,2142.22,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-27,GRAFTON MERCHANTING GB LTD,4688439,2423.07,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-04,GRAFTON MERCHANTING GB LTD,4687558,2621.74,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-27,GRAFTON MERCHANTING GB LTD,4688496,2841.50,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-06,GRAFTON MERCHANTING GB LTD,4687267,3380.24,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-06,GRAFTON MERCHANTING GB LTD,4687372,3517.82,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-13,GRAFTON MERCHANTING GB LTD,4687608,3730.65,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-06,GRAFTON MERCHANTING GB LTD,4687371,3861.68,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2017-12-20,GRAFTON MERCHANTING GB LTD,4688096,4874.87,IHMT supplies
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270846/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270865/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270843/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270852/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270864/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270838/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270862/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270845/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270861/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270857/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270848/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270856/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270855/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270850/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270860/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270842/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270859/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270863/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270851/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270847/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270854/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270853/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270849/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270858/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,GREENDALE LTD,1687959,35,270844/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271722/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271723/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271604/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271685/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271714/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271700/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271701/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271702/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271703/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271704/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271705/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271706/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271716/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271717/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271718/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271715/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271686/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271687/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271688/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271689/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271690/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271691/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271692/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271693/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271694/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271695/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271696/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271697/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271698/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271699/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271707/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271708/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271709/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271710/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271711/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271712/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271713/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271719/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271720/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,GREENDALE LTD,1688252,35,271721/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2017-12-20,HAVEN BUILDING & MAINTENANCE,1690938,232,267879/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2017-12-13,HAVEN BUILDING & MAINTENANCE,1688881,296,265712/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2017-12-13,HAVEN BUILDING & MAINTENANCE,1688880,932,265371/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2017-12-13,HAVEN BUILDING & MAINTENANCE,1688879,2916.00,266634/1
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-18,HAYS SPECIALIST RECRUITMENT,4688812,450,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-18,HAYS SPECIALIST RECRUITMENT,4688888,450,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-20,HAYS SPECIALIST RECRUITMENT,4689220,450,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-04,HAYS SPECIALIST RECRUITMENT,4687548,462.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-06,HAYS SPECIALIST RECRUITMENT,4688089,495,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-27,HAYS SPECIALIST RECRUITMENT,4689219,495,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-27,HAYS SPECIALIST RECRUITMENT,4689085,525,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-18,HAYS SPECIALIST RECRUITMENT,4688492,610.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-18,HAYS SPECIALIST RECRUITMENT,4688813,610.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-20,HAYS SPECIALIST RECRUITMENT,4689221,621.25,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-04,HAYS SPECIALIST RECRUITMENT,4684356,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-04,HAYS SPECIALIST RECRUITMENT,4687549,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-04,HAYS SPECIALIST RECRUITMENT,4688095,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-04,HAYS SPECIALIST RECRUITMENT,4688051,693.77,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-04,HAYS SPECIALIST RECRUITMENT,4688053,693.77,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-18,HAYS SPECIALIST RECRUITMENT,4688641,693.77,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-27,HAYS SPECIALIST RECRUITMENT,4689065,693.77,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2017-12-27,HAYS SPECIALIST RECRUITMENT,4689389,693.77,REDACTED-PERSONAL DATA
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,262769/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,267523/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,256595/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,265633/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,261843/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,264693/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,267940/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,262324/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,259538/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,262734/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,268260/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,258440/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,257748/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,259631/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,263360/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,263270/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,259617/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,262772/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,263948/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,256925/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,262737/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,255098/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-20,HELP-LINK UK LTD,1690933,98.16,268815/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,265514/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,261440/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262300/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262723/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262735/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262742/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,265659/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262759/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262761/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262794/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,262798/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-12-06,HELP-LINK UK LTD,1688628,98.16,263272/1
