Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2018-01-24,ALLSTAR BUSINESS SOLUTIONS LTD,4690717,26.4,AS60046921
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2018-01-17,BARCHAM TREES PLC,4690360,77,Harlow Hill Nursery
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2018-01-17,BARCHAM TREES PLC,4690360,77,Harlow Hill Nursery
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2018-01-17,BARCHAM TREES PLC,4690360,5160.00,Harlow Hill Nursery
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2018-01-10,LANDMARK TRADING (STAMFORD) LTD,4688849,299,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2018-01-24,ALLSTAR BUSINESS SOLUTIONS LTD,4690717,86.29,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2018-01-24,ALLSTAR BUSINESS SOLUTIONS LTD,4690717,51.89,AS60046921
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2018-01-10,BROOK STREET (UK) LTD,4690034,363.37,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2018-01-31,BROOK STREET (UK) LTD,4691473,363.37,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2018-01-24,BROOK STREET (UK) LTD,4690792,581.4,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2018-01-08,BROOK STREET (UK) LTD,4689975,605.62,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-01-31,FALON NAMEPLATES LTD,4690072,390.8,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-01-31,FALON NAMEPLATES LTD,4690072,18,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2018-01-22,BERENDSEN UK LTD,4690378,265.32,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2018-01-22,BERENDSEN UK LTD,4690377,773.08,HARROGATE BC COMMUNITY SERVICES
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2018-01-31,WETHERBY SKIP HIRE SERVICES,4691051,200,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-01-03,DR R SPENCER,4689618,666,Dr R Spencer December 2017 monthly payment
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2018-01-31,C PRESTON MASONRY,4690698,345,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2018-01-31,C PRESTON MASONRY,4690698,300,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2018-01-31,C PRESTON MASONRY,4690698,300,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-01-03,DR VIVIENNE JAYNE POSKITT,4689619,980.5,Dr V Poskitt December 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-01-03,DR CHRISTIAN LACHMANN,4689620,869.5,DrC Lachmann December 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2018-01-29,NORTHGATE VEHICLE HIRE LTD,4691414,222.6,
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2018-01-29,NORTHGATE VEHICLE HIRE LTD,4691457,222.6,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2018-01-29,NORTHGATE VEHICLE HIRE LTD,4691480,222.6,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2018-01-29,BULLOUGHS CLEANING SERVICES LTD,4689717,295,For cleaning carried out as scheduled
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2018-01-29,BULLOUGHS CLEANING SERVICES LTD,4689718,641.33,Rent in advance payment
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2018-01-29,BULLOUGHS CLEANING SERVICES LTD,4689719,775.67,Rent in advance payment
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2018-01-15,PHS GROUP PLC,4689881,230,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2018-01-15,PHS GROUP PLC,4689884,404.58,Jubilee Multi Storey Car Park
