Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",148030944,1,201901,DDH PSYCHOLOGICAL SOLUTIONS LTD,420,2019-04-02
Corporate Resources,Transport,Public Transport and Taxi Fares,300001072,45,201901,CLICK TRAVEL LTD,5.5,2019-04-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001072,49,201901,CLICK TRAVEL LTD,105.5,2019-04-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001072,53,201901,CLICK TRAVEL LTD,45.35,2019-04-25
Corporate Resources,Supplies and Services,Comms & Computing,148030962,1,201901,ROYAL MAIL,342.39,2019-04-03
Corporate Resources,Supplies and Services,Comms & Computing,148030962,2,201901,ROYAL MAIL,739.83,2019-04-03
Corporate Resources,Supplies and Services,Comms & Computing,148031063,1,201901,ROYAL MAIL,580.23,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031063,2,201901,ROYAL MAIL,744.33,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031064,1,201901,ROYAL MAIL,431.14,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031064,2,201901,ROYAL MAIL,1301.69,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031221,1,201901,ROYAL MAIL,118.88,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031221,2,201901,ROYAL MAIL,749.66,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031222,1,201901,ROYAL MAIL,270.53,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031222,2,201901,ROYAL MAIL,392.78,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,60600027,753,201901,O2 (UK) LTD,0.49,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,977,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,978,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,979,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,981,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,985,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,994,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1613,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1615,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1621,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1623,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1904,201901,O2 (UK) LTD,0.07,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1942,201901,O2 (UK) LTD,1.97,2019-04-23
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41249304,1,201901,QUICKCALC LTD,532.87,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,60600027,956,201901,O2 (UK) LTD,0.33,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,958,201901,O2 (UK) LTD,3.56,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1908,201901,O2 (UK) LTD,0.26,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,860,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44034110,0,201901,SERVELEC SOCIAL CARE LTD,21882,2019-04-09
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41248185,1,201901,PREPAID FINANCIAL SERVICES LTD,3127.28,2019-04-05
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41248185,2,201901,PREPAID FINANCIAL SERVICES LTD,1424.92,2019-04-05
Corporate Resources,Employees,Indirect Employee Expenses,44033385,0,201901,REDACTED - Personal Information,530,2019-04-02
Corporate Resources,Employees,Indirect Employee Expenses,44033390,0,201901,REDACTED - Personal Information,530,2019-04-02
Corporate Resources,Employees,Indirect Employee Expenses,44033910,0,201901,CHARTERD INSTITUTE OF PAYROLL PROFESSIONALS,2695,2019-04-09
Corporate Resources,Supplies and Services,"Printing, Stationery etc",41248346,1,201901,THE LEARN CENTRE LTD T/A PAYROLL ALLIANCE,1080,2019-04-08
Corporate Resources,Supplies and Services,Comms & Computing,148031186,1,201901,MHR INTERNATIONAL UK LTD,13000,2019-04-26
Corporate Resources,Supplies and Services,Comms & Computing,148030962,6,201901,ROYAL MAIL,81.08,2019-04-03
Corporate Resources,Supplies and Services,Comms & Computing,148031063,6,201901,ROYAL MAIL,82.67,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031064,6,201901,ROYAL MAIL,18.33,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031221,6,201901,ROYAL MAIL,742.26,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031222,6,201901,ROYAL MAIL,1274.24,2019-04-30
Corporate Resources,Employees,Indirect Employee Expenses,148030931,1,201901,TYNE & WEAR PENSION FUND,26983,2019-04-01
Corporate Resources,Supplies and Services,Comms & Computing,44031257,0,201901,CORVID PAYGATE LTD,21632,2019-04-09
Corporate Resources,Supplies and Services,Comms & Computing,148030962,3,201901,ROYAL MAIL,149.94,2019-04-03
Corporate Resources,Supplies and Services,Comms & Computing,148030962,4,201901,ROYAL MAIL,187.18,2019-04-03
Corporate Resources,Supplies and Services,Comms & Computing,148031063,3,201901,ROYAL MAIL,135.79,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031063,4,201901,ROYAL MAIL,588.47,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031064,3,201901,ROYAL MAIL,168.86,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031064,4,201901,ROYAL MAIL,259,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031221,3,201901,ROYAL MAIL,96.99,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031221,4,201901,ROYAL MAIL,528.83,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031222,3,201901,ROYAL MAIL,91.73,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031222,4,201901,ROYAL MAIL,144.69,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1152,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1425,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2402,201901,O2 (UK) LTD,8.4,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,148030962,5,201901,ROYAL MAIL,38.57,2019-04-03
Corporate Resources,Supplies and Services,Comms & Computing,148031063,5,201901,ROYAL MAIL,524.34,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031064,5,201901,ROYAL MAIL,16.12,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031221,5,201901,ROYAL MAIL,17.43,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031222,5,201901,ROYAL MAIL,15.84,2019-04-30
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",148031051,1,201901,BACS PAYMENTS SCHEMES LIMITED,715,2019-04-12
Corporate Resources,Supplies and Services,Comms & Computing,148030962,8,201901,ROYAL MAIL,11.86,2019-04-03
Corporate Resources,Supplies and Services,Comms & Computing,148031063,8,201901,ROYAL MAIL,26.17,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031064,8,201901,ROYAL MAIL,29.28,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,148031221,8,201901,ROYAL MAIL,29.86,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031222,8,201901,ROYAL MAIL,11.68,2019-04-30
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41248427,1,201901,DISCLOSURE & BARRING SERVICE,6174,2019-04-11
Corporate Resources,Supplies and Services,Comms & Computing,41249539,1,201901,VIRGIN MEDIA LTD,714.42,2019-04-29
Corporate Resources,Supplies and Services,Comms & Computing,44035353,0,201901,CAPITA MANAGED IT SOLUTIONS,14987,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,41248749,1,201901,LOGMEIN TECHNOLOGIES UK LIMITED,708,2019-04-17
Corporate Resources,Supplies and Services,Comms & Computing,44031567,0,201901,INSIGHT DIRECT UK LTD,5162.13,2019-04-01
Corporate Resources,Supplies and Services,Comms & Computing,44034390,0,201901,CORPORATE COMPUTER SUPPLIES LTD,1009.8,2019-04-15
Corporate Resources,Supplies and Services,Comms & Computing,44035351,0,201901,NCC SERVICES LTD,1890,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,41249542,1,201901,VIRGIN MEDIA LTD,2060.83,2019-04-29
Corporate Resources,Supplies and Services,Comms & Computing,148031220,1,201901,VIRGIN MEDIA PAYMENTS LTD,6386.99,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,148031220,2,201901,VIRGIN MEDIA PAYMENTS LTD,8364.62,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,60600027,263,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,301,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,302,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,304,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,306,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,309,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,365,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,411,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,413,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,427,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,434,201901,O2 (UK) LTD,3.25,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,435,201901,O2 (UK) LTD,4.37,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,520,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,521,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,523,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,673,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,775,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,835,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,945,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1119,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1548,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1637,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1738,201901,O2 (UK) LTD,5.59,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1747,201901,O2 (UK) LTD,4.37,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1846,201901,O2 (UK) LTD,5.59,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1848,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1864,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1867,201901,O2 (UK) LTD,3.25,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1943,201901,O2 (UK) LTD,6.91,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1947,201901,O2 (UK) LTD,3.95,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1950,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1975,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1977,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1980,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2015,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2076,201901,O2 (UK) LTD,5.59,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2125,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2227,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2288,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2293,201901,O2 (UK) LTD,6.91,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2306,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2313,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2315,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,2370,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,44033375,0,201901,HIGHLANDER DIRECT,15508,2019-04-02
Corporate Resources,Supplies and Services,Comms & Computing,44033376,0,201901,HIGHLANDER DIRECT,3877,2019-04-02
Corporate Resources,Supplies and Services,Comms & Computing,44033378,0,201901,ONE IT SERVICES & SOLUTIONS LTD,526,2019-04-02
Corporate Resources,Supplies and Services,Comms & Computing,41248749,3,201901,LOGMEIN TECHNOLOGIES UK LIMITED,2808,2019-04-17
Corporate Resources,Supplies and Services,Comms & Computing,60600027,367,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,703,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44033377,1,201901,HIGHLANDER DIRECT,5625,2019-04-18
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44034412,0,201901,ONE IT SERVICES & SOLUTIONS LTD,1000,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,44033908,0,201901,PCM TECHNOLOGY SOLUTIONS UK LTD,2580.98,2019-04-08
Corporate Resources,Supplies and Services,Comms & Computing,44033912,0,201901,DELL COMPUTER CORPORATION LTD,1075.3,2019-04-09
Corporate Resources,Supplies and Services,Comms & Computing,44034016,0,201901,MICRO COMPUTER CONSULTANTS LTD,13800,2019-04-08
Corporate Resources,Supplies and Services,Comms & Computing,44034017,0,201901,MICRO COMPUTER CONSULTANTS LTD,1338,2019-04-08
Corporate Resources,Supplies and Services,Comms & Computing,44034351,0,201901,GETECH LTD,800,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,44034405,0,201901,MICRO COMPUTER CONSULTANTS LTD,2232,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,44034406,0,201901,MICRO COMPUTER CONSULTANTS LTD,992,2019-04-16
Corporate Resources,Supplies and Services,Comms & Computing,44034511,0,201901,DELL COMPUTER CORPORATION LTD,492.37,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,44033379,0,201901,DELL BANK INTERNATIONAL LTD,726.61,2019-04-02
Corporate Resources,Supplies and Services,Comms & Computing,44033380,0,201901,DELL BANK INTERNATIONAL LTD,1385.05,2019-04-02
Corporate Resources,Supplies and Services,Comms & Computing,44034453,0,201901,DELL BANK INTERNATIONAL LTD,3851.05,2019-04-18
Corporate Resources,Supplies and Services,Comms & Computing,44034456,0,201901,DELL BANK INTERNATIONAL LTD,947.34,2019-04-18
Corporate Resources,Supplies and Services,Comms & Computing,44034457,0,201901,DELL BANK INTERNATIONAL LTD,1332.08,2019-04-18
Corporate Resources,Supplies and Services,Comms & Computing,148031220,9,201901,VIRGIN MEDIA PAYMENTS LTD,3395.7,2019-04-30
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1478,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,60600027,1480,201901,O2 (UK) LTD,10,2019-04-23
Corporate Resources,Supplies and Services,Comms & Computing,148031220,3,201901,VIRGIN MEDIA PAYMENTS LTD,128365.38,2019-04-30
