Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024604,1,202009,Barclaycard - Global Commercial Payments,6.25,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024610,1,202009,Barclaycard - Global Commercial Payments,9.60,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024715,1,202009,Barclaycard - Global Commercial Payments,35.33,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024749,1,202009,Barclaycard - Global Commercial Payments,5.76,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024812,1,202009,Barclaycard - Global Commercial Payments,18.00,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024828,1,202009,Barclaycard - Global Commercial Payments,90.67,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024831,1,202009,Barclaycard - Global Commercial Payments,28.80,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024886,1,202009,Barclaycard - Global Commercial Payments,24.64,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024983,1,202009,Barclaycard - Global Commercial Payments,32.76,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200024995,1,202009,Barclaycard - Global Commercial Payments,120.00,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025002,1,202009,Barclaycard - Global Commercial Payments,541.51,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025103,1,202009,Barclaycard - Global Commercial Payments,47.35,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025109,1,202009,Barclaycard - Global Commercial Payments,-76.94,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025172,1,202009,Barclaycard - Global Commercial Payments,48.00,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025297,1,202009,Barclaycard - Global Commercial Payments,85.27,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025636,1,202009,Barclaycard - Global Commercial Payments,158.96,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025664,1,202009,Barclaycard - Global Commercial Payments,37.71,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025670,1,202009,Barclaycard - Global Commercial Payments,30.31,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025671,1,202009,Barclaycard - Global Commercial Payments,11.98,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025672,1,202009,Barclaycard - Global Commercial Payments,-30.31,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025676,1,202009,Barclaycard - Global Commercial Payments,31.69,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025974,1,202009,Barclaycard - Global Commercial Payments,127.12,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026049,1,202009,Barclaycard - Global Commercial Payments,21.66,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026157,1,202009,Barclaycard - Global Commercial Payments,337.86,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026273,1,202009,Barclaycard - Global Commercial Payments,11.99,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026343,1,202009,Barclaycard - Global Commercial Payments,67.14,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026398,1,202009,Barclaycard - Global Commercial Payments,59.40,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026519,1,202009,Barclaycard - Global Commercial Payments,60.53,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026524,1,202009,Barclaycard - Global Commercial Payments,-67.22,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026619,1,202009,Barclaycard - Global Commercial Payments,71.12,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026620,1,202009,Barclaycard - Global Commercial Payments,34.93,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026751,1,202009,Barclaycard - Global Commercial Payments,46.15,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026869,1,202009,Barclaycard - Global Commercial Payments,60.54,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026885,1,202009,Barclaycard - Global Commercial Payments,1133.98,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026918,1,202009,Barclaycard - Global Commercial Payments,206.40,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026932,1,202009,Barclaycard - Global Commercial Payments,-1133.98,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200026996,1,202009,Barclaycard - Global Commercial Payments,68.40,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027127,1,202009,Barclaycard - Global Commercial Payments,29.98,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027176,1,202009,Barclaycard - Global Commercial Payments,25.44,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027576,1,202009,Barclaycard - Global Commercial Payments,51.01,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027708,1,202009,Barclaycard - Global Commercial Payments,114.58,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027721,1,202009,Barclaycard - Global Commercial Payments,14.95,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027875,1,202009,Barclaycard - Global Commercial Payments,18.30,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027917,1,202009,Barclaycard - Global Commercial Payments,10.32,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027979,1,202009,Barclaycard - Global Commercial Payments,1.99,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200028011,1,202009,Barclaycard - Global Commercial Payments,188.06,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200028032,1,202009,Barclaycard - Global Commercial Payments,16.31,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200028278,1,202009,Barclaycard - Global Commercial Payments,63.60,2020-12-10
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200028279,1,202009,Barclaycard - Global Commercial Payments,43.80,2020-12-10
