Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070980,1,202201,Barclaycard - Global Commercial Payments,2.40,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070981,1,202201,Barclaycard - Global Commercial Payments,83.99,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071042,1,202201,Barclaycard - Global Commercial Payments,3.85,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071100,1,202201,Barclaycard - Global Commercial Payments,1.20,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071101,1,202201,Barclaycard - Global Commercial Payments,39.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071102,1,202201,Barclaycard - Global Commercial Payments,10.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071111,1,202201,Barclaycard - Global Commercial Payments,28.99,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071216,1,202201,Barclaycard - Global Commercial Payments,72.56,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071229,1,202201,Barclaycard - Global Commercial Payments,3.00,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071382,1,202201,Barclaycard - Global Commercial Payments,4.58,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071469,1,202201,Barclaycard - Global Commercial Payments,7.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071475,1,202201,Barclaycard - Global Commercial Payments,2.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071478,1,202201,Barclaycard - Global Commercial Payments,3.00,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071561,1,202201,Barclaycard - Global Commercial Payments,19.92,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071562,1,202201,Barclaycard - Global Commercial Payments,31.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071565,1,202201,Barclaycard - Global Commercial Payments,15.50,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071641,1,202201,Barclaycard - Global Commercial Payments,35.10,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071642,1,202201,Barclaycard - Global Commercial Payments,-31.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071677,1,202201,Barclaycard - Global Commercial Payments,8.40,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060614,1,202201,Barclaycard - Global Commercial Payments,54.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071394,1,202201,Barclaycard - Global Commercial Payments,-36.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071483,1,202201,Barclaycard - Global Commercial Payments,-20.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071046,1,202201,Barclaycard - Global Commercial Payments,12.13,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071281,1,202201,Barclaycard - Global Commercial Payments,5.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071353,1,202201,Barclaycard - Global Commercial Payments,73.43,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200063692,1,202201,Barclaycard - Global Commercial Payments,545.00,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200066534,1,202201,Barclaycard - Global Commercial Payments,69.98,2022-04-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056309,1,202201,Barclaycard - Global Commercial Payments,15.98,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056392,1,202201,Barclaycard - Global Commercial Payments,34.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056777,1,202201,Barclaycard - Global Commercial Payments,9.98,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056781,1,202201,Barclaycard - Global Commercial Payments,3.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056784,1,202201,Barclaycard - Global Commercial Payments,2.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056787,1,202201,Barclaycard - Global Commercial Payments,4.98,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056789,1,202201,Barclaycard - Global Commercial Payments,3.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057221,1,202201,Barclaycard - Global Commercial Payments,7.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057223,1,202201,Barclaycard - Global Commercial Payments,7.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057315,1,202201,Barclaycard - Global Commercial Payments,25.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057317,1,202201,Barclaycard - Global Commercial Payments,10.50,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058672,1,202201,Barclaycard - Global Commercial Payments,31.10,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058857,1,202201,Barclaycard - Global Commercial Payments,1.60,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058925,1,202201,Barclaycard - Global Commercial Payments,47.68,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058927,1,202201,Barclaycard - Global Commercial Payments,2.10,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059599,1,202201,Barclaycard - Global Commercial Payments,3.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059905,1,202201,Barclaycard - Global Commercial Payments,7.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060017,1,202201,Barclaycard - Global Commercial Payments,7.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060116,1,202201,Barclaycard - Global Commercial Payments,7.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060118,1,202201,Barclaycard - Global Commercial Payments,44.50,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060684,1,202201,Barclaycard - Global Commercial Payments,7.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060853,1,202201,Barclaycard - Global Commercial Payments,30.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060854,1,202201,Barclaycard - Global Commercial Payments,3.45,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060958,1,202201,Barclaycard - Global Commercial Payments,24.95,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200060965,1,202201,Barclaycard - Global Commercial Payments,38.60,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200061031,1,202201,Barclaycard - Global Commercial Payments,19.50,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200061107,1,202201,Barclaycard - Global Commercial Payments,4.44,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200061379,1,202201,Barclaycard - Global Commercial Payments,3.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200061768,1,202201,Barclaycard - Global Commercial Payments,65.93,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200061870,1,202201,Barclaycard - Global Commercial Payments,7.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200062029,1,202201,Barclaycard - Global Commercial Payments,7.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200062712,1,202201,Barclaycard - Global Commercial Payments,17.50,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200063167,1,202201,Barclaycard - Global Commercial Payments,25.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200063264,1,202201,Barclaycard - Global Commercial Payments,3.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200068901,1,202201,Barclaycard - Global Commercial Payments,80.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071491,1,202201,Barclaycard - Global Commercial Payments,15.00,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071528,1,202201,Barclaycard - Global Commercial Payments,75.00,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071529,1,202201,Barclaycard - Global Commercial Payments,89.90,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200066838,1,202201,Barclaycard - Global Commercial Payments,28.20,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200068818,1,202201,Barclaycard - Global Commercial Payments,23.84,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070111,1,202201,Barclaycard - Global Commercial Payments,560.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070297,1,202201,Barclaycard - Global Commercial Payments,8.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070384,1,202201,Barclaycard - Global Commercial Payments,10.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070385,1,202201,Barclaycard - Global Commercial Payments,10.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070386,1,202201,Barclaycard - Global Commercial Payments,15.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070390,1,202201,Barclaycard - Global Commercial Payments,7.42,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070630,1,202201,Barclaycard - Global Commercial Payments,20.00,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070631,1,202201,Barclaycard - Global Commercial Payments,12.20,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070632,1,202201,Barclaycard - Global Commercial Payments,9.99,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070633,1,202201,Barclaycard - Global Commercial Payments,53.30,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070928,1,202201,Barclaycard - Global Commercial Payments,20.97,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070929,1,202201,Barclaycard - Global Commercial Payments,17.96,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071149,1,202201,Barclaycard - Global Commercial Payments,70.93,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071154,1,202201,Barclaycard - Global Commercial Payments,16.90,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071250,1,202201,Barclaycard - Global Commercial Payments,3.70,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071251,1,202201,Barclaycard - Global Commercial Payments,159.00,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200071594,1,202201,Barclaycard - Global Commercial Payments,39.97,2022-04-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200063852,1,202201,Barclaycard - Global Commercial Payments,29.17,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200063971,1,202201,Barclaycard - Global Commercial Payments,145.07,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200064060,1,202201,Barclaycard - Global Commercial Payments,76.85,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200065965,1,202201,Barclaycard - Global Commercial Payments,41.67,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200067824,1,202201,Barclaycard - Global Commercial Payments,65.83,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200068070,1,202201,Barclaycard - Global Commercial Payments,58.72,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070396,1,202201,Barclaycard - Global Commercial Payments,23.90,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070494,1,202201,Barclaycard - Global Commercial Payments,81.42,2022-04-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200070934,1,202201,Barclaycard - Global Commercial Payments,95.00,2022-04-05
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200067738,1,202201,Barclaycard - Global Commercial Payments,84.95,2022-04-08
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200070879,1,202201,Barclaycard - Global Commercial Payments,46.87,2022-04-05
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200071417,1,202201,Barclaycard - Global Commercial Payments,138.00,2022-04-08
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200071001,1,202201,Barclaycard - Global Commercial Payments,47.98,2022-04-20
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200066929,1,202201,Barclaycard - Global Commercial Payments,121.25,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070379,1,202201,Barclaycard - Global Commercial Payments,139.37,2022-04-05
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070485,1,202201,Barclaycard - Global Commercial Payments,12.08,2022-04-05
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070629,1,202201,Barclaycard - Global Commercial Payments,93.48,2022-04-20
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070731,1,202201,Barclaycard - Global Commercial Payments,45.81,2022-04-20
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071053,1,202201,Barclaycard - Global Commercial Payments,15.42,2022-04-20
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071077,1,202201,Barclaycard - Global Commercial Payments,175.50,2022-04-20
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071107,1,202201,Barclaycard - Global Commercial Payments,36.95,2022-04-20
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071143,1,202201,Barclaycard - Global Commercial Payments,4.99,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071218,1,202201,Barclaycard - Global Commercial Payments,16.68,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071219,1,202201,Barclaycard - Global Commercial Payments,49.44,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071220,1,202201,Barclaycard - Global Commercial Payments,11.65,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071221,1,202201,Barclaycard - Global Commercial Payments,71.07,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071290,1,202201,Barclaycard - Global Commercial Payments,118.70,2022-04-20
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071291,1,202201,Barclaycard - Global Commercial Payments,209.94,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071299,1,202201,Barclaycard - Global Commercial Payments,136.08,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071380,1,202201,Barclaycard - Global Commercial Payments,27.36,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071467,1,202201,Barclaycard - Global Commercial Payments,10.85,2022-04-20
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071555,1,202201,Barclaycard - Global Commercial Payments,101.28,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071644,1,202201,Barclaycard - Global Commercial Payments,6.60,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071645,1,202201,Barclaycard - Global Commercial Payments,32.12,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071646,1,202201,Barclaycard - Global Commercial Payments,20.68,2022-04-08
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071647,1,202201,Barclaycard - Global Commercial Payments,6.66,2022-04-08
