Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Services & Governance,Employees,Indirect Employee Expenses,200044960,1,202011,Barclaycard - Global Commercial Payments,36.00,2021-02-10
Corporate Services & Governance,Employees,Indirect Employee Expenses,200048222,1,202011,Barclaycard - Global Commercial Payments,36.00,2021-02-10
Corporate Services & Governance,Employees,Indirect Employee Expenses,200048913,1,202011,Barclaycard - Global Commercial Payments,36.00,2021-02-24
Corporate Services & Governance,Employees,Indirect Employee Expenses,200048914,1,202011,Barclaycard - Global Commercial Payments,36.00,2021-02-24
Corporate Services & Governance,Employees,Indirect Employee Expenses,200048915,1,202011,Barclaycard - Global Commercial Payments,36.00,2021-02-24
Corporate Services & Governance,Employees,Indirect Employee Expenses,200049037,1,202011,Barclaycard - Global Commercial Payments,180.00,2021-02-24
Corporate Services & Governance,Employees,Indirect Employee Expenses,200049140,1,202011,Barclaycard - Global Commercial Payments,189.00,2021-02-24
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200046905,1,202011,Barclaycard - Global Commercial Payments,40.00,2021-02-10
"Children, Adults and Families",Employees,Indirect Employee Expenses,200047919,1,202011,Barclaycard - Global Commercial Payments,15.00,2021-02-10
"Children, Adults and Families",Employees,Indirect Employee Expenses,200047920,1,202011,Barclaycard - Global Commercial Payments,15.00,2021-02-10
"Children, Adults and Families",Employees,Indirect Employee Expenses,200048842,1,202011,Barclaycard - Global Commercial Payments,45.00,2021-02-24
"Children, Adults and Families",Employees,Indirect Employee Expenses,200047658,1,202011,Barclaycard - Global Commercial Payments,145.00,2021-02-24
"Children, Adults and Families",Employees,Indirect Employee Expenses,200047659,1,202011,Barclaycard - Global Commercial Payments,145.00,2021-02-24
"Children, Adults and Families",Employees,Indirect Employee Expenses,200048061,1,202011,Barclaycard - Global Commercial Payments,145.00,2021-02-24
"Children, Adults and Families",Employees,Indirect Employee Expenses,200048140,1,202011,Barclaycard - Global Commercial Payments,145.00,2021-02-24
Schools,Employees,Indirect Employee Expenses,200049129,1,202011,Barclaycard - Global Commercial Payments,12.50,2021-02-24
Schools,Employees,Indirect Employee Expenses,200048306,1,202011,Barclaycard - Global Commercial Payments,15.00,2021-02-24
Schools,Employees,Indirect Employee Expenses,200045523,1,202011,Barclaycard - Global Commercial Payments,200.00,2021-02-10
Schools,Employees,Indirect Employee Expenses,200045524,1,202011,Barclaycard - Global Commercial Payments,200.00,2021-02-10
Schools,Employees,Indirect Employee Expenses,200045525,1,202011,Barclaycard - Global Commercial Payments,200.00,2021-02-10
Schools,Employees,Indirect Employee Expenses,200047544,1,202011,Barclaycard - Global Commercial Payments,50.00,2021-02-10
Schools,Employees,Indirect Employee Expenses,200048976,1,202011,Barclaycard - Global Commercial Payments,97.00,2021-02-24
Schools,Employees,Indirect Employee Expenses,200048857,1,202011,Barclaycard - Global Commercial Payments,12.50,2021-02-24
Schools,Employees,Indirect Employee Expenses,200049198,1,202011,Barclaycard - Global Commercial Payments,268.22,2021-02-24
Schools,Employees,Indirect Employee Expenses,200048555,1,202011,Barclaycard - Global Commercial Payments,60.00,2021-02-24
Schools,Employees,Indirect Employee Expenses,200049231,1,202011,Barclaycard - Global Commercial Payments,180.00,2021-02-24
Schools,Employees,Indirect Employee Expenses,200046211,1,202011,Barclaycard - Global Commercial Payments,19.50,2021-02-10
Schools,Employees,Indirect Employee Expenses,200048988,1,202011,Barclaycard - Global Commercial Payments,360.00,2021-02-24
Schools,Premises,Rep & Maint,200045424,1,202011,Barclaycard - Global Commercial Payments,12.12,2021-02-24
Schools,Premises,Rep & Maint,200047671,1,202011,Barclaycard - Global Commercial Payments,56.65,2021-02-10
"Children, Adults and Families",Premises,Rep & Maint,200046271,1,202011,Barclaycard - Global Commercial Payments,9.98,2021-02-24
Public Health and Wellbeing,Premises,Rep & Maint,200048477,1,202011,Barclaycard - Global Commercial Payments,15.30,2021-02-24
Public Health and Wellbeing,Premises,Rep & Maint,200048569,1,202011,Barclaycard - Global Commercial Payments,8.46,2021-02-24
Public Health and Wellbeing,Premises,Rep & Maint,200048588,1,202011,Barclaycard - Global Commercial Payments,33.00,2021-02-24
Public Health and Wellbeing,Premises,Rep & Maint,200047078,1,202011,Barclaycard - Global Commercial Payments,15.81,2021-02-10
Schools,Premises,Rep & Maint,200048317,1,202011,Barclaycard - Global Commercial Payments,21.67,2021-02-24
Schools,Premises,Rep & Maint,200049352,1,202011,Barclaycard - Global Commercial Payments,5.41,2021-02-24
Schools,Premises,Rep & Maint,200048900,1,202011,Barclaycard - Global Commercial Payments,140.83,2021-02-24
Schools,Premises,Rep & Maint,200046799,1,202011,Barclaycard - Global Commercial Payments,71.95,2021-02-10
Schools,Premises,Rep & Maint,200047202,1,202011,Barclaycard - Global Commercial Payments,145.74,2021-02-10
Schools,Premises,Rep & Maint,200047597,1,202011,Barclaycard - Global Commercial Payments,-71.95,2021-02-10
Schools,Premises,Rep & Maint,200025366,1,202011,Barclaycard - Global Commercial Payments,10.83,2021-02-24
Schools,Premises,Rep & Maint,200044897,1,202011,Barclaycard - Global Commercial Payments,74.38,2021-02-24
Schools,Premises,Rep & Maint,200046314,1,202011,Barclaycard - Global Commercial Payments,10.63,2021-02-24
Schools,Premises,Rep & Maint,200046315,1,202011,Barclaycard - Global Commercial Payments,20.00,2021-02-24
Schools,Premises,Rep & Maint,200046383,1,202011,Barclaycard - Global Commercial Payments,8.13,2021-02-24
Schools,Premises,Rep & Maint,200046653,1,202011,Barclaycard - Global Commercial Payments,26.63,2021-02-24
Schools,Premises,Rep & Maint,200047251,1,202011,Barclaycard - Global Commercial Payments,4.45,2021-02-24
Schools,Premises,Rep & Maint,200047589,1,202011,Barclaycard - Global Commercial Payments,91.23,2021-02-24
Schools,Premises,Rep & Maint,200047653,1,202011,Barclaycard - Global Commercial Payments,30.00,2021-02-24
Schools,Premises,Rep & Maint,200048328,1,202011,Barclaycard - Global Commercial Payments,59.48,2021-02-10
Schools,Premises,Rep & Maint,200048329,1,202011,Barclaycard - Global Commercial Payments,23.98,2021-02-10
Schools,Premises,Rep & Maint,200048495,1,202011,Barclaycard - Global Commercial Payments,2.38,2021-02-10
Schools,Premises,Rep & Maint,200049009,1,202011,Barclaycard - Global Commercial Payments,23.33,2021-02-24
Schools,Premises,Rep & Maint,200048564,1,202011,Barclaycard - Global Commercial Payments,25.55,2021-02-24
Schools,Premises,Rep & Maint,200045094,1,202011,Barclaycard - Global Commercial Payments,12.46,2021-02-10
Schools,Premises,Rep & Maint,200047804,1,202011,Barclaycard - Global Commercial Payments,21.66,2021-02-10
Schools,Premises,Rep & Maint,200048618,1,202011,Barclaycard - Global Commercial Payments,33.33,2021-02-24
Schools,Premises,Rep & Maint,200048697,1,202011,Barclaycard - Global Commercial Payments,15.96,2021-02-10
Schools,Premises,Rep & Maint,200047751,1,202011,Barclaycard - Global Commercial Payments,73.33,2021-02-10
Schools,Premises,Rep & Maint,200047752,1,202011,Barclaycard - Global Commercial Payments,-73.33,2021-02-10
Schools,Premises,Cleaning,200049218,1,202011,Barclaycard - Global Commercial Payments,21.79,2021-02-24
"Children, Adults and Families",Premises,Fixtures & Fittings,200049162,1,202011,Barclaycard - Global Commercial Payments,18.96,2021-02-24
Schools,Premises,Fixtures & Fittings,200048007,1,202011,Barclaycard - Global Commercial Payments,73.98,2021-02-10
Schools,Premises,Fixtures & Fittings,200048369,1,202011,Barclaycard - Global Commercial Payments,179.70,2021-02-24
Schools,Premises,Fixtures & Fittings,200049334,1,202011,Barclaycard - Global Commercial Payments,40.07,2021-02-24
Schools,Premises,Fixtures & Fittings,200048859,1,202011,Barclaycard - Global Commercial Payments,65.83,2021-02-24
Schools,Premises,Fixtures & Fittings,200048932,1,202011,Barclaycard - Global Commercial Payments,85.15,2021-02-10
Schools,Transport,Vehicles and Plant,200047738,1,202011,Barclaycard - Global Commercial Payments,135.00,2021-02-10
Schools,Transport,Vehicles and Plant,200048696,1,202011,Barclaycard - Global Commercial Payments,63.29,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048735,1,202011,Barclaycard - Global Commercial Payments,267.50,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048736,1,202011,Barclaycard - Global Commercial Payments,267.50,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048737,1,202011,Barclaycard - Global Commercial Payments,267.50,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048738,1,202011,Barclaycard - Global Commercial Payments,267.50,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048993,1,202011,Barclaycard - Global Commercial Payments,167.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048994,1,202011,Barclaycard - Global Commercial Payments,167.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048995,1,202011,Barclaycard - Global Commercial Payments,167.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048996,1,202011,Barclaycard - Global Commercial Payments,302.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048997,1,202011,Barclaycard - Global Commercial Payments,302.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048998,1,202011,Barclaycard - Global Commercial Payments,167.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200048999,1,202011,Barclaycard - Global Commercial Payments,167.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049000,1,202011,Barclaycard - Global Commercial Payments,302.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049001,1,202011,Barclaycard - Global Commercial Payments,307.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049002,1,202011,Barclaycard - Global Commercial Payments,302.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049003,1,202011,Barclaycard - Global Commercial Payments,307.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049004,1,202011,Barclaycard - Global Commercial Payments,107.50,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049005,1,202011,Barclaycard - Global Commercial Payments,302.50,2021-02-24
"Economy, Innovation and Growth",Transport,Vehicles and Plant,200048309,1,202011,Barclaycard - Global Commercial Payments,499.00,2021-02-24
Schools,Transport,Contract Hire,200045393,1,202011,Barclaycard - Global Commercial Payments,55.42,2021-02-24
Schools,Transport,Contract Hire,200047450,1,202011,Barclaycard - Global Commercial Payments,35.02,2021-02-24
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200045272,1,202011,Barclaycard - Global Commercial Payments,1.33,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200045322,1,202011,Barclaycard - Global Commercial Payments,2.33,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200045694,1,202011,Barclaycard - Global Commercial Payments,1.33,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200045736,1,202011,Barclaycard - Global Commercial Payments,2.33,2021-02-10
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200045846,1,202011,Barclaycard - Global Commercial Payments,3.33,2021-02-10
