Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Services & Governance,Employees,Indirect Employee Expenses,200057019,1,202107,Barclaycard - Global Commercial Payments,88.25,2021-10-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200058304,1,202107,Barclaycard - Global Commercial Payments,133.33,2021-10-20
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200039195,1,202107,Barclaycard - Global Commercial Payments,300.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200052808,1,202107,Barclaycard - Global Commercial Payments,100.00,2021-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200056340,1,202107,Barclaycard - Global Commercial Payments,65.26,2021-10-20
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200055611,1,202107,Barclaycard - Global Commercial Payments,216.00,2021-10-20
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200038347,1,202107,Barclaycard - Global Commercial Payments,169.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200048300,1,202107,Barclaycard - Global Commercial Payments,68.75,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200053815,1,202107,Barclaycard - Global Commercial Payments,276.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200047844,1,202107,Barclaycard - Global Commercial Payments,36.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200048110,1,202107,Barclaycard - Global Commercial Payments,36.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200048111,1,202107,Barclaycard - Global Commercial Payments,108.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200048112,1,202107,Barclaycard - Global Commercial Payments,72.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200049454,1,202107,Barclaycard - Global Commercial Payments,36.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200049750,1,202107,Barclaycard - Global Commercial Payments,36.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200051082,1,202107,Barclaycard - Global Commercial Payments,36.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200054654,1,202107,Barclaycard - Global Commercial Payments,36.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200054655,1,202107,Barclaycard - Global Commercial Payments,36.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200054984,1,202107,Barclaycard - Global Commercial Payments,600.00,2021-10-20
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200058806,1,202107,Barclaycard - Global Commercial Payments,249.00,2021-10-20
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200058968,1,202107,Barclaycard - Global Commercial Payments,118.08,2021-10-20
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200059048,1,202107,Barclaycard - Global Commercial Payments,25.98,2021-10-20
Resources and Digital,Employees,Indirect Employee Expenses,200039459,1,202107,Barclaycard - Global Commercial Payments,344.46,2021-10-20
Schools,Employees,Indirect Employee Expenses,200059142,1,202107,Barclaycard - Global Commercial Payments,124.99,2021-10-20
Schools,Employees,Indirect Employee Expenses,200056322,1,202107,Barclaycard - Global Commercial Payments,30.00,2021-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200053593,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200053463,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200053472,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200053470,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200053471,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200053811,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200053462,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200053466,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200053592,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200053465,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200053464,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200053467,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200053398,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
Resources and Digital,Employees,Indirect Employee Expenses,200053458,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
Resources and Digital,Employees,Indirect Employee Expenses,200053460,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
Resources and Digital,Employees,Indirect Employee Expenses,200053459,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
Resources and Digital,Employees,Indirect Employee Expenses,200053192,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
Resources and Digital,Employees,Indirect Employee Expenses,200053397,1,202107,Barclaycard - Global Commercial Payments,250.00,2021-10-20
"Economy, Innovation and Growth",Premises,Rep & Maint,200050984,1,202107,Barclaycard - Global Commercial Payments,21.25,2021-10-20
Public Health and Wellbeing,Premises,Rep & Maint,200057946,1,202107,Barclaycard - Global Commercial Payments,19.49,2021-10-20
Public Health and Wellbeing,Premises,Rep & Maint,200058957,1,202107,Barclaycard - Global Commercial Payments,44.94,2021-10-20
Schools,Premises,Rep & Maint,200059062,1,202107,Barclaycard - Global Commercial Payments,24.08,2021-10-20
Schools,Premises,Rep & Maint,200059064,1,202107,Barclaycard - Global Commercial Payments,48.27,2021-10-20
Schools,Premises,Rep & Maint,200057485,1,202107,Barclaycard - Global Commercial Payments,18.33,2021-10-20
Schools,Premises,Rep & Maint,200057646,1,202107,Barclaycard - Global Commercial Payments,301.00,2021-10-20
Schools,Premises,Rep & Maint,200058684,1,202107,Barclaycard - Global Commercial Payments,6.65,2021-10-20
Schools,Premises,Rep & Maint,200059206,1,202107,Barclaycard - Global Commercial Payments,46.96,2021-10-20
Schools,Premises,Rep & Maint,200059262,1,202107,Barclaycard - Global Commercial Payments,13.85,2021-10-20
Schools,Premises,Rep & Maint,200056611,1,202107,Barclaycard - Global Commercial Payments,22.07,2021-10-20
Schools,Premises,Rep & Maint,200056595,1,202107,Barclaycard - Global Commercial Payments,6.41,2021-10-20
Schools,Premises,Rep & Maint,200059249,1,202107,Barclaycard - Global Commercial Payments,22.00,2021-10-20
Schools,Premises,Rep & Maint,200059490,1,202107,Barclaycard - Global Commercial Payments,211.00,2021-10-20
Schools,Premises,Rep & Maint,200059331,1,202107,Barclaycard - Global Commercial Payments,39.32,2021-10-20
"Children, Adults and Families",Premises,Fixtures & Fittings,200058770,1,202107,Barclaycard - Global Commercial Payments,24.64,2021-10-20
Schools,Premises,Fixtures & Fittings,200059330,1,202107,Barclaycard - Global Commercial Payments,275.39,2021-10-20
Schools,Premises,Fixtures & Fittings,200058531,1,202107,Barclaycard - Global Commercial Payments,14.00,2021-10-20
Schools,Premises,Fixtures & Fittings,200059309,1,202107,Barclaycard - Global Commercial Payments,46.22,2021-10-20
Schools,Transport,Vehicles and Plant,200058386,1,202107,Barclaycard - Global Commercial Payments,39.13,2021-10-20
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200058720,1,202107,Barclaycard - Global Commercial Payments,167.50,2021-10-20
"Children, Adults and Families",Transport,Vehicles and Plant,200059277,1,202107,Barclaycard - Global Commercial Payments,156.75,2021-10-20
Schools,Transport,Contract Hire,200059052,1,202107,Barclaycard - Global Commercial Payments,75.00,2021-10-20
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200058554,1,202107,Barclaycard - Global Commercial Payments,67.43,2021-10-20
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200059374,1,202107,Barclaycard - Global Commercial Payments,17.00,2021-10-20
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200059500,1,202107,Barclaycard - Global Commercial Payments,3.33,2021-10-20
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200058752,1,202107,Barclaycard - Global Commercial Payments,51.97,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059073,1,202107,Barclaycard - Global Commercial Payments,14.63,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059256,1,202107,Barclaycard - Global Commercial Payments,3.98,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059270,1,202107,Barclaycard - Global Commercial Payments,71.38,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058455,1,202107,Barclaycard - Global Commercial Payments,17.94,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058508,1,202107,Barclaycard - Global Commercial Payments,16.00,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058525,1,202107,Barclaycard - Global Commercial Payments,43.35,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058526,1,202107,Barclaycard - Global Commercial Payments,116.62,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058561,1,202107,Barclaycard - Global Commercial Payments,65.00,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058562,1,202107,Barclaycard - Global Commercial Payments,53.74,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058567,1,202107,Barclaycard - Global Commercial Payments,70.90,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058568,1,202107,Barclaycard - Global Commercial Payments,18.00,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058569,1,202107,Barclaycard - Global Commercial Payments,-16.00,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058611,1,202107,Barclaycard - Global Commercial Payments,12.27,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058679,1,202107,Barclaycard - Global Commercial Payments,16.99,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058743,1,202107,Barclaycard - Global Commercial Payments,4.00,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058937,1,202107,Barclaycard - Global Commercial Payments,233.93,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059029,1,202107,Barclaycard - Global Commercial Payments,112.88,2021-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059034,1,202107,Barclaycard - Global Commercial Payments,77.79,2021-10-20
