Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Schools,Employees,Indirect Employee Expenses,200057151,1,202105,Barclaycard - Global Commercial Payments,40.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056181,1,202105,Barclaycard - Global Commercial Payments,25.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056579,1,202105,Barclaycard - Global Commercial Payments,149.99,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056907,1,202105,Barclaycard - Global Commercial Payments,24.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056063,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
Schools,Employees,Indirect Employee Expenses,200056400,1,202105,Barclaycard - Global Commercial Payments,52.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056402,1,202105,Barclaycard - Global Commercial Payments,52.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056403,1,202105,Barclaycard - Global Commercial Payments,52.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056471,1,202105,Barclaycard - Global Commercial Payments,52.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056535,1,202105,Barclaycard - Global Commercial Payments,52.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200056800,1,202105,Barclaycard - Global Commercial Payments,52.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200057538,1,202105,Barclaycard - Global Commercial Payments,52.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200057304,1,202105,Barclaycard - Global Commercial Payments,140.00,2021-08-30
Schools,Employees,Indirect Employee Expenses,200055789,1,202105,Barclaycard - Global Commercial Payments,-27.68,2021-08-01
Schools,Employees,Indirect Employee Expenses,200055790,1,202105,Barclaycard - Global Commercial Payments,-38.76,2021-08-01
Public Health and Wellbeing,Premises,Rep & Maint,200057760,1,202105,Barclaycard - Global Commercial Payments,120.00,2021-08-30
Public Health and Wellbeing,Premises,Rep & Maint,200056558,1,202105,Barclaycard - Global Commercial Payments,300.00,2021-08-30
Schools,Premises,Rep & Maint,200056762,1,202105,Barclaycard - Global Commercial Payments,21.58,2021-08-30
Schools,Premises,Rep & Maint,200056413,1,202105,Barclaycard - Global Commercial Payments,4.50,2021-08-01
Schools,Premises,Rep & Maint,200056624,1,202105,Barclaycard - Global Commercial Payments,13.37,2021-08-01
Schools,Premises,Rep & Maint,200056874,1,202105,Barclaycard - Global Commercial Payments,20.00,2021-08-01
Schools,Premises,Rep & Maint,200057155,1,202105,Barclaycard - Global Commercial Payments,23.03,2021-08-01
Schools,Premises,Rep & Maint,200055826,1,202105,Barclaycard - Global Commercial Payments,81.33,2021-08-01
Schools,Premises,Rep & Maint,200055918,1,202105,Barclaycard - Global Commercial Payments,20.00,2021-08-01
Schools,Premises,Rep & Maint,200056473,1,202105,Barclaycard - Global Commercial Payments,17.34,2021-08-30
Schools,Premises,Rep & Maint,200056581,1,202105,Barclaycard - Global Commercial Payments,14.40,2021-08-30
Schools,Premises,Rep & Maint,200056956,1,202105,Barclaycard - Global Commercial Payments,13.48,2021-08-01
Schools,Premises,Rep & Maint,200056688,1,202105,Barclaycard - Global Commercial Payments,228.30,2021-08-30
Schools,Premises,Rep & Maint,200057150,1,202105,Barclaycard - Global Commercial Payments,39.96,2021-08-30
Schools,Premises,Rep & Maint,200057333,1,202105,Barclaycard - Global Commercial Payments,52.47,2021-08-30
Schools,Premises,Ground Maint,200055919,1,202105,Barclaycard - Global Commercial Payments,-25.71,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200052285,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054062,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054227,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054305,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054375,1,202105,Barclaycard - Global Commercial Payments,20.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054587,1,202105,Barclaycard - Global Commercial Payments,20.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055294,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055295,1,202105,Barclaycard - Global Commercial Payments,15.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055377,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055743,1,202105,Barclaycard - Global Commercial Payments,16.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056161,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056235,1,202105,Barclaycard - Global Commercial Payments,20.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200057072,1,202105,Barclaycard - Global Commercial Payments,15.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200052286,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054060,1,202105,Barclaycard - Global Commercial Payments,45.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054061,1,202105,Barclaycard - Global Commercial Payments,40.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054141,1,202105,Barclaycard - Global Commercial Payments,20.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054376,1,202105,Barclaycard - Global Commercial Payments,45.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054505,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054547,1,202105,Barclaycard - Global Commercial Payments,50.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054586,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054644,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054645,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200054842,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055120,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055121,1,202105,Barclaycard - Global Commercial Payments,25.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055122,1,202105,Barclaycard - Global Commercial Payments,35.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055123,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055124,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055293,1,202105,Barclaycard - Global Commercial Payments,20.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055375,1,202105,Barclaycard - Global Commercial Payments,20.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055376,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055456,1,202105,Barclaycard - Global Commercial Payments,35.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055742,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200055814,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056162,1,202105,Barclaycard - Global Commercial Payments,55.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056234,1,202105,Barclaycard - Global Commercial Payments,50.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056380,1,202105,Barclaycard - Global Commercial Payments,50.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056381,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056465,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056676,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056765,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056916,1,202105,Barclaycard - Global Commercial Payments,60.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200056917,1,202105,Barclaycard - Global Commercial Payments,50.00,2021-08-01
"Housing, Environment and Healthy Communities",Premises,Energy,200057136,1,202105,Barclaycard - Global Commercial Payments,30.00,2021-08-01
"Children, Adults and Families",Premises,Fixtures & Fittings,200054916,1,202105,Barclaycard - Global Commercial Payments,7.50,2021-08-01
"Children, Adults and Families",Premises,Fixtures & Fittings,200057474,1,202105,Barclaycard - Global Commercial Payments,13.95,2021-08-30
"Children, Adults and Families",Premises,Fixtures & Fittings,200057475,1,202105,Barclaycard - Global Commercial Payments,9.91,2021-08-30
Schools,Premises,Fixtures & Fittings,200041284,1,202105,Barclaycard - Global Commercial Payments,118.27,2021-08-01
Schools,Premises,Fixtures & Fittings,200056441,1,202105,Barclaycard - Global Commercial Payments,125.00,2021-08-30
Schools,Premises,Fixtures & Fittings,200057183,1,202105,Barclaycard - Global Commercial Payments,430.83,2021-08-30
Schools,Premises,Fixtures & Fittings,200057276,1,202105,Barclaycard - Global Commercial Payments,85.83,2021-08-30
Schools,Premises,Fixtures & Fittings,200058297,1,202105,Barclaycard - Global Commercial Payments,31.50,2021-08-30
Schools,Premises,Fixtures & Fittings,200056964,1,202105,Barclaycard - Global Commercial Payments,239.99,2021-08-30
Schools,Premises,Fixtures & Fittings,200055966,1,202105,Barclaycard - Global Commercial Payments,18.33,2021-08-30
Schools,Premises,Fixtures & Fittings,200057003,1,202105,Barclaycard - Global Commercial Payments,166.66,2021-08-30
Schools,Premises,Fixtures & Fittings,200056929,1,202105,Barclaycard - Global Commercial Payments,53.00,2021-08-30
Schools,Premises,Fixtures & Fittings,200057244,1,202105,Barclaycard - Global Commercial Payments,-53.00,2021-08-30
Schools,Premises,Fixtures & Fittings,200057332,1,202105,Barclaycard - Global Commercial Payments,53.00,2021-08-30
Schools,Premises,Fixtures & Fittings,200057401,1,202105,Barclaycard - Global Commercial Payments,53.00,2021-08-30
Schools,Premises,Fixtures & Fittings,200057540,1,202105,Barclaycard - Global Commercial Payments,-53.00,2021-08-30
Schools,Transport,Vehicles and Plant,200055113,1,202105,Barclaycard - Global Commercial Payments,44.44,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200057581,1,202105,Barclaycard - Global Commercial Payments,282.50,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200057582,1,202105,Barclaycard - Global Commercial Payments,277.50,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200057583,1,202105,Barclaycard - Global Commercial Payments,167.50,2021-08-30
Schools,Transport,Contract Hire,200056430,1,202105,Barclaycard - Global Commercial Payments,75.00,2021-08-30
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200056757,1,202105,Barclaycard - Global Commercial Payments,1.60,2021-08-30
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,200055929,1,202105,Barclaycard - Global Commercial Payments,3.50,2021-08-01
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200055765,1,202105,Barclaycard - Global Commercial Payments,1.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200055973,1,202105,Barclaycard - Global Commercial Payments,1.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200056115,1,202105,Barclaycard - Global Commercial Payments,1.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200056871,1,202105,Barclaycard - Global Commercial Payments,1.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200056936,1,202105,Barclaycard - Global Commercial Payments,2.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200056937,1,202105,Barclaycard - Global Commercial Payments,2.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057013,1,202105,Barclaycard - Global Commercial Payments,2.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057096,1,202105,Barclaycard - Global Commercial Payments,5.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057341,1,202105,Barclaycard - Global Commercial Payments,3.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057342,1,202105,Barclaycard - Global Commercial Payments,2.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057410,1,202105,Barclaycard - Global Commercial Payments,3.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057643,1,202105,Barclaycard - Global Commercial Payments,1.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057706,1,202105,Barclaycard - Global Commercial Payments,4.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057758,1,202105,Barclaycard - Global Commercial Payments,3.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057855,1,202105,Barclaycard - Global Commercial Payments,2.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200058201,1,202105,Barclaycard - Global Commercial Payments,2.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200058202,1,202105,Barclaycard - Global Commercial Payments,1.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200058283,1,202105,Barclaycard - Global Commercial Payments,1.33,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057659,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057724,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057771,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057820,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057866,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057956,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200057957,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200058023,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200058108,1,202105,Barclaycard - Global Commercial Payments,5.17,2021-08-30
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200058109,1,202105,Barclaycard - Global Commercial Payments,3.17,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200055877,1,202105,Barclaycard - Global Commercial Payments,11.24,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047022,1,202105,Barclaycard - Global Commercial Payments,1.55,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047252,1,202105,Barclaycard - Global Commercial Payments,7.99,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047260,1,202105,Barclaycard - Global Commercial Payments,20.80,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047374,1,202105,Barclaycard - Global Commercial Payments,9.78,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047375,1,202105,Barclaycard - Global Commercial Payments,23.50,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053450,1,202105,Barclaycard - Global Commercial Payments,5.99,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053892,1,202105,Barclaycard - Global Commercial Payments,25.88,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054334,1,202105,Barclaycard - Global Commercial Payments,2.50,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056212,1,202105,Barclaycard - Global Commercial Payments,13.20,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056337,1,202105,Barclaycard - Global Commercial Payments,68.94,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056596,1,202105,Barclaycard - Global Commercial Payments,2.00,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056690,1,202105,Barclaycard - Global Commercial Payments,9.00,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056708,1,202105,Barclaycard - Global Commercial Payments,47.98,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056764,1,202105,Barclaycard - Global Commercial Payments,7.77,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056803,1,202105,Barclaycard - Global Commercial Payments,34.00,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057335,1,202105,Barclaycard - Global Commercial Payments,14.70,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057388,1,202105,Barclaycard - Global Commercial Payments,10.20,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057687,1,202105,Barclaycard - Global Commercial Payments,6.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057741,1,202105,Barclaycard - Global Commercial Payments,9.16,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057842,1,202105,Barclaycard - Global Commercial Payments,23.24,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200055527,1,202105,Barclaycard - Global Commercial Payments,43.94,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200055528,1,202105,Barclaycard - Global Commercial Payments,123.95,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200055757,1,202105,Barclaycard - Global Commercial Payments,25.98,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200055959,1,202105,Barclaycard - Global Commercial Payments,25.98,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056104,1,202105,Barclaycard - Global Commercial Payments,25.98,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056902,1,202105,Barclaycard - Global Commercial Payments,-108.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057632,1,202105,Barclaycard - Global Commercial Payments,5.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058138,1,202105,Barclaycard - Global Commercial Payments,8.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056710,1,202105,Barclaycard - Global Commercial Payments,34.58,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056711,1,202105,Barclaycard - Global Commercial Payments,17.29,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056712,1,202105,Barclaycard - Global Commercial Payments,4.99,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056713,1,202105,Barclaycard - Global Commercial Payments,2.17,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056717,1,202105,Barclaycard - Global Commercial Payments,0.83,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056966,1,202105,Barclaycard - Global Commercial Payments,8.33,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057967,1,202105,Barclaycard - Global Commercial Payments,2.17,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057972,1,202105,Barclaycard - Global Commercial Payments,4.62,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057973,1,202105,Barclaycard - Global Commercial Payments,2.89,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057974,1,202105,Barclaycard - Global Commercial Payments,24.93,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058096,1,202105,Barclaycard - Global Commercial Payments,23.33,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058373,1,202105,Barclaycard - Global Commercial Payments,12.86,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054933,1,202105,Barclaycard - Global Commercial Payments,465.23,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200055008,1,202105,Barclaycard - Global Commercial Payments,265.00,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200055078,1,202105,Barclaycard - Global Commercial Payments,234.27,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056407,1,202105,Barclaycard - Global Commercial Payments,79.77,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056615,1,202105,Barclaycard - Global Commercial Payments,11.96,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056694,1,202105,Barclaycard - Global Commercial Payments,45.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056932,1,202105,Barclaycard - Global Commercial Payments,17.89,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056933,1,202105,Barclaycard - Global Commercial Payments,6.10,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056934,1,202105,Barclaycard - Global Commercial Payments,45.78,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200056977,1,202105,Barclaycard - Global Commercial Payments,17.46,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057010,1,202105,Barclaycard - Global Commercial Payments,3.00,2021-08-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057245,1,202105,Barclaycard - Global Commercial Payments,7.99,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057480,1,202105,Barclaycard - Global Commercial Payments,133.75,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057503,1,202105,Barclaycard - Global Commercial Payments,220.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057556,1,202105,Barclaycard - Global Commercial Payments,13.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057557,1,202105,Barclaycard - Global Commercial Payments,23.95,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057558,1,202105,Barclaycard - Global Commercial Payments,23.95,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057694,1,202105,Barclaycard - Global Commercial Payments,11.92,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057751,1,202105,Barclaycard - Global Commercial Payments,71.15,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057778,1,202105,Barclaycard - Global Commercial Payments,23.94,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057779,1,202105,Barclaycard - Global Commercial Payments,85.69,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057846,1,202105,Barclaycard - Global Commercial Payments,69.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058044,1,202105,Barclaycard - Global Commercial Payments,18.95,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058068,1,202105,Barclaycard - Global Commercial Payments,194.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058150,1,202105,Barclaycard - Global Commercial Payments,5.72,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058151,1,202105,Barclaycard - Global Commercial Payments,14.99,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058152,1,202105,Barclaycard - Global Commercial Payments,13.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058195,1,202105,Barclaycard - Global Commercial Payments,8.99,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058196,1,202105,Barclaycard - Global Commercial Payments,2.50,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058197,1,202105,Barclaycard - Global Commercial Payments,19.92,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058275,1,202105,Barclaycard - Global Commercial Payments,1.99,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058341,1,202105,Barclaycard - Global Commercial Payments,11.00,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057477,1,202105,Barclaycard - Global Commercial Payments,10.20,2021-08-30
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057541,1,202105,Barclaycard - Global Commercial Payments,42.10,2021-08-30
